,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
182,Sean Doty,CrossFit Grand Rapids,,,,United States,Men,,325 lb,,245 lb,420 lb,353,,4:53,,11:04,,36,,185 lb,1:17
204,Jenny Adolfsson,CrossFit Tegen,,"2023 quarterfinals
148th
worldwide",148th,worldwide,Women,Women (40-44),140 kg,,105 kg,140 lb,,,2:20,,,,,,85 kg,
207,Nick Coldiron,,,,,North America East,Men,,285 lb,,185 lb,320 lb,,,8:44,11:53,,,,27:26,,1:36
210,Rafael Gonçalves,,,,,,,,309 lb,,221 kg,374 lb,,,,,,,,,187 lb,
212,Garrett Measures,,,,,United States,Men,,305 lb,,,325 lb,,,,,,,,,155 lb,
224,Laura McQuillen,,,,,North America,Women,,205 lb,,155 lb,265 lb,270,,,4:38,10:23,,,21:34,125 lb,
229,Andy Osborne,CrossFit Oconee,,"2023 open
2408th
worldwide",2408th,worldwide,Men,Men (50-54),315 lb,,210 lb,335 lb,283,,6:40,6:40,11:35,,,24:20,155 lb,
235,Ryan Kernaghan,,,,,North America,Men,,,,,405 lb,,,,,,,,,,
249,Thales White,CrossFit PTV,,,,United States,Men,,165 lb,,,220 lb,,,,,,,4,,,
257,Sven Schneider,CrossFit 2 Burgen,,"2023 open
27081st
worldwide",27081st,worldwide,Men,Men (35-39),70 kg,,60 lb,130 kg,,,,,,,7,,40 kg,
287,Veselin Aleksandrov,,,,,Europe North,Men,,163 kg,,113 kg,185 kg,,,,,,,,,90 kg,
296,Rosie Melo,CrossFit Purpose,,,,North America,Women,,165 lb,,,200 lb,,,,,,,,,,
312,Diego Souza,Elite CrossFit North,,,,South America,Men,,110 kg,98:34,92 kg,150 kg,,,,,,,15,23:20,55 kg,
329,Kris Hitchman,Sarum CrossFit,,"2023 open
14083rd
worldwide",14083rd,worldwide,Men,Men (40-44),140 kg,,93 kg,170 kg,,,,,,,3,26:42,70 kg,
364,Jennifer Fowlkes,CrossFit Igneous,,,,North America,Women,,240 lb,,155 lb,315 lb,,,,,,,,,105 lb,
373,Michael Magny,CrossFit Sainte Foy,,"2023 open
12079th
worldwide",12079th,worldwide,Men,Men (35-39),255 lb,,190 lb,365 lb,313,29:57,6:21,,11:13,,,22:01,145 lb,
377,Troy Fowler,Rayzor Ranch CrossFit,,"2023 open
1342nd
worldwide",1342nd,worldwide,Men,Men (50-54),328 lb,52:10,190 lb,395 lb,287,,,,8:40,,33,24:53,155 lb,
380,Maarten Camphuijsen,CrossFit Limes,,"2023 open
8727th
worldwide",8727th,worldwide,Men,Men (40-44),195 kg,,115 kg,230 kg,299,,5:42,2:02,,,,25:30,85 kg,
388,Roger Hijlaard,CrossFit Lelystad,,,,Netherlands,Men,,150 kg,,110 kg,175 kg,,,2:38,,,,,,,
402,Anthony Irmer,CrossFit Aorta,,"2023 open
68452nd
worldwide",68452nd,worldwide,Men,Men,136 kg,,100 kg,175 kg,,,,,,,12,,70 kg,
443,Jessica Morales,,,,,,,,,,,190 lb,,,,,,,,,,
444,Maxwell Brito,,,,,Latin America,Men,,115 kg,,96 kg,150 kg,,,,,,,,,76 kg,
448,Stuart Beeley,,,,,,,,170 kg,,110 kg,220 kg,,,,,,,,,80 kg,
459,Brian Martz,,,,,Central East,Men,,425 lb,,245 lb,460 lb,342,23:13,3:16,,,,40,17:56,205 lb,1:03
465,Stephanie Carlisle,CrossFit Ho'ola,,"2023 open
12974th
worldwide",12974th,worldwide,Women,Women,305 lb,,225 lb,386 lb,,,,,,,30,28:02,165 lb,
470,Jan Pejchar,CrossFit Neuss,,"2023 open
4420th
worldwide",4420th,worldwide,Men,Men (45-49),125 kg,,,165 kg,,,,,12:15,,,,,
472,Johan Arango,CrossFit Balance,,,,Colombia,Men,,285 lb,,,315 lb,,,,,,,16,27:02,,1:50
474,Raphael Nascimento,Centaurus CrossFit Asa Sul,,"2023 open
8453rd
worldwide",8453rd,worldwide,Men,Men (40-44),315 lb,,215 lb,400 lb,,,4:37,,,,44,24:10,140 lb,
480,Alberto Bocio,G1931 CrossFit Conil,,,,Spain,Men,,140 kg,,,150170 kg,,,,3:10,,,,24:00,,1:10
491,Noelle Ellwood,CrossFit Panoply,,"2023 quarterfinals
1358th
North America East",1358th,North America East,Women,Women,255 lb,,180 lb,315 lb,,,3:21,,,,,,135 lb,
494,Heather Cassese,CrossFit Surmount,,"2023 quarterfinals
921st
worldwide",921st,worldwide,Women,Women (40-44),220 lb,,165 lb,260 lb,314,,4:24,3:01,,,,24:56,121 lb,1:17
502,Cameron Thomas,,,,,Asia,Men,,,,,,,,,,,,,33:23,,
504,Daniel Weiner,CrossFit Athletic Academy,,,,United States,Men,,400 lb,,230 lb,505 lb,,,,2:53,,,,,185 lb,
516,Sarah Maher,SUBU CrossFit,,"2023 open
7350th
worldwide",7350th,worldwide,Women,Women (35-39),225 lb,,155 lb,280 lb,,,7:56,,,,10,,115 lb,
522,Sean Mitchell,CrossFit Belleville,,,,Canada,Men,,385 lb,,275 lb,525 lb,,,4:57,,,,,,185 lb,
528,Jacob Martinez,,,,,Latin America,Men,,325 lb,,235 lb,405 lb,,,,,,,,,175 lb,
535,Josh Rawlinson,CrossFit Rossendale,,,,United Kingdom,Men,,180 kg,,125 kg,250 kg,,,3:22,,,,,20:10,93 kg,
545,Thane Archer,Howick CrossFit,,,,South Africa,Men,,135 kg,,95 kg,180 kg,,,,,,,30,24:00,90 kg,
546,Michael Smith,Bear State CrossFit,,,,United States,Men,,410 lb,,245 lb,425 lb,,,,,,,22,20:35,185 lb,1:10
548,Ellie Pyke,CrossFit Ennis,,"2023 open
1111th
worldwide",1111th,worldwide,Women,Women,112 kg,,88 kg,140 kg,,,,,,,,,65 kg,
563,Alex Keshishian,Wells Street CrossFit,,"2023 open
103806th
worldwide",103806th,worldwide,Men,Men,225 lb,,,,,,,,,,,,135 lb,
580,Oscar Frau,CrossFit Aper Malus,,,,Europe,Men,,,,110 kg,150 kg,,,,,,,,,80 kg,
618,Nathan Hanks,,,"2023 open
3441st
worldwide",3441st,worldwide,Men,Men (50-54),310 lb,,215 lb,365 lb,251,,,,,,21,,150 lb,
619,Alli Yost,U Can CrossFit,,"2023 open
6551st
worldwide",6551st,worldwide,Women,Women (35-39),130 lb,,,185 lb,,,,,,,,,,
626,Terrence Banks,,,"2023 open
23426th
worldwide",23426th,worldwide,Men,Men,365 lb,,285 lb,425 lb,,,,4:46,,,20,27:42,205 lb,
640,Andres Mora,RPC CrossFit,,,,North America,Men,,455 lb,,265 lb,475 lb,,,,2:30,,,,,200 lb,
645,Luigina Facchini,CrossFit Norwich,,"2023 open
40207th
worldwide",40207th,worldwide,Women,Women,270 lb,,195 lb,375 lb,,,6:30,2:24,,,9,,145 lb,1:49
649,Stephan Erasmus,CrossFit Richards Bay,,"2023 open
15284th
worldwide",15284th,worldwide,Men,Men (35-39),130 kg,,102 kg,183 kg,,,7:49,,,,,,70 kg,1:10
652,Soky Poy,CrossFit Lavon,,,,North America West,Women,,215 lb,,155 lb,255 lb,222,,,5:01,14:34,,,,90 lb,
663,Jakub Láník,,,,,Europe,Men,,130 kg,,105 kg,205 kg,,,,,,,,,85 kg,
682,Jana Daniels,CrossFit Raw Appeal,,,,South West,Women,,135 lb,,55 lb,185 lb,,,,,,,,,65 lb,
690,John Allis,Core City CrossFit,,"2023 open
784th
worldwide",784th,worldwide,Men,Men (40-44),345 lb,,250 lb,400 lb,316,,2:56,2:06,,,,22:06,210 lb,
700,Sarah Hill,Foundation CrossFit,,"2023 open
28763rd
worldwide",28763rd,worldwide,Women,Women,80 kg,,69 kg,130 kg,,,,,16:45,,,,50 kg,
732,Karin Pieterse Erasmus,CrossFit Richards Bay,,"2023 open
7882nd
worldwide",7882nd,worldwide,Women,Women (35-39),,,,,,,6:32,,,,,,,
752,Mike Mulkern,CrossFit SoFla,,,,South East,Men,,245 lb,,,315 lb,,,,,,,,,,
759,Egils Balodis,,,,,Latvia,Men,,330 lb,,225 lb,420 lb,,,,,,,30,25:00,160 lb,
767,Shane Malott,CrossFit Burlingame,,,,United States,Men,,325 lb,,225 lb,405 lb,,,3:21,,,,,,165 lb,1:21
768,Michael Zwiener,CrossFit 314,,,,North Central,Men (60+),,275 lb,,,395 lb,,,,,,,25,,,
773,Maxime Foiret,CrossFit Orion,,,,Europe,Men,,100 kg,,80 kg,170 kg,,,,,,,,,60 kg,
778,Jessica Palmer,South Hall CrossFit,,,,North America,Women,,,,,,,26:13,4:52,2:41,9:45,,,,,
785,Carl De Bruin,CrossFit Tijger Valley,,"2023 quarterfinals
174th
Africa",174th,Africa,Men,Men,200 kg,,160 kg,220 kg,,,2:50,2:12,,,40,22:10,120 kg,
796,Laila Bulhosen,,,,,Mexico,Women,,225 lb,,140 lb,275 lb,,,,3:54,,,,25:14,110 lb,
816,Julie Knauff,CrossFit XBA,,"2023 open
3089th
worldwide",3089th,worldwide,Women,Women (45-49),195 lb,,135 lb,265 lb,,,,2:55,,,,,100 lb,
828,Jocelyn Goodfellow,Demon CrossFit,,"2023 open
7014th
worldwide",7014th,worldwide,Women,Women (45-49),,,,115 kg,,,10:40,,,,,,,
846,David Scherber,CrossFit Palace,,,,North America,Men,,360 lb,,250 lb,500 lb,,,4:25,,,,,,175 lb,
857,Henry Hullett,CrossFit SRC,,,,North America,Men,,375 lb,,255 lb,455 lb,305,,5:17,2:36,10:39,,,,185 lb,
880,Muller-Margot Stephane,CrossFit Tianfu,,"2023 open
2121st
worldwide",2121st,worldwide,Men (55-59),Men (55-59),,,,,,,,,14:05,,,26:07,,
885,Maliah Moser,Chaos CrossFit,,,,North America,Women,,275 lb,,205 lb,365 lb,,,2:38,1:38,,,,,,
896,Anselmo Nunes,,,"2023 open
33156th
worldwide",33156th,worldwide,Men,Men,140 kg,,100 kg,190 kg,,,4:32,,11:57,,,,80 kg,
902,Lewis Gray,CrossFit Preston,,"2023 open
6521st
worldwide",6521st,worldwide,Men,Men,200 kg,,115 kg,250 kg,,,,,,,,,95 kg,
914,Anthony Ryall,CrossFit Iron Fort,,"2023 open
547th
worldwide",547th,worldwide,Men,Men (45-49),160 kg,,111 kg,200 kg,,,3:13,2:58,8:07,,43,,73 kg,
919,Edward Garcia,CrossFit Praus,,"2023 open
38827th
worldwide",38827th,worldwide,Men,Men,420 lb,,290 lb,540 lb,,,2:25,2:06,9:45,,,,235 lb,
927,Firmin Faure,100 Pourcent CrossFit,,"2023 open
30600th
worldwide",30600th,worldwide,Men,Men,135 kg,,110 kg,180 kg,,,3:07,4:30,,,35,,78 kg,
928,Scott Whitman,CrossFit Till I Collapse,,,,North Central,Men,,305 lb,,195 lb,375 lb,229,,6:17,8:49,,,,,145 lb,
935,Amanda Reichner,,,,,North America,Women,,155 lb,,,325 lb,,,,,,,23,,,
946,Jami Chiusano,,,,,South East,Women,,125 lb,,,,,,,,,,,,,
955,Wendy Carlisle,CrossFit Frostbite,,,,United States,Women,,255 lb,,140 lb,340 lb,,,,,,,,,107 lb,
961,Kendra McGuire,CrossFit The Rack,,"2023 quarterfinals
230th
worldwide",230th,worldwide,Women,Women (45-49),262 lb,,165 lb,320 lb,316,21:13,,2:26,10:08,,,28:46,122 lb,1:30
964,Andrew Whelan,Jersey CrossFit,,,,Europe South,Men,,150 kg,,,200 kg,,,,,,,,,,
972,Kraig Kraft,CrossFit Iliad,,"2023 open
6849th
worldwide",6849th,worldwide,Men,Men (45-49),264 lb,,170 lb,397 lb,257,,6:57,5:15,10:27,,,20:22,124 lb,
992,Patrick Pedersen,,,,,North Central,Men,,,,,,,,,,,,,31:36,,
1010,Stefan Scheffer,CrossFit Schiphol,,,,Europe Central,Men,,140 kg,,95 kg,160 kg,330,23:54,,,11:00,,,21:09,,
1011,Melanie Fishell,CrossFit OUR,,"2023 open
8138th
worldwide",8138th,worldwide,Women,Women (45-49),165 lb,,125 lb,205 lb,,,,3:18,,,,35:26,90 lb,
1020,Jessica Alary-Shank,CrossFit Helsingborg,,,,Europe,Women,,95 kg,,75 kg,,,,,,,,,,60 kg,
1038,James Anderson,CrossFit Henleaze,,"2023 open
6921st
worldwide",6921st,worldwide,Men,Men (40-44),150 kg,,103 kg,180 kg,,,,,,,,,80 kg,
1039,Anna Kjäll,CrossFit Mariestad,,,,Europe North,Women,,50 kg,,20 kg,70 kg,,23:00,18:00,22:00,,,5,20:00,20 kg,3:00
1045,Amanda Mullins,Death By CrossFit,,"2023 open
4046th
worldwide",4046th,worldwide,Women,Women,320 lb,,245 lb,370 lb,,,2:11,,,,,,190 lb,
1047,Janine Covello,NorthEast CrossFit,,"2023 open
11106th
worldwide",11106th,worldwide,Women,Women (35-39),185 lb,,140 lb,250 lb,,,,,,,5,35:30,105 lb,
1050,Nena Wevers,,,,,Europe,Girls (14-15),,,,,95 kg,,,,,,,,,,
1095,Vinicio Coutinho Mandu Gaia,SuperForce CrossFit,,,,South America,Men,,225 lb,,195 lb,335 lb,,,,4:00,,,,,135 lb,
1102,Rosalie Martel,,,,,Canada East,Women,,,,,,,,,,,,,,110 lb,
1110,Aaron M Laird,,,,,North America,Men,,305 lb,,235 lb,385 lb,281,,6:32,3:20,10:01,,40,19:40,165 lb,
1116,Coraly Lopez,,,"2023 open
30014th
worldwide",30014th,worldwide,Women,Women,195 lb,,140 lb,225 lb,,,,5:21,,,,,115 lb,
1118,Tom Quinn,Drop Box CrossFit,,,,North America East,Men,,330 lb,,225 lb,370 lb,335,,4:38,2:47,9:50,,21,22:45,175 lb,
1123,Tim Mattis,CrossFit Mad Hatter,,"2023 open
9872nd
worldwide",9872nd,worldwide,Men,Men (40-44),405 lb,,285 lb,425 lb,290,,6:37,3:11,14:34,,,,195 lb,
1146,Ian Wooffitt,CrossFit Defiance,,,,United Kingdom,Men,,130 kg,,85 kg,180 kg,,,,,,,,23:05,70 kg,1:15
1160,Marcus Blischke,CrossFit Herzschlag,,"2023 open
19410th
worldwide",19410th,worldwide,Men,Men,150 kg,,110 kg,170 kg,,,4:18,3:00,10:30,,,,90 kg,
1164,Kevin McClean,,,"2023 quarterfinals
2294th
Europe",2294th,Europe,Men,Men,145 kg,,110 kg,200 kg,,,3:36,,,,,21:41,95 kg,
1176,Tim Clark,CrossFit Telefonplan,,"2023 open
7512th
worldwide",7512th,worldwide,Men,Men (40-44),145 kg,,115 kg,150 kg,,,,,,,,,77 kg,
1185,Leighton Corrigan,CrossFit Chickasaw,,,,Central East,Men,,,,,,,,,,9:14,,,,,
1194,Emily Rooney,CrossFit Scarborough,,,,Europe,Women,,100 kg,,73 kg,140 kg,,,,2:29,13:34,,18,23:00,50 lb,
1195,Adam Peterson,Legion of Power CrossFit,,,,North America,Men,,250 lb,,175 lb,335 lb,,,,,,,,,135 lb,
1196,Alexandra Bakken,CrossFit Hunsfos,,,,Norway,Women,,98 kg,,65 kg,130 kg,,,,,12:56,,10,,52 kg,
1198,Adil Alsalti,,,,,Asia,Men,,260 lb,,195 lb,365 lb,,,7:21,,,,23,26:25,145 lb,
1232,Tim Berndsen,CrossFit Gooi,,,,Netherlands,Men,,120 kg,,100 kg,210 kg,,,2:45,2:45,,,,17:57,70 kg,
1245,Ratna Laurens,CrossFit Gooi,,,,Europe,Women,,110 kg,,60 kg,110 kg,,,,,,,10,,,
1255,Brendan McKenzie,,,,,Oceania,Men,,150 kg,,,200 kg,,,,6:55,,,,,65 kg,
1260,Benjamin Millemon,Saratoga Springs CrossFit,,,,North America,Men,,455 lb,,295 lb,480 lb,,,3:46,,,,35,18:52,200 lb,0:53
1264,Kristine Joy Buhawe,,,,,Asia,Women,,136 lb,,45 lb,200 lb,,,,,,,,,55 lb,
1266,Thevenin Arnaud,CrossFit Croix-Rousse,,"2023 quarterfinals
555th
worldwide",555th,worldwide,Men,Men (50-54),110 kg,,85 kg,160 kg,,,,,,,,,50 kg,
1268,Elizabeth Borchardt,Adventure Awaits CrossFit,,"2023 open
3588th
worldwide",3588th,worldwide,Women,Women (35-39),165 lb,,135 lb,345 lb,,26:52,10:00,3:30,14:00,,8,24:00,80 lb,
1277,Ethan Estes,CrossFit Firing Pin,,,,North America,Men,,350 lb,,,425 lb,,,3:12,3:54,7:05,,,22:00,,1:30
1279,Kimberly Butler,CrossFit Spring Hill,,"2023 open
11384th
worldwide",11384th,worldwide,Women,Women (40-44),215 lb,,155 lb,255 lb,274,27:42,5:50,3:40,14:32,,,,115 lb,1:50
1286,Francesca Pala,CrossFit Ampurias,,,,Italy,Women,,60 kg,,50 kg,90 kg,,,,12:44,,,,,31 kg,
1297,Katy Kallas,CrossFit Alpha Dog,,,,North America,Women,,270 lb,,205 lb,340 lb,,,2:26,2:17,,,45,,165 lb,
1299,Colette Simpson-Smith,CrossFit Connect,,"2023 quarterfinals
931st
Europe",931st,Europe,Women,Women,,,70 kg,130 kg,,,,,,,,,50 kg,
1314,Chris Fite,,,,,North America,Men,,345 lb,,190 lb,295 lb,,28:15,5:52,6:06,10:55,,,,135 lb,
1317,Joseph Oplotnik,CrossFit 405,,"2023 open
9860th
worldwide",9860th,worldwide,Men,Men (35-39),350 lb,,225 lb,405 lb,,,4:38,,11:17,,28,28:00,155 lb,
1324,Amanda Macfarland,CrossFit BNI,,"2023 open
10075th
worldwide",10075th,worldwide,Women,Women (35-39),215 lb,,165 lb,265 lb,,,,,,,,,110 lb,
1372,Samantha Hanley,,,,,North America,Women,,235 lb,,170 lb,275 lb,274,,4:33,,11:29,,,,150 lb,
1377,Kyle Bailey,,,"2023 open
18321st
worldwide",18321st,worldwide,Men,Men,360 lb,,285 lb,430 lb,,,,,,,,,215 lb,
1379,Kyle Warren,,,,,North America,Men,,355 lb,,290 lb,425 lb,,,4:45,3:03,,,20,,255 lb,
1385,Glen Packer,Smeaton Grange CrossFit,,,,Australia,Men,,155 kg,,120 kg,225 kg,,,,2:03,,,,19:25,85 kg,
1407,Sean Aussems,CrossFit Ridderkerk,,,,Netherlands,Men,,100 kg,,90 kg,135 kg,,,,4:16,,,,24:43,68 kg,
1410,Ben Writer,CrossFit Minerva,,"2023 open
8378th
worldwide",8378th,worldwide,Men,Men,170 kg,,135 kg,180 kg,,,3:05,3:36,,,,,110 kg,
1440,Chris Lindsey,CrossFit Oddity,,"2023 quarterfinals
463rd
worldwide",463rd,worldwide,Men,Men (50-54),310 lb,,240 lb,370 lb,,25:37,4:17,1:57,9:56,,28,27:43,170 lb,
1470,Jeff Abbott,CrossFit Fig,,,,United States,Men,,417 lb,,215 lb,425 lb,,,12:23,3:40,,,16,,195 lb,1:20
1472,Braden Muller,CrossFit Krypton,,,,United States,Men,,355 lb,,290 lb,405 lb,,,,,,,,,245 lb,
1480,Susan Abernathy,CrossFit AOF,,"2023 open
1787th
worldwide",1787th,worldwide,Women,Women (35-39),210 lb,,170 lb,280 lb,313,22:46,5:01,2:57,,,,24:41,135 lb,
1488,Viktor Bohman,CrossFit Gårda,,,,Europe,Men,,180 kg,,115 kg,190 kg,,,3:23,,,,,,85 kg,
1495,Fagot Jean-Baptiste,CrossFit Bourgoin,,,,Europe,Men,,130 kg,,125 kg,190 kg,297,,,,,,,,90 kg,
1502,Mike Redmond,Be CrossFit,,"2023 open
4432nd
worldwide",4432nd,worldwide,Men,Men,,,275 lb,,313,,3:04,1:45,,,56,,225 lb,
1506,Gustavo Coelho,CrossFit BurnFox,,,,Brazil,Men,,110 kg,,90 kg,180 kg,,,,5:00,,,,25:39,80 kg,
1523,Natan Noel,CrossFit Morro das Pedras,,"2023 open
119613th
worldwide",119613th,worldwide,Men,Men,255 lb,,175 lb,325 lb,252,,,,,,,,,
1534,Matt Brady,,,"2023 semifinals
29th
worldwide",29th,worldwide,Men,Men,455 lb,,340 lb,520 lb,,,2:43,,,,,20:21,290 lb,
1559,Tom Mormino,Land Warrior CrossFit,,,,North America East,Men,,290 lb,,,315 lb,,,,,,,,21:34,,
1561,Jake Fricke,CrossFit South Bay,,"2023 open
4180th
worldwide",4180th,worldwide,Men,Men,405 lb,,300 lb,425 lb,,,2:34,,,,,,225 lb,
1580,Arthur Reis,CrossFit Fellow,,"2023 open
78047th
worldwide",78047th,worldwide,Men,Men,142 kg,,100 kg,174 kg,274,,14:34,3:40,,,20,26:00,94 kg,1:12
1584,Josh Archibald,CrossFit 180,,"2023 open
5764th
worldwide",5764th,worldwide,Men,Men (40-44),295 lb,,240 lb,375 lb,320,26:44,4:56,3:28,10:49,,,,155 lb,
1599,Stephen Law,CrossFit Redefined,,,,United States,Men,,385 lb,,275 lb,435 lb,,,5:27,4:15,,,,,185 lb,1:12
1600,Rachel Lewis,Dignified CrossFit,,"2023 quarterfinals
1108th
North America East",1108th,North America East,Women,Women,295 lb,,225 lb,340 lb,,,,2:30,,,,28:04,170 lb,
1608,Mitchell Jones,,,,,Oceania,Men,,180 kg,,115 kg,200 kg,,,,,,,,,95 kg,
1612,Ashleigh Mckown,CrossFit Castle Rock,,,,South West,Women,,130 lb,,105 lb,210 lb,275,,5:22,,9:47,,,22:00,80 lb,
1615,Logan Griffiths,Mountain Top CrossFit,,"2023 open
16540th
worldwide",16540th,worldwide,Men,Men,345 lb,,275 lb,415 lb,,,3:27,2:45,8:58,,,,225 lb,
1635,Kane Malherbe,,,,,Oceania,Men,,100 kg,,80 kg,150 kg,322,,4:07,2:42,7:54,,,15:42,65 kg,
1639,Laura Lynn Williams,CrossFit Trivium,,"2023 quarterfinals
1069th
North America East",1069th,North America East,Women,Women,265 lb,,170 lb,280 lb,,,3:00,2:29,10:03,,,25:30,125 lb,
1648,Oscar Ortiz,,,,,North America,Men,,230 lb,,185 lb,330 lb,,,11:00,,,,15,27:10,145 lb,
1650,Cory Koeller,Harbor Park CrossFit,,,,North America,Men,,345 lb,,195 lb,365 lb,,,,,,,17,26:40,155 lb,
1711,Zachary Heisler,CrossFit Mobile,,,,North America,Men,,355 lb,,275 lb,450 lb,406,,2:40,,7:54,,52,,220 lb,
1713,Callum Bisset,,,,,Oceania,Men,,135 kg,,90 kg,180 kg,341,,4:45,2:54,8:56,,,,72 kg,
1715,Allison Rogers,CrossFit Traverse,,,,North Central,Women,,150 lb,,110 lb,215 lb,,,,,,,,,80 lb,
1718,Florencia Bossio,CrossFit Hard Break,,,,South America,Women,,185 lb,,115 lb,255 lb,,,,,14:07,,,,85 lb,
1746,Eyal Hirsch,CrossFit Superdrive,,"2023 open
20548th
worldwide",20548th,worldwide,Men,Men (35-39),160 kg,,115 kg,187 kg,,,,,,,,,,
1754,Marissa Campopiano,,,,,United States,Women,,215 lb,,140 lb,305 lb,,,,,12:11,,4,26:33,95 lb,1:33
1771,João Espadinha,,,,,,,,145 kg,,105 kg,212 kg,,,4:27,,,,,,85 kg,0:57
1774,Kendall Moore,Nevermore CrossFit,,"2023 quarterfinals
1464th
North America East",1464th,North America East,Women,Women,,,190 lb,,,,,,10:55,,,,145 lb,
1777,Sandra Martin,Nevermore CrossFit,,"2023 open
2352nd
worldwide",2352nd,worldwide,Women,Women (45-49),165 lb,,,275 lb,,,,,,,,,,1:37
1780,Dianne Westcott,Down Home CrossFit,,,,North America,Women,,,,,215 lb,,,,,,,,,,
1798,Mario Moro,Altair CrossFit,,"2023 quarterfinals
258th
South America",258th,South America,Men,Men,365 lb,,300 lb,460 lb,,,,,,,50,,245 lb,0:58
1842,Anny Machado,JM CrossFit,,,,Brazil,Women,,110 kg,,67 kg,130 kg,,,,,,,25,,,
1863,Jaclyn Jeffries,CrossFit 053,,,,United States,Women,,185 lb,,120 lb,230 lb,,,,,,,,,85 lb,
1865,Kristina Kenyon,CrossFit Exclamation,,,,North America,Women,,270 lb,,145 lb,315 lb,,,,4:28,,,4,,110 lb,
1869,Melanie Roberts,,,,,North America,Women,,255 lb,,125 lb,295 lb,257,,,,,,,,95 lb,
1885,Brandon Lauster,CrossFit St. Pete,,"2023 open
4631st
worldwide",4631st,worldwide,Men,Men (35-39),285 lb,,205 lb,345 lb,268,,,,,,32,20:00,135 lb,1:30
1892,Dallas Smith,Smallville CrossFit,,,,North Central,Men,,345 lb,,,495 lb,,,,,,,,,,
1944,Shannon McLaughlin,CrossFit SCV,,,,North America West,Women (55-59),,,,,155 lb,,,,,,,,,,2:00
1949,Ben Gibson,,,,,United States,Men,,,,,,,,8:00,,13:05,,,,,
1977,Jessica Renae Keck Holverson,CrossFit Beo,,,,North America,Women,,175 lb,,125 lb,245 lb,,,,,,,,,95 lb,
1997,Madeleine Allou,,,,,Mid Atlantic,Women,,125 lb,,,165 lb,,,,,,,,,,
