,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
11,David McKeel,,,,,North America,Men,,300 lb,,,325 lb,,,,,,,,,,
20,Michael Baynes,CrossFit Solid,,,,Europe,Men,,,,,,316,,4:00,2:25,,,,18:08,,
32,Yang Yiwei,,,,,Asia,Men,,365 lb,,225 lb,435 lb,,,,,,,,,165 lb,
45,Anastasia Hovde,CrossFit Citrine,,,,North America East,Women,,180 lb,,125 lb,275 lb,,,,,14:50,,,,90 lb,
49,Jenna Fincher,,,,,North America,Women,,290 lb,,190 lb,255 lb,,,5:28,,11:57,,,30:11,160 lb,
57,Kylie Davies,Harvest CrossFit,,,,North America West,Women,,175 lb,,,245 lb,,,5:04,6:45,10:38,,,27:20,,
58,Lucas Pinheiro,,,,,,,,110 kg,,,150 kg,,,,,,,,19:20,,
76,Pedro Javier Franco Sosa,Margaritas CrossFit,,,,Spain,Men,,170 kg,,120 kg,200 kg,,,,,,,,,90 kg,
98,Andrew Fisher,CrossFit RTP,,"2023 open
6090th
worldwide",6090th,worldwide,Men,Men (45-49),345 lb,,225 lb,465 lb,,29:06,7:15,5:02,13:04,,20,30:24,165 lb,
112,Johanna Winqvist,Oak Island CrossFit,,"2023 quarterfinals
732nd
worldwide",732nd,worldwide,Women,Women (40-44),,,,,,,,2:52,,,,,,
124,Kyle Dillard,CrossFit Menace,,,,North America,Men,,345 lb,,245 lb,475 lb,291,,,2:48,9:45,,,24:27,,1:23
135,Benham Cook,CrossFit Lossiemouth,,"2023 open
9735th
worldwide",9735th,worldwide,Men,Men (35-39),120 kg,,75 kg,160 kg,311,,5:19,5:41,10:06,,16,19:55,52 kg,
140,Louise Holtom,Newbury CrossFit,,,,Europe,Women,,65 kg,,45 kg,100 kg,,,,,,,6,38:40,35 kg,
175,Jennifer Dow,Blitz CrossFit,,"2023 open
8672nd
worldwide",8672nd,worldwide,Women,Women (35-39),93 kg,,70 kg,130 kg,,,,,,,15,26:54,52 kg,
214,Anna Beck,CrossFit Dwala,,,,South East,Women,,185 lb,,100 lb,235 lb,,,,,,,,25:39,65 lb,
220,Sam Carrion,North Dallas CrossFit,,,,North America,Men,,282 lb,,225 lb,375 lb,,,6:11,4:22,,,,,167 lb,
225,Benjamin Maury,CrossFit Montpellier,,"2023 open
10619th
worldwide",10619th,worldwide,Men,Men,145 kg,,110 kg,180 kg,,,2:54,,88:22,,40,,90 kg,
238,Sedat Celik,,,,,Europe,Men,,110 kg,,85 kg,120 kg,,,8:20,,,,,22:30,60 kg,
249,Dom Ballesteros,Persistence Culture Camarillo CrossFit,,"2023 open
2677th
worldwide",2677th,worldwide,Men,Men (50-54),,,,,,,,,,,,22:24,,
253,Georgette Rae,South Hall CrossFit,,"2023 open
111th
worldwide",111th,worldwide,Women (60-64),Women (60-64),,,120 lb,205 lb,228,29:41,6:53,3:58,10:10,,51,,90 lb,
258,Patricia Escobar,Big Shoulders CrossFit,,"2023 open
5879th
worldwide",5879th,worldwide,Women,Women (45-49),215 lb,,135 lb,250 lb,,,14:58,2:12,11:30,,,,80 lb,
263,Morgan Umlauf,CrossFit Spokane Valley,,,,North America West,Women,,95 lb,,65 lb,220 lb,,,,,,,,,65 lb,
278,Courtney Jurson,CrossFit Bangor,,,,United States,Women,,235 lb,,155 lb,300 lb,,,,,,,11,24:36,100 lb,
286,Justin Jackson,1910 CrossFit,,"2023 open
10954th
worldwide",10954th,worldwide,Men,Men (35-39),315 lb,55:45,225 lb,365 lb,225,,,,,,,,,
296,Kirstie Scorer,CrossFit DHM,,,,Europe,Women,,83 kg,,53 kg,125 kg,200,,11:55,10:38,,,,24:52,,
313,Yannick Fuentes,CrossFit All Elements,,"2023 open
3594th
worldwide",3594th,worldwide,Men,Men (40-44),160 kg,,115 kg,215 kg,,,,2:40,,,60,,90 kg,
330,Jeffrey Allman,M4G CrossFit,,,,North America,Men,,305 lb,,230 lb,400 lb,,,9:30,3:51,10:10,,,,170 lb,
340,Sonia Faber,Lions Bay CrossFit,,,,Africa,Women,,65 kg,,,95 kg,,,,,,,,,,
353,Angela Sanders,,,,,United States,Women,,235 lb,,125 lb,235 lb,194,,5:16,,,,,,95 lb,
357,Sebastien Rigo,,,"2023 open
3291st
worldwide",3291st,worldwide,Men,Men (45-49),175 kg,,110 kg,190 kg,,,,,,,,,85 kg,1:20
361,John Stio,Babylon CrossFit,,"2023 open
4229th
worldwide",4229th,worldwide,Men,Men (45-49),265 lb,,205 lb,365 lb,258,34:56,6:09,3:55,11:03,,16,23:23,130 lb,
371,Dylan Bolden,KFP CrossFit,,,,United States,Men,,400 lb,,295 lb,465 lb,333,,,,,,,,215 lb,
383,Rija Rasoloarimanana Andriamihajasoa,CrossFit Camp Major,,"2023 open
7576th
worldwide",7576th,worldwide,Men,Men (45-49),115 kg,,85 kg,160 kg,,,7:30,,,,20,,70 kg,
386,Kelsey Albrecht,Rose City CrossFit,,"2023 quarterfinals
655th
North America West",655th,North America West,Women,Women,230 lb,,190 lb,270 lb,,,3:40,1:50,8:54,,30,,145 lb,
