,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
436,Toni Jump,Fulcrum CrossFit,,,,North America West,Women (55-59),,,,,,,,,,13:35,,,,,
457,Bethany Davis,,,"2023 open
18063rd
worldwide",18063rd,worldwide,Women,Women (35-39),205 lb,,135 lb,215 lb,,,,,,,,,85 lb,
480,Don McClatchie,,,,,North America,Men,,275 lb,,195 lb,385 lb,,,5:51,3:29,,,,22:00,145 lb,1:03
488,Ron Crosier,BOSS Mentality CrossFit,,"2023 open
206th
worldwide",206th,worldwide,Men (55-59),Men (55-59),405 lb,,240 lb,415 lb,332,,,,,,11,24:30,185 lb,
491,Landon Williams,,,"2023 open
5587th
worldwide",5587th,worldwide,Men,Men (40-44),275 lb,,185 lb,300 lb,,,,,,,,,95 lb,
492,Kyle Broughton,,,,,North America,Men,,365 lb,,285 lb,455 lb,,,6:05,,,,18,,245 lb,0:57
496,Eugenia Bentley,CrossFit Taylors,,"2023 open
1602nd
worldwide",1602nd,worldwide,Women,Women (50-54),,,,265 lb,,,,,,,,,,
539,Jennifer Harrell,CrossFit Texas,,,,United States,Women,,225 lb,,145 lb,275 lb,,,3:41,5:08,10:57,,21,,,
547,Derek Harrell,CrossFit Texas,,"2023 open
5019th
worldwide",5019th,worldwide,Men,Men (50-54),355 lb,,215 lb,395 lb,,,,,,,,,,
628,Alexander Bennett,CrossFit Flushing,,,,United States,Men,,265 lb,,175 lb,325 lb,246,,7:14,4:36,9:39,,,21:47,120 lb,1:11
662,Matthew Maestas,CrossFit Chula Vista,,"2023 open
20257th
worldwide",20257th,worldwide,Men,Men (40-44),310 lb,,185 lb,385 lb,230,,,6:10,,,4,28:00,155 lb,1:30
777,Austin Shuler,CrossFit TTG,,"2023 open
84860th
worldwide",84860th,worldwide,Men,Men,305 lb,,205 lb,335 lb,,,,,,,,,150 lb,0:58
783,Debbie Blank,CrossFit Quest,,"2023 quarterfinals
377th
worldwide",377th,worldwide,Women,Women (50-54),220 lb,,160 lb,306 lb,321,,5:25,,8:45,,,,120 lb,
808,Richard Alford,Contender CrossFit,,"2023 open
5061st
worldwide",5061st,worldwide,Men,Men (50-54),365 lb,,245 lb,420 lb,,,,,,,20,32:39,195 lb,
817,Keren Matikainen,,,,,Australia,Women,,88 kg,,50 kg,110 kg,,,,,,,,,,
824,Chris Duncan,CrossFit Provision,,,,North America,Men,,405 lb,,325 lb,465 lb,,,2:17,,,,55,,225 lb,
841,Anthony Swartz,Goat House CrossFit,,"2023 open
3090th
worldwide",3090th,worldwide,Men,Men (45-49),345 lb,,205 lb,415 lb,284,31:19,5:05,3:12,10:59,,23,30:00,165 lb,1:16
943,Luis Melgar,,,"2023 open
83227th
worldwide",83227th,worldwide,Men,Men,315 lb,,235 lb,425 lb,,,,5:00,,,,,165 lb,
959,Drake Fruge,Cajun CrossFit,,"2023 quarterfinals
829th
North America West",829th,North America West,Men,Men,,,265 lb,,300,,2:50,,,,,,225 lb,
972,Alexis Paller,,,,,Mid Atlantic,Women,,290 lb,,,310 lb,,,,,,,,,140 lb,
975,Meredith Nedelcoff,CrossFit Kilo II,,,,North America,Women,,235 lb,,175 lb,255 lb,,,,,,,,,145 lb,
977,Sloan King,,,,,North America,Men,,325 lb,,205 lb,325 lb,223,29:38,5:15,3:53,,,23,23:38,135 lb,
993,Andrew Gomez,Bedlam CrossFit,,"2023 open
24624th
worldwide",24624th,worldwide,Men,Men,370 lb,,267 lb,455 lb,,,,,,,24,,200 lb,
996,Corey Trail,Stand Firm CrossFit,,,,United States,Men,,265 lb,,205 lb,365 lb,,,6:30,4:35,,,16,,135 lb,2:00
1022,Dennis LaGrange,Forged by Fire CrossFit,,,,Canada West,Men,,405 lb,,275 lb,515 lb,,,3:05,,8:45,,,,205 lb,
1053,Brent Riggs,,,,,North America,Men,,355 lb,,235 lb,415 lb,,,,,,,,,160 lb,
1069,Howard Kennedy,CrossFit Anistemi,,,,United States,Men (55-59),,225 lb,,180 lb,315 lb,,,,4:50,11:23,,,,135 lb,
1074,Alex Matthews,CrossFit Aptos,,,,North America,Men,,420 lb,,320 lb,535 lb,,,,,,,,,255 lb,
1098,Jonhas Perez,,,,,North America West,Men,,255 lb,,,300 lb,,,,,,,,,155 lb,
1100,Matthew Young,CrossFit Utah Valley,,,,South West,Men,,315 lb,,230 lb,410 lb,,,,,,,,,200 lb,
1112,Jerico Reyes,CrossFit Greenshed,,,,West Coast,Men,,315 lb,,205 lb,395 lb,,,,,,,,,140 lb,
1167,Scott McElwain,CrossFit Fresno,,,,North America,Men (55-59),,255 lb,,175 lb,295 lb,,30:24,6:23,7:22,10:22,,20,17:23,135 lb,1:02
1192,Rienzo Colpo,,,,,South Africa,Men,,70 kg,,70 kg,120 kg,,,5:15,5:40,,,,25:03,50 kg,1:30
1196,Sal Ortiz,La Puente CrossFit,,"2023 open
19474th
worldwide",19474th,worldwide,Men,Men (35-39),500 lb,,355 lb,570 lb,,,,1:18,,,20,,277 lb,
1252,Cheryl Aleman,Certus CrossFit,,"2023 open
7514th
worldwide",7514th,worldwide,Women,Women (35-39),,,,280 lb,,,,,,,,30:37,,
1254,Tyler Molinaro,CrossFit Aptos,,,,North America,Men,,365 lb,,275 lb,405 lb,300,24:44,,2:36,9:47,,,,185 lb,
1263,David Romero,CrossFit RepScheme,,"2023 open
30153rd
worldwide",30153rd,worldwide,Men,Men,370 lb,,265 lb,475 lb,,,4:13,2:10,9:08,,,22:24,185 lb,1:07
1267,Sebastien Bolduc,STADD CrossFit,,,,Canada,Men,,,,195 lb,305 lb,,31:56,10:06,,,,12,25:04,155 lb,
1336,Veronica Arteaga,Resolution CrossFit Brea,,,,North America West,Women,,235 lb,,130 lb,255 lb,227,35:12,7:01,4:51,11:54,,16,,85 lb,
1411,Hallie Legg,,,,,South Central,Women,,160 lb,,115 lb,180 lb,,,,,,,,,,
1444,Lynne Arcangel,Yolo CrossFit,,,,North America,Women,,259 lb,,,303 lb,,,,,,,,,,
1445,Laura Ward,Refine CrossFit,,"2023 open
13017th
worldwide",13017th,worldwide,Women,Women (35-39),,,130 lb,200 lb,,,,,,,,,95 lb,
1464,Gilbert Zamora,MainGate CrossFit,,"2023 quarterfinals
124th
worldwide",124th,worldwide,Men,Men (35-39),480 lb,,300 lb,540 lb,,,,1:42,,,,,185 lb,1:25
1466,Quinton Gowler,Prairie CrossFit,,"2023 open
22770th
worldwide",22770th,worldwide,Men,Men,355 lb,,305 lb,425 lb,,,,,,,20,24:30,230 lb,
1477,Ulrike Haubenreisser,CrossFit Sandvika,,,,Norway,Women,,92 kg,,60 kg,122 kg,,,,,,,,,45 kg,
1482,Chris Browne,CrossFit Misawa,,,,North America,Men,,,,225 lb,500 lb,,,,,,,,,,
1524,Michael Machowek,CrossFit Grays Harbor,,"2023 quarterfinals
43rd
worldwide",43rd,worldwide,Men (60-64),Men (60-64),307 lb,,197 lb,405 lb,312,25:09,3:46,3:42,10:06,,,,135 lb,1:08
1628,Stephanie Brand,FFD CrossFit,,,,United Kingdom,Women,,242 lb,,155 lb,310 lb,,,,,,,,,110 lb,
1629,Christian Colonel,CrossFit Trove,,"2023 open
12051st
worldwide",12051st,worldwide,Men,Men (40-44),365 lb,,265 lb,465 lb,,,,1:58,,,,,225 lb,
1653,Mary Snow,,,,,South Central,Women,,195 lb,,145 lb,225 lb,,,,,,,8,,115 lb,
1663,Brandy Arroyo,Double Edge CrossFit South,,,,United States,Women,,135 lb,,85 lb,200 lb,,,,,,,,,65 lb,
1676,Mia Magalona,Torrance CrossFit,,,,United States,Women,,195 lb,,160 lb,235 lb,,,,3:03,,,,,120 lb,
1678,Yolandi van Tonder,CrossFit Algoa,,"2023 open
8020th
worldwide",8020th,worldwide,Women,Women (45-49),80 kg,,60 kg,105 kg,,,,,,,,37:00,45 kg,
1732,Bobby Owings,Sweat Panda CrossFit,,"2023 open
5882nd
worldwide",5882nd,worldwide,Men,Men (45-49),385 lb,,225 lb,405 lb,325,,4:40,3:37,,,,,165 lb,
1733,Joe Burrill,CrossFit Enkoping,,"2023 open
29069th
worldwide",29069th,worldwide,Men,Men,120 kg,,102 kg,145 kg,,,,,8:42,,23,19:36,85 kg,
1748,Itamar Alves,CrossFit Kauil,,"2023 open
3910th
worldwide",3910th,worldwide,Men,Men (40-44),150 kg,,100 kg,170 kg,,,5:05,,,,,,75 kg,
1766,Korey Reynolds,CrossFit SCV,,"2023 open
54929th
worldwide",54929th,worldwide,Men,Men,320 lb,,,365 lb,,,,,,,,,,
1787,Idalia Retta,EBT CrossFit,,,,South Central,Women,,205 lb,,135 lb,225 lb,,,,,,,,,,
1788,Kashmir Cuevas,CrossFit Crew,,,,North America,Women,,165 lb,,130 lb,240 lb,,,7:29,,13:23,,,28:59,90 lb,
1791,Joe Petroni,CrossFit Oakdale,,,,North America West,Men (60-64),,260 lb,,175 lb,400 lb,,,,,,,,,135 lb,
1804,Christian Kaemmler,CrossFit 2 Burgen,,,,Europe,Men,,125 kg,,90 kg,156 kg,,,,,,,,,70 kg,
1810,Greta Nagy,CrossFit MayFly,,,,Europe,Women,,80 kg,,68 kg,93 kg,,,,,,,14,,53 lb,
1813,Roja Hashemi,,,,,Asia,Women,,135 kg,,100 kg,155 kg,,,,,,,,30:00,75 kg,1:33
1847,Christina Paulin,S2S CrossFit,,"2023 open
3133rd
worldwide",3133rd,worldwide,Women,Women (45-49),85 kg,,55 kg,115 kg,,,,,,,,,38 kg,
1864,Jon Geller,CrossFit Fortius,,"2023 open
20608th
worldwide",20608th,worldwide,Men,Men (40-44),,,,,,,,,,,11,,,
1876,Vanna Truong,CrossFit Kindred,,"2023 open
2941st
worldwide",2941st,worldwide,Women,Women (40-44),200 lb,,155 lb,235 lb,,,,,,,,,115 lb,
1882,Yifei Zhang,CrossFit Slash,,,,Asia,Women,,90 kg,,57 kg,120 kg,,23:36,,,,,,,42 kg,
1885,Heath Joyner,CrossFit Fury,,"2023 open
35727th
worldwide",35727th,worldwide,Men,Men,140 kg,,,,,,,,,,,,,
1898,Jordan Sessions,,,"2023 quarterfinals
1004th
North America West",1004th,North America West,Women,Women,205 lb,,155 lb,265 lb,,,,,,,10,24:00,115 lb,1:20
1902,Dakota Shackleton,Rhino CrossFit,,"2023 quarterfinals
258th
North America West",258th,North America West,Men,Men,425 lb,,315 lb,455 lb,,,2:14,,,,,,250 lb,
1906,Mahmoud Shanan,,,,,Africa,Men,,355 lb,,245 lb,365 lb,,,,,,,,,195 lb,
1911,Michelle Palmer,Ben Lomond CrossFit,,"2023 open
32nd
worldwide",32nd,worldwide,Women,Women (35-39),295 lb,,240 lb,375 lb,,,,1:11,,,,20:18,190 lb,
1929,Marie Dyngen,CrossFit Centrum,,,,Norway,Women,,112 kg,,86 kg,135 kg,,,,,,,,,67 kg,
1956,Alexandrea Jared,CrossFit East Nashville,,"2023 open
32193rd
worldwide",32193rd,worldwide,Women,Women,,,,315 lb,,,,,,,15,,,
1971,Aaron Metzger,Midwestern Built CrossFit,,"2023 open
2240th
worldwide",2240th,worldwide,Men,Men (35-39),395 lb,,286 lb,435 lb,,,,,,,,,235 lb,
1973,Luke Palmer,CrossFit Tsavo,,,,North America,Men,,405 lb,,,505 lb,,,,,,,,,,
1980,Celine Grosperrin,CrossFit Besancon 958,,,,Europe,Women,,,,60 kg,100 kg,,,,,,,,,45 kg,
1984,Jesse de Wys,,,,,New Zealand,Men,,162 kg,,85 kg,190 kg,,,,,,,,,60 kg,
1986,Alexander Curtis,CrossFit New Beginning,,"2023 open
47679th
worldwide",47679th,worldwide,Men,Men,200 kg,,120 kg,225 kg,314,,,3:05,,,,,100 kg,
1987,Michael Klop,CrossFit Nieuwendijk,,"2023 open
9133rd
worldwide",9133rd,worldwide,Men,Men (35-39),127 kg,,102 kg,170 kg,,,,3:04,,,,,77 kg,1:24
2011,Tanya Moolman,CrossFit Two Rivers,,,,Africa,Women,,80 kg,,67 kg,112 kg,312,,,,,,,,51 kg,
2020,José Cascales,Unity Altabix CrossFit,,"2023 open
8604th
worldwide",8604th,worldwide,Men,Men (35-39),135 kg,,100 kg,200 kg,,,,,,,,,80 kg,
2027,Tomasz Kłos,,,"2023 open
1694th
worldwide",1694th,worldwide,Men,Men (40-44),195 kg,,132 kg,233 kg,,,2:49,,,,40,26:30,106 kg,
2047,Matthew Grey,,,"2023 quarterfinals
1329th
worldwide",1329th,worldwide,Men,Men (35-39),355 lb,,255 lb,475 lb,,,4:20,2:39,,,28,,187 lb,
2080,Anthony Assaker,,,,,Africa,Men,,105 kg,,65 kg,120 kg,,,,,,,,,60 kg,
2085,Ivan Alushkin,,,,,Europe,Men,,180 kg,,120 kg,220 kg,,,,,,,50,,100 kg,
2108,Martina Johansson,CrossFit Kristianstad,,,,Europe,Women,,97 kg,,70 kg,124 kg,,,,,,,,20:00,45 kg,
2170,Cole Edgley,The Roost CrossFit,,,,United States,Men,,565 lb,,335 lb,485 lb,,,2:13,,,,52,,255 lb,
2171,Yanzhi Peng,CrossFit Moo 1,,,,Asia,Men,,320 lb,,215 lb,335 lb,297,,,,,,,25:00,175 lb,
2172,Gregg Flores,CrossFit 557,,,,North Central,Men,,,,,,,,2:45,,,,,,,
2191,Patrick Keck,CrossFit 2 Burgen,,"2023 open
45146th
worldwide",45146th,worldwide,Men,Men,120 kg,,100 kg,150 kg,,,,,,,,,76 kg,
2219,Michael Jung,CrossFit Erfurt,,,,Germany,Men,,,,85 kg,160 kg,,,,,,,,,,
2220,Alex Yan,CrossFit Tustin,,"2023 open
14148th
worldwide",14148th,worldwide,Men,Men (35-39),280 lb,,215 lb,320 lb,285,28:17,4:50,3:28,10:39,,34,,165 lb,1:18
2226,Malin Fossen,CrossFit Frekhaug,,,,Norway,Women,,90 kg,,73 kg,110 kg,,,,3:55,,,,,58 lb,
2233,Kristian Lokøy,CrossFit Kystby,,"2023 open
96509th
worldwide",96509th,worldwide,Men,Men,120 kg,,70 kg,135 kg,,,,,,,,,60 kg,
2235,Kamil Strapko,,,,,Europe South,Men,,,,,150 kg,,,,,,,,32:10,,
2241,Marilyn Mangoto,,,"2023 quarterfinals
40th
Africa",40th,Africa,Women,Women,150 kg,,110 kg,180 kg,,,,,,,50,23:54,80 kg,
2246,Perdita Wortmann,CrossFit Am Dom,,"2023 open
5609th
worldwide",5609th,worldwide,Women,Women (45-49),85 kg,,50 kg,115 kg,,,,,,,,,,
2270,Tyler Hickey,CrossFit Border,,"2023 quarterfinals
267th
Oceania",267th,Oceania,Men,Men,160 kg,,140 kg,200 kg,,,,,,,51,20:41,95 kg,1:02
2276,Paulo Mourão,,,,,Europe,Men,,145 kg,,105 kg,185 kg,,,3:36,2:45,,,,,80 kg,
2289,Roran Scott,CrossFit Boynton Beach,,"2023 semifinals
35th
worldwide",35th,worldwide,Women,Women,365 lb,,269 lb,365 lb,,18:03,2:30,2:01,9:07,,60,,207 lb,1:12
2296,Betta Yeung,CrossFit 808,,,,North America,Women,,,,,260 lb,,,,,,,,,,
2303,Lisa Helene Øgrey Brandsdal,CrossFit Kvadraturen,,"2023 open
2859th
worldwide",2859th,worldwide,Women,Women (35-39),100 kg,,75 kg,115 kg,293,,5:05,3:28,11:17,,21,28:40,55 kg,
2311,Yannick Reynaud,CrossFit The Flying V,,"2023 open
4611th
worldwide",4611th,worldwide,Men,Men,160 kg,,,,,,2:57,,,,50,,,
2315,Nick Stamatiou,,,,,Cyprus,Men,,115 kg,,90 kg,170 kg,,,,,,,,22:38,65 kg,0:55
2325,Christopher Christian,CrossFit ATR,,,,North America,Men,,260 lb,,145 lb,305 lb,,33:24,6:10,,,,,22:05,125 lb,1:08
2361,Jaewook Kim,CrossFit Ter,,"2023 open
127003rd
worldwide",127003rd,worldwide,Men,Men,225 lb,,155 lb,255 lb,,,,,,,5,,115 lb,
2368,Dennis Scherfisee,CrossFit Elmshorn,,,,Germany,Men,,170 kg,,105 kg,190 kg,312,,7:38,3:06,,,,,80 kg,
2427,Bettina Hagen,CrossFit Fonix,,"2023 open
3130th
worldwide",3130th,worldwide,Women,Women,120 kg,,85 kg,125 kg,,,2:39,,,,,,65 kg,
2428,Myeunggeun Song,CrossFit 225,,"2023 open
62252nd
worldwide",62252nd,worldwide,Men,Men,365 lb,,235 lb,365 lb,,,,,,,,,180 lb,
2430,Jorge Barros,,,,,Europe,Men,,100 kg,,70 kg,155 kg,,,,,,,36,,50 kg,
2435,Katie Webster,CrossFit Soul Rebel Greensborough,,"2023 quarterfinals
350th
Oceania",350th,Oceania,Women,Women,112 kg,,90 kg,125 kg,,,,,,,,23:51,68 kg,
2460,Diana Geman-Wollach,CrossFit Evolving Kilburn,,"2023 open
11771st
worldwide",11771st,worldwide,Women,Women (35-39),75 kg,,56 kg,105 kg,,,,,,,,,35 kg,
2462,Liam Morton,WIT CrossFit,,,,Europe,Men,,165 kg,,102 kg,175 kg,,,,3:47,,,7,20:38,82 kg,1:21
2481,Luke Scott,CrossFit Athletic,,"2023 quarterfinals
1077th
worldwide",1077th,worldwide,Men,Men (35-39),359 lb,,265 lb,425 lb,,,,,,,,,225 lb,
2483,Carlos Gimenez,,,,,,,,110 kg,,87 kg,160 kg,,,6:54,5:24,10:41,,32,,67 kg,1:15
2503,Jin Won Choi,CrossFit Eatforrest,,"2023 open
18831st
worldwide",18831st,worldwide,Men,Men,335 lb,,255 lb,375 lb,,,,,,,47,24:10,205 lb,1:30
2513,Fabrizio Di Napoli,,,,,,,,118 kg,,70 kg,135 kg,,,,,,,,,55 kg,
2520,Jorge Mejia,CrossFit Magnitude,,,,Colombia,Men,,185 lb,,,245 lb,,,,,,,17,19:47,,
2526,Yitao Qian,Emperor CrossFit,,,,,,,130 kg,,,140 kg,,,,,,,,,,
2564,Darryl Munro,,,,,Australia,Men,,165 kg,,100 kg,200 kg,,,,,,,,,70 kg,
2572,Nofar Amitay,,,,,Africa,Women,,,,,,,,,,,,,32:00,,
2585,Dennis Sokolik,CrossFit REL,,,,Africa Middle East,Men,,160 kg,,95 kg,200 kg,,,,,,,,,75 kg,
2653,Bridget Brooking,,,"2023 open
50657th
worldwide",50657th,worldwide,Women,Women,85 kg,,78 kg,125 kg,,,,,,,,,52 kg,
2707,Jaimi-Lee McCredie,Coffs Coast CrossFit,,,,Oceania,Women,,80 kg,,60 kg,110 kg,,,6:29,4:29,14:12,,,,40 kg,
2718,Magnus Ekstrom,,,,,Europe,Men,,,,,,,,,,,,,22:24,,
2774,Joni Hansen,CrossFit Frederikshavn,,,,Europe North,Men,,110 kg,,80 kg,145 kg,,,,,,,,,60 kg,
2782,Garth Prestwidge,,,,,Oceania,Men,,190 kg,,122 kg,243 kg,339,25:09,2:06,2:25,9:50,,62,,90 kg,1:18
2803,Anastacia Borrowdale,,,,,Europe,Women,,,,76 kg,,,,,,,,,26:27,56 kg,
2806,Craig Weatherley,CrossFit SPEED,,"2023 open
1807th
worldwide",1807th,worldwide,Men,Men (50-54),130 kg,,102 kg,205 kg,,,,,,,,,78 kg,
2828,Andrew Wilson,,,,,Australia,Men,,150 kg,,75 kg,150 kg,,,8:56,,,,15,,60 kg,
2832,David Chandler,CrossFit Albury Wodonga,,,,Australia,Men (55-59),,98 kg,,60 kg,125 kg,,,7:00,7:00,,,12,,45 kg,1:45
2839,Hannes Kristinn Sigurðsson,,,,,Europe,Men,,155 kg,,105 kg,190 kg,321,,5:28,5:29,,,,,60 kg,
2890,Samantha Sims,CrossFit 505,,"2023 open
2557th
worldwide",2557th,worldwide,Women,Women (35-39),100 kg,,65 kg,,,,,3:07,,,,,45 kg,
2902,Paul McGrath,CrossFit Ashbourne,,,,Europe Central,Men,,150 kg,,90 kg,210 kg,,,,,,,,,50 kg,
2911,Daniel Cliff,CrossFit MVRX,,,,Oceania,Men,,105 kg,,55 kg,130 kg,,,,,,,,,70 kg,
2913,David Whalan,CrossFit North Carlton,,,,Australasia,Men (55-59),,80 kg,,75 kg,135 kg,,,,,,,,,55 kg,
2935,Artem Bosak,,,"2023 open
3238th
worldwide",3238th,worldwide,Men,Men (35-39),170 kg,,140 kg,225 kg,,,3:27,2:30,,,,21:00,110 kg,
2939,Daniele Marra,CrossFit 4 Leoni,,,,Europe,Men,,150 kg,,95 kg,225 kg,,,6:45,,,,27,23:40,75 kg,
2952,Arina Larionova,Park Arena CrossFit,,,,Europe North,Women,,105 kg,,,,,,,,,,,23:00,,
2963,Brian Kenny,CrossFit Confront,,,,Oceania,Men (60-64),,105 kg,,65 kg,155 kg,,,,,,,,,40 kg,
2967,Matthew Ingber,CrossFit Fresno,,,,West Coast,Men,,345 lb,,255 lb,435 lb,,,,,,,,,,
2975,Benjamin Witte,,,,,Oceania,Men (55-59),,115 kg,,60 kg,140 kg,,,11:59,,,,,,50 kg,
2998,Sean Taylor,CrossFit Forgiven,,,,United States,Men,,250 lb,,220 lb,335 lb,315,24:43,3:31,3:51,7:59,3:32,43,23:41,165 lb,1:28
3011,Ed Gregory,CrossFit Beowulf,,,,Europe,Men,,100 kg,,70 kg,136 kg,,,,,,,,23:58,,
3026,Tommy Geary,CrossFit Crayford,,,,Europe Central,Men,,110 kg,,75 kg,130 kg,,,5:33,,,,15,26:48,55 kg,
3036,Jessica Jenkin,CrossFit Northern Adelaide,,"2023 quarterfinals
195th
Oceania",195th,Oceania,Women,Women,101 kg,68:14,70 kg,130 kg,,,2:44,2:21,8:21,,56,,55 kg,
3073,Martin Rahn,Riginal CrossFit Nürnberg,,"2023 open
1270th
worldwide",1270th,worldwide,Men (55-59),Men (55-59),,,,,,28:00,,,11:18,,20,24:24,,
3081,Miriam Granat,,,,,Europe,Women,,93 kg,,62 kg,118 kg,,,,,,,12,,41 kg,
3116,Francesco Bosetti,CrossFit Fonderia,,,,Europe,Men,,150 kg,,90 kg,190 kg,,,5:39,,,,40,,70 kg,
3251,Laura Collinson,,,,,Europe,Women,,105 kg,,,120 kg,,,,,,,,,,
3261,Robert Kroeze,,,,,Europe,Men,,80 kg,,58 kg,125 kg,,,,,,,,24:05,50 kg,
3266,Ezekiel Woof,MSF CrossFit,,,,Oceania,Men,,155 kg,,120 kg,170 kg,,,3:22,1:40,,,,,103 kg,
3330,Laura Middleton,CrossFit Exe,,,,United Kingdom,Women,,90 kg,,70 kg,123 kg,,,,,,,,19:36,,
3372,Pusanisa Phaengprasit,East West CrossFit,,,,Asia,Women,,202 lb,,99 lb,219 lb,,,9:05,8:33,,,,,90 lb,
3383,Jérémy Schillinger,,,"2023 open
25006th
worldwide",25006th,worldwide,Men,Men,,,,130 kg,,,,,,,,,,
3390,Daniel Montes de Oca,Picton CrossFit,,"2023 open
14167th
worldwide",14167th,worldwide,Men,Men (35-39),158 kg,,115 kg,196 kg,263,,4:16,2:08,,,,21:30,89 kg,
3409,Christian Bourgine,CrossFit Wolf Spirit,,,,France,Men,,120 kg,,90 kg,165 kg,,,,,,,,,,
3413,Mackenzie Murray,CrossFit 2444,,"2023 open
50634th
worldwide",50634th,worldwide,Men,Men,140 kg,,105 kg,170 kg,355,,3:05,,7:57,,30,22:00,80 kg,
3428,Eric Adisetia Januwardi,CrossFit Garuda,,,,Indonesia,Men,,331 lb,,243 lb,386 lb,,,,,,,,,187 lb,
3461,David Blake,CrossFit Underway,,"2023 open
3100th
worldwide",3100th,worldwide,Men (55-59),Men (55-59),80 kg,,63 kg,123 kg,,39:05,8:09,6:31,11:36,,,25:37,40 kg,1:31
3564,Christopher Wilsgaard,CrossFit Oslo,,,,Europe,Men,,180 kg,,115 kg,215 kg,,,,,,,,,87 kg,
3573,Nikki Izzo,Reebok CrossFit Reading,,,,United Kingdom,Women,,102 kg,,53 kg,140 kg,,,,,,,,,38 kg,
3574,Vladimir Benjamin,Training PIT CrossFit,,"2023 open
12207th
worldwide",12207th,worldwide,Men,Men,355 lb,,275 lb,425 lb,330,,3:15,2:50,8:12,,21,,215 lb,0:55
3597,Andreas Kling,CrossFit Eken,,,,Europe,Men,,135 kg,,100 kg,185 kg,,,2:52,,,,30,20:00,70 kg,
3601,Mohammad Al Nabulsi,CrossFit QuickSand,,,,"Palestine, State of",Men,,180 kg,,120 kg,230 kg,,,,2:22,,,5,,80 kg,
3633,Freitas Rose,,,,,South America,Women,,95 kg,,50 kg,123 kg,,,,,14:35,,12,36:07,35 kg,2:01
3637,Ian Macleod,Pack Life CrossFit,,"2023 open
23975th
worldwide",23975th,worldwide,Men,Men (35-39),75 kg,,69 kg,130 kg,,,,,,,25,,,
3685,Daniel Bergbauer,CrossFit Rosenheim,,"2023 open
141668th
worldwide",141668th,worldwide,Men,Men,160 kg,,85 kg,200 kg,236,,10:40,5:27,,,,30:38,60 kg,
