,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
315,Patrick Roy,Empire State CrossFit,,"2023 open
2032nd
worldwide",2032nd,worldwide,Men,Men (50-54),245 lb,63:15,205 lb,315 lb,,,,3:53,,,,,137 lb,
326,Laura Dohrmann,Big Thompson CrossFit,,,,United States,Women,,215 lb,,135 lb,275 lb,,,,3:52,,,,,101 lb,
358,Sean McDonald,,,,,Mid Atlantic,Men,,300 lb,,235 lb,,,,,,,,,,195 lb,
359,Valerie Groulx,L'Usine CrossFit Longueuil,,,,Canada East,Women,,205 lb,,,225 lb,,,,,,,,,,
360,Barry Chapman,CrossFit Defiance,,"2023 open
1376th
worldwide",1376th,worldwide,Men (55-59),Men (55-59),121 kg,,84 kg,200 kg,,,6:37,4:18,,,,24:32,,
368,James Forbes,Slingin Iron CrossFit,,,,North America,Men (55-59),,210 lb,,155 lb,325 lb,,,,,,,,,,
380,Kyle Apriceno,,,,,Mid Atlantic,Men,,415 lb,,265 lb,405 lb,,,,,,,30,,200 lb,
385,Clare Raczkowski,CrossFit Los Altos,,,,West Coast,Women,,243 lb,,154 lb,287 lb,283,,,3:48,13:01,,,,121 lb,
386,Katie Schneider,Koda CrossFit,,,,North America,Women,,265 lb,,185 lb,305 lb,,,,,,,,,145 lb,
395,Heather Sharp,CrossFit 3126,,,,Canada,Women,,220 lb,,135 lb,275 lb,248,,,,,,,,95 lb,
404,Christian Beer,,,,,Germany,Men,,365 lb,,225 lb,415 lb,308,,4:58,3:06,,,10,22:26,155 lb,1:09
416,Jason Roberts,CrossFit Chapel Hill,,"2023 open
7486th
worldwide",7486th,worldwide,Men,Men (35-39),335 lb,,225 lb,410 lb,,,3:43,1:59,9:21,,18,,175 lb,
420,Jasmine Simard,CrossFit The Flying V,,"2023 open
11609th
worldwide",11609th,worldwide,Women,Women,225 lb,,170 lb,245 lb,,,,,,,,,140 lb,
428,Martin Imhof,Muota CrossFit,,"2023 open
10101st
worldwide",10101st,worldwide,Men,Men (35-39),145 kg,,100 kg,170 kg,,,,,,,,,,
429,Sebastian Castro,Morpho CrossFit,,,,Central America,Men,,235 lb,,155 lb,285 lb,,,11:01,,11:05,,38,28:28,105 lb,
432,Linda Silva,CrossFit Alvalade,,"2023 quarterfinals
1134th
Europe",1134th,Europe,Women,Women,90 kg,,71 kg,120 kg,,,,,10:37,,,,58 kg,
438,LaTisha Clayton,CrossFit Memphis,,,,Central East,Women,,185 lb,,100 lb,195 lb,,,,4:39,11:13,,,,,1:24
442,Martin Haas,Rock Life CrossFit,,"2023 open
2701st
worldwide",2701st,worldwide,Men (55-59),Men (55-59),275 lb,,155 lb,350 lb,,,,,,,6,,105 lb,
454,Geert Van Den Broeck,Black Oak CrossFit,,,,Europe,Men,,110 kg,,80 kg,130 kg,263,29:50,6:00,3:45,11:52,,30,21:00,75 kg,
470,Martin Ramos,BridgeLakes CrossFit,,,,North America West,Men,,435 lb,,275 lb,435 lb,,,,,,,,,185 lb,
471,Derek Fecteau,CrossFit Trivium,,"2023 open
11786th
worldwide",11786th,worldwide,Men,Men (35-39),250 lb,,205 lb,305 lb,,,,5:42,,,,,175 lb,
515,Christopher Smith,CrossFit TPA,,"2023 quarterfinals
226th
worldwide",226th,worldwide,Men (55-59),Men (55-59),250 lb,,,325 lb,,,,,,,15,,,
539,Chris Fenton,,,,,North America,Men,,225 lb,,,245 lb,,,,,,,13,22:11,,
551,Karely Zweig,Hammer CrossFit South,,,,North America,Women,,200 lb,,145 lb,255 lb,,,,,,,,,105 lb,1:30
555,Clare Burton,Iron Bridge CrossFit,,,,North America,Women,,280 lb,,205 lb,315 lb,,26:12,2:52,2:17,11:30,,,27:20,160 lb,
563,Jamie Costello,CrossFit KOA,,,,North America,Women,,197 lb,,150 lb,275 lb,,,9:53,,17:07,,15,,95 lb,
565,Maibrit Svendsen,,,,,Europe,Women,,115 kg,,,120 kg,,,,,,,21,,,
566,RaGeana Davidson,,,,,North Central,Women,,117 kg,,74 kg,120 kg,,,,,,,,,57 kg,
618,Andy Acosta,CrossFit Detour,,,,North America,Men,,,,,,,,2:21,,,,,,,
624,Gillian Brunton,,,,,Europe,Women,,90 kg,,115 lb,110 kg,,,,,,,6,24:00,90 lb,
640,Alice Mielcarek,,,,,Canada East,Women,,185 lb,,135 lb,225 lb,,29:13,,3:38,,,15,29:41,90 lb,
645,Adam Gargano,CrossFit Lighthouse Point,,,,South East,Men,,380 lb,,255 lb,430 lb,284,37:20,5:53,3:04,9:23,,37,,190 lb,1:11
694,Kavon Mirzababa,CrossFit HomeBase Central,,,,United States,Men,,345 lb,,265 lb,505 lb,278,25:40,5:35,3:21,9:08,,37,18:58,205 lb,1:12
695,Jasmine Dodd,,,,,Europe,Women,,75 kg,,45 kg,90 kg,,,,,,,,,25 kg,
699,Bryan Kieffer,BF CrossFit,,"2023 open
19813th
worldwide",19813th,worldwide,Men,Men,120 kg,,65 kg,140 kg,,,,,,,7,20:58,45 kg,1:26
717,Joao Melo,CrossFit Passos,,"2023 open
3365th
worldwide",3365th,worldwide,Men,Men,180 kg,,95 kg,240 kg,,,7:05,,,,23,,70 kg,2:40
738,Denmark Gibbs,NCFIT CrossFit,,,,North America West,Men,,405 lb,,295 lb,500 lb,,,2:52,1:52,,,30,,245 lb,0:54
748,Elisabete Leça,N14 CrossFit Braga,,,,Europe,Women,,,,,106 kg,,,,,,,,,,
803,Christopher Elliott,CrossFit Chaleur,,,,North America,Men,,355 lb,,190 lb,445 lb,,31:00,,5:01,10:40,,17,27:00,155 lb,
815,Austin Yocks,CrossFit Nucleus,,,,North America,Men,,375 lb,,,,,,,,,,,,,
823,Christopher Burt,CrossFit Training Yard,,,,North America,Men,,296 lb,,200 lb,355 lb,238,,,,,,,,155 lb,
834,Matt Clifford,Tractus CrossFit,,"2023 open
74443rd
worldwide",74443rd,worldwide,Men,Men,133 kg,,105 kg,195 kg,,35:44,5:10,2:42,8:34,,27,20:20,70 kg,1:13
835,Melissa Sejnowski,East Ormond Beach CrossFit,,"2023 open
3508th
worldwide",3508th,worldwide,Women,Women (40-44),155 lb,,115 lb,205 lb,,29:46,7:19,,,,,,95 lb,1:34
848,Tina Lagace-Rivard,,,,,North America,Women,,160 lb,,115 lb,225 lb,175,38:07,,7:16,14:12,,,33:25,80 lb,
854,Trung Hoang,Burg CrossFit North,,"2023 open
22848th
worldwide",22848th,worldwide,Men,Men (35-39),315 lb,,205 lb,355 lb,,,5:17,,12:59,,,,165 lb,
856,Kiley Hargrove,CrossFit 234,,,,North America,Women,,240 lb,,,305 lb,,,,,,,,,,
876,Monica Suire,CrossFit Herd,,,,United States,Women,,210 lb,,120 lb,275 lb,,,2:59,3:54,,,,,100 lb,1:45
888,Tim Storck,,,,,,,,215 lb,,130 lb,,204,,10:23,,,,,24:23,,
904,Kelly Hawkinson,,,"2023 open
5131st
worldwide",5131st,worldwide,Women,Women (35-39),185 lb,,145 lb,255 lb,,,,,,,,,100 lb,
905,Louie McMaster,CrossFit Unify,,"2023 quarterfinals
216th
worldwide",216th,worldwide,Men,Men (35-39),180 kg,,125 kg,220 kg,,,,,,,,,105 kg,
910,Jasmine Zaval,CrossFit Powerstroke,,,,North America,Women,,175 lb,,115 lb,235 lb,,,,,,,,,75 lb,
918,Jonathan Page,Root Down CrossFit,,,,North America,Men,,525 lb,,305 lb,550 lb,326,,3:36,2:15,,,30,18:36,225 lb,1:05
923,Emmanuelle Attia,CrossFit Molière,,,,France,Women,,75 kg,,60 kg,120 kg,,,,,,,20,,,
930,Nick Anderson,CrossFit Sprag,,,,United States,Men,,305 lb,,165 lb,405 lb,,,6:04,3:55,,,30,,,
937,Mary Linde,CrossFit Fredericksburg,,,,North America,Women (55-59),,175 lb,,85 lb,175 lb,,,7:29,,,,,,55 lb,
943,Keith Wille,CrossFit Inguz,,"2023 open
2684th
worldwide",2684th,worldwide,Men,Men (35-39),400 lb,,310 lb,505 lb,,24:23,2:17,1:54,9:38,,30,23:39,225 lb,
958,Megan White,CrossFit Continuum,,,,United States,Women,,210 lb,,135 lb,300 lb,,28:21,6:40,5:06,11:39,,15,,95 lb,1:39
961,Monica Bermúdez,,,,,Latin America,Women,,,,,,,,3:33,,,,40,,,
973,Leah Dailey,,,"2023 open
1507th
worldwide",1507th,worldwide,Women,Women (45-49),,,,,,,,,,,,34:10,,
990,Alexandre Lefebvre,CrossFit Gooroo,,"2023 open
15938th
worldwide",15938th,worldwide,Men,Men,465 lb,,285 lb,515 lb,,,,,,,,,245 lb,
997,Myriah Johnson,WSMR CrossFit,,,,North America West,Women,,215 lb,,95 lb,305 lb,,,,,,,,,,
1023,Valentin Tyrode,Aquila CrossFit,,,,France,Men,,130 kg,,100 kg,164 kg,,,5:26,,9:58,,,23:23,81 kg,
1047,Dan Thomas,CrossFit Tewkesbury,,,,Europe,Men,,170 kg,,110 kg,202 kg,324,,3:19,2:04,9:34,,32,22:00,61 kg,
1059,James Porter,CrossFit Fort Vancouver,,,,West Coast,Men,,480 lb,,350 lb,550 lb,,,2:21,1:47,7:50,,30,,290 lb,0:58
1079,Danila Capaccetti,CrossFit Black Shark,,,,Italy,Women,,140 kg,,105 kg,145 kg,,,2:13,1:33,,,45,,83 kg,
1080,Miriam Mouta,CrossFit Santana,,"2023 quarterfinals
1026th
worldwide",1026th,worldwide,Women,Women (40-44),265 lb,,176 lb,330 lb,,,,,,,,,115 lb,
1090,Matt Warman,CrossFit Barrington,,,,North America,Men,,,,,,,,3:08,,,,48,,,
1102,Jacqueline Harrison,CrossFit Danbury,,,,United States,Women,,176 lb,,145 lb,245 lb,,,5:54,7:35,,,,,105 lb,
1103,Daniel Bregman,CrossFit Garden City,,"2023 open
51516th
worldwide",51516th,worldwide,Men,Men,270 lb,,220 lb,315 lb,,,,,,,,,160 lb,
1138,Taylor Holt,,,,,South Central,Men,,365 lb,,235 lb,410 lb,,,,,,,,29:47,,
1142,Jacob Ayers,CrossFit Gig Harbor,,"2023 open
13784th
worldwide",13784th,worldwide,Men,Men,350 lb,,,435 lb,,,,,,,,,,
1170,Lynn Savoie,CrossFit De La Cite,,,,Canada,Women,,165 lb,,130 lb,190 lb,,,,,,,10,27:00,110 lb,
1174,Kyley Newth,,,,,North Central,Men,,255 lb,,,405 lb,,,,,,,,,,
1180,Andrew Kenoff,CrossFit Horsepower Hermosa Beach,,,,West Coast,Men,,260 lb,,,,,,,,,,,,,
1190,Diego Mencos,CrossFit Spring City Once,,,,North America,Men,,335 lb,,265 lb,415 lb,,,,,,,21,,225 lb,
1275,Michaël Blier-Langlois,CrossFit De La Cite,,,,Canada,Men,,305 lb,,215 lb,375 lb,,,,,,,45,17:30,180 lb,
1276,Lorraine Bulloch,CrossFit First in Flight Athletics,,"2023 open
1042nd
worldwide",1042nd,worldwide,Women (55-59),Women (55-59),170 lb,,115 lb,240 lb,,,,5:55,14:51,,5,34:19,85 lb,1:49
1289,Gabriel Victor,,,,,Latin America,Men,,335 lb,,305 lb,435 lb,,,3:27,,,,,,,
1299,Luis Mencos,CrossFit Spring City Once,,,,North America East,Men,,395 lb,,225 lb,495 lb,,,3:45,,,,12,,225 lb,
1316,Aisha Jawed,CrossFit Edmonton,,,,Canada West,Women,,265 lb,,155 lb,225 lb,185,,,2:58,,,,,115 lb,0:42
1340,Ariane St-Aubin,,,,,North America,Women,,215 lb,,180 lb,300 lb,,,,,,,,,145 lb,
1344,Michael Stratton,CrossFit Unconquered,,,,North America,Men,,,,140 kg,,,,,2:54,,,,25:17,115 kg,
1356,Michael Jackson,CrossFit Magic Dragon,,,,North America West,Men Lower Extremity,,475 lb,,335 lb,605 lb,,,2:27,,9:50,,42,,245 lb,0:57
1358,Jim Engström,CrossFit Karlstad,,,,Europe,Men,,,,90 kg,180 lb,,,12:00,,,,,,,
1392,Nik Nepomuceno,,,,,Mid Atlantic,Men,,375 lb,,225 lb,455 lb,,27:13,,2:47,,,,,155 lb,
1402,Jeffrey Raymond,CrossFit Midtown,,"2023 open
1219th
worldwide",1219th,worldwide,Men (55-59),Men (55-59),235 lb,,175 lb,320 lb,,34:09,,,22:14,,,,117 lb,
1413,Brian Davis,Red Dog CrossFit,,,,North America East,Men,,215 lb,,165 lb,235 lb,,,,,,,,,125 lb,
1431,Ashby Cunningham,CrossFit Dark Zone,,"2023 open
29510th
worldwide",29510th,worldwide,Women,Women,205 lb,,145 lb,,,,5:23,,,,10,25:35,95 lb,
1472,Christopher Kerley,CrossFit S3,,,,North America,Men,,,,,,,,,,,,,21:59,,
1477,Baptiste Gonseth,CrossFit 9 7 5,,"2023 open
80070th
worldwide",80070th,worldwide,Men,Men,120 kg,,,155 kg,,,,,,,,,,
1480,Luke Burns,Solidarity CrossFit,,"2023 semifinals
51st
worldwide",51st,worldwide,Men,Men,405 lb,,315 lb,500 lb,,,2:15,,7:57,,63,17:53,250 lb,
1489,Aaron Driggs,CrossFit Trophy Club,,"2023 open
15132nd
worldwide",15132nd,worldwide,Men,Men,415 lb,,315 lb,515 lb,,,2:14,1:35,7:24,,,20:55,250 lb,
1507,Brittany Brasell,CrossFit Chivalry,,,,United States,Women,,215 lb,,170 lb,265 lb,,,,,,,,,,
1510,Bethany Ramey,CrossFit Assateague,,"2023 open
7312th
worldwide",7312th,worldwide,Women,Women (40-44),170 lb,,115 lb,220 lb,197,32:15,6:23,2:32,14:08,,18,28:06,80 lb,
1521,Donna Novak,,,,,North America,Women (55-59),,100 lb,,85 lb,150 lb,,,,,,,,,,
1529,Jason Rowe,CrossFit South West Sydney (SWS),,,,Australia,Men,,175 kg,,125 kg,210 kg,,,3:57,,,,30,24:30,95 kg,1:20
1573,Meghan Baublit,CrossFit Tides,,"2023 open
40645th
worldwide",40645th,worldwide,Women,Women,245 lb,,200 lb,270 lb,270,33:15,5:56,3:13,11:16,,15,,145 lb,
1596,Amy Carr,South Tampa CrossFit,,"2023 open
7312th
worldwide",7312th,worldwide,Women,Women (40-44),186 lb,,107 lb,225 lb,,,5:45,5:08,11:27,,,30:20,83 lb,1:49
1635,Matthew Nathan,,,,,South East,Men,,,,305 lb,505 lb,,,2:24,,,,,,235 lb,
1646,Yan Legault,,,,,Canada East,Men,,,,205 lb,,,,,,,,20,,175 lb,
1656,Mike Platts,Savage Wolves CrossFit,,,,North America,Men,,370 lb,,265 lb,435 lb,,,,1:51,,,,,200 lb,
1658,Brock Renshaw,Rack Star CrossFit,,,,South East,Men,,275 lb,,215 lb,385 lb,,,4:25,,10:46,,,21:00,155 lb,
1671,Beth Farrow,CrossFit Barbell Battalion,,,,North America,Women,,245 lb,,180 lb,350 lb,286,36:19,5:14,1:50,11:36,,5,24:04,130 lb,
1690,Katrina Mendoza,,,,,Philippines,Women,,200 lb,,130 lb,215 lb,,,8:56,,,,,,100 lb,
1712,Mariah Counts,CrossFit Horsepower,,"2023 open
19644th
worldwide",19644th,worldwide,Women,Women,285 lb,,195 lb,305 lb,,,5:08,3:05,11:49,,21,,175 lb,
1781,Jennifer McSharry,,,,,North America East,Women,,180 lb,,147 lb,255 lb,,24:49,4:34,3:25,8:54,,,,99 lb,
1795,Miguel David Moreno Romanisio,Pura Sangre CrossFit,,"2023 open
4784th
worldwide",4784th,worldwide,Men,Men (35-39),385 lb,,285 lb,465 lb,,,,2:32,,,,,225 lb,
1800,Ian Nicholas,,,"2023 open
1864th
worldwide",1864th,worldwide,Men,Men (50-54),115 kg,,90 kg,150 kg,,27:22,7:55,,,,29,,60 kg,1:02
1802,David Nguyen,CrossFit FarmStrong,,,,United States,Men,,355 lb,,245 lb,365 lb,301,23:57,3:55,2:56,9:23,,,,195 lb,1:11
1821,Ike Thethi,CrossFit YUL,,"2023 open
19885th
worldwide",19885th,worldwide,Men,Men (35-39),,,235 lb,425 lb,,,,,,,,,115 lb,
1841,Ryan Hegyi,Long Road CrossFit,,"2023 open
7336th
worldwide",7336th,worldwide,Men,Men (45-49),,,195 lb,375 lb,,,,,,,,,,
1843,Ian Hargreaves,CrossFit King,,,,Oceania,Men,,170 kg,,140 kg,190 kg,,,2:39,2:24,8:28,,,23:40,120 kg,1:30
1848,Mike Pearce,CrossFit Unconquered,,,,North America,Men,,400 lb,,210 lb,365 lb,265,,4:45,3:48,13:38,,21,,155 lb,
1869,Christian Takahashi,Jardins CrossFit,,,,Brazil,Men,,145 kg,,95 kg,152 kg,,,11:01,,,,,,70 kg,
1872,Wayne Legg,CrossFit DSSC,,"2023 open
1274th
worldwide",1274th,worldwide,Men (60-64),Men (60-64),405 lb,,215 lb,430 lb,,,,,,,,,152 lb,1:20
1885,Mellow Scheetz,CrossFit Burritt Built,,,,United States,Women,,240 lb,,127 lb,295 lb,258,29:48,8:41,4:41,14:16,,15,,105 lb,
1892,Greg MacNeil,CrossFit YKV,,,,North America East,Men,,230 lb,,140 lb,260 lb,259,,,,,,,23:45,105 lb,
1914,Adrian Hunt,,,,,Australia,Men,,,,,,,,,,,,,21:30,,
1930,Ashley Murphy,,,,,Oceania,Men,,128 kg,,85 kg,165 kg,257,,9:20,4:53,,,,30:45,66 kg,1:34
1945,Charlotte Armour,CrossFit Invictus Back Bay,,,,North East,Women,,215 lb,,150 lb,225 lb,,,,,,,,,115 lb,
1957,Kelli Edwards,CrossFit Humidity,,,,United States,Women,,180 lb,,105 lb,235 lb,,,,,,,,,,
1959,Kristijan Gjorgjevik,Brick CrossFit Grand Central,,"2023 open
22270th
worldwide",22270th,worldwide,Men,Men,360 lb,,285 lb,500 lb,,,4:56,2:07,9:58,,17,19:50,210 lb,
1963,Justin Quinones,Bear Republic CrossFit,,,,North America West,Men,,320 lb,,,,,,,,,,23,,165 lb,
1972,Tamatha Adams,Padre Island CrossFit,,"2023 open
2742nd
worldwide",2742nd,worldwide,Women,Women (50-54),180 lb,38:00,100 lb,200 lb,239,34:34,7:24,4:43,10:40,,4,27:03,75 lb,
1992,Randy Rolf,,,,,,,,250 lb,,,340 lb,,,,,,,,26:32,,
1997,Kayla Oida,,,,,Mid Atlantic,Women,,210 lb,,145 lb,250 lb,276,,5:11,,10:59,,18,,115 lb,
2003,Leanne O'Dell,CrossFit Pinnacle,,,,United States,Women,,195 lb,,135 lb,215 lb,,,7:11,,,,,36:00,85 lb,
2032,Ashley Lowe,CrossFit EVERNOX,,"2023 open
6658th
worldwide",6658th,worldwide,Women,Women (40-44),265 lb,,155 lb,315 lb,,,,,,,,,,
2073,Daniel Jump,CrossFit Incite,,"2023 open
7087th
worldwide",7087th,worldwide,Men,Men (45-49),245 lb,,245 lb,375 lb,214,,5:55,4:07,12:17,,16,22:50,175 lb,1:05
2104,Kelli Lewis,CrossFit Obsession,,,,North America,Women,,162 lb,,125 lb,190 lb,,,,,,,,,85 lb,
2110,Jennifer Majerus,,,"2023 open
12680th
worldwide",12680th,worldwide,Women,Women,270 lb,,215 lb,390 lb,,,4:28,2:10,10:15,,26,27:10,150 lb,1:15
2120,Dillon Olson,,,,,United States,Men,,335 lb,,275 lb,395 lb,,,3:16,3:25,7:11,,57,18:00,215 lb,0:57
2124,Dawn Amador,CrossFit Los Gatos,,,,North America,Women,,165 lb,,115 lb,210 lb,,,,,,,,,90 lb,
2126,Peter Cornell,,,,,North Central,Men,,375 lb,,255 lb,415 lb,,,,,,,10,,,
2137,Brett Sharpe,CrossFit Ballina,,"2023 open
1372nd
worldwide",1372nd,worldwide,Men (55-59),Men (55-59),126 kg,,95 kg,166 kg,,,,,,,28,21:35,73 kg,
2139,Wayne Hammer,Injustice CrossFit,,,,Oceania,Men,,95 kg,,60 kg,128 kg,,,,,,,,,45 kg,
2146,Jen Baty,,,,,South West,Women,,205 lb,,,,,,,,,,,28:00,,
2151,Joe McCullough,Man Made CrossFit,,,,United States,Men,,325 lb,,255 lb,350 lb,,,6:58,,12:20,,30,27:00,210 lb,1:30
2154,Mark Hise,Harvest CrossFit,,"2023 open
2951st
worldwide",2951st,worldwide,Men,Men (50-54),365 lb,,195 lb,465 lb,,,7:11,4:05,,,,27:10,135 lb,
2162,Michael Van Portfliet,CrossFit Sanitas,,,,North America,Men,,,,225 lb,,,,3:00,,,,,,,
2168,Kellen Joseph,1910 CrossFit,,"2023 open
17186th
worldwide",17186th,worldwide,Men,Men (40-44),305 lb,,135 lb,355 lb,,,,,,,,26:53,115 lb,
2198,Alicia Griffis,CrossFit Advantage,,,,United States,Women,,195 lb,,145 lb,250 lb,,,6:57,,,,,21:13,110 lb,1:20
2265,Charl Snyman,CrossFit George,,,,Africa Middle East,Men,,185 kg,,130 kg,230 kg,347,,,,,,27,,100 kg,
2282,Michael Cunningham,CrossFit HUSH,,,,North America,Men,,390 lb,,275 lb,450 lb,,,2:23,1:50,,,46,,230 lb,
2304,Anastasia Narinskiy,,,,,Southern California,Women,,255 lb,,155 lb,275 lb,,,,,,,,,130 lb,
2316,Jessica Danger,O-Sea CrossFit,,,,North America,Women,,255 lb,,165 lb,305 lb,,,,,,,,,145 lb,
2329,Sergio Euzarraga,CrossFit Inversion West,,,,North America,Men,,,,205 lb,335 lb,,,,,,,,,150 lb,
2337,Tymon Bernard,CrossFit Mana,,,,Australasia,Men,,205 kg,,160 kg,240 kg,,,2:14,1:34,8:36,,55,19:10,125 kg,0:56
2351,Stijn Rasschaert,CrossFit Aalst,,,,Europe Central,Men,,,,70 kg,,,,,,,,,,,
2352,Edu Barrios,,,,,,,,155 kg,,105 kg,205 kg,,,,,,,36,,82 kg,
2358,Andreas Tapfer,CrossFit Turicum,,"2023 open
2447th
worldwide",2447th,worldwide,Men,Men (50-54),125 kg,,102 kg,160 kg,,,,,,,,,70 kg,
2365,Antimo Pedata,CrossFit Accademiles,,,,Europe,Men,,160 kg,,105 kg,160 kg,,,,,,,,,75 kg,
2371,Amy Kuchuk,CrossFit Currie Barracks,,,,North America,Women,,320 lb,,225 lb,325 lb,,19:38,2:28,1:54,,,,,185 lb,
2396,Rachel Kennedy,Tasman Bay CrossFit,,"2023 open
2512th
worldwide",2512th,worldwide,Women,Women (45-49),70 kg,,56 kg,95 kg,,,,,10:18,,4,21:27,46 kg,
2417,Rachel Kassenbrock,CrossFit Mindset,,,,United States,Women,,150 lb,,110 lb,230 lb,,,6:50,,,,,,85 lb,
2435,Stephanie Whelan,CrossFit Setanta,,,,Europe,Women (55-59),,80 kg,,,103 kg,,,,,,,,,,
2438,Gabrielle Hammond,CrossFit Victus,,,,Australasia,Women,,80 kg,,,80 lb,,,,,,,4,,,
2481,Glen Ingram,,,"2023 open
104689th
worldwide",104689th,worldwide,Men,Men,150 kg,,105 kg,160 kg,,,7:09,2:40,14:56,,,,80 kg,1:42
2484,Ann-Sofie Sundholm,CrossFit Nordic,,"2023 open
6824th
worldwide",6824th,worldwide,Women,Women (35-39),91 kg,,57 kg,103 kg,,,,,,,4,25:00,47 kg,1:30
2492,Jairo Hincapie,CrossFit Glöd,,"2023 quarterfinals
1595th
worldwide",1595th,worldwide,Men,Men (35-39),150 kg,,110 kg,180 kg,,,,,,,,,80 kg,
2496,Sam Atkinson,Mount CrossFit,,,,Oceania,Men,,170 kg,,,200 kg,,,,,,,,,,
