,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
818,Minji Kim,CrossFit Cheongna,,"2023 open
19835th
worldwide",19835th,worldwide,Women,Women,225 lb,,155 lb,265 lb,,22:12,6:08,,,,20,,120 lb,
829,Bethany DeVilbiss,South Seattle CrossFit,,,,United States,Women,,155 lb,,95 lb,210 lb,,,15:11,,,,,,75 lb,
843,Tina Posey,CrossFit CrownTown,,"2023 open
223rd
worldwide",223rd,worldwide,Women (55-59),Women (55-59),195 lb,,120 lb,245 lb,,,6:16,,,,,,85 lb,
865,Tony Matthews,,,,,North West,Men,,345 lb,,255 lb,425 lb,,48:45,,4:42,9:37,,,,165 lb,
902,Ashley Schmidt,CrossFit Health Creation,,,,Australia,Men,,,,,,,,,3:44,13:28,,,,,
922,Chasity Machado,CrossFit Sodality,,,,North America,Women,,265 lb,,180 lb,395 lb,118,,3:18,2:55,8:02,,35,24:10,135 lb,1:28
925,Delbert DePaepe,,,,,North America,Men,,245 lb,,205 lb,450 lb,,,5:06,5:26,,,47,22:05,155 lb,
945,Matt Sparkman,CrossFit North Scottsdale,,,,North America,Men,,350 lb,,200 lb,405 lb,254,30:00,,4:05,11:13,,,,120 lb,
987,Jason O'Hara,,,,,North Central,Men,,325 lb,,235 lb,450 lb,,,,,,,,,165 lb,
999,Rogerio Oliveira,CrossFit XVI,,,,Europe,Men,,175 kg,,120 kg,215 kg,,,,,,,56,,100 kg,
1001,Aphton Rocha,CrossFit Okoboji,,,,North America,Women,,,,160 lb,235 lb,270,,5:56,5:18,,,,,,
1002,Nathan Wrenn,CrossFit Abode,,"2023 open
11373rd
worldwide",11373rd,worldwide,Men,Men (40-44),156 kg,,115 kg,190 kg,,,,,,,,,87 kg,
1005,Sara Davidsson,CrossFit Heby,,,,Europe,Women,,101 kg,,80 kg,135 kg,272,,5:21,4:26,12:30,,21,,57 kg,1:56
1011,Umit Muhammet Aydogan,,,,,Turkey,Men,,185 kg,,135 kg,210 kg,,,3:15,1:58,,,42,20:15,105 kg,1:05
1021,Brian Rinehart,,,,,South Central,Men,,385 lb,,245 lb,435 lb,,,6:25,,,,,,,
1031,Carlos Altamirano,CrossFit 604,,,,North America West,Men,,405 lb,,265 lb,455 lb,,,3:30,,9:02,,42,22:05,210 lb,
1034,Matej Vdović,CrossFit Maksimir,,"2023 open
8981st
worldwide",8981st,worldwide,Men,Men (35-39),125 kg,,115 kg,175 kg,,,,,,,48,19:54,83 kg,1:14
1037,Drew McTavish,CrossFit Marrickville,,,,Oceania,Men,,195 kg,,138 kg,205 kg,,,,3:40,,,,,121 kg,
1063,Florian Thin,CrossFit War Machine,,"2023 open
2752nd
worldwide",2752nd,worldwide,Men,Men (35-39),191 kg,,135 kg,185 kg,347,,3:05,2:42,9:18,,,,115 kg,
1073,Mode Cañestro,CrossFit Ciudad Real,,,,Europe,Men,,285 lb,,200 lb,355 lb,,,,4:02,,,,,,
1084,Quentin Durand,CrossFit 571,,"2023 open
8037th
worldwide",8037th,worldwide,Men,Men,165 kg,,125 kg,205 kg,,,2:42,2:22,,,38,,93 kg,
1109,Frank Mulder,,,,,Europe,Men,,175 kg,,110 kg,205 kg,285,17:30,3:40,,8:57,,60,22:30,100 kg,1:05
1115,Marco Cappellozza,,,,,,,,,,,,,,4:21,,,,,,,
1128,Andrew Dickson,,,,,,,,,,,,,,,,,,,18:40,,
1166,Federico Mancini,CrossFit Murri,,"2023 open
20282nd
worldwide",20282nd,worldwide,Men,Men (40-44),,,,137 kg,,,,,,,,21:54,,
1175,Baris Gungor,,,,,Africa,Men,,180 kg,,135 kg,210 kg,,,3:00,,,,50,,110 kg,1:20
1233,Brian Riddle,CrossFit Spring Hill,,"2023 open
9656th
worldwide",9656th,worldwide,Men,Men (35-39),395 lb,,265 lb,440 lb,281,,3:13,4:06,9:03,,,21:30,205 lb,0:57
1242,Steeve Hassen,CrossFit Teli 300,,"2023 open
4992nd
worldwide",4992nd,worldwide,Men,Men (40-44),135 kg,,100 kg,175 kg,,,5:16,,,,,,80 kg,
1267,Dean Hillier,Sarum CrossFit,,"2023 open
2266th
worldwide",2266th,worldwide,Men,Men (45-49),115 kg,,88 kg,180 kg,,,,,,,,,,
1282,Gian Luca Paris,CrossFit Olbia The Wild Box,,,,Europe,Men,,164 kg,,110 kg,180 kg,,,3:49,,8:45,,30,22:17,90 kg,1:17
1297,Sean Lacey,CrossFit Bua,,"2023 open
10906th
worldwide",10906th,worldwide,Men,Men (45-49),130 kg,,75 kg,175 kg,,,,,,,8,23:41,55 kg,
1311,Alexander Ashoff,Solidarity CrossFit,,"2023 open
21493rd
worldwide",21493rd,worldwide,Men,Men,315 lb,,250 lb,385 lb,423,20:00,2:34,,7:39,,40,19:02,200 lb,
1328,David Engelhardt,CrossFit Amberg,,,,Germany,Men,,140 kg,,,220 kg,,,,,,,47,,75 kg,
1355,Laurent Olivier Auclair,CrossFit Saint Jerome,,,,Canada East,Men,,365 lb,,255 lb,450 lb,,,,,,,,,165 lb,
1368,Thomas Quick,CrossFit Takeover,,"2023 open
9432nd
worldwide",9432nd,worldwide,Men,Men,380 lb,,275 lb,430 lb,326,,,,,,,18:26,225 lb,1:30
1371,Tiffani Nelson,CrossFit Ooltewah,,,,United States,Women,,175 lb,,105 lb,245 lb,,,,,,,,,65 lb,
1386,Austin Ray,CrossFit RTR,,,,United States,Men,,355 lb,,280 lb,490 lb,,,,,,,55,,225 lb,
1392,Wendie Hohman,,,,,North West,Women,,200 lb,,105 lb,,,,,,,,,,,
1409,Amy Plonk,CrossFit Allegiance,,,,North America East,Women,,165 lb,,115 lb,200 lb,223,35:15,,,,,1,,85 lb,
1426,Angel Lopez,HYTE CrossFit,,,,North America East,Men (55-59),,385 lb,,230 lb,445 lb,593,,,2:04,9:43,,20,,,
1439,Cris Clayton,Choctaw CrossFit North,,,,North America,Men,,500 lb,,285 lb,540 lb,321,,3:40,2:45,10:30,,39,24:25,225 lb,1:19
1449,Shane Campbell,CrossFit Obodo,,,,Ireland,Men,,140 lb,,115 kg,170 kg,,,,,,,,,93 kg,
1458,Gonçalo Viana,CrossFit Foz,,"2023 open
37663rd
worldwide",37663rd,worldwide,Men,Men,175 kg,,125 kg,200 kg,,,,,,,,,97 kg,
1514,Matthew McNamara,CrossFit IronSpider Marblehead,,,,United States,Men,,315 lb,,265 lb,475 lb,,,4:19,2:13,,,29,22:13,215 lb,
1524,Jason Pratt,CrossFit New Albany,,,,United States,Men,,455 lb,,250 lb,405 lb,,,3:59,,,,,,205 lb,
1542,Derik van Rooyen,,,,,South Africa,Men,,155 kg,,115 kg,255 kg,,,,,,,,,80 kg,1:00
1559,Adam Carter,CrossFit Razor,,,,United States,Men,,385 lb,,265 lb,500 lb,,,3:47,3:13,,,27,,185 lb,
1574,Andrea Murillo,,,"2023 quarterfinals
770th
worldwide",770th,worldwide,Women,Women (40-44),285 lb,,160 lb,315 lb,,,,,,,,,140 lb,
1608,Viktor Munck-Larsson,CrossFit Fabriken Västerbro,,"2023 quarterfinals
191st
Europe",191st,Europe,Men,Men,200 kg,,160 kg,240 kg,,,,,,,60,18:21,115 kg,
1623,Kaytlain Hernandez,CrossFit KBC,,,,United States,Women,,,,120 lb,,,,,,,,,,,
1633,Bradley Martineau,,,,,,,,375 lb,,265 lb,455 lb,287,,3:42,2:22,8:57,,18,,195 lb,1:03
1636,Yngve Romslo Kleppe,CrossFit Anterior,,"2023 open
20584th
worldwide",20584th,worldwide,Men,Men (35-39),135 kg,,105 kg,160 kg,,,,,,,,,85 kg,
1650,Gilles Landry,CrossFit Dieppe,,,,Canada,Men,,275 lb,,195 lb,365 lb,244,33:11,8:29,5:00,15:33,,10,,145 lb,
1695,John Pride,CrossFit Compelled,,,,North America,Men (60-64),,325 lb,,147 lb,401 lb,233,,,,,,,26:27,90 lb,1:29
1717,Patrick Di Dodo,CrossFit Inversion,,,,North America,Men,,430 lb,,305 lb,465 lb,403,,2:24,1:48,8:21,,48,,225 lb,
1718,Andrew Williams,CrossFit Parts Unknown,,,,United States,Men,,415 lb,,215 lb,425 lb,240,37:36,8:31,6:12,13:21,,6,29:54,195 lb,
1744,Denis Petricevic,CrossFit Zrinski,,"2023 open
567th
worldwide",567th,worldwide,Men,Men (35-39),175 kg,,140 kg,200 kg,,,2:47,,,,,,108 kg,
1803,Neal Willems,,,,,Europe,Men,,100 kg,,60 kg,110 kg,,,,,10:06,,,22:00,,1:00
1880,Sarah Jane Stallings,,,,,North Central,Women,,210 lb,,155 lb,245 lb,,,,,,,,,,
1888,Destiny Darbison,,,,,North Central,Women,,170 lb,,115 lb,290 lb,,,,,,,,,75 lb,
1902,Strinivasen Naidoo,,,,,New Zealand,Men,,,,,,,,,,,,,,60 kg,
1906,Talia Chamberlin,CrossFit Inner Chamber,,,,United States,Women,,165 lb,,125 lb,245 lb,,,,,,,,,75 lb,
1919,Mario Patino,,,"2023 open
24975th
worldwide",24975th,worldwide,Men,Men,335 lb,,255 lb,445 lb,,,3:57,,,,54,19:44,205 lb,
1935,James Barber,,,,,Europe,Men,,160 kg,,120 kg,190 kg,,,,4:10,,,25,,88 kg,
1942,Michael Haley,,,,,Central East,Men,,,,,,,,4:34,,,,,,,
1950,April Cardwell,Fort Collins CrossFit,,"2023 open
3320th
worldwide",3320th,worldwide,Women,Women (40-44),190 lb,,135 lb,230 lb,327,18:58,5:12,2:42,10:23,,3,24:25,101 lb,1:25
1958,Alberto Saul Soto,FreeMove CrossFit,,"2023 quarterfinals
995th
Europe",995th,Europe,Men,Men,180 kg,,140 kg,220 kg,,,2:46,,,,,,,
1984,Rafael Matos,CrossFit Avon,,,,Europe,Men,,180 kg,,140 kg,200 kg,,,3:04,2:17,9:34,,47,,115 kg,
2019,Mark Hutchinson,TriForce CrossFit,,"2023 semifinals
24th
worldwide",24th,worldwide,Men,Men (35-39),435 lb,,375 lb,565 lb,488,,2:17,1:11,,,71,18:48,306 lb,0:57
2037,Shaun Haddrell,CrossFit SPEED,,"2023 quarterfinals
747th
worldwide",747th,worldwide,Men,Men (45-49),115 kg,,100 kg,160 kg,,,3:45,,,,,,70 kg,
2053,Doug Fields,CrossFit Sympatheia,,"2023 open
50th
worldwide",50th,worldwide,Men (60-64),Men (60-64),,,,416 lb,,,,,,,,,,
2077,Afonso Martins,,,,,Europe,Men,,145 kg,,65 kg,150 kg,355,35:12,9:44,7:40,,,18,26:30,55 kg,
2083,Karen Dalton,CrossFit Cincinnati,,,,North America East,Women,,,,,,,,9:40,,,,,,,
2096,Daniel Weaver,CrossFit Bothell,,"2023 open
14139th
worldwide",14139th,worldwide,Men,Men (35-39),500 lb,,285 lb,515 lb,,,,1:58,,,30,,235 lb,
2155,Sarah Lange,J5 CrossFit,,"2023 open
110th
worldwide",110th,worldwide,Women,Women (45-49),230 lb,,180 lb,275 lb,,,,,,,,,140 lb,
2160,Jacob Weinstein,CrossFit Park Hill,,,,United States,Men,,150 kg,,,175 kg,,,,,,,,,75 kg,
2172,Damon Marxer,,,,,South West,Men,,335 lb,,215 lb,385 lb,335,,,3:15,9:00,,,,165 lb,1:12
2177,Kevin Calia,High Desert CrossFit,,"2023 open
6609th
worldwide",6609th,worldwide,Men,Men (45-49),300 lb,,200 lb,405 lb,295,,7:32,3:25,11:01,,10,,125 lb,
2222,Jd Hammond,CrossFit Controlled Chaos,,"2023 open
1756th
worldwide",1756th,worldwide,Men (55-59),Men (55-59),245 lb,,155 lb,355 lb,,,,,,,,,115 lb,
2243,Christopher Portin,CrossFit Latte Stone,,"2023 open
17684th
worldwide",17684th,worldwide,Men,Men (35-39),280 lb,,215 lb,370 lb,190,35:40,5:38,4:55,,,10,31:06,135 lb,1:39
2247,Stephany Cooper,CrossFit Flora,,,,North America,Women,,245 lb,,165 lb,275 lb,,,6:00,,,,,27:00,135 lb,
2268,Arturo Astiazaran,,,,,Latin America,Men,,335 lb,,245 lb,455 lb,,,4:40,,,,45,,185 lb,
2306,Kalim Bechara,,,,,Asia,Men,,400 lb,,325 lb,555 lb,398,19:07,2:29,1:51,8:24,,57,19:21,250 lb,0:57
2333,Eben Van der Merwe,,,,,Australia,Men,,150 kg,,100 kg,160 kg,,,2:30,2:50,,,,,85 kg,
2334,Nicolas Mussard,CrossFit Saint Pierre,,"2023 quarterfinals
91st
worldwide",91st,worldwide,Men,Men (40-44),205 kg,,150 kg,250 kg,,,2:12,3:10,28:08,,66,,118 kg,1:02
2343,Tagg Duce,,,,,,,,275 lb,,,,,,,,,,,,,
2353,Heather Spence,CrossFit Republic,,"2023 open
3174th
worldwide",3174th,worldwide,Women,Women (50-54),235 lb,,135 lb,290 lb,241,34:34,6:28,4:56,,,,,100 lb,
2358,Samir Benyahia,CrossFit Versoix,,,,Africa,Men,,170 kg,,130 kg,220 kg,,,,2:32,,,,,100 kg,0:57
2367,Damien Olivier,CrossFit Plateau,,,,Canada East,Men,,,,250 lb,,,,,,,,,,200 lb,
2378,Dimitrios Polichronidis,CrossFit Düsseldorf,,,,Europe,Men,,180 lb,,120 kg,215 kg,,,12:48,7:24,36:12,,,,95 lb,35:00
2382,Babis Aronis,L5 CrossFit,,"2023 open
7770th
worldwide",7770th,worldwide,Men,Men,374 lb,,300 lb,,,,2:31,2:02,,,62,,240 lb,
2389,Sebastian Eickhoff,,,,,Europe,Men,,110 kg,,85 kg,170 kg,,,,,,,,,65 kg,
2417,Carl Miller,CrossFit Karuna,,"2023 open
2310th
worldwide",2310th,worldwide,Men,Men (50-54),155 kg,,112 kg,201 kg,,,,,,,,,75 kg,
2445,Matt Addis,NewWave CrossFit,,"2023 open
3647th
worldwide",3647th,worldwide,Men,Men (45-49),110 kg,,,160 kg,,,,,,,,21:21,,
2503,Jonathan Moy,,,,,North East,Men,,350 lb,,215 lb,325 lb,,,3:46,,,,42,,160 lb,
2526,Toni McFarlen,CrossFit Macomb,,,,United States,Women,,160 lb,,100 lb,200 lb,,26:15,,,,,,29:00,75 lb,
2585,Andre Soares,CrossFit 79,,,,Brazil,Men,,360 lb,,205 lb,425 lb,,,,,,,27,27:30,165 lb,1:20
2612,Kyle Burns,,,,,South Central,Men,,400 lb,,,,,,,,,,52,,,
2629,William Kearney,Carolina CrossFit,,"2023 open
1384th
worldwide",1384th,worldwide,Men,Men (50-54),330 lb,,230 lb,365 lb,,,,2:26,9:05,,,,160 lb,
2645,Pierre Moreau,CrossFit Grenoble,,,,Europe South,Men,,,,72 kg,162 kg,,,6:30,,,,,,53 kg,
2661,Brenda Derrick,CrossFit Crescent Coast,,"2023 open
412th
worldwide",412th,worldwide,Women (65+),Women (65+),130 lb,,85 lb,195 lb,,,,,,,,,,
2697,Bradley Graham,CrossFit Skirmish,,,,United Kingdom,Men,,160 kg,,115 kg,180 kg,,,5:30,,,,,,90 kg,
2712,Nick Craswell,CrossFit Moirai,,,,Canada West,Men,,,,,,232,,,,,,,28:19,,
2766,Ray Shiu,CrossFit YKV,,"2023 open
1374th
worldwide",1374th,worldwide,Men,Men (45-49),,,,,,,,,,,,25:45,,
2839,Maggie Woodall,Tri Lakes CrossFit,,,,Central East,Women,,275 lb,,182 lb,310 lb,333,19:45,3:17,2:21,10:00,,25,,140 lb,
2903,Josh Sharpling,,,,,Europe,Men,,145 kg,,115 kg,190 kg,,,3:29,2:30,,,,,85 kg,
2928,Maylene Rivera,,,,,Latin America,Women,,150 lb,,112 lb,166 lb,,,,,,,10,30:00,85 lb,2:08
2938,Mack Kirby,Kahnawake CrossFit,,,,Canada,Men,,375 lb,,255 lb,445 lb,316,,5:39,3:08,7:13,,,22:02,215 lb,
2944,Pamela Padgett,CrossFit Seek and Destroy,,,,West Coast,Women (60+),,165 lb,,105 lb,325 lb,,,,,,,,,,
2963,Jose Moises Gonzalez,CrossFit Pushin Weight,,"2023 open
9995th
worldwide",9995th,worldwide,Men,Men (40-44),325 lb,,250 lb,435 lb,,,,4:21,10:15,,22,,200 lb,
2968,Rachel Schoeffling,CrossFit Speakeasy,,,,North America,Women,,230 lb,,165 lb,310 lb,,,,2:32,,,,,115 lb,
2986,Robert Woolley,Yellow Monkey CrossFit,,,,Brazil,Men,,75 kg,,65 kg,120 kg,,,,4:00,,,35,21:00,,1:30
2991,Connor Moran,,,,,South East,Men,,285 lb,,225 lb,335 lb,,,6:13,,11:06,,30,22:14,175 lb,
3033,Jacob Strawn,CrossFit Over the Mountain,,,,United States,Men,,435 lb,,315 lb,550 lb,,,,,,,,26:19,235 lb,53:04
3122,Jack Barker,CrossFit Gunnison,,"2023 open
2365th
worldwide",2365th,worldwide,Men (55-59),Men (55-59),275 lb,,195 lb,395 lb,,,,,,,30,,145 lb,
3143,Allison Dilworth,CrossFit 805,,"2023 quarterfinals
878th
worldwide",878th,worldwide,Women,Women (40-44),200 lb,,160 lb,,,25:02,6:22,,,,,,122 lb,
3160,Ismael Ibarra Martinez,,,,,,,,110 kg,,95 kg,435 lb,,,,,,,,,70 kg,
3187,Abraham Palazuelos,,,,,North America,Men,,415 lb,,285 lb,495 lb,,,,,,,48,,225 lb,
3203,John Kolo,CrossFit Proficient,,,,Australia,Men,,195 kg,,90 kg,210 kg,,25:00,4:45,2:26,,,,,80 kg,
3213,Iyank Purwoko,,,,,,,,90 kg,,38 kg,112 kg,,,,,,,10,39:11,31 kg,
3220,Damien Duport,Studeo55 CrossFit,,,,United Kingdom,Men,,445 lb,,335 lb,525 lb,,,,,,,,,255 lb,
3302,Alexander Karlsson,,,,,Europe,Men,,152 kg,,110 kg,180 kg,,23:22,3:33,,,,18,17:50,80 kg,
3319,Isaiah Milton,,,,,North Central,Men,,315 lb,,235 lb,370 lb,,31:07,,4:23,11:59,,22,21:29,190 lb,1:20
3325,Scott Kirkbride,,,,,Africa,Men,,162 kg,,137 kg,185 kg,,,,,,,50,21:35,111 kg,
3344,Eduardo Luiz Bernardino de Carvalho,,,,,Latin America,Men,,135 kg,,90 kg,195 kg,,,,7:52,11:56,,,25:03,82 lb,1:34
3350,Marcio Silva,,,,,Latin America,Men,,110 kg,,,160 kg,,,,,,,,26:53,,
3360,Linda Nelson,CrossFit Hays,,,,North America,Women,,165 lb,,105 lb,220 lb,,24:33,5:56,,10:01,,31,,,
3363,Josef Atayan,CrossFit Munich,,"2023 open
11368th
worldwide",11368th,worldwide,Men,Men (35-39),,51:03,,,,,,,,,,,,
3375,Serge Chartrand,,,,,Canada East,Men,,235 lb,,162 lb,,,,,,,,,26:40,,
3378,Courtney Carver,CrossFit Frankfort,,"2023 open
1939th
worldwide",1939th,worldwide,Women,Women (35-39),225 lb,,155 lb,250 lb,,,5:02,,,,,,130 lb,
3383,Andrew Le,CrossFit Adept,,"2023 open
37142nd
worldwide",37142nd,worldwide,Men,Men,380 lb,,245 lb,425 lb,,,3:06,3:02,8:23,,51,18:36,185 lb,0:52
3399,Dan Kamin,CrossFit North Industry,,"2023 open
6874th
worldwide",6874th,worldwide,Men,Men (40-44),255 lb,,175 lb,305 lb,300,30:13,6:51,,,,,19:21,150 lb,
3434,Edson Marin,,,,,South America,Men,,415 lb,,290 lb,425 lb,,,2:34,2:58,,,60,,225 lb,
3451,Elizabeth Barrios,,,,,South East,Women,,150 lb,,120 lb,175 lb,,,,,,,,,90 lb,
3505,Milton Holdiem,CrossFit Winter Park,,,,North America,Men,,325 lb,,235 lb,405 lb,,,,,,,,,185 lb,
3530,Flavio Cardoso,CrossFit 9 de julho,,,,South America,Men,,,,,,,,4:21,,,,,,,
3539,Matt Morrison,Okie CrossFit Tahlequah,,,,North Central,Men,,455 lb,,315 lb,460 lb,,,,2:05,8:43,,50,,240 lb,
3544,Jessica Stensland,,,"2023 open
30350th
worldwide",30350th,worldwide,Women,Women,240 lb,,180 lb,330 lb,,,8:42,2:18,,,4,,145 lb,
3558,Diron Rudy,,,"2023 open
9102nd
worldwide",9102nd,worldwide,Men,Men (40-44),295 lb,,230 lb,375 lb,,,,,,,40,20:15,,
3565,Richard Chae,Battle Wolf CrossFit,,,,United States,Men,,405 lb,,,465 lb,,,,,,,,,,
3579,Arthur Zanca,,,,,Latin America,Men,,180 kg,,115 kg,190 kg,,,3:23,,,,51,,85 kg,
3601,Ebru Erdem,CrossFit BackStreet,,,,Turkey,Women,,70 kg,,,100 kg,,,,,,,,,,
3611,Bruno Val,,,,,Latin America,Men,,325 lb,,255 lb,365 lb,,,4:55,3:57,,,,24:10,205 lb,
3614,Leonardo Rodriguez,Mbarete CrossFit,,,,South America,Men,,150 kg,,,180 kg,,,,,,,,,,
3622,David Manson,CrossFit Hartlepool,,"2023 open
9554th
worldwide",9554th,worldwide,Men,Men (35-39),145 kg,,120 kg,,,,4:56,,,,,,90 kg,1:06
3720,Brad Womack,Sixth Street CrossFit,,"2023 open
8168th
worldwide",8168th,worldwide,Men,Men (40-44),275 lb,,215 lb,375 lb,,,,,,,,,135 lb,
3740,Davide Puglisi,,,"2023 open
3353rd
worldwide",3353rd,worldwide,Men,Men,230 kg,,160 kg,230 kg,,,2:14,,,,60,,120 kg,
3751,Niklas Walter,CrossFit Hangover,,"2023 open
10971st
worldwide",10971st,worldwide,Men,Men (35-39),,,,225 kg,,,,,,,,,,
3756,Joe Klusman,CrossFit Reconstructed,,"2023 open
26957th
worldwide",26957th,worldwide,Men,Men,385 lb,,225 lb,460 lb,,,2:38,,,,,,190 lb,
3770,Ricky Dodd,,,,,Europe,Men,,,,95 kg,200 kg,360,,3:37,,,,,,77 kg,
3773,Jose Carlos C. F. Almeida,Mundo CrossFit,,"2023 open
110593rd
worldwide",110593rd,worldwide,Men,Men,245 lb,,205 lb,305 lb,,,,,,,18,22:54,155 lb,1:15
3845,Nathan Shapiro,Great Wolf CrossFit,,,,United States,Men,,325 lb,60:11,225 lb,465 lb,273,,6:46,3:00,10:31,,8,,195 lb,
3848,Robert Stuart,CrossFit HH,,,,Europe Central,Men,,150 kg,,85 kg,175 kg,,,4:09,4:12,,,,,68 kg,
3870,Leo Perez,,,,,Latin America,Men,,160 lb,,125 lb,170 kg,,,,,,,,,110 kg,
3871,Monique Seymore,CrossFit Katy,,,,North America,Women,,300 lb,,155 lb,305 lb,309,,8:47,4:46,16:36,,7,29:00,115 lb,2:00
3874,Rafael Napoli,Panamby CrossFit,,,,Brazil,Men,,140 kg,,100 kg,150 kg,,,,,,,,,80 kg,
3885,Cesar Carmona,,,"2023 quarterfinals
750th
North America West",750th,North America West,Men,Men,485 lb,,355 lb,535 lb,,25:30,2:25,2:30,,,,29:40,285 lb,
