,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
201,Joacim Lundqvist,Tullinge CrossFit,,,,Europe,Men,,150 kg,,,200 kg,,,,,,,,,,
211,Kyle Riegler,Myriad CrossFit,,,,North America East,Men,,410 lb,,295 lb,405 lb,,,2:55,,9:35,,48,,220 lb,
213,Javier Fernandez,,,,,Europe,Men,,,,,130 kg,,,9:19,,,,,21:12,53 kg,
238,Brent Ruther,,,,,North America,Men,,327 lb,,205 lb,395 lb,318,27:15,4:38,5:31,9:45,,,20:22,155 lb,1:26
239,Alicia Santiago,CrossFit DBP,,"2023 open
9006th
worldwide",9006th,worldwide,Women,Women (35-39),200 lb,,135 lb,205 lb,,37:34,,,,,,,105 lb,
241,Selar Varinia,CrossFit La Taniere,,,,Europe,Women,,100 kg,,75 kg,105 kg,,,,,,,,,58 kg,
255,Beguin Thierry,CrossFit 9 7 5,,,,Europe,Men,,160 kg,,125 kg,200 kg,385,19:30,3:30,2:18,,,38,,100 kg,
258,Seung Won Seo,G9 CrossFit,,,,Asia,Men,,265 lb,,,380 lb,298,27:49,7:00,,,,,,,
285,Fernando Urrea,,,,,North America,Men,,325 lb,,210 lb,365 lb,,,,,,,,,160 lb,
295,Nicole Gandy,CrossFit Modern,,"2023 open
4826th
worldwide",4826th,worldwide,Women,Women (35-39),200 lb,,160 lb,265 lb,205,,5:49,2:55,9:11,,,,135 lb,1:28
305,Jessica Vaughan,CrossFit TTG,,,,North America,Women,,250 lb,,145 lb,300 lb,289,25:26,5:05,2:40,11:46,,,,115 lb,1:31
307,Krysten Angulo,FitHouse CrossFit,,"2023 quarterfinals
1046th
North America East",1046th,North America East,Women,Women,265 lb,,185 lb,330 lb,332,,3:46,2:05,,,30,,155 lb,
313,Tracey Coward,CrossFit Westchase,,"2023 open
6240th
worldwide",6240th,worldwide,Women,Women (45-49),145 lb,,87 lb,190 lb,,27:03,10:11,6:34,13:18,,9,30:43,65 lb,
315,Shaun Stiles,CrossFit Expedition,,"2023 open
5312th
worldwide",5312th,worldwide,Men,Men (35-39),375 lb,,275 lb,420 lb,,,,2:34,9:31,,,,225 lb,
328,Ana Lorczak,CrossFit Oak Ridge,,,,Europe,Women,,165 lb,,100 lb,190 lb,,,8:00,3:25,,,,,,
376,Amélie Saulnier,,,,,North America East,Women,,,,175 lb,265 lb,,,9:15,3:53,,,,,140 lb,
377,Joseph Percy,,,"2023 quarterfinals
1073rd
North America West",1073rd,North America West,Men,Men,360 lb,,280 lb,440 lb,404,,2:26,1:48,8:08,,30,17:45,230 lb,0:45
379,Marcelo Rolo,,,,,Europe,Men,,180 kg,,135 kg,210 kg,,,3:23,,,,,,105 kg,
387,Jennifer Fox,,,,,Central East,Women,,235 lb,,135 lb,280 lb,,,,,13:50,,,,110 lb,
396,Collin Shadwell,CrossFit SOTO,,"2023 open
17617th
worldwide",17617th,worldwide,Men,Men (40-44),210 lb,,212 lb,336 lb,,,,2:55,,,,,105 lb,
397,Tiana Van Slyke,CrossFit Mayview,,,,North America,Women,,260 lb,,,290 lb,,,4:50,4:15,,,,,,
409,Blake Baker,,,,,North America West,Men,,350 lb,,245 lb,425 lb,389,,3:07,2:59,7:57,,,20:39,180 lb,
435,Jorge Mojica,CrossFit GVA,,,,Colombia,Men,,175 kg,,145 kg,210 kg,,,3:15,,,,,,105 kg,
461,Gustavo Trott,CrossFit Mutantes,,,,Brazil,Men,,,,85 kg,,,,,,,,42,,,
462,Dawn Moore,CrossFit Eagle Alley,,,,North America,Women,,215 lb,,135 lb,295 lb,,,8:43,,,,,24:01,115 lb,
464,Nathaniel Siems,,,,,North Central,Men,,,,,,,,9:49,,,,,21:00,125 lb,
477,Andre Peres,,,,,Europe,Men,,130 kg,,,180 kg,,,,,,,,,,
479,Sarah Boltz,The CrossFit Squad,,"2023 quarterfinals
248th
North America East",248th,North America East,Women,Women,,,,,,,2:32,,,,,,,
493,Erlendur Rafnkell,,,,,Europe,Men,,170 kg,,110 kg,195 kg,,,3:03,2:18,10:49,,36,22:37,93 kg,1:10
502,Karen Springmeyer,CrossFit Saxonburg,,,,United States,Women,,155 lb,,,272 lb,,,,,,,,,,
508,Tom Koty,CrossFit Hell's Kitchen,,,,North America East,Men,,375 lb,,225 lb,385 lb,,,,,,,,,185 lb,
509,Jean Michel Berja,CrossFit La Seyne,,,,France,Men (55-59),,100 kg,,80 kg,120 kg,,,,,,,,,55 kg,
519,Carlos Gutierrez,CrossFit Eagle Alley,,,,North America,Men,,330 lb,,230 lb,350 lb,,,,,,,,,165 lb,1:14
524,Vincent Paolina,CrossFit Cask Strength,,"2023 open
20295th
worldwide",20295th,worldwide,Men,Men (40-44),300 lb,,215 lb,350 lb,,,,3:35,10:50,,,30:44,160 lb,
525,Jose Cobox,CrossFit Fort Lauderdale,,,,North America,Men,,300 lb,,225 lb,385 lb,,22:30,,,,,,,175 lb,1:20
533,Brian Robinson,,,,,North America,Men,,290 lb,,205 lb,350 lb,,33:18,10:16,5:12,10:47,,,22:39,150 lb,2:00
545,Martin Navarro,,,,,South America,Men,,220 lb,,132 lb,275 lb,,,,,,,,,88 lb,
551,Christian Kirk,,,,,North Central,Men,,375 lb,,315 lb,613 lb,,,,,,,,,,
557,Michael Racanello,Bear Mountain CrossFit,,,,North America,Men,,270 lb,,155 lb,365 lb,,,,,9:03,,,19:30,,1:00
566,Frazer Montague,CrossFit Navalia,,,,United Kingdom,Men,,165 kg,,115 kg,212 kg,,,,,,,24,21:46,106 kg,
588,Carlos Pavia,Flower City CrossFit,,"2023 open
3287th
worldwide",3287th,worldwide,Men,Men (45-49),325 lb,,230 lb,425 lb,255,30:04,5:36,4:46,12:33,,,29:39,165 lb,
589,Karolina Nylander,,,,,Europe,Women,,95 kg,,,130 kg,,,,,,,,,,
591,Jason Barker,CrossFit District 5,,"2023 open
10690th
worldwide",10690th,worldwide,Men,Men (40-44),225 lb,,185 lb,245 lb,,,6:18,3:18,10:06,,,,130 lb,
593,Brittany Lynn,,,,,Mid Atlantic,Women,,320 lb,,145 lb,340 lb,278,,,2:14,,,,,145 lb,
596,Dominik Trojan,CrossFit Klagenfurt,,,,Europe Central,Men,,195 kg,,140 kg,195 lb,,,2:30,,,,,,110 kg,
601,Joanna Cogan,,,,,Europe,Women,,87 kg,,65 kg,110 lb,,,,,,,,,50 kg,
603,Hakim Oussalah,CrossFit Blast,,"2023 open
25775th
worldwide",25775th,worldwide,Men,Men,,,,190 kg,,,,,9:42,,40,24:00,91 kg,
605,Keith Costello,FLL CrossFit,,"2023 quarterfinals
133rd
worldwide",133rd,worldwide,Men (65+),Men (65+),250 lb,,175 lb,385 lb,,,6:53,,8:57,,,,135 lb,
633,Charlie Ruano Guerra,CrossFit Quince,,"2023 open
21538th
worldwide",21538th,worldwide,Men,Men,375 lb,,275 lb,435 lb,,,4:10,,,,40,35:00,215 lb,
636,Justin Brewer,,,"2023 open
15824th
worldwide",15824th,worldwide,Men,Men,365 lb,,308 lb,500 lb,,,2:27,2:03,,,,,250 lb,
641,Heather Hill,CrossFit Achieve,,,,North America West,Women,,148 lb,,,193 lb,,,,,,,,,,
668,Juan Vitor Maqueda,3050 CrossFit,,,,Brazil,Men,,100 kg,,80 kg,,,,,,,,,25:00,,
672,Liz Baldinger,CrossFit Central Downtown,,,,United States,Women,,,,,165 lb,,,,,,,,,50 lb,
678,Allison Glasser,CrossFit Italian Village,,,,North America,Women,,180 lb,,135 lb,250 lb,,,,,12:26,,,,90 lb,1:35
683,Maria Almlof,CrossFit Medis,,,,Europe,Women,,80 kg,,45 kg,110 kg,,,,,,,,,33 kg,
693,Jennifer Bormann,CrossFit Calypso,,,,North America,Women,,215 lb,,105 lb,265 lb,233,,,,,,4,27:30,106 lb,
702,Rebecka Sölvenäs,CrossFit Örebro AB,,,,Europe,Women,,,,,,,,5:03,,,,,,,
703,Andrew Summerill,CrossFit Apogee,,,,South East,Men,,315 lb,,195 lb,375 lb,,,,,,,,,135 lb,
720,Cedric Paquereau,,,,,Europe,Men,,160 kg,,,190 kg,,,,,,,,,,
727,Randolf Broer,CrossFit Gouda,,,,Europe,Men,,111 kg,,80 kg,130 kg,,,6:58,2:20,,,4,26:00,75 kg,
737,Dino Smajic,CrossFit Sarajevo,,"2023 quarterfinals
196th
Europe",196th,Europe,Men,Men,,,,200 kg,,,,,,,,,,
741,Perry Carlton,Railway CrossFit,,,,United States,Men,,275 lb,,200 lb,385 lb,290,35:15,6:54,4:20,11:57,,15,26:40,143 lb,
744,Michael Foley,Flyers CrossFit,,,,North America,Men,,,,225 lb,355 lb,317,,5:33,2:37,,,,,175 lb,
764,Gailya Ghusein,CrossFit Warehouse,,,,North America,Women,,,,,,,,,,,,,30:53,,
776,Chris Wittenbrink,CrossFit Chateau,,,,North America West,Men (55-59),,130 kg,,85 kg,410 lb,,,,,,,16,,63 kg,
777,Ross Kollar,TeamBSS CrossFit,,,,United States,Men,,495 lb,,295 lb,490 lb,378,,2:59,1:57,,,,,225 lb,
783,Aaron Duncan,CrossFit Shapesmiths,,"2023 open
32225th
worldwide",32225th,worldwide,Men,Men,150 kg,,80 kg,200 kg,,,,,,,,,65 kg,
788,Nick Newman,1350 CrossFit,,,,United States,Men,,285 lb,,225 lb,405 lb,,,,,,,35,,175 lb,
795,Brian Stallings,CrossFit TTG,,,,Mid Atlantic,Men,,340 lb,,235 lb,405 lb,334,,3:19,2:57,9:32,,33,22:45,185 lb,1:03
797,Anthony Rothman,Do More CrossFit,,"2023 open
3179th
worldwide",3179th,worldwide,Men (55-59),Men (55-59),235 lb,,,320 lb,,,9:50,,,,,,,
799,Birgit van Hoogstraten,CrossFit World of Weights,,"2023 open
23092nd
worldwide",23092nd,worldwide,Women,Women,140 kg,,107 kg,150 kg,289,,4:49,2:35,,,,,77 kg,
805,Harrison Santos Silva,Invicio CrossFit,,"2023 open
6362nd
worldwide",6362nd,worldwide,Men,Men (35-39),365 lb,,265 lb,445 lb,,,3:50,2:02,,,,,225 lb,
819,Wayne Savoury,Jump Ship CrossFit II,,"2023 open
197th
worldwide",197th,worldwide,Men,Men (50-54),385 lb,,,475 lb,,,,2:42,9:46,,,,170 lb,
878,Jackie Walker,Skunkbear CrossFit,,,,United States,Women,,235 lb,,185 lb,285 lb,,,,,,,,,135 lb,
887,Seb Beguin,CrossFit 9 7 5,,,,Switzerland,Men,,120 kg,,95 kg,175 kg,,,,,,,,,68 kg,
912,Mark Rowland,CrossFit Chester,,,,,,,110 kg,,,,,,,,,,,,,
926,Matteo Salidu,CrossFit Corsico,,,,Italy,Men,,,,,,,,,,,,22,24:45,70 kg,
930,James Clark,,,,,Europe,Men,,165 kg,,110 kg,185 kg,,,,3:30,,,,24:21,75 kg,1:20
937,Trae Weiss,Covenant CrossFit,,"2023 quarterfinals
434th
North America East",434th,North America East,Men,Men,460 lb,,325 lb,475 lb,,,2:44,1:58,,,,,255 lb,
940,Dalton McKenzie,CrossFit Infliction,,"2023 quarterfinals
535th
North America West",535th,North America West,Men,Men,400 lb,80:55,305 lb,455 lb,,,,,,,40,18:18,257 lb,
943,Roy Costello,CrossFit Ballincollig,,"2023 open
6025th
worldwide",6025th,worldwide,Men,Men (35-39),160 kg,,107 kg,235 kg,346,25:56,3:23,2:12,9:53,,35,19:47,77 kg,1:09
966,Trent Diedrich,New Era CrossFit,,,,North America,Men,,410 lb,,330 lb,475 lb,,,3:32,2:29,7:51,,,20:19,280 lb,
967,Abdalla Ammar,CrossFit Union Square,,,,North America East,Men,,305 lb,,,345 lb,,,,,11:29,,,,115 lb,
978,Romain Branly,,,,,,,,115 kg,,97 kg,120 kg,,,,,,,,30:00,70 kg,
1005,Tina Dulac Letourneau,,,,,North America,Women,,225 lb,,185 lb,285 lb,,,,,,,,,145 lb,
1012,Anders Moe,CrossFit Kystby,,,,Europe,Men,,,,,170 kg,,,,,,,14,,,
1024,Willian Pancheniak,CrossFit Blumenau,,"2023 open
22451st
worldwide",22451st,worldwide,Men,Men,309 lb,,256 lb,361 lb,,,3:29,3:10,9:30,,40,25:18,187 lb,1:13
1027,Dimitri Le Scanff,CrossFit Saint-Maur,,,,Europe South,Men,,374 lb,,253 lb,440 lb,,,3:16,,,,,,220 lb,
1034,Vincent Camps III,CrossFit Mt. Lebanon,,"2023 quarterfinals
694th
North America East",694th,North America East,Men,Men,390 lb,,280 lb,430 lb,408,18:39,2:34,1:57,7:33,,,18:25,215 lb,1:03
1036,Jean-Luc Vautour,CrossFit Dieppe,,,,Canada,Men,,480 lb,,335 lb,585 lb,,,2:03,2:33,,,46,22:33,265 lb,1:03
1062,Rachel Naron,CrossFit Imagine,,,,United States,Women,,210 lb,,140 lb,250 lb,226,,5:02,3:47,14:04,,20,22:00,100 lb,
1085,Tobias Stadler,CrossFit Dachau,,"2023 open
6250th
worldwide",6250th,worldwide,Men,Men (35-39),142 kg,,100 kg,170 kg,332,23:20,4:36,4:02,11:41,,39,21:26,70 kg,1:10
1088,Amy Zucal,Ralston Creek CrossFit,,,,North America,Women,,250 lb,,155 lb,260 lb,,,,,,,,,125 lb,
1099,Greg Alves,,,,,,,,140 kg,,100 kg,180 kg,,,,3:20,,,,23:40,80 kg,
1100,Cassandra Mcnichol,CrossFit YOW,,"2023 open
35763rd
worldwide",35763rd,worldwide,Women,Women,100 lb,,115 lb,200 lb,,,,,,,,28:40,75 lb,
1102,Adan Sanchez,,,,,Latin America,Men,,265 lb,,205 lb,385 lb,,,,,,,,,160 lb,
1114,Michael Semp,CrossFit Tufnell Park,,,,United Kingdom,Men,,132 kg,,90 kg,170 kg,347,,4:58,3:50,10:20,,10,24:11,65 kg,
1121,Alexander Machado Ferreira,CrossFit Passos,,"2023 open
13954th
worldwide",13954th,worldwide,Men,Men,150 kg,,,,,,,,,,,,60 kg,
1124,Angel Rafael Busto Keim,GTC CrossFit,,"2023 open
455th
worldwide",455th,worldwide,Men,Men (45-49),185 kg,,145 kg,200 kg,,,2:15,,,,,,115 kg,
1150,Ross Lendt,Blue Cord CrossFit,,,,North America West,Men,,335 lb,,235 lb,405 lb,,,5:07,,,,,,185 lb,
1173,Ryan Clements,CrossFit Denia,,"2023 quarterfinals
765th
Europe",765th,Europe,Men,Men,,,,,,,,,,,,21:37,,
1180,Joshua Adler,CrossFit Chisel,,,,United States,Men,,345 lb,,195 lb,400 lb,219,,6:10,4:49,11:19,,,25:37,145 lb,
1203,Alan Smith,CrossFit Inferno,,,,West Coast,Men,,415 lb,,257 lb,505 lb,,,,,,,,,195 lb,
1208,Stella Kamba,Sleven CrossFit,,,,Europe,Women,,67 kg,,42 kg,85 kg,,,,,10:15,,3,,,
1216,Ben Schullo,CrossFit Athlete Lab,,,,North Central,Men,,300 lb,,205 lb,385 lb,,,,,,,15,21:40,155 lb,0:59
1222,Charles Cavanagh,CrossFit Blockhouse,,"2023 open
2605th
worldwide",2605th,worldwide,Men (55-59),Men (55-59),140 kg,,87 kg,190 kg,,,,,,,10,,76 kg,
1228,Henry Bagnall,CrossFit Valentis,,,,United Kingdom,Men,,150 kg,,90 kg,200 kg,,,,,,,,,68 kg,
1253,Joan Eagan,,,,,North Central,Women (55-59),,120 lb,,80 lb,175 lb,,,,,,,,,55 lb,
1260,Alex Reed,,,,,Asia,Men,,385 lb,,255 lb,465 lb,,,,,,,,,205 lb,
1264,Manuela Gregório,Margem Sul CrossFit,,,,Europe,Women,,95 kg,,65 kg,120 kg,,,,,,,,,45 kg,
1297,Justine Mixter,CrossFit East Providence,,"2023 open
19908th
worldwide",19908th,worldwide,Women,Women,235 lb,,165 lb,265 lb,321,,,4:12,,,1,23:09,120 lb,1:29
1349,Alejandro Merino,CrossFit Virus,,,,Europe,Men,,180 kg,,120 kg,190 kg,298,35:00,4:32,3:00,10:38,,,25:48,100 kg,1:25
1355,Hope Maier,,,"2023 open
56327th
worldwide",56327th,worldwide,Women,Women,265 lb,,190 lb,275 lb,,,6:27,,,,,,150 lb,
1372,Joseph Van Alstine,CrossFit Petoskey,,,,North America,Men,,340 lb,,245 lb,415 lb,256,,12:30,3:27,,,,,165 lb,
1398,Christopher Duncan,,,,,North America West,Men,,385 lb,,235 lb,405 lb,,,,,,,,,175 lb,
1408,Steve Martin,CrossFit Oak Ridge,,,,Mid Atlantic,Men,,305 lb,,215 lb,340 lb,,,,,,,25,,175 lb,1:00
1411,Andrea Tavares,CrossFit No Regrets,,"2023 open
1630th
worldwide",1630th,worldwide,Women,Women (35-39),235 lb,,183 lb,302 lb,,,,,,,,,138 lb,
1414,Danny Brinson,CrossFit Boro,,,,United States,Men,,,,,,334,,3:55,1:58,,,,22:26,,1:08
1437,Ezequiel Diaz,,,,,South America,Men,,160 kg,,110 kg,200 kg,,,,,,,,25:49,90 kg,
1469,Jason McLeod,CrossFit CB,,,,North America,Men,,455 lb,,255 lb,505 lb,,,,,,,,,195 lb,
1474,Rafael Laurito,,,,,South America,Men,,130 kg,,90 kg,180 kg,,,,,,,,25:15,70 kg,
1486,Gabriella Florenzano,CrossFit Foz,,"2023 open
5858th
worldwide",5858th,worldwide,Women,Women (35-39),105 kg,,75 kg,140 kg,325,,4:36,2:04,4:02,,30,,55 kg,
1498,John Rago,501 CrossFit,,,,North America,Men,,375 lb,,235 lb,500 lb,,,,,,,,,,
1500,Russell Burns,,,"2023 open
54294th
worldwide",54294th,worldwide,Men,Men,335 lb,,305 lb,435 lb,,,,,,,,,205 lb,
1514,Lynne Wasyliw,CrossFit Wolvish,,,,Canada East,Women,,160 lb,,120 lb,220 lb,,,,7:01,,,,,90 lb,
1541,Emily Sutton,CrossFit Ankeny,,,,North America,Women,,235 lb,,155 lb,225 lb,295,,4:06,,9:13,,,19:12,115 lb,
1543,Sarah Hearn,City 4051 CrossFit,,"2023 quarterfinals
170th
worldwide",170th,worldwide,Women,Women (35-39),130 kg,,93 kg,135 kg,,,,,,,,,71 kg,
1557,Samuel Fitzgerald,CrossFit South Cherry,,,,North America,Men,,340 lb,,250 lb,425 lb,284,,4:53,3:05,,,30,22:00,225 lb,1:00
1559,Bryan Coward,CrossFit Westchase,,"2023 open
6874th
worldwide",6874th,worldwide,Men,Men (45-49),315 lb,,205 lb,335 lb,,27:10,5:10,5:53,10:39,,15,23:41,140 lb,
1605,Dennis Helwig,,,"2023 open
565th
worldwide",565th,worldwide,Men (65+),Men (65+),,,,365 lb,,,,,,,,,,
1611,Bruna Passanezi,CrossFit Tupis,,"2023 open
22326th
worldwide",22326th,worldwide,Women,Women,225 lb,,155 lb,,,,7:07,4:17,10:17,,27,,120 lb,
1623,Angel Mikhail,Boombox CrossFit North,,"2023 open
43517th
worldwide",43517th,worldwide,Men,Men,405 lb,,280 lb,455 lb,,,3:15,2:20,11:54,,31,,200 lb,
1625,Ginger Schell,Forged Steele CrossFit,,,,North America,Women (65+),,85 lb,,45 lb,195 lb,,,5:24,,,,,,35 lb,
1637,Katherine Powell,CrossFit Deep Well,,"2023 quarterfinals
1135th
worldwide",1135th,worldwide,Women,Women (35-39),,,,,,,,,,,,21:49,,
1641,Michael Iannelli,Apache CrossFit,,"2023 open
3528th
worldwide",3528th,worldwide,Men,Men (50-54),,,195 lb,370 lb,,29:05,5:00,2:26,,,,,,
1646,Jessica Garcia,CrossFit Riveter,,,,North America,Women,,315 lb,,,345 lb,,,,,,,,,,
1652,Perry Wong,Wilson Family YMCA CrossFit,,"2023 open
6671st
worldwide",6671st,worldwide,Men,Men (45-49),235 lb,,185 lb,295 lb,,,,,,,,,135 lb,
1661,Jason Baxter,CrossFit Durham,,,,United States,Men,,45 lb,,45 lb,45 lb,,,,,,,-1,120:00,45 lb,10:00
1680,Jamie Walters,CrossFit Iron Refined,,,,North America,Women,,255 lb,,130 lb,265 lb,,,,,,,,,105 lb,
1710,Felipe Milicio,CrossFit In Da House,,,,Brazil,Men,,130 kg,,75 kg,175 kg,,,,,,,,27:30,70 kg,
1714,Edison Murillo,CrossFit Hale,,,,North America,Men,,265 lb,,205 lb,365 lb,,,6:30,,,,,,165 lb,3:00
1725,Hugo Henao,CrossFit MLL,,,,Latin America,Men,,405 lb,,305 lb,535 lb,,,,,,,,,255 lb,
1753,Jason Franklin,,,,,Mid Atlantic,Men,,345 lb,,195 lb,,,,,,,,,,135 lb,
1775,Chris Ondatje,CrossFit Iconic,,"2023 open
3520th
worldwide",3520th,worldwide,Men,Men (45-49),255 lb,,205 lb,375 lb,303,,,,,,35,22:17,160 lb,
1776,Imani Wilson,Patriot CrossFit,,"2023 open
90096th
worldwide",90096th,worldwide,Men,Men,295 lb,,205 lb,405 lb,,,6:40,,11:48,,,,205 lb,
1781,Brandon Cholodenko,,,,,Southern California,Men,,,,,,,,,,,,,21:10,,
1784,Emily Gercke,CrossFit Big Dane,,"2023 open
2934th
worldwide",2934th,worldwide,Women,Women (35-39),200 lb,,145 lb,255 lb,,,,,,,,22:32,105 lb,
1786,Ingrid Begonia,CrossFit Rising Legends,,,,North East,Women,,163 lb,,95 lb,233 lb,,,9:07,6:30,16:03,,,,73 lb,
1787,Brandon Westbrook,CrossFit Barbell Battalion,,,,North America,Men,,315 lb,,225 lb,375 lb,201,40:45,4:34,3:29,9:41,,30,,185 lb,1:17
1821,Sabrina Goshen,CrossFit Columbia City,,,,Central East,Women,,305 lb,,185 lb,310 lb,,,,2:57,,,,23:00,145 lb,0:57
1836,Leigh Kvill,,,,,Canada West,Women (55-59),,,,,205 lb,,,,,,,,,,
1840,Kristin Olson,,,,,Northern California,Women,,,,,205 lb,,,,,,,,,,
1850,Catherine Clark,,,,,Oceania,Women,,90 kg,,,128 kg,,,,,,,,,,
1856,Jung-Keun Kim,CrossFit Cheongna,,,,"Korea, Republic of",Men,,,,,,,29:50,,,,,,,,
1859,Geoffrey Stutz,CrossFit 67,,,,Europe,Men,,115 kg,,100 kg,160 kg,,,6:35,3:20,,,,25:00,80 kg,
1867,Nickhil Bhave,CrossFit Campbell,,"2023 open
22975th
worldwide",22975th,worldwide,Men,Men (35-39),405 lb,,245 lb,415 lb,,,6:25,,,,25,,190 lb,
1888,Alycia Elliott,,,,,Africa,Women,,,,,325 lb,,,,2:56,,,,,,
1897,Robert Mumford,CrossFit Immense,,"2023 open
1475th
worldwide",1475th,worldwide,Men (55-59),Men (55-59),265 lb,,157 lb,355 lb,,,7:10,,,,16,,110 lb,
1903,Mihail Fomin,CrossFit NL,,,,Europe North,Men,,,,,,,,,,,,,17:43,,55:01
1904,Keith Ferguson,CrossFit Industrious,,,,North America West,Men,,305 lb,,195 lb,405 lb,,,,,,,,,145 lb,
1917,Harold Billings,,,"2023 open
1707th
worldwide",1707th,worldwide,Men,Men (35-39),470 lb,,315 lb,485 lb,,27:55,4:03,3:53,9:08,,,,260 lb,
1947,Stephan Linder,,,"2023 open
13851st
worldwide",13851st,worldwide,Men,Men (35-39),120 kg,,,170 kg,,,10:46,8:56,,,,21:08,,
1951,Alena Debus,CrossFit GenGym,,,,Europe Central,Women,,,,,100 kg,,,,,,,,,38 kg,
1966,Franck Muzin,CrossFit 31400,,"2023 open
3997th
worldwide",3997th,worldwide,Men,Men (50-54),152 kg,,100 kg,172 kg,,,,4:26,,,,24:53,61 kg,
2015,Tracey Roy,CrossFit Rhein-Neckar,,,,Europe,Women,,,,115 lb,245 lb,,,,,,,,,,
2028,Besnik Belegu,Boreas CrossFit,,,,Europe,Men,,335 lb,,225 lb,345 lb,,,,,,,,30:21,185 lb,
2036,Bruno Da Ronch,Trots CrossFit,,,,South America,Men,,405 lb,,135 kg,405 lb,318,,2:36,1:44,,,28,25:12,110 kg,1:19
2041,Corné Oosthuizen,,,,,Africa,Men,,130 kg,,90 kg,170 kg,,,13:33,,,,10,26:21,50 kg,
2047,Danny McIlvaine,T2 CrossFit,,,,North America,Men,,335 lb,,225 lb,390 lb,,,,,,,,,155 lb,
2050,Linda Zwagerman,,,,,Europe,Women,,40 kg,,45 kg,95 kg,,24:27,,,,,12,29:07,30 kg,
2081,Dave Greaney,,,"2023 open
14953rd
worldwide",14953rd,worldwide,Men,Men (40-44),110 kg,,80 kg,165 kg,,,,,,,25,21:07,70 kg,
2098,Przemek Zawadzki,,,,,Europe,Men,,160 kg,,133 kg,200 kg,,,2:49,,,,52,,113 kg,
