,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
195,Kelly Reece,CrossFit A.P.E. (Ape),,,,West Coast,Women,,365 lb,,225 lb,418 lb,,,2:32,,,,,,180 lb,1:20
207,Ryan Bishop,CrossFit Rise Again,,,,United States,Men,,355 lb,,255 lb,435 lb,,,7:14,5:24,,,31,,190 lb,
208,Grayson Henderson,,,,,Canada West,Men,,315 lb,,215 lb,425 lb,,,,,,,,,150 lb,
213,Stacey Povorotney,CrossFit Penn's Landing,,,,North America,Women,,205 lb,,170 lb,235 lb,,,4:41,,,,,,125 lb,
224,Edgar Zepeda,,,,,United States,Men,,255 lb,,155 lb,265 lb,300,,6:57,,,,,,135 lb,
228,Devon Brack,,,,,South Central,Men,,385 lb,,325 lb,435 lb,413,18:40,2:14,1:48,7:17,,50,19:46,255 lb,1:00
238,Andrew McGovern,CrossFit Wheelhouse,,"2023 open
4411th
worldwide",4411th,worldwide,Men,Men,455 lb,,320 lb,500 lb,339,23:33,2:17,1:36,,,,20:21,250 lb,
261,Christopher Fry,,,,,North America,Men,,405 lb,,285 lb,495 lb,244,,8:11,2:14,13:33,,20,36:32,215 lb,1:42
295,Jason Kolodziej,,,"2023 open
4518th
worldwide",4518th,worldwide,Men,Men (40-44),280 lb,,225 lb,415 lb,,,3:45,,,,,,165 lb,
299,Rian Newman,CrossFit Belleville,,,,North America,Women,,235 lb,,,,,,3:59,,,,,24:21,,
302,Celina Breivik,,,,,South East,Women,,,,,245 lb,,,,,,,,,,
306,Sara Gordon,CrossFit SS (South Side),,,,South East,Women,,225 lb,,150 lb,270 lb,,,,,,,,,120 lb,
311,Jennifer Austin,CrossFit Mt Juliet,,"2023 open
1969th
worldwide",1969th,worldwide,Women,Women (45-49),235 lb,,155 lb,320 lb,,,,,,,,,120 lb,
321,Mark Manthei,Natural Selection CrossFit,,"2023 open
2161st
worldwide",2161st,worldwide,Men,Men (50-54),265 lb,,200 lb,340 lb,285,26:13,7:26,,10:30,,48,24:30,145 lb,
322,Shaun Blair,CrossFit Continuum,,,,United States,Men,,355 lb,,255 lb,425 lb,309,27:16,6:23,,,,,,205 lb,
324,Chad Verry,CrossFit Southie,,"2023 open
7300th
worldwide",7300th,worldwide,Men,Men (40-44),250 lb,,195 lb,355 lb,,20:48,2:59,4:43,,,,19:09,145 lb,
326,Julie Sunderland,,,,,Australia,Women,,105 kg,,55 kg,115 kg,,,,,,,,,38 kg,
351,Brian Smith,,,,,Central East,Men,,345 lb,,275 lb,425 lb,,,,,,,,,215 lb,
352,Matt Franks,,,,,South Central,Men,,,,,400 lb,,,,,,,,,,
365,Yvette Rodriguez,Maxability Sports and CrossFit,,"2023 quarterfinals
1354th
North America East",1354th,North America East,Women,Women,230 lb,,175 lb,285 lb,298,,7:10,2:47,,,,23:31,120 lb,
378,Jeffey Kawaguchi,CrossFit Oxnard,,,,West Coast,Men,,345 lb,,245 lb,365 lb,212,,50:07,2:24,11:12,,41,,180 lb,1:15
387,Scott Lyon,Flat White CrossFit,,"2023 open
15459th
worldwide",15459th,worldwide,Men,Men (35-39),133 kg,,91 kg,155 kg,297,27:03,5:42,,13:27,,36,21:39,80 kg,1:02
390,Jim Nanzig,CrossFit Dana Point,,"2023 open
163rd
worldwide",163rd,worldwide,Men (65+),Men (65+),200 lb,,135 lb,300 lb,,,,,11:03,,30,27:00,105 lb,
397,Corey Eaton,,,,,South Central,Men,,365 lb,,255 lb,405 lb,,28:10,4:46,3:41,11:58,,30,30:25,185 lb,1:23
400,John Dausman,North Rim CrossFit,,"2023 quarterfinals
71st
worldwide",71st,worldwide,Men,Men (45-49),420 lb,,275 lb,500 lb,,,2:52,,,,60,,235 lb,
413,SHIN MINHEE,,,,,Asia,Women,,,,,,,,4:19,,,,,,,
424,Phoukhao Nosavan,East West CrossFit,,,,Asia,Men,,150 kg,,110 kg,180 kg,,,,,,,,,84 kg,
425,Jerry Jensen,Kitsap CrossFit,,"2023 open
2838th
worldwide",2838th,worldwide,Men,Men (45-49),300 lb,,245 lb,385 lb,315,,7:26,,,,14,1000:00,200 lb,16666:40
426,Angela Currie,Gold Standard Athletics CrossFit,,"2023 quarterfinals
186th
worldwide",186th,worldwide,Women,Women (45-49),105 kg,,72 kg,132 kg,292,,3:44,,,,35,27:00,60 kg,1:26
429,Richard Hart,CrossFit Ex Animo,,,,Africa,Men,,145 kg,,120 kg,200 kg,312,21:38,5:55,2:50,,,20,24:15,90 kg,1:23
460,Johan Bothma,,,,,Africa,Men,,135 kg,,105 kg,170 kg,,,4:03,4:15,9:25,,49,24:50,70 kg,
479,Erkan Rasitoglu,CrossFit SkyLight,,,,Turkey,Men,,110 kg,,85 kg,150 kg,240,29:02,5:49,4:45,10:54,,30,28:39,60 kg,1:50
487,Daniel Lundberg,CrossFit Fabriken,,,,Europe,Men,,160 kg,,112 kg,195 kg,,,4:21,,9:08,,35,20:20,95 kg,
507,Mike Kel,CrossFit Raid,,,,United States,Men,,365 lb,,275 lb,535 lb,,,4:26,3:36,,,,,215 lb,
508,Kristian Hubbard,CrossFit Llanishen,,,,United Kingdom,Men,,105 kg,,85 kg,145 kg,,,,,,,,,60 kg,
511,Carmen Fung,CrossFit West Covina,,,,China,Women,,263 lb,,206 lb,280 lb,299,,2:50,1:43,,,40,,165 lb,
518,Johnnie Chiapperino,CrossFit Norwalk,,"2023 open
1149th
worldwide",1149th,worldwide,Men,Men,475 lb,,285 lb,515 lb,2555,,2:20,,8:15,,40,,,3265:00
524,Benjeman Weatherley,CrossFit RNA,,,,Europe,Men,,170 kg,,118 kg,201 kg,,14:59,2:19,2:02,,,50,,85 kg,
525,Andrea Rodriguez,,,,,South America,Women,,120 kg,,74 kg,120 kg,,,,,,,,,,
528,Jade Perryman,,,,,Oceania,Women,,,,,115 kg,,,5:09,,9:29,,,21:44,,
534,Marco Prestia,CrossFit MDV,,,,Europe,Men,,165 kg,,120 kg,200 kg,,,3:09,,,,30,,96 kg,0:58
543,Jesse Humphrys,CrossFit Proficient,,"2023 open
12286th
worldwide",12286th,worldwide,Men,Men (35-39),,,,,,,,,,,,21:25,,
547,Karl Gullo,,,,,Europe,Men,,,,,100 kg,,,5:46,,,,,,,
550,Pernille Tøsti Christensen,CrossFit North 579,,"2023 open
6662nd
worldwide",6662nd,worldwide,Women,Women,123 kg,,90 kg,141 kg,,20:54,2:25,2:50,10:45,,45,27:22,65 kg,
553,Ben Theiring,Premier CrossFit,,"2023 open
136233rd
worldwide",136233rd,worldwide,Men,Men,300 lb,,245 lb,405 lb,,,2:28,,,,,,155 lb,
556,Jim Williams,CrossFit South Atlanta,,,,South East,Men,,315 lb,,,400 lb,,,,,,,,,,
567,Warren Saunders,CrossFit Raven,,,,Oceania,Men,,140 kg,,95 kg,210 kg,,,,4:32,10:15,,23,,70 kg,
570,Simon Mueller,,,,,Europe,Men,,150 kg,,105 kg,207 kg,363,24:30,5:28,3:02,9:56,,25,,85 kg,
579,Khada Douglas,CrossFit Blenheim,,"2023 open
2726th
worldwide",2726th,worldwide,Men,Men,191 kg,,140 kg,211 kg,,,2:20,1:35,6:59,,60,19:12,115 kg,1:01
581,Shantil Thomson,CrossFit Total Control West,,"2023 open
1012th
worldwide",1012th,worldwide,Women,Women (35-39),280 lb,,200 lb,303 lb,379,23:48,3:13,1:38,9:16,,23,,155 lb,1:04
593,Sebastian Schnur,CrossFit Schneverdingen,,,,Europe,Men,,110 kg,,60 kg,130 kg,,,,,,,,,23 kg,2:50
595,Raymond Cooney,CrossFit Goose Creek,,,,North America,Men,,375 lb,,285 lb,485 lb,,,2:32,2:02,,,60,,235 lb,1:08
605,Kelly Jennings,CrossFit 859,,"2023 open
3021st
worldwide",3021st,worldwide,Men,Men (45-49),435 lb,,345 lb,550 lb,325,,3:50,1:52,9:46,,34,24:00,245 lb,
649,Alexander Wilbanks,Drop Box CrossFit,,,,United States,Men,,365 lb,,265 lb,435 lb,,,3:14,,,,34,,195 lb,
654,Nick Dalton,,,,,North Central,Men,,395 lb,,245 lb,435 lb,,,5:56,2:41,15:46,,,,200 lb,1:17
664,Cherese Matthews,CrossFit Rincon,,,,North America East,Women,,,,170 lb,,,,3:38,2:59,,,,,140 lb,
669,Brad Silveira,MVMT CrossFit,,,,North America,Men,,375 lb,,265 lb,425 lb,,,,,,,,,205 lb,
672,Brent Parrish,CrossFit Black Hive,,,,North America,Men,,405 lb,,255 lb,485 lb,473,,,2:03,,,52,18:06,205 lb,
675,Elizabeth Wollmuth,,,,,North America,Women (55-59),,222 lb,,155 lb,285 lb,,,,,,,,,,
677,Grant Hannah,,,,,Canada West,Men,,405 lb,,230 lb,475 lb,275,,,,,,25,,175 lb,
678,Erin Wolf,Exeter CrossFit,,"2023 open
16448th
worldwide",16448th,worldwide,Women,Women,240 lb,,172 lb,270 lb,,,,,,,,21:10,132 lb,1:10
706,Evan Tzimas,Flower City CrossFit,,"2023 open
5102nd
worldwide",5102nd,worldwide,Men,Men (40-44),,,,,,,2:57,,8:50,,,,,
711,Jean-Mikael Desmarais,CrossFit Chicoutimi,,"2023 quarterfinals
410th
North America East",410th,North America East,Men,Men,365 lb,,275 lb,445 lb,384,18:02,2:17,,8:18,,70,21:00,215 lb,1:02
726,Kenneth Roberts,,,,,,,,465 lb,,275 lb,525 lb,,,3:46,2:06,9:17,,31,19:47,205 lb,
731,Jason Imhof,CrossFit Surmount,,"2023 quarterfinals
192nd
worldwide",192nd,worldwide,Men,Men (45-49),350 lb,,260 lb,427 lb,,,,,,,,,185 lb,
764,David Myers,CrossFit Inguz,,"2023 open
3800th
worldwide",3800th,worldwide,Men,Men (40-44),385 lb,,295 lb,475 lb,,29:10,3:31,2:26,8:41,,,20:56,225 lb,1:35
780,David Tripp,Land Warrior CrossFit,,,,North America,Men,,325 lb,,,405 lb,,,,,,,,24:12,175 lb,
789,CHRIS RICHARDSON,,,,,South Central,Men,,415 lb,,245 lb,455 lb,294,,4:55,,3:47,,27,20:10,185 lb,
791,Ed Thomas,CrossFit BNA,,,,Central East,Men,,315 lb,,215 lb,415 lb,,,5:52,,11:47,,26,,165 lb,1:16
805,Tyler Bittner,Paradiso CrossFit Venice,,,,North America West,Men,,275 lb,,205 lb,345 lb,,,,,,,13,,162 lb,
806,Joshua Kerwood,KCI CrossFit,,,,United States,Men,,382 lb,,275 lb,435 lb,,,3:15,2:05,8:32,,46,,227 lb,0:55
808,Richard Colby Spenceley,Mission CrossFit San Antonio,,,,North America,Men,,335 lb,,265 lb,355 lb,367,22:24,2:36,2:41,8:09,,70,22:22,217 lb,
815,Alexis Smith,CrossFit Ilium,,,,South East,Women,,220 lb,,170 lb,300 lb,,,4:37,4:21,,,,,,
822,Antonios Rafailidis,CrossFit Evolving Kilburn,,,,Greece,Men,,115 kg,,60 kg,120 kg,,,,,,,,,40 kg,
833,Conny Rohrmann,,,,,Europe,Men,,145 kg,,95 kg,240 kg,,,,4:38,,,,18:16,,
843,Lisa Blevins,CrossFit Hixson,,,,Central East,Women,,240 lb,,,240 lb,,,,,,,14,,,
852,Levi Denton,Oak City CrossFit,,,,North America,Men,,,,,,,,5:42,,,,25,,,
867,Casey Atkinson,CrossFit The Tracks,,,,North America East,Men,,425 lb,,305 lb,495 lb,427,17:22,2:31,1:39,8:29,,43,21:23,255 lb,1:24
875,Angela March,CrossFit York,,,,North America,Women,,250 lb,,175 lb,265 lb,,,4:24,2:58,9:42,,,,130 lb,
876,Huarte Jeloy,CrossFit Runa,,,,Europe,Men,,30 kg,,25 kg,25 kg,,60:00,60:00,60:00,60:00,,157,125:00,20 kg,25:00
878,Gaz Turner,CrossFit Leeds,,,,United Kingdom,Men,,140 kg,,113 kg,190 kg,,,3:18,3:26,8:56,,43,19:56,83 kg,1:15
880,Chris Minten,CrossFit Tracy,,"2023 open
5431st
worldwide",5431st,worldwide,Men,Men (35-39),445 lb,,335 lb,535 lb,324,,2:50,2:19,,,40,,227 lb,
901,Jesus Garcia,,,,,South Central,Men,,375 lb,,245 lb,405 lb,,,5:30,2:43,,,25,,185 lb,
906,Carla Montelongo,Cowtown CrossFit,,"2023 open
1962nd
worldwide",1962nd,worldwide,Women (55-59),Women (55-59),225 lb,,115 lb,285 lb,,,,4:01,,,,,95 lb,2:13
907,John Wood,Kitsap CrossFit,,,,United States,Men,,303 lb,,185 lb,350 lb,,,,,9:49,,36,21:19,,1:05
910,Kevin Feltus,CrossFit Valens,,,,Europe,Men,,155 kg,,115 kg,185 kg,340,19:25,5:20,,,,,20:00,97 kg,
913,Marco Antonio Amirati,CrossFit In Da House,,,,Brazil,Men,,120 kg,,,140 kg,188,,,,,,,27:00,55 kg,
917,Miikka Muhonen,,,,,Europe,Men,,170 kg,,125 kg,190 kg,330,21:00,2:39,2:45,,,50,,93 kg,
918,Dionne Gutierrez,CrossFit Tustin,,"2023 quarterfinals
185th
worldwide",185th,worldwide,Women,Women (40-44),295 lb,,220 lb,365 lb,,,3:20,1:44,,,,,185 lb,
927,Brian Goodnight,,,,,,,,305 lb,,185 lb,345 lb,,,,,,,,,135 lb,
929,Gregory Herrman,,,,,North America East,Men,,325 lb,,245 lb,415 lb,,,,4:59,,,32,,190 lb,
937,Annette Brownlee,CrossFit Roots,,"2023 open
1090th
worldwide",1090th,worldwide,Women,Women (50-54),175 lb,,130 lb,205 lb,236,,7:43,,13:34,,16,30:40,90 lb,1:46
939,Joe Aiello,,,,,,,,335 lb,,240 lb,410 lb,,,3:55,6:50,,,35,,155 lb,1:15
948,Susanne Walford,Superior CrossFit,,"2023 open
878th
worldwide",878th,worldwide,Women,Women (50-54),213 lb,,130 lb,255 lb,381,29:40,6:08,5:14,12:14,,11,31:00,90 lb,1:41
957,John Reed,Baydog CrossFit,,,,North America,Men,,,,,,,,3:38,,,,,,,
980,Tiara Adams,CrossFit Inner Loop,,,,North America East,Women,,225 lb,,185 lb,285 lb,,,,3:10,,,,,135 lb,
986,Colin Pero,D-Town CrossFit,,"2023 open
3265th
worldwide",3265th,worldwide,Men,Men (45-49),375 lb,,242 lb,385 lb,308,21:24,2:52,2:29,8:43,,40,25:23,185 lb,1:11
997,brian johnson,,,,,,,,225 lb,,225 lb,405 lb,,,,,,,35,,175 lb,
1006,Shannon Colwell,Bantam CrossFit,,"2023 quarterfinals
465th
worldwide",465th,worldwide,Women,Women (40-44),235 lb,,180 lb,280 lb,,,2:59,3:40,9:44,,10,,140 lb,
1014,Alexis Nordrum,,,,,Central East,Women,,175 lb,,150 lb,255 lb,,,,,,,30,,130 lb,
1020,daniel glauser,CrossFit Central,,,,North America,Men,,235 lb,,185 lb,305 lb,286,,,,,,32,21:07,140 lb,
1034,Ben Suranko,CrossFit Vernon,,,,North America,Men,,460 lb,,320 lb,520 lb,,,,1:55,,,43,20:31,265 lb,0:59
1053,Brandi Henderson,,,,,South Central,Women,,225 lb,,150 lb,295 lb,,,8:41,3:40,,,,,125 lb,
1061,Stephanie Adams,,,,,North East,Women,,180 lb,,125 lb,200 lb,,,,,,,,,100 lb,
1064,Cody Bailey,CrossFit Merit,,,,United States,Men,,440 lb,,325 lb,505 lb,,,2:01,1:47,,,45,21:30,260 lb,
1071,Tom Witherspoon,CrossFit PE,,,,North America West,Men (55-59),,245 lb,,135 lb,305 lb,176,,4:30,,,,,35:12,75 lb,
1117,Jill Prather,CrossFit Stillwater,,,,North America,Women (55-59),,,,,245 lb,,,,,,,,,,
1120,Nicolette Harris,,,,,Southern California,Women,,145 lb,,143 lb,210 lb,,,6:30,4:40,10:05,,18,24:20,93 lb,1:15
1136,Joshua Pester,,,,,Southern California,Men,,140 kg,,115 kg,170 kg,,,,2:15,,,52,,95 kg,0:58
1167,Jared Robison,,,,,South East,Men,,405 lb,,295 lb,500 lb,,,3:34,,,,,,235 lb,
1175,Beth Kostur,,,,,Canada West,Women,,250 lb,,207 lb,295 lb,,,,,,,,,172 lb,
1189,Vladimir Bitiutskiy,CrossFit Banda II,,,,Ukraine,Men,,200 kg,,140 kg,225 kg,,,2:07,1:30,,,91,,115 kg,0:53
1204,Sam Gaard,CrossFit Roots,,"2023 open
9234th
worldwide",9234th,worldwide,Men,Men (35-39),290 lb,,250 lb,345 lb,230,,5:24,2:54,10:07,,23,,215 lb,
1210,Marc Malabanan,CrossFit Lemoore,,"2023 open
7th
worldwide",7th,worldwide,Men Seated (w/o hip),Men Seated (w/o hip),215 lb,,,385 lb,,,5:52,4:40,10:11,,45,22:49,145 lb,
1220,Jason Wiggins,Be CrossFit,,,,South East,Men,,,,185 lb,385 lb,,,,,,,41,,135 lb,
1221,Jade McLeod,,,,,Northern California,Men,,405 lb,,285 lb,565 lb,397,,2:31,1:37,8:07,,40,,225 lb,
1234,Andrej Pintaric,CrossFit Maksimir,,"2023 open
8607th
worldwide",8607th,worldwide,Men,Men (35-39),,,110 kg,210 kg,,,3:29,,,,,,95 kg,
1237,Paul Vintimilla,El Box Cuenca CrossFit,,,,South America,Men,,,,,,,,,,,,,23:00,,1:20
1243,Kent Wells,,,,,North West,Men,,320 lb,,225 lb,375 lb,,,4:01,3:10,9:16,,,21:16,155 lb,
1254,Manuel Hernandez,CrossFit 2232,,,,United States,Men,,355 lb,,270 lb,405 lb,366,,,,,,31,19:42,205 lb,
1272,Matthew Grimm,Fort Miami CrossFit,,,,Central East,Men,,300 lb,,215 lb,415 lb,250,,,3:59,,,47,,175 lb,
1274,Robert Jarland,,,,,,,,170 kg,,120 kg,210 kg,,,3:23,,,,,,95 kg,
1277,Frederick Bagnall,,,,,North East,Men,,335 lb,,210 lb,385 lb,,,3:34,2:59,,,40,,155 lb,1:12
1278,Harry Debenham,Mesomorph CrossFit,,"2023 quarterfinals
51st
Oceania",51st,Oceania,Men,Men,180 kg,,140 kg,230 kg,,,2:25,1:35,,,,,115 kg,
1289,Molly Gebhardt,CrossFit Craft,,,,United States,Women,,330 lb,,106 kg,320 lb,,,,1:53,,,33,,88 kg,
1310,Max Dokuchaev,CrossFit Idol,,,,Russian Federation,Men,,160 kg,,115 kg,220 kg,,,,,,,,,,
1312,Kevin O'Dea,,,,,North West,Men,,,,,,,,5:55,,10:00,,,,,
1319,Marc Lizee,CrossFit St-Jean,,"2023 open
3778th
worldwide",3778th,worldwide,Men,Men (50-54),295 lb,,205 lb,335 lb,,,,,,,40,,145 lb,1:20
1320,Jilliane Wade,,,,,Canada East,Women,,215 lb,,,,,,,,,,,,,
1325,Dustin Campbell,New Era CrossFit (Departed),,"2023 open
2418th
worldwide",2418th,worldwide,Men,Men,375 lb,,315 lb,455 lb,,,2:59,6:47,9:40,,,,275 lb,
1327,Matthew Rossen,River Drive CrossFit,,,,North America,Men,,400 lb,,275 lb,475 lb,,,,,,,46,18:54,245 lb,1:02
1329,Yaseen Abrahams,,,,,Australia,Men,,175 kg,,110 kg,215 kg,,,3:00,2:49,7:24,,30,,90 kg,
1332,loran crouch,,,,,North Central,Men,,385 lb,,,415 lb,,,,,,,,,,
1342,Holly Tousha,,,"2023 open
649th
worldwide",649th,worldwide,Women,Women (40-44),225 lb,,165 lb,250 lb,,,4:20,,,,30,,130 lb,
1349,Corey Campbell,CrossFit East Oahu,,,,West Coast,Men,,300 lb,,225 lb,365 lb,307,,3:09,3:15,10:15,,35,19:30,175 lb,1:03
1350,Andre Brack,CrossFit Kovu,,"2023 open
5631st
worldwide",5631st,worldwide,Men,Men (35-39),465 lb,,275 lb,500 lb,275,,3:10,,,,,,245 lb,
1354,Kevin Morrison,,,,,North America,Men,,435 lb,,275 lb,485 lb,404,,2:23,2:08,8:08,,60,18:30,225 lb,
1372,Carlie King,CrossFit Script,,"2023 open
1997th
worldwide",1997th,worldwide,Women,Women (40-44),87 kg,,65 kg,115 kg,,,4:53,3:25,11:29,,22,28:15,45 kg,
1378,Adam Langlois,,,,,North East,Men,,385 lb,,285 lb,415 lb,,,3:16,2:41,,,54,24:22,220 lb,1:07
1390,Jonathan Bartczak,CrossFit Rua,,"2023 open
5499th
worldwide",5499th,worldwide,Men,Men (35-39),355 lb,,230 lb,420 lb,352,21:28,5:18,3:10,9:34,,20,25:01,165 lb,1:08
1392,Megan Hatschek,Shipyard CrossFit,,"2023 open
20847th
worldwide",20847th,worldwide,Women,Women (35-39),230 lb,,140 lb,278 lb,263,,11:38,3:58,,,,31:37,115 lb,
1399,Farley Webb,CrossFit Hawthorn East,,,,Australia,Men,,130 kg,,100 kg,140 kg,,,4:47,3:11,8:36,,30,21:00,78 kg,1:01
1420,Joy Peters,,,,,South East,Women,,,,140 lb,225 lb,,,7:29,,,,,,105 lb,
1424,Jayme MacDonald,,,,,North America,Men,,315 lb,,205 lb,375 lb,327,22:24,4:19,5:51,8:40,,32,21:19,155 lb,1:07
1429,Jason Kiriona,CrossFit Mana,,"2023 open
3273rd
worldwide",3273rd,worldwide,Men,Men (35-39),,,,,421,,2:27,,,,40,,,
1442,Ron White,CrossFit Tried and True,,"2023 open
10671st
worldwide",10671st,worldwide,Men,Men (40-44),410 lb,,228 lb,480 lb,309,,2:59,2:59,7:54,,31,22:27,182 lb,0:57
1465,Ben Gill,,,,,North Central,Men,,450 lb,,285 lb,465 lb,313,26:10,3:21,,10:25,,35,,200 lb,
1481,Virgilio Garcia,,,,,Latin America,Men,,130 kg,,70 kg,185 kg,,,6:32,,,,26,20:50,65 kg,1:50
1483,Megan Harvey Bourke,Aspen CrossFit,,"2023 open
568th
worldwide",568th,worldwide,Women (55-59),Women (55-59),195 lb,,130 lb,270 lb,302,,4:42,3:33,9:40,,12,,90 lb,
1490,Mark Prather,CrossFit Stillwater,,,,North America,Men (55-59),,345 lb,,230 lb,450 lb,270,33:04,6:37,7:26,11:29,,26,25:38,175 lb,1:29
1493,Conner Andrews,CrossFit Portsmouth,,,,North East,Men,,400 lb,,275 lb,425 lb,335,,,,,,,,215 lb,
1494,Derrick Stoltz,Ole Glory CrossFit,,,,United States,Men,,315 lb,,245 lb,365 lb,,,2:58,3:47,8:56,,57,,175 lb,
1504,Jessica Dell'Aquila,CrossFit Uproar,,"2023 quarterfinals
410th
worldwide",410th,worldwide,Women,Women (45-49),223 lb,,176 lb,293 lb,386,,3:41,2:49,8:58,,28,24:38,130 lb,1:18
1507,Jess Desrosiers,CrossFit CL,,"2023 open
65119th
worldwide",65119th,worldwide,Men,Men,285 lb,,102 kg,355 lb,306,,4:02,2:58,11:32,,27,,87 kg,
1510,William White,CrossFit Haywood,,,,United States,Men,,325 lb,,255 lb,400 lb,,,4:16,1:58,,,32,,215 lb,
1516,Stephanie Poelman,CrossFit Typhoon,,"2023 open
1810th
worldwide",1810th,worldwide,Women,Women (35-39),100 kg,,76 kg,110 kg,,,,2:36,,,15,22:43,64 kg,
1546,Lloyd Edwards Jr.,,,,,Mid Atlantic,Men,,370 lb,,265 lb,,,,,,,,,,225 lb,0:57
1548,Jeremy Allen,,,,,,,,120 kg,,,140 kg,,,6:50,,,,19,,,
1565,Paul Bernardi,,,,,North East,Men,,350 lb,,270 lb,475 lb,,,3:20,2:23,,,,,,
1571,Joseph Gibson,CrossFit Stimulus,,,,Mid Atlantic,Men,,335 lb,,235 lb,410 lb,,,4:32,,,,,,185 lb,
1575,Tony Sperlazza,Neuse River CrossFit,,,,Mid Atlantic,Men,,435 lb,,295 lb,455 lb,320,,3:34,2:40,8:50,,35,,215 lb,
1579,Alex Wagner,,,,,Mid Atlantic,Men,,430 lb,,320 lb,525 lb,386,,2:56,1:24,11:41,,36,19:18,250 lb,
1590,Kristin Markel,,,,,North Central,Women,,,,,208 lb,,,9:23,,11:50,,,,,
1591,Ryan Fogelgren,,,,,South East,Men,,370 lb,,295 lb,510 lb,,,,,,,,,,
1592,Shannon Reynolds,CrossFit ZHF,,,,North America,Women,,265 lb,,145 lb,320 lb,,,,,,,,,110 lb,
1599,Travis Okano,Lahaina CrossFit,,,,North America,Men,,405 lb,,285 lb,435 lb,,,,,,,,,,
1610,ana Valente,,,,,Latin America,Women,,95 kg,,55 kg,125 kg,,,,,,,,29:00,45 lb,
1612,Alex Parker,,,,,North America,Women,,275 lb,,215 lb,320 lb,348,19:19,2:25,1:46,7:30,,45,,175 lb,
1624,Dave DeGroff,Fort Ben CrossFit,,,,United States,Men,,305 lb,,185 lb,400 lb,267,,9:03,3:29,12:12,,,21:00,130 lb,
1627,Cristina Ramos,CrossFit Kemah,,"2023 open
5979th
worldwide",5979th,worldwide,Women,Women (35-39),150 lb,,110 lb,170 lb,,,,,,,4,,85 lb,
1642,Darren Power,CrossFit Hydro,,,,North America,Men,,275 lb,,215 lb,355 lb,,,,,,,,,165 lb,
