,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
1310,Jon O'Gorman,,,,,Mid Atlantic,Men,,345 lb,,225 lb,405 lb,249,33:36,6:53,15:04,10:08,,20,21:04,135 lb,1:15
1317,Garrett Walk,Sumner CrossFit,,,,United States,Men,,345 lb,,235 lb,415 lb,270,,9:46,2:52,13:59,,,,,
1341,Joshua Stephenson,Hammock Coast CrossFit,,"2023 quarterfinals
1393rd
North America East",1393rd,North America East,Men,Men,405 lb,,287 lb,440 lb,,,3:59,12:49,,,30,21:27,247 lb,1:48
1343,Amy Fleming,CrossFit Texas,,,,North America West,Women,,235 lb,,165 lb,300 lb,,,,3:21,,,,,115 lb,
1346,Robert Richards,Train Harder CrossFit,,,,United States,Men,,,,185 lb,365 lb,,,,,18:16,,,,,
1360,Sawyer Goff,Kulak CrossFit,,"2023 open
30542nd
worldwide",30542nd,worldwide,Men,Men,,,275 lb,,,,4:55,,,,,,210 lb,
1377,Nathan Newman,CrossFit SOPO Germantown,,,,North America,Men,,375 lb,,235 lb,420 lb,,,8:17,,14:55,,,,186 lb,
1393,Jennifer Worstell,CrossFit Mayview,,"2023 quarterfinals
549th
worldwide",549th,worldwide,Women,Women (45-49),185 lb,,160 lb,305 lb,345,,4:40,2:43,9:12,,20,19:00,105 lb,1:15
1419,Andrey Castro,,,,,Latin America,Men,,385 lb,,275 lb,595 lb,,,4:33,,13:19,,,,225 lb,
1478,Dee Bishop,CrossFit Hot Springs,,"2023 open
240th
worldwide",240th,worldwide,Women (65+),Women (65+),175 lb,,85 lb,213 lb,,,,,,,,,55 lb,
1491,Luc Dornez,,,,,Canada West,Men,,,,,455 lb,,,,,,,,,,
1500,Jeff Danyliw,CrossFit BRIO,,,,Canada West,Men,,325 lb,,240 lb,385 lb,,,4:53,,,,28,18:12,213 lb,1:32
1524,Dorothee Bradley,CrossFit Enforce,,"2023 open
1009th
worldwide",1009th,worldwide,Women (55-59),Women (55-59),153 lb,,,200 lb,,,,,,,2,,53 lb,
1542,Jessica Valenti,Train Harder CrossFit,,,,North America,Women,,200 lb,,120 lb,201 lb,,,,,,,,,87 lb,
1562,Amy Caramagna,Great White CrossFit,,,,North America,Women,,155 lb,,145 lb,215 lb,,,6:55,,,,,,105 lb,
1565,Kyle Roberts,CrossFit Ready to Live,,,,North America,Men,,,,215 lb,335 lb,,,,,,,12,,165 lb,
1579,Nicholas Dupuis,CrossFit Acadiana at Breaux Bridge,,"2023 open
63356th
worldwide",63356th,worldwide,Men,Men,345 lb,,235 lb,385 lb,260,31:46,6:52,4:56,12:44,,10,32:04,145 lb,1:29
1600,Patricia Luevanos,CrossFit Shokunin,,"2023 open
1465th
worldwide",1465th,worldwide,Women (55-59),Women (55-59),185 lb,,115 lb,210 lb,,,,,11:37,,,,,
1608,Rodolfo Soler,CrossFit Batalha,,"2023 open
16834th
worldwide",16834th,worldwide,Men,Men (35-39),140 kg,,105 kg,205 kg,,,7:08,3:04,13:40,,,,80 kg,
1612,Christopher Block,,,,,,,,445 lb,,215 lb,460 lb,251,41:31,7:26,3:07,13:53,,,,165 lb,
1620,Paul Webber,CrossFit Lions Den,,,,United States,Men,,315 lb,,195 lb,385 lb,,32:29,5:10,3:37,10:36,,15,31:15,145 lb,1:15
1626,Blake Bode,Kato CrossFit,,"2023 open
8914th
worldwide",8914th,worldwide,Men,Men,335 lb,,285 lb,450 lb,,,,,,,,,225 lb,
1646,Bianca Savarese,Lone Star CrossFit,,"2023 quarterfinals
155th
North America West",155th,North America West,Women,Women,185 lb,,145 lb,245 lb,,,,,,,,,95 lb,
1654,Larry Loew,Queen City CrossFit,,"2023 open
2564th
worldwide",2564th,worldwide,Men,Men (50-54),305 lb,,205 lb,405 lb,,,7:03,4:59,11:39,,,,115 lb,
1669,Jessica Reyna,CrossFit Memorial Houston,,,,North America,Women,,215 lb,,155 lb,315 lb,,26:48,7:40,2:35,15:07,,,,115 lb,
1674,Joel Bernstien,12th State CrossFit,,,,Mid Atlantic,Men,,250 lb,,195 lb,300 lb,,24:23,5:39,5:20,9:28,,,,145 lb,
1684,Mycke Mugisha,CrossFit NSAC,,"2023 open
93533rd
worldwide",93533rd,worldwide,Men,Men,295 lb,,195 lb,345 lb,,29:45,,,,,,,155 lb,
1685,Mauricio Gonzalez,,,,,,,,170 kg,,122 kg,220 kg,,,,,,,,,95 kg,0:54
1713,Liz Jesse,,,,,North East,Women,,110 lb,,80 lb,150 lb,,,,,,,,,60 lb,
1714,Kate Maertens,CrossFit City of Lakes,,"2023 open
88842nd
worldwide",88842nd,worldwide,Women,Women,200 lb,,145 lb,250 lb,,,,,,,,,115 lb,
1727,Matt Pearson,Outcast CrossFit,,,,North America,Men,,370 lb,,250 lb,450 lb,403,25:45,3:54,2:14,9:02,,45,23:30,195 lb,1:05
1735,Andrew Baird,CrossFit So Flow,,"2023 open
8090th
worldwide",8090th,worldwide,Men,Men (35-39),405 lb,,290 lb,425 lb,295,,4:10,1:58,11:17,,34,25:06,205 lb,
1740,Carolina Santos,,,,,Brazil,Women,,118 kg,,97 kg,131 kg,,,,,,,20,,79 kg,
1754,Vitor Shayeb,CrossFit Bauru Hangar,,,,South America,Men,,295 lb,,265 lb,365 lb,,,,,,,,,225 lb,
1766,Morgan VanDenBerg,CrossFit Torrent,,"2023 open
23053rd
worldwide",23053rd,worldwide,Women,Women,255 lb,,225 lb,310 lb,273,,3:56,2:24,10:33,,30,,165 lb,
1778,Lauren Bogan,,,,,North America,Women,,225 lb,,,260 lb,417,,,,,,,,,
1785,Brian Fowler,,,,,Central East,Men,,245 lb,,195 lb,405 lb,,,,,,,,,145 lb,
1791,Brendan Shivratan,,,,,Canada East,Boys (16-17),,225 lb,,,275 lb,,,,,,,,,,0:56
1805,Ben Price,,,,,Central East,Men,,375 lb,,225 lb,500 lb,,,4:28,3:46,,,,,,
1818,Gabriella Cummings,,,,,Central East,Women,,270 lb,,,335 lb,,,,,,,,,,
1850,Erika Hairgrove,CrossFit 979,,,,United States,Women,,215 lb,,140 lb,255 lb,310,21:53,,3:24,12:39,,,,110 lb,
1854,Keith Foster,CrossFit Oyster Point,,,,North America East,Men,,265 lb,,185 lb,405 lb,,,,,,,,,,
1862,Bob Condon,Cynergy CrossFit,,"2023 open
80th
worldwide",80th,worldwide,Men Upper Extremity,Men Upper Extremity,200 lb,,165 lb,300 lb,271,,5:56,,,,29,,115 lb,
1911,Johnny Volk,,,,,,,,360 lb,,230 lb,435 lb,,,2:58,2:18,8:34,,,,155 lb,
1915,Matt Turner,NewCov CrossFit,,,,Central East,Men,,425 lb,,245 lb,515 lb,,27:26,4:34,2:38,11:37,,,,185 lb,
1924,Grace Wheaton,CrossFit Potentia,,"2023 open
41285th
worldwide",41285th,worldwide,Women,Women,185 lb,,105 lb,205 lb,,,,,,,,26:28,65 lb,
1936,Julianna Stefanosky,CrossFit Thunder Hill,,,,United States,Women,,200 lb,,155 lb,265 lb,,,5:16,3:20,,,15,,125 lb,
1951,Payne Hartman,CrossFit Cadre,,"2023 quarterfinals
1318th
North America East",1318th,North America East,Men,Men,440 lb,,315 lb,455 lb,,,3:13,2:23,9:21,,60,,265 lb,0:59
1955,Cindy Norris,CrossFit Salmon Arm,,,,North America,Women (60-64),,160 lb,,85 lb,195 lb,,,,,,,,,,
1964,Kahl Heinze,Cardinia CrossFit,,,,Oceania,Men,,155 kg,,114 kg,203 kg,,,4:15,1:59,,,,,80 kg,
1978,Zachary Lohrisch,CrossFit 4165,,"2023 open
28639th
worldwide",28639th,worldwide,Men,Men,145 kg,,117 kg,165 kg,,,3:41,2:53,,,47,,96 kg,
2027,Joseph Paguio,CrossFit 29-95,,,,United States,Men,,345 lb,,225 lb,380 lb,293,29:58,5:07,,10:21,,,,165 lb,1:32
2035,Randy Houck,,,,,Mid Atlantic,Men,,305 lb,,225 lb,425 lb,,,,,,,,,165 lb,
2082,Nicole Williams,,,,,North America,Women,,215 lb,,175 lb,305 lb,,,,,,,10,,100 lb,
2112,Johnathan Romero,CrossFit DF,,,,North America East,Men,,365 lb,,235 lb,450 lb,,,4:25,2:24,8:15,,,,195 lb,102:00
2135,Bruno Alves Furlan,CrossFit Soberanos,,,,Brazil,Men,,130 kg,,,190 kg,,,,,,,,,,
2280,Kelsey Boge,Bad Batch CrossFit,,"2023 quarterfinals
1168th
North America East",1168th,North America East,Women,Women,230 lb,,180 lb,285 lb,311,27:21,3:42,2:47,14:10,,22,,140 lb,
2287,Lloyd Hill,CrossFit Soul Rebel Greensborough,,"2023 open
8461st
worldwide",8461st,worldwide,Men,Men (45-49),115 kg,,77 kg,150 kg,,,,,,,,,55 kg,
2292,Fahad Alqattan,,,,,Asia,Men,,345 lb,,255 lb,425 lb,,,,,,,,,185 lb,
2299,Jeffrey Lam,,,,,North America,Men,,132 kg,,65 kg,152 kg,,,,,,,15,,55 kg,
2305,Hannah Oxley,Driftless CrossFit,,"2023 quarterfinals
1135th
North America East",1135th,North America East,Women,Women,265 lb,,195 lb,305 lb,,,,,,,,,170 lb,
2318,Nathan Thomas,Stormpeak CrossFit,,"2023 open
1559th
worldwide",1559th,worldwide,Men,Men (40-44),335 lb,,245 lb,400 lb,,,2:48,,,,50,,185 lb,
2323,Britton Twyman,CrossFit Huntsville,,"2023 open
56805th
worldwide",56805th,worldwide,Men,Men,405 lb,,305 lb,545 lb,300,21:19,2:59,,9:02,,,,235 lb,
2327,Rick Morse,CrossFit Risio,,"2023 open
316th
worldwide",316th,worldwide,Men (60-64),Men (60-64),,,210 lb,405 lb,,,,,,,,,,
2352,Craig Fegan,Kensington Valley CrossFit,,"2023 quarterfinals
67th
worldwide",67th,worldwide,Men (60-64),Men (60-64),295 lb,,191 lb,375 lb,,,,6:05,,,16,21:22,140 lb,1:30
2380,Deanna Holden,CrossFit Catawba Valley,,,,North America East,Women,,265 lb,,158 lb,305 lb,282,,8:29,3:27,,,,39:50,110 lb,2:02
2382,Michael Eden,CrossFit Wellington,,"2023 open
32281st
worldwide",32281st,worldwide,Men,Men,370 lb,,285 lb,435 lb,,,,,,,,,215 lb,1:13
2387,Sara Mider,CrossFit Berks,,,,United States,Women,,250 lb,,145 lb,295 lb,273,,5:43,3:04,11:15,,,,120 lb,
2388,Evan Baker,CrossFit Plateau,,"2023 open
13312th
worldwide",13312th,worldwide,Men,Men (35-39),,,195 lb,,,,,,,,,,150 lb,
2400,Earl Fast,,,,,North America,Men,,,,,,285,,6:32,,,,21,,,
2412,Ian MacLellan,CrossFit Semiahmoo,,"2023 open
4012th
worldwide",4012th,worldwide,Men,Men (45-49),305 lb,,,385 lb,,,,,,,,,,
2428,Dustin Shaffer,CrossFit 330,,"2023 open
11019th
worldwide",11019th,worldwide,Men,Men (40-44),500 lb,,352 lb,572 lb,,,2:33,1:32,,,,,277 lb,
2454,Valerie Le,CrossFit South Forsyth,,,,North America,Women,,170 lb,,125 lb,230 lb,,,7:13,,,,,21:00,75 lb,1:24
2455,Jared Sutherland,,,,,North Central,Men,,385 lb,,285 lb,400 lb,,,,,,,,,230 lb,
2460,Anna Francis,CrossFit Orillia,,,,North America,Women,,230 lb,,130 lb,250 lb,240,,,4:09,,,,,100 lb,1:46
2463,Matthew Herrin,,,,,North Central,Men,,350 lb,,255 lb,395 lb,356,18:55,3:53,2:14,9:45,,33,,190 lb,
2475,Bianca Brown,,,,,South Central,Women,,132 lb,,72 lb,205 lb,,,,4:52,,,,,60 lb,
2507,Matthew Blackstock,CrossFit Trackside,,,,North America,Men,,285 lb,,215 lb,365 lb,,,6:14,4:48,10:36,,,24:17,155 lb,
2539,Nicole Savage,,,,,Mid Atlantic,Women,,205 lb,,,,,,,,,,,,,
2558,David Arce,,,,,North Central,Men,,265 lb,,140 lb,334 lb,,,10:45,5:07,,,,,140 lb,
2564,Jeffrey Peel,CrossFit Deep Well,,,,North America,Men,,425 lb,,330 lb,505 lb,,,,,,,35,,255 lb,
2582,Elise Layton,CrossFit Saguaro,,"2023 open
6764th
worldwide",6764th,worldwide,Women,Women (35-39),115 lb,,,155 lb,,,,,,,,,,
2592,Christina Manis,Auburn CrossFit,,,,West Coast,Women,,213 lb,,133 lb,274 lb,,25:25,6:44,,14:37,,15,26:00,103 lb,1:32
2597,Seth Bowden,Block CrossFit,,"2023 open
9247th
worldwide",9247th,worldwide,Men,Men (40-44),365 lb,,245 lb,500 lb,333,,5:35,2:24,13:08,,18,,205 lb,1:46
2598,Ashley Wisser,CrossFit Goderich,,,,,,,310 lb,,135 lb,340 lb,,,,,,,,,,
2605,Nathan Crinion,CrossFit Seek,,,,Australia,Men,,145 kg,,120 kg,180 kg,,,,,,,38,24:15,96 kg,
2609,Jack Savant,Coyote CrossFit,,"2023 open
25050th
worldwide",25050th,worldwide,Men,Men,425 lb,,290 lb,420 lb,,,2:10,,,,,,230 lb,
2650,Michael Cervantes,Warrior Park CrossFit,,"2023 open
22286th
worldwide",22286th,worldwide,Men,Men (40-44),300 lb,,165 lb,345 lb,,,,,,,,37:08,165 lb,
2674,John Weaver,Selma CrossFit,,,,United States,Men,,295 lb,,225 lb,375 lb,,,,4:30,,,25,27:15,180 lb,
2721,Jennifer Robinson,CrossFit 287,,,,South Central,Women,,205 lb,,145 lb,255 lb,,,,,,,,,110 lb,
2728,Deborah Forsberg,,,,,North America,Women,,185 lb,,140 lb,205 lb,234,,5:38,3:41,,,,24:27,95 lb,
2753,Jose Martinez,,,,,South Central,Men,,295 lb,,185 lb,355 lb,,,,4:40,,,30,,,
2754,Justin Holley,CrossFit Siege,,,,United States,Men,,355 lb,,255 lb,465 lb,330,,2:40,1:38,7:14,,68,21:06,215 lb,1:04
2800,Gus Leite,Element CrossFit,,"2023 open
6891st
worldwide",6891st,worldwide,Men,Men (45-49),255 lb,,185 lb,315 lb,,,10:30,,,,3,27:03,145 lb,
2839,Ebby Isbill,Einhorn CrossFit,,,,North America,Women Multi-Extremity,,255 lb,,155 lb,300 lb,282,,7:39,2:42,16:00,,,,125 lb,
2853,Brittany Kolb,CrossFit Morgantown,,,,North America,Women,,160 lb,,115 lb,235 lb,167,,,3:28,12:19,,,33:20,90 lb,1:21
2864,Gabriel del Río,CrossFit DNR,,,,North America,Men,,,,180 lb,285 lb,,,6:45,,9:05,,,,135 lb,
2876,Tyler Joe,CrossFit Compelled,,"2023 open
8126th
worldwide",8126th,worldwide,Men,Men,355 lb,,275 lb,510 lb,,,2:44,1:52,7:57,,52,19:29,200 lb,1:02
2888,Ron Novonglosky,,,,,North America,Men,,405 lb,,255 lb,430 lb,261,,5:37,2:43,14:21,,28,,175 lb,
