,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
15,Shamyr Bourdette Bogossian,Hangar 193 CrossFit,,,,South America,Men,,401 lb,,273 lb,423 lb,,,2:25,2:52,,,25,19:46,225 lb,0:50
20,Klaudio Sota,CrossFit 40133,,,,Europe,Men,,130 kg,,103 kg,170 kg,,,,,,,,,78 kg,
33,Steve Graham,Blackstone River CrossFit,,"2023 open
3796th
worldwide",3796th,worldwide,Men,Men (45-49),320 lb,,205 lb,405 lb,,27:52,4:58,2:55,11:52,,27,18:46,125 lb,
44,Matthew Burt,CrossFit Three Flow,,"2023 open
5200th
worldwide",5200th,worldwide,Men,Men (50-54),125 kg,,90 kg,160 kg,,,,,,,18,,65 kg,
56,Ethan Kramer,Pioneer Valley CrossFit,,"2023 open
3208th
worldwide",3208th,worldwide,Men,Men (35-39),375 lb,,260 lb,420 lb,,,3:13,,,,25,,185 lb,
58,Erin Melugin Davis,CrossFit Gold Rush,,,,North America West,Women,,200 lb,,125 lb,235 lb,,,,,,,,,105 lb,
59,Shawn Ayers,Triskele CrossFit,,,,United States,Men,,335 lb,,265 lb,420 lb,,,,,,,,,175 lb,
75,Steven Azzara,CrossFit OGSC,,,,United States,Men,,355 lb,,205 lb,345 lb,298,26:23,4:31,4:37,11:16,,,23:46,140 lb,1:24
85,Laurent Leopold,CrossFit La Garde,,,,Europe,Men,,195 kg,,145 kg,240 kg,,,2:39,,,,,,120 kg,
88,Torben Bergan,CrossFit Heerlen,,,,Europe,Men,,,,,60 kg,,,,,,,1,,,
92,Josh Holden,CrossFit Bolder,,"2023 quarterfinals
101st
worldwide",101st,worldwide,Men,Men (45-49),422 lb,,300 lb,550 lb,343,,2:58,1:53,8:39,,38,,220 lb,
95,Sigrid da Costa,CrossFit Oslo,,,,Norway,Women,,95 kg,,50 kg,90 kg,,,,,,,9,25:00,40 kg,
96,Wade Bissett,CrossFit 42 South,,"2023 open
4856th
worldwide",4856th,worldwide,Men,Men (40-44),152 kg,,105 kg,180 kg,307,,4:59,5:00,9:45,,,22:27,70 kg,
98,Janis Roe,Diablo CrossFit,,"2023 open
3299th
worldwide",3299th,worldwide,Women,Women (50-54),175 lb,,115 lb,237 lb,271,29:52,7:14,,,,,,,
113,Davide Scuderi,,,"2023 open
3123rd
worldwide",3123rd,worldwide,Men,Men,190 kg,,140 kg,210 kg,,,,,,,,24:00,100 kg,
123,Ricardo Valencia Martinez,,,"2023 open
1337th
worldwide",1337th,worldwide,Men,Men (50-54),255 lb,,145 lb,275 lb,275,,7:01,7:30,10:34,,25,25:00,115 lb,
148,Jeff Davis,Nebo CrossFit,,"2023 open
2628th
worldwide",2628th,worldwide,Men,Men (40-44),375 lb,,255 lb,365 lb,,,2:54,2:01,,,21,,185 lb,
151,Ian Taylor,CrossFit 0435,,,,Oceania,Men,,170 kg,,90 kg,190 kg,,,,,,,,,60 kg,
156,Amy Rask,CrossFit Modig,,,,United States,Women,,195 lb,,130 lb,256 lb,,,,,,,,27:43,,1:30
168,Haley Jameson,CrossFit Reaction,,"2023 quarterfinals
847th
worldwide",847th,worldwide,Women,Women (40-44),190 lb,,165 lb,225 lb,,,,,11:16,,,,115 lb,
183,Allison Bean,,,,,North America,Women,,270 lb,,215 lb,385 lb,300,22:00,2:46,1:58,,,51,,175 lb,1:18
206,Jonathan Kasler,CrossFit CDF,,,,North America East,Men,,325 lb,,205 lb,450 lb,,,,3:44,,,,,135 lb,
226,Franklin Berry,CrossFit PCR,,"2023 open
5873rd
worldwide",5873rd,worldwide,Men,Men (40-44),300 lb,,205 lb,365 lb,,24:38,,,9:28,,,25:22,,
232,Savannah Swanson,,,,,Northern California,Women,,,,,225 lb,,,,,10:30,,,,,1:02
245,Bryan Helgesen,,,,,North America,Men (55-59),,300 lb,,135 lb,370 lb,,,,,,,8,,,
248,Miguel Angel Infante,War Horse CrossFit,,"2023 open
1688th
worldwide",1688th,worldwide,Men,Men (35-39),170 kg,,130 kg,190 kg,299,,2:16,2:18,,,41,,105 kg,
251,James Sprague,CrossFit Naples,,"2023 games
25th
worldwide",25th,worldwide,Men,Men,450 lb,,340 lb,535 lb,520,17:30,2:51,1:30,7:02,,72,18:59,280 lb,0:59
255,Payton Dierickx,Warrior CrossFit Muscatine,,,,North America,Women,,260 lb,,185 lb,335 lb,,,,,,,,,145 lb,
257,Zane Biggs,CrossFit 540,,"2023 open
26309th
worldwide",26309th,worldwide,Men,Men,360 lb,,305 lb,425 lb,,,3:56,,,,50,,215 lb,
288,Eric Zadnik,CrossFit MisFits,,,,United States,Men,,300 lb,,200 lb,405 lb,,,,,,,,21:36,,
289,Demetrius Richardson,CrossFit Identity,,,,North America,Men,,425 lb,,335 lb,570 lb,,,,,,,,,275 lb,1:00
297,Erin Hazlett,G City CrossFit,,"2023 open
9102nd
worldwide",9102nd,worldwide,Women,Women (35-39),,,130 lb,228 lb,,,6:30,4:20,12:01,,,,110 lb,
300,Eugene Marais,CrossFit Kempton,,,,Africa,Men Upper Extremity,,130 kg,,65 kg,145 kg,,,7:42,,,,18,23:48,60 kg,
312,Aleksey Onishchuk,Red Tower CrossFit,,,,Russian Federation,Men,,145 kg,,,175 kg,,,7:25,,,,,,,
318,Tommy Cooper,CrossFit Yas,,"2023 open
2119th
worldwide",2119th,worldwide,Men,Men (50-54),280 lb,,165 lb,335 lb,,,7:26,,11:28,,,,135 lb,
331,Heiko Muth,CrossFit Hagsfeld,,,,Germany,Men,,135 kg,,,180 kg,,,,,,,,,,
336,Ryan Logan,CrossFit Haddington,,,,United Kingdom,Men,,170 kg,,125 kg,210 kg,,,3:26,,,,,,100 kg,
399,Stig Thormodsen,CrossFit Oslo,,"2023 open
55397th
worldwide",55397th,worldwide,Men,Men,150 kg,,95 kg,210 kg,,,,,,,25,,83 kg,
404,Valerio De Simone,CrossFit Pompei,,,,Europe,Men,,170 kg,,125 kg,205 kg,,,,,,,,,100 kg,
413,Jose Roman,K3 CrossFit,,,,North Central,Men,,,,,,,,6:41,,10:45,,,20:37,,
422,Stephen Gamble,CrossFit Dublin,,,,Europe Central,Men,,390 lb,,,485 lb,,,,,,,,,,
452,Drew Laird,CrossFit SBC,,"2023 open
10489th
worldwide",10489th,worldwide,Men,Men,365 lb,,245 lb,410 lb,,,2:26,,8:11,,,19:21,180 lb,
458,Anibal Hernandez,CrossFit Las Canteras,,,,Europe,Men,,330 lb,,240 lb,396 lb,,,,,14:34,,,,176 lb,
472,Matthew Lebo,Chaka CrossFit,,"2023 open
18965th
worldwide",18965th,worldwide,Men,Men,380 lb,,285 lb,405 lb,,,3:32,,,,,,215 lb,
476,Martijn Paridaans,CrossFit KRL1,,,,Europe,Men,,135 kg,,115 kg,210 kg,,,,,,,,,65 kg,
479,Inigo Oroz,CrossFit Gorobel,,"2023 open
6120th
worldwide",6120th,worldwide,Men,Men,150 kg,,115 kg,205 kg,,,,,,,,,90 kg,
