,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
14,Carlos Bernal,,,,,South America,Men,,,,,,,,,,,,,20:39,,
34,Rachel Jeffway,CrossFit Charlotte,,"2023 open
4505th
worldwide",4505th,worldwide,Women,Women,210 lb,,,300 lb,,,4:44,,,,,,105 lb,
73,Brent Dyrness,CrossFit Surf City,,"2023 open
3348th
worldwide",3348th,worldwide,Men (55-59),Men (55-59),360 lb,,215 lb,445 lb,,,,,,,,,170 lb,
77,Fabio Siemionko,CrossFit Taura,,,,Brazil,Men,,165 kg,,115 kg,200 kg,,,,2:41,,,,,85 kg,
110,Arturo Rosales,Teutonic CrossFit,,,,North America,Men,,285 lb,,225 lb,365 lb,,,,,,,,,170 lb,
152,Kekoa Macloves,907 CrossFit,,,,United States,Men,,315 lb,,225 lb,355 lb,,,,,,,,,200 lb,
159,Angela Harrington,CrossFit City Line,,,,United States,Women,,275 lb,,210 lb,306 lb,,26:34,5:45,2:20,8:50,,18,25:35,130 lb,1:35
162,Mike Brennan,CrossFit Palm Harbor,,"2023 open
978th
worldwide",978th,worldwide,Men (65+),Men (65+),225 lb,,,265 lb,,,,,,,,,,
172,Lucy Casillas,,,"2023 open
15137th
worldwide",15137th,worldwide,Women,Women,185 lb,,135 lb,245 lb,,,,3:23,19:52,,,,100 lb,
175,Amanda Schirrmacher,,,"2023 open
29020th
worldwide",29020th,worldwide,Women,Women,205 lb,,125 lb,235 lb,,,,5:44,,,,,115 lb,
180,Martene Herbert,CrossFit Core K Town,,,,North America East,Women,,102 kg,,77 kg,132 kg,,,,,,,,,65 kg,
203,Matthew Micheli,,,,,North East,Men,,315 lb,,225 lb,405 lb,,,,,,,40,22:50,185 lb,0:56
209,Heidi Miller,CrossFit Okanagan,,"2023 quarterfinals
517th
worldwide",517th,worldwide,Women,Women (35-39),265 lb,,200 lb,300 lb,,,,3:11,,,,,145 lb,
230,Julie Olden,CrossFit O'Connor,,,,Australasia,Women (55-59),,78 kg,,40 kg,115 kg,196,25:34,8:47,,12:32,,,,30 kg,1:17
231,Sebastien Aziz,CrossFit Rennes,,"2023 open
48224th
worldwide",48224th,worldwide,Men,Men,140 kg,,100 kg,170 kg,,,,,,,25,,85 kg,
251,Jonathan Fredriksson,Majoren CrossFit,,"2023 open
5792nd
worldwide",5792nd,worldwide,Men,Men (40-44),138 kg,,103 kg,170 kg,,,,2:59,,,,,78 kg,
256,Henna Turunen,CrossFit Ilves,,"2023 quarterfinals
941st
worldwide",941st,worldwide,Women,Women (40-44),92 kg,,57 kg,123 kg,303,,4:35,4:12,9:46,,14,23:57,42 kg,
258,Zhenchun Kou,Stud CrossFit,,"2023 open
4285th
worldwide",4285th,worldwide,Men,Men (40-44),275 lb,,200 lb,300 lb,,,,,,,30,22:30,132 lb,1:10
262,Eric Huling,CrossFit Everlasting,,,,North America East,Men,,385 lb,,245 lb,455 lb,,,,,,,,24:35,190 lb,
268,Mat Watkin,CrossFit Nanaimo,,,,North America,Men,,265 lb,,185 lb,345 lb,,,,,,,,27:44,165 lb,
271,Oliver Urdaneta,,,,,,,,135 kg,,100 kg,165 kg,,,9:50,,13:19,,,,78 kg,
278,Marina Arcolini Balbo,Elite CrossFit North,,,,South America,Women,,230 lb,,150 lb,280 lb,,,8:09,5:00,14:03,,,33:53,100 lb,
283,Rebecca Smith,CrossFit Hog Town,,,,North America,Women,,240 lb,,165 lb,345 lb,353,25:48,4:08,,10:42,,10,,,
288,Israr Mussagi,CrossFit Indico,,"2023 open
60160th
worldwide",60160th,worldwide,Men,Men,135 kg,,100 kg,190 kg,297,,5:03,4:30,9:50,,50,25:00,80 kg,1:40
292,Brandon Corbett,Perry Hall CrossFit,,,,United States,Men,,345 lb,,255 lb,505 lb,351,22:11,3:55,2:43,,,61,22:42,215 lb,1:02
303,Thiago Wagner Martins Menegatti,,,"2023 open
3584th
worldwide",3584th,worldwide,Men,Men (35-39),208 kg,,130 kg,230 kg,,28:58,3:20,3:48,12:02,,21,24:24,102 kg,1:09
306,Matheus Gobbi,RedMob CrossFit,,"2023 open
9679th
worldwide",9679th,worldwide,Men,Men,170 kg,,130 kg,200 kg,,,5:36,1:59,,,33,4:45,105 kg,
308,Michael Mouris,CrossFit Kings Point,,"2023 open
4466th
worldwide",4466th,worldwide,Men,Men (45-49),285 lb,,230 lb,315 lb,,,,3:48,,,,,165 lb,
354,David Barneveld,CrossFit Desire North,,"2023 open
14513th
worldwide",14513th,worldwide,Men,Men (40-44),150 kg,,110 kg,202 kg,,,7:48,,,,,28:45,83 kg,
357,Grant Jansen,CrossFit D-Day,,"2023 open
704th
worldwide",704th,worldwide,Men (60-64),Men (60-64),90 kg,,55 kg,145 kg,,,,,,,,17:00,40 kg,
358,Harry Friend,CrossFit Spangdahlem,,,,Europe Central,Men,,315 lb,,205 lb,325 lb,267,,6:43,3:50,12:47,,,,165 lb,1:47
380,Diego Amorim,Dom Quixote CrossFit,,"2023 quarterfinals
566th
worldwide",566th,worldwide,Men,Men (40-44),,,,,,,,,,,,19:53,,
393,Matthew Ruiz,Renewed Strength CrossFit,,,,United States,Men,,360 lb,,262 lb,400 lb,,,,,,,,,195 lb,
407,Phillip Thomas,MBS CrossFit North,,,,United States,Men,,395 lb,,290 lb,,407,,2:34,2:22,,,,,225 lb,0:53
414,Caleb Clark,HealthPoint CrossFit,,,,United States,Men,,,,185 lb,,285,,5:35,,,,,,125 lb,
435,Qian Zhang,,,,,Asia,Women,,90 kg,,62 kg,90 kg,,,,,,,8,30:00,52 kg,
436,Peyton Gray,CrossFit Get it Done,,"2023 quarterfinals
226th
North America West",226th,North America West,Men,Men,465 lb,,350 lb,555 lb,,,2:18,1:31,,,71,18:05,250 lb,0:58
447,Evan Grunberger,CrossFit West Vancouver,,"2023 open
18020th
worldwide",18020th,worldwide,Men,Men,405 lb,,235 lb,500 lb,305,,4:23,,8:26,,,23:49,,
454,Craig Jackson,CrossFit Spitfire,,,,Europe Central,Men,,80 kg,,65 kg,105 kg,,,,,,,,,53 kg,
459,Shaun Marshall,CrossFit Sunderland SR1,,,,United Kingdom,Men,,133 kg,,103 kg,193 kg,,,7:13,3:18,11:05,,30,,85 kg,1:17
484,Eric Gavazzi,Green Fire CrossFit,,"2023 open
7156th
worldwide",7156th,worldwide,Men,Men (35-39),320 lb,,210 lb,400 lb,,,,,11:31,,,33:37,160 lb,
499,Steve Kapfer,CrossFit Leopards,,,,Europe South,Men,,150 kg,,100 kg,160 kg,,,,,,,,,88 kg,
510,Jean-Philippe Després,Concept Ekilibre CrossFit,,,,Canada East,Men,,265 lb,,,365 lb,,,,,,,,,,
515,Thomas George,CrossFit Lambrate,,"2023 quarterfinals
1986th
Europe",1986th,Europe,Men,Men,405 lb,,255 lb,425 lb,,,4:00,3:00,,,31,20:09,205 lb,
517,Rebecca Ballstaedt,Ute CrossFit East Draper,,,,United States,Women,,285 lb,,215 lb,365 lb,402,19:55,3:22,1:56,9:12,,30,,155 lb,
