,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
816,Jamie Latimer,Grand Trunk CrossFit,,"2023 semifinals
17th
worldwide",17th,worldwide,Women,Women (35-39),236 lb,,195 lb,301 lb,347,19:08,2:45,2:30,8:37,,49,20:25,145 lb,1:07
818,Noah Murphy,Four Leaf CrossFit,,,,North America,Men,,445 lb,,295 lb,445 lb,,,,,,,,,245 lb,
828,John Copeland,CrossFit Fernandina Beach,,,,United States,Men,,275 lb,,225 lb,345 lb,255,29:12,5:41,4:22,11:08,,,,185 lb,
833,Amy Fichter,CrossFit Chippewa Falls,,"2023 open
1229th
worldwide",1229th,worldwide,Women,Women (50-54),195 lb,,135 lb,245 lb,,,7:56,6:20,,,9,26:12,91 lb,1:24
835,Dian Minchev,,,,,,,,227 kg,,197 kg,227 kg,,,,,,,,,148 kg,
839,Greg Moss,CrossFit CrownTown,,"2023 open
10950th
worldwide",10950th,worldwide,Men,Men (35-39),440 lb,,275 lb,550 lb,,,,2:58,,,,,205 lb,
848,Cole Bagbey,CrossFit Iron Pelican,,,,North America,Men,,435 lb,,305 lb,465 lb,341,,2:19,1:48,8:04,,57,,235 lb,
849,Gabriel Townsend,,,"2023 quarterfinals
150th
North America West",150th,North America West,Men,Men,505 lb,,340 lb,560 lb,,,2:06,,,,,,,
864,Baxter Hunt,,,,,,,,285 lb,,195 lb,365 lb,,,6:36,,,,60,,155 lb,
897,Ethan Aune,,,,,North Central,Men,,295 lb,,,345 lb,,,8:04,,,,26,,135 lb,
901,Tony Fraley,,,,,North Central,Men,,205 lb,,,315 lb,,,,,,,,,115 lb,
913,Grayson Greco,CrossFit Wilmington,,,,,,,410 lb,,,405 lb,,,,,,,,,,
937,Brennan Johnson,,,"2023 open
56012th
worldwide",56012th,worldwide,Men,Men,270 lb,,225 lb,435 lb,332,,,3:51,9:07,,,20:09,180 lb,0:45
945,Joe Chinnici,CrossFit Amoskeag,,"2023 open
5219th
worldwide",5219th,worldwide,Men,Men (50-54),107 kg,,80 kg,145 kg,150,,,,,,8,,71 kg,
946,Justin D'Anna,Pure Grit CrossFit,,,,North America,Men,,315 lb,,225 lb,415 lb,305,,,,8:47,,21,,165 lb,
952,Felicia Weathers,CrossFit Pace Performance,,,,North East,Women,,305 lb,,135 lb,345 lb,290,,,4:01,,,,,95 lb,
959,Rene Ortiz,,,,,North America West,Men,,300 lb,,240 lb,400 lb,,,,,,,,,205 lb,
971,Myrka Lozada,,,,,,,,165 lb,,115 lb,205 lb,,,,,,,,,80 lb,
972,Shanlynn Bias,Patriot CrossFit,,"2023 open
3723rd
worldwide",3723rd,worldwide,Women,Women,260 lb,,205 lb,335 lb,335,,4:58,2:54,9:33,,,,140 lb,
973,Adam Parsons,Natural High CrossFit,,,,North America,Men,,350 lb,,285 lb,405 lb,,,,,,,,23:28,230 lb,
976,Rafael Landeros,,,,,North America,Men,,335 lb,,255 lb,465 lb,,,,,,,,,185 lb,
985,Markus Giacomuzzi,CrossFit Kroftlaggl,,,,Europe,Men,,170 kg,,125 kg,190 kg,,,,2:32,,,,,100 kg,
986,Chance Nguyen,CrossFit Division,,,,Canada East,Men,,350 lb,,220 lb,455 lb,,,,,,,,,135 lb,
989,Marcos Garcia,CrossFit Industrious South Lake Union,,,,Mexico,Men,,,,,,,,7:00,,,,,,,
999,Andrew Nordling,CrossFit Territory,,,,Australasia,Men,,180 kg,,107 kg,190 kg,,,3:51,3:34,8:00,,39,,85 kg,
1003,Oscar Perez del Postigo Gomez,CrossFit La Finca,,"2023 open
361st
worldwide",361st,worldwide,Men (60-64),Men (60-64),120 kg,,,130 kg,,,,,,,22,19:00,,
1011,Yassine Litimi,CrossFit Erada,,"2023 quarterfinals
172nd
Africa",172nd,Africa,Men,Men,295 lb,,225 lb,315 lb,,,,,,,,,195 lb,
1052,Johann Vincent,CrossFit Drakôn,,,,Europe,Men,,170 kg,,125 kg,200 kg,369,19:18,4:33,2:00,9:18,,37,20:00,95 kg,1:00
1059,Connor Williams,Landmark CrossFit,,"2023 open
63165th
worldwide",63165th,worldwide,Men,Men,345 lb,,235 lb,375 lb,,,,,,,,,185 lb,
1066,Alayna Wardroup,CrossFit Courageous,,"2023 open
21699th
worldwide",21699th,worldwide,Women,Women,280 lb,,165 lb,310 lb,329,,,,,,,,131 lb,
1068,Tamir Duberstein,CrossFit Union Square,,,,Asia,Men,,295 lb,,260 lb,365 lb,,,,,,,39,,220 lb,
1071,Leandro Murara,,,,,Latin America,Men,,140 kg,,100 kg,,,,,,,,21,32:42,85 kg,
1075,Landon Mims,Breach CrossFit,,"2023 open
35963rd
worldwide",35963rd,worldwide,Men,Men,,,275 lb,435 lb,,,3:30,,,,,22:00,195 lb,
1097,Kathy Krupa,,,,,North America,Women,,205 lb,,175 lb,305 lb,,,6:20,3:23,11:23,,,,135 lb,
1110,Sheila Mathis,Solar CrossFit,,,,United States,Women,,255 lb,,155 lb,275 lb,,,,2:33,10:11,,,,135 lb,
1112,Dean Ascioti,Land Warrior CrossFit,,"2023 quarterfinals
192nd
worldwide",192nd,worldwide,Men (60-64),Men (60-64),315 lb,,155 lb,335 lb,,,,,,,,,110 lb,
1115,Sergio Sandoval Berrocal,CrossFit Dutch Kills,,"2023 open
18064th
worldwide",18064th,worldwide,Men,Men (35-39),335 lb,,200 lb,385 lb,,27:07,,2:58,,,,28:35,157 lb,
1117,Paul Mackrill,,,"2023 open
8987th
worldwide",8987th,worldwide,Men,Men (40-44),115 kg,,85 kg,170 kg,,,5:19,4:37,13:19,,,21:14,60 kg,
1138,Ty Bentley,CrossFit SOTO,,"2023 quarterfinals
1846th
North America East",1846th,North America East,Men,Men,330 lb,,265 lb,410 lb,,,,,,,,,210 lb,
1160,Seth Lerman,Warlock CrossFit,,"2023 open
7011th
worldwide",7011th,worldwide,Men,Men (50-54),365 lb,,210 lb,365 lb,234,29:18,5:22,3:21,11:36,,,,145 lb,
1167,Alexis Ashworth,CrossFit Iron Society,,,,North America,Women,,355 lb,,244 lb,365 lb,,,2:08,,,,,,178 lb,
1169,Nick Turver,CrossFit Adira,,,,Europe,Men,,175 kg,,130 kg,205 kg,,,2:52,1:48,,,45,23:56,104 kg,
1173,Laura Shue,Venture CrossFit,,,,North America East,Women,,215 lb,,135 lb,190 lb,,,,,,,,,97 lb,
1183,Hallie Freeman,CrossFit Creed,,,,United States,Women,,225 lb,,170 lb,315 lb,,,4:09,2:53,,,,,130 lb,
1193,Tommy Van,Pacific Beach CrossFit PB,,,,North America,Men,,275 lb,,165 lb,315 lb,,,3:21,,8:12,,41,20:05,135 lb,1:03
1200,Alexa Woodward,CrossFit Rittenhouse,,,,North America,Women,,,,,,,,2:58,,,,,,,
1203,Brittnie Van Houten,CrossFit Des Moines,,,,North America,Women,,275 lb,,205 lb,300 lb,,,,,,,,,156 lb,
1206,Melody Johnston,CrossFit Four Pillars,,"2023 open
8349th
worldwide",8349th,worldwide,Women,Women (35-39),205 lb,,150 lb,235 lb,,,,,,,,,,
1207,Courtney Bates,CrossFit Okanagan,,,,Canada,Men,,350 lb,,235 lb,500 lb,,,,,,,,,185 lb,
1210,Kim Rojecki,CrossFit Pace Performance,,"2023 open
4696th
worldwide",4696th,worldwide,Women,Women (45-49),185 lb,,150 lb,265 lb,,,6:48,,9:56,,10,,115 lb,
1211,Katelynn Allcock,CrossFit On Track,,,,North America,Women,,205 lb,,135 lb,235 lb,,,,,,,,,,
1215,Jonathan Williams,CrossFit Canvas,,"2023 quarterfinals
1178th
North America West",1178th,North America West,Men,Men,365 lb,,305 lb,445 lb,,,2:05,1:55,,,,,210 lb,1:01
1216,Daniela Marcouizos,CrossFit Barueri,,"2023 quarterfinals
205th
worldwide",205th,worldwide,Women,Women (40-44),70 kg,,45 kg,95 kg,,,,,,,,,30 kg,
1218,Thomas Golsworthy,CrossFit Creative,,"2023 open
31405th
worldwide",31405th,worldwide,Men,Men,1 kg,,45 kg,309000 kg,,678:00,1:00,45:23,2:00,,,1:00,37 kg,5:00
1221,Allister Heintze,CrossFit Motion,,,,Oceania,Men,,110 kg,,82 kg,148 kg,285,,5:45,4:27,10:40,,,,68 kg,
1228,Ashley Russ,,,"2023 quarterfinals
953rd
North America East",953rd,North America East,Women,Women,255 lb,,215 lb,265 lb,,,2:52,2:48,,,,,145 lb,
1239,HariPrasad Naram,CrossFit Collierville,,,,North America,Men,,270 lb,,215 lb,430 lb,,,,,,,,,165 lb,
1252,Wen Ye,CrossFit StarFire,,,,China,Men,,110 kg,,70 kg,120 kg,,,,,,,15,21:16,52 kg,1:12
1257,David Azevedo,PRS CrossFit,,"2023 quarterfinals
878th
worldwide",878th,worldwide,Men,Men (40-44),210 kg,,120 kg,235 kg,,,,,,,,,,
1262,Felipe Castro,Tunkers CrossFit,,,,South America,Men,,330 lb,,210 lb,374 lb,,,4:18,,,,30,,175 lb,
1267,Scott Elliott,CrossFit Gaia,,,,United Kingdom,Men,,145 kg,,115 kg,200 kg,318,,5:46,2:44,8:58,,11,25:25,83 kg,1:35
1269,Gareth Hardie,CrossFit 4E,,"2023 open
25762nd
worldwide",25762nd,worldwide,Men,Men,130 kg,,130 kg,210 kg,,,,,,,,22:56,100 kg,
1283,Fédra Szakolczai,CrossFit Everybody,,,,Europe,Women,,135 kg,,105 kg,141 kg,,,2:35,2:15,,,,,,
1308,Albert Macian,One Mile CrossFit,,,,Europe,Men,,165 kg,,130 kg,,,,3:07,,,,,,110 kg,
1318,Rodrigo Perez,,,,,North America East,Men,,365 lb,,265 lb,455 lb,,,,3:01,,,,,215 lb,
1331,Thomas Vinas,BLFC CrossFit,,,,North America,Men,,505 lb,,370 lb,575 lb,,,,,,,,,300 lb,
1344,Brad Frere,,,,,North America West,Men,,,,,,,,10:45,6:12,16:00,,,,,
1348,Taylor Samuels,CrossFit St. Robert,,,,North America,Women,,175 lb,,125 lb,235 lb,194,,10:02,4:41,12:26,,5,28:19,110 lb,
1349,Aj Clarke,CrossFit Mechanix,,,,United States,Men,,385 lb,,245 lb,425 lb,,,4:48,2:13,,,,,200 lb,
1365,Daniel Gwon,CrossFit MEF,,,,,,,335 lb,,205 lb,425 lb,,,,,,,,,165 lb,
1370,Olga Sidorenko,Acuo CrossFit,,,,North America West,Women,,165 lb,,105 lb,175 lb,,,,,,,,,75 lb,
1381,Richard Kloos,CrossFit SDS,,,,Netherlands,Men,,100 kg,,65 kg,115 kg,,,,,,,,30:00,48 kg,
1405,Stefan Dresevic,Paradiso CrossFit,,"2023 quarterfinals
132nd
worldwide",132nd,worldwide,Men,Men (35-39),420 lb,,315 lb,505 lb,,,,,,,,21:21,250 lb,
1430,James Abrams,CrossFit Mentality,,,,United States,Men,,450 lb,,265 lb,500 lb,305,,3:44,1:58,,,,,225 lb,
1448,Yann Philibert,CrossFit Wolf Spirit,,"2023 open
812th
worldwide",812th,worldwide,Men,Men,207 kg,,155 kg,220 kg,,,2:20,,,,,,127 kg,
1461,Philippe Hocqueloux,Human Blossom CrossFit Belfort,,"2023 open
865th
worldwide",865th,worldwide,Men (60-64),Men (60-64),80 kg,,60 kg,130 kg,,,,,,,7,24:11,43 kg,1:32
1478,Courtney Schamber,,,"2023 quarterfinals
1667th
North America East",1667th,North America East,Women,Women,250 lb,,185 lb,285 lb,,,,,,,,20:06,150 lb,
1490,Laura Fortier,CrossFit San Jose,,,,United States,Women,,190 lb,,150 lb,215 lb,,,,3:46,,,,,130 lb,
1497,Dul Young Kim,Muscle Museum CrossFit,,,,Asia,Women,,1 lb,,1 lb,1 lb,,,0:01,,,,,,1 lb,
1501,Michael Courtis,,,,,,,,140 kg,,60 kg,120 kg,,,,,,,,,40 kg,
1524,Erik Carballeira,CrossFit Arteixo,,,,Europe,Men,,112 kg,,70 kg,160 kg,,,6:52,4:20,11:41,,37,,60 kg,1:56
1529,Sam Janssen,Primal Force CrossFit,,,,Netherlands,Men,,160 kg,,110 kg,180 kg,,,,,,,,,75 kg,
1530,William Nortje,CrossFit Erada,,,,Africa,Men,,220 kg,,130 kg,260 kg,,,,,,,,,110 kg,
1558,Brad Rowe,,,,,United States,Men,,440 lb,,285 lb,505 lb,,,5:00,4:20,,,25,28:00,205 lb,2:00
1565,Pablo Ramirez,,,,,Chile,Men,,,,210 lb,,,,4:50,,,,20,29:00,135 lb,
1606,Jose Bollen,CrossFit MCA,,,,Europe,Women (60-64),,88 kg,,50 kg,140 kg,201,,,,,,,,38 kg,
1611,Frank Gromosky,CrossFit Big House,,"2023 quarterfinals
1384th
North America East",1384th,North America East,Men,Men,,,,,,,2:16,2:00,,,,,,
1625,Shane Norman,CrossFit Rappahannock,,"2023 open
16513th
worldwide",16513th,worldwide,Men,Men,350 lb,,275 lb,500 lb,,,3:46,2:45,,,45,,215 lb,1:10
1634,Erin Langan,Blues City CrossFit,,,,North America,Women,,,,,,,,,,12:18,,,,,
1655,Cody Bounds,Venture CrossFit,,,,North America East,Men,,430 lb,,295 lb,450 lb,,,,,,,,,220 lb,
1663,Emily Sanders,CrossFit Reveille,,"2023 open
102200th
worldwide",102200th,worldwide,Women,Women,185 lb,,115 lb,225 lb,,,,,,,,41:10,80 lb,
1672,Anddy Leo Erek,,,,,Asia,Men,,150 kg,,105 kg,190 kg,,23:57,2:53,2:35,,,55,25:00,85 kg,
1674,Chuck Henriques,,,,,North East,Men (55-59),,405 lb,,225 lb,450 lb,,,,,,,12,,150 lb,
1703,Alessandro Ferraro,,,,,Europe,Men,,150 kg,,110 kg,190 kg,,,4:00,,,,,,90 kg,
1707,Pietro Imeri,CrossFit Ragnarok,,,,Europe,Men,,130 kg,,100 kg,200 kg,,,3:47,2:03,8:37,,57,,90 kg,
1728,Nick Bishop,SBMS CrossFit,,,,North America,Men,,335 lb,,255 lb,435 lb,,,,,,,,,200 lb,
1732,Pavel Vikhrov,,,,,Asia,Men,,195 kg,,150 kg,220 kg,,,2:47,2:05,,,34,,120 kg,
1733,Kaitlyn Anapolsky,CrossFit PSC,,"2023 open
33209th
worldwide",33209th,worldwide,Women,Women,285 lb,,225 lb,355 lb,,,2:26,,,,56,22:49,175 lb,
1737,Leonardo Tapajos Marcello,,,,,,,,120 kg,,90 kg,150 kg,,,,,,,15,30:00,70 kg,
1747,John Mattison,,,,,,,,445 lb,,275 lb,620 lb,,,,,,,12,,235 lb,
1749,Phillip Brice,CrossFit Unconquered,,"2023 open
13928th
worldwide",13928th,worldwide,Men,Men (40-44),650 lb,,320 lb,635 lb,289,,,1:17,,,1,,225 lb,
1755,Christi Childers,CrossFit Reserve,,,,North America West,Women (55-59),,200 lb,,100 lb,255 lb,,,6:15,,,,18,21:00,95 lb,
1756,Alexandra Macedo,,,,,North America,Women,,,,125 lb,205 lb,,,6:56,,,,,,,1:31
1763,Derek Grillone,,,"2023 open
17411th
worldwide",17411th,worldwide,Men,Men,365 lb,,250 lb,425 lb,358,,2:55,,,,,,175 lb,1:21
1772,Motaz Almohamady,Interval Plus CrossFit,,"2023 quarterfinals
1237th
worldwide",1237th,worldwide,Men,Men (40-44),370 lb,,245 lb,420 lb,,,,,,,30,28:00,195 lb,1:30
1800,Donizete jr Minchillo,CrossFit 9,,"2023 open
3781st
worldwide",3781st,worldwide,Men,Men (40-44),355 lb,,275 lb,435 lb,,,4:30,,,,,,225 lb,
1803,Keicy Stocker,CrossFit Caiçara,,,,South America,Women,,225 lb,,155 lb,265 lb,,,4:54,2:40,6:36,,,27:05,125 lb,
1812,Hongda Jin,Stud CrossFit,,,,Asia,Men,,230 kg,,151 kg,225 kg,,,2:26,1:58,,,50,,126 kg,
1819,Raimana Nouveau,,,,,Europe,Men,,120 kg,,90 kg,170 kg,,,,,,,49,,73 kg,
