,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
2,Tim MacPhee,Court 6 CrossFit,,"2023 open
4633rd
worldwide",4633rd,worldwide,Men,Men (35-39),355 lb,,250 lb,415 lb,,,2:57,2:24,7:38,,,,180 lb,
32,Michael Barrera,CrossFit H-Town,,,,North America,Men,,425 lb,,270 lb,495 lb,293,,,,,,,,,
40,Alexandre Rousseau,CrossFit Reebok 306,,,,Canada,Men,,275 lb,,210 lb,350 lb,256,,,,,,,21:45,145 lb,
61,Patrick Lange,CrossFit Tiot,,"2023 open
674th
worldwide",674th,worldwide,Men,Men (45-49),330 lb,,245 lb,405 lb,,,2:55,1:58,8:45,,,19:02,224 lb,
64,David Roberts,Tough Temple CrossFit,,,,United States,Men,,,,225 lb,405 lb,,,,,11:05,,,,175 lb,
83,Kara Ackerman,CrossFit Glendive,,,,United States,Women,,165 lb,,133 lb,225 lb,,,7:29,4:27,14:28,,,25:22,95 lb,
86,Ally Scheer,CrossFit Dig Deep,,,,Central East,Women,,225 lb,,145 lb,265 lb,253,,4:30,8:51,,,6,27:00,105 lb,1:29
93,Thomas Volpe Jr.,Grounded CrossFit,,"2023 open
17580th
worldwide",17580th,worldwide,Men,Men (40-44),315 lb,,,415 lb,,,,,,,,,155 lb,
116,Caitlin Beckstein,United Fitness CrossFit,,"2023 quarterfinals
1486th
North America East",1486th,North America East,Women,Women,255 lb,,167 lb,300 lb,306,,3:48,2:47,9:30,,,,135 lb,1:30
121,Karel Williams,CrossFit Candor,,,,North America,Men,,200 lb,,165 lb,275 lb,,,8:03,,,,17,,135 lb,
123,Vanessa Brock,CrossFit Falcon View,,,,North America West,Women,,160 lb,,125 lb,205 lb,273,,7:30,6:19,10:32,,13,,95 lb,
124,Keri Karnath,Dropout CrossFit,,,,North America East,Women,,225 lb,,185 lb,310 lb,326,,3:58,2:31,9:38,,21,,125 lb,1:34
138,Ethan Hundley,RedShed CrossFit,,"2023 open
5844th
worldwide",5844th,worldwide,Men,Men (50-54),245 lb,,175 lb,315 lb,238,30:40,6:18,4:16,11:12,,,,,
147,Whitney Bruton,CrossFit 66,,,,North America,Women,,,,,155 lb,,,,,,,,,75 lb,
155,Justin Knotts,Mountaineer CrossFit,,,,Mid Atlantic,Men,,300 lb,,170 lb,405 lb,,,8:19,2:25,,,,,155 lb,
169,Ashley Shehorn,Soy City CrossFit,,,,North America East,Women,,185 lb,,125 lb,205 lb,,,,,,,,,95 lb,
180,Riley Blaisdell,University Place CrossFit,,,,North America,Men,,475 lb,,,,,,,,,,,,,
182,Tiffany Bailey,CrossFit RTB,,,,North Central,Women,,,,,295 lb,,,,,,,,,,
