,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
486,Stewart Mitchell,Boundary CrossFit,,,,Europe,Men,,165 kg,,120 kg,210 kg,,,2:58,,,,,,90 kg,
521,Frederic Coosemans,,,"2023 open
8027th
worldwide",8027th,worldwide,Men,Men (40-44),400 lb,,225 lb,505 lb,312,,,,10:45,,,,145 lb,
579,Kai Pfeiffer,,,,,Europe,Men,,125 kg,,100 kg,200 kg,,,,,,,,,85 kg,
585,Norman Cruz,Outlier CrossFit,,,,North America,Men,,335 lb,,225 lb,365 lb,295,24:31,4:24,4:42,9:23,,,21:20,195 lb,
589,Pablo Laso,CrossFit Wezone Arturo Soria,,"2023 open
6413th
worldwide",6413th,worldwide,Men,Men (35-39),150 kg,,110 kg,190 kg,,,4:46,2:54,11:48,,19,20:18,77 kg,
622,Jose Escudero,,,,,Europe,Men,,135 kg,,120 kg,200 kg,,,,,,,,28:00,90 kg,
625,Mats Gidgård,CrossFit Trestad,,,,Europe,Men (55-59),,,,90 kg,,,,,,,,,,,
677,Nuno Medeiros,CrossFit FNC,,,,Portugal,Men,,145 kg,,110 kg,180 kg,,42:39,5:17,,,,29,26:47,80 kg,0:59
684,Christer Lindqvist,,,,,Europe,Men,,154 kg,,95 kg,198 kg,239,,6:36,5:44,10:30,,15,,70 kg,
687,Peter Nightingale,CrossFit 8020,,,,Europe,Men,,112 kg,,75 kg,110 kg,,,6:01,4:58,11:10,,,,64 kg,
693,Andy Heiser,,,,,North America,Men,,365 lb,,265 lb,485 lb,,,3:15,2:01,8:52,,,,236 lb,
698,Wilfredo Menendez,,,,,Latin America,Men,,335 lb,,275 lb,365 lb,,,,,,,,,205 lb,
708,Katie Kulka,,,,,Central East,Women,,225 lb,,135 lb,275 lb,,,,,,,5,32:30,105 lb,
711,Trevor Hoffmann,,,,,South East,Men,,,,210 lb,,,,4:29,,,,53,,165 lb,52:00
712,Megan Everly,Iron Grip CrossFit,,"2023 open
1898th
worldwide",1898th,worldwide,Women,Women (35-39),250 lb,,180 lb,280 lb,,,,,,,,,135 lb,
718,Leandro Panades,Blindado CrossFit,,,,South America,Men,,110 kg,,70 kg,155 kg,263,,,4:53,,,21,23:00,70 kg,
741,Michael Owings,Primordial CrossFit,,,,North America,Men,,455 lb,,275 lb,475 lb,,,6:39,2:22,,,,27:03,205 lb,
756,Brennan Malham,Carpe Diem CrossFit,,"2023 open
4958th
worldwide",4958th,worldwide,Men,Men,415 lb,,250 lb,520 lb,,,,,,,,,215 lb,
765,Mark Lewis,CrossFit Factory Square,,,,North America,Men (55-59),,300 lb,,205 lb,345 lb,276,29:30,7:53,4:53,12:05,,,,125 lb,
781,Justin Neal,CrossFit Invigorate,,,,North America,Men,,350 lb,,245 lb,450 lb,,,3:28,3:34,8:51,,,22:43,185 lb,1:08
789,Kristi Smith,Another Level CrossFit,,,,North America,Women,,265 lb,,160 lb,300 lb,,,,4:00,,,,28:00,105 lb,1:25
796,Andrew Craft,,,,,Mid Atlantic,Men,,360 lb,,290 lb,,,,,,,,,,230 lb,
798,Christopher Hurst,,,,,North Central,Men,,365 lb,,265 lb,407 lb,,,,2:45,10:35,,,,177 lb,
806,Celine Caeran,Great Woods CrossFit,,"2023 open
7378th
worldwide",7378th,worldwide,Women,Women (35-39),180 lb,,135 lb,235 lb,,25:00,6:28,3:25,11:23,,7,28:35,105 lb,
809,Oswaldo Barboza,,,,,,,,,,95 kg,,,,,,,,,,,
818,Adrian Leon,CrossFit Orangeville,,,,North America,Men,,300 lb,,185 lb,335 lb,,,,,,,,26:50,105 lb,1:27
830,David DiLustro II,CrossFit Italian Village,,"2023 open
39870th
worldwide",39870th,worldwide,Men,Men,365 lb,,255 lb,455 lb,,,3:49,,,,,,195 lb,
835,Silvera Qorraj,,,,,Africa Middle East,Women,,115 kg,,75 kg,135 kg,,,5:10,3:54,,,,,50 kg,
847,Ofek Tsarom,CrossFit 2918,,"2023 open
30857th
worldwide",30857th,worldwide,Men,Men,162 kg,,117 kg,185 kg,,,,2:40,,,,,98 kg,1:02
851,David Desiderio,CrossFit Mad Hatter,,,,North America,Men,,310 lb,,245 lb,370 lb,,,4:49,,,,,,196 lb,
859,Dan Canfield,Natural High CrossFit,,,,North America,Men,,365 lb,,265 lb,465 lb,,,3:13,,,,50,,215 lb,
873,Benoit Bruneau,,,,,Europe,Men,,120 kg,,85 kg,140 kg,,,,,,,15,,68 kg,
875,Jeremey Tate,CrossFit PRVN,,"2023 open
6101st
worldwide",6101st,worldwide,Men,Men (35-39),315 lb,,265 lb,435 lb,292,28:15,5:08,2:47,9:06,,44,21:54,202 lb,1:06
880,Ashley Liptak,CrossFit Honesdale,,,,North America,Women,,170 lb,,125 lb,235 lb,,,,4:28,,,,,105 lb,
891,Jesse Friedl,CrossFit Backland,,"2023 quarterfinals
736th
North America East",736th,North America East,Women,Women,300 lb,,,315 lb,,,,,,,,,,
892,Lauren Cullen,Peekskill Strength CrossFit,,"2023 quarterfinals
33rd
worldwide",33rd,worldwide,Women,Women (40-44),260 lb,,190 lb,300 lb,410,,,2:19,,,,,150 lb,
898,Ana Linares,CrossFit 502,,,,North America,Women,,215 lb,,105 lb,215 lb,,,4:15,,,,,35:00,80 lb,2:20
932,Loriann Garcia,CrossFit Barbell Republic,,"2023 open
90997th
worldwide",90997th,worldwide,Women,Women,,,140 lb,240 lb,,,,,,,,,115 lb,
949,Alberto Baez,JOMO CrossFit,,,,United States,Men,,365 lb,,275 lb,385 lb,,,4:36,,,,35,23:30,225 lb,
973,Amanda Herrick,,,,,North East,Women,,195 lb,,133 lb,240 lb,,,,,,,,,95 lb,
974,Richard Kaya,CrossFit Doetinchem,,"2023 open
3571st
worldwide",3571st,worldwide,Men (55-59),Men (55-59),120 kg,,90 kg,160 kg,,,,,9:42,,,,70 kg,
1010,Pete Coen,CrossFit Elkhorn,,"2023 open
2173rd
worldwide",2173rd,worldwide,Men (55-59),Men (55-59),275 lb,,185 lb,305 lb,,,,,,,,,120 lb,
1014,Jonathan Shankman,CrossFit Roseland,,"2023 open
31552nd
worldwide",31552nd,worldwide,Men,Men,400 lb,,308 lb,451 lb,,,,,,,,,251 lb,
1034,Joe Baglione,,,,,North America,Men,,395 lb,,315 lb,465 lb,,,2:28,,8:30,,,,250 lb,
1036,Kristin Burke,,,,,United States,Women,,200 lb,,130 lb,255 lb,,41:08,8:59,7:42,,,,29:30,100 lb,1:48
1038,Douglas Cabral,,,,,North America,Men,,320 lb,,250 lb,450 lb,,29:17,4:42,2:57,,,36,,215 lb,
1055,Richard Avery,,,"2023 open
13824th
worldwide",13824th,worldwide,Men,Men (35-39),100 kg,,83 kg,153 kg,,,5:22,4:07,,,18,19:54,50 kg,1:14
1056,Stuart Brunker,Red Dirt CrossFit,,,,United States,Men,,,,195 lb,355 lb,302,,6:20,6:15,10:30,,36,,,1:12
1063,Hernán Velázquez,,,,,Latin America,Men,,175 kg,,112 kg,240 kg,,,,,,,,,,
1070,Reynaldo Nunez Munoz,,,,,Honduras,Men,,,,,,,,4:06,,,,,,,
1087,Benjamin Marselus,Brave Enough CrossFit,,"2023 open
9098th
worldwide",9098th,worldwide,Men,Men (40-44),425 lb,,265 lb,455 lb,,,6:44,2:33,,,18,,203 lb,
1089,Angie Dirven,CrossFit Turicum,,"2023 open
4547th
worldwide",4547th,worldwide,Women,Women (35-39),85 kg,,67 kg,115 kg,,,,,,,9,,52 kg,
1094,Krystel Malaussena,CrossFit W2S,,"2023 open
8474th
worldwide",8474th,worldwide,Women,Women (35-39),95 kg,,60 kg,110 kg,,,26:26,,,,,,48 kg,4:10
1096,Sarah Glaspell,CrossFit Wooster,,,,United States,Women,,,,90 lb,205 lb,132,,,,,,,,,
1102,Loic Blanc,,,,,Europe,Men,,145 kg,,105 kg,180 kg,,,4:24,,,,,,,
1103,Ryan Mills,,,,,Mid Atlantic,Women,,235 lb,,,300 lb,,,,,,,,,,
1107,Chad Harris,CrossFit CoHo,,,,North America,Men,,405 lb,,225 lb,425 lb,374,,3:02,2:17,8:03,,,,175 lb,
1114,Yohan Émond,CrossFit ADM Chambly,,"2023 open
3882nd
worldwide",3882nd,worldwide,Men,Men (45-49),260 lb,,205 lb,350 lb,420,,6:44,,10:44,,25,,145 lb,1:20
1121,Brooke Marshall,CrossFit 540,,,,North America,Women,,225 lb,,165 lb,260 lb,340,18:52,2:45,2:18,8:45,,30,21:50,120 lb,1:13
1127,Mario García,KOM CrossFit,,,,Spain,Men,,135 kg,,110 kg,170 kg,,,,,,,,,80 kg,
1143,Tarryn Lotz,CrossFit Sunninghill,,,,South Africa,Women,,75 kg,,60 kg,110 kg,,,,,,,,,45 kg,
1149,Emmy Mayer,Fulcrum CrossFit,,,,United States,Women,,265 lb,,175 lb,275 lb,,,4:41,4:03,11:28,,15,,140 lb,
1152,Mandy Smuts,CrossFit Artaxes,,"2023 open
4747th
worldwide",4747th,worldwide,Women,Women (35-39),100 kg,,80 kg,135 kg,,,,,,,,,60 kg,
1153,Eric Miller,,,,,North West,Men,,,,205 lb,345 lb,,,,,,,,,,
1154,Rejean Lepage,CrossFit 3126,,,,Canada,Men,,410 lb,,255 lb,460 lb,,,3:00,2:42,10:25,,50,22:00,185 lb,1:04
1184,Andy Becker,CrossFit Costa Mesa,,,,United States,Men,,345 lb,,235 lb,405 lb,310,,4:35,12:01,,,30,26:03,175 lb,
1188,Shawn Boyle,CrossFit Red White and Blue,,,,North America,Men (55-59),,345 lb,,240 lb,405 lb,,,,,,,,,185 lb,
1201,Gina Bardon,,,,,Europe,Women,,90 kg,,60 kg,130 kg,315,,5:44,3:00,11:19,,21,26:14,48 kg,1:14
1202,Rouzbeh Taghizadeh,Kendall Square CrossFit,,"2023 open
6415th
worldwide",6415th,worldwide,Men,Men (45-49),325 lb,,225 lb,375 lb,,,7:39,,,,25,27:02,175 lb,
1204,Roberto Khatchadourian,CrossFit Ironborough,,,,North America,Men,,305 lb,,225 lb,365 lb,,28:27,5:46,3:34,10:03,,48,,150 lb,
1233,David Stamm,CrossFit Dwala,,"2023 open
27783rd
worldwide",27783rd,worldwide,Men,Men,315 lb,,240 lb,405 lb,,,,2:47,9:14,,,25:04,200 lb,
1244,Corrie LaFay,CrossFit House Party,,,,North America,Women,,235 lb,,180 lb,290 lb,,,,,,,,,135 lb,
1262,Trista Ulrich,,,,,North Central,Women,,210 lb,,155 lb,315 lb,,,,,,,,,,
1266,Venla Laukkanen,,,,,North East,Women,,90 kg,,77 kg,,,22:39,,4:03,,,,24:45,55 kg,
1269,Madison Thornhill,,,,,Central East,Girls (14-15),,110 lb,,,160 lb,,,,,,,,,85 lb,
1274,Peter Sayre,,,,,Mid Atlantic,Boys (14-15),,215 lb,,160 lb,255 lb,,,,,,,,24:47,115 lb,
1285,John Sim,Brick CrossFit Grand Central,,,,North America East,Men,,325 lb,,215 lb,365 lb,327,,4:24,2:59,8:58,,30,22:00,140 lb,1:10
1293,Antonio Pinder,CrossFit Sunset Park,,,,United States,Men,,395 lb,,,440 lb,,,,2:13,,,,,,
1311,Travis Maner,CrossFit Trophy Club,,,,United States,Men,,465 lb,,330 lb,505 lb,,,3:41,,12:32,,41,26:55,255 lb,
1322,Madison Wilson,,,,,Mid Atlantic,Girls (14-15),,185 lb,,135 lb,215 lb,,,9:47,,,,,,105 lb,
1334,Michael Canning,CrossFit Glasgow,,"2023 quarterfinals
1835th
Europe",1835th,Europe,Men,Men,135 kg,,80 kg,156 kg,324,,5:46,11:05,,,9,24:32,60 kg,
1335,Steven Goldie,CrossFit Mayhem,,"2023 open
299th
worldwide",299th,worldwide,Men,Men (40-44),,,,,,,3:07,,,,,,200 lb,
1351,Ileana Franco,CrossFit Vitality,,"2023 open
2169th
worldwide",2169th,worldwide,Women,Women (40-44),215 lb,,145 lb,225 lb,,,,,,,,,75 lb,
1370,Shane McKay,Undefeated CrossFit,,"2023 open
3244th
worldwide",3244th,worldwide,Men,Men,400 lb,,315 lb,415 lb,,,2:16,2:05,7:35,,,,245 lb,
1372,Mike Simpson,CrossFit Witham,,,,Europe,Men,,130 kg,,98 kg,150 kg,,,,,11:24,,20,,70 lb,
1398,David Brown,,,,,Central East,Men,,225 lb,,165 lb,320 lb,,,,,,,14,,145 lb,
1403,David Spoden,CrossFit 571,,"2023 open
6994th
worldwide",6994th,worldwide,Men,Men (45-49),140 kg,,,200 kg,,,,,,,,,75 kg,
1407,Scarlett Macfarlane,,,,,North East,Women,,205 lb,,130 lb,220 lb,311,,6:13,4:07,10:59,,,28:00,110 lb,1:13
1410,Lorena Chan,CrossFit Cupra,,,,Central America,Women,,185 lb,,105 lb,255 lb,,,,,,,,,85 lb,
1416,Mark Jones,,,,,South East,Men,,245 lb,,180 lb,325 lb,208,,8:26,4:25,10:22,,12,28:03,115 lb,1:42
1427,Kerry Atherton,CrossFit Wash Park,,"2023 open
12258th
worldwide",12258th,worldwide,Men,Men (40-44),275 lb,,185 lb,315 lb,,,6:30,,,,,16:31,,0:56
1434,Fernando Trujillo,,,,,North America,Men,,245 lb,,205 lb,275 lb,,,,2:55,,,15,,135 lb,
1436,Diego Fernandez,CrossFit Dallas Central,,,,North America,Men,,127 kg,,106 kg,138 kg,,,,,,,,,80 kg,
1453,Kristina Barger,CrossFit 5150,,,,North America,Women,,300 lb,,200 lb,335 lb,,,,,,,,,160 lb,
1458,Jesus Delco,,,,,South Central,Men,,350 lb,,225 lb,405 lb,,,8:32,,14:09,,,,185 lb,1:28
1470,Kaylee Surace,CrossFit Rapture,,,,North America,Women,,215 lb,,155 lb,235 lb,,,4:32,3:23,10:46,,,24:49,130 lb,1:34
1471,Julie Gardner,,,,,South Central,Women,,165 lb,,,185 lb,,,,,,,,,,
1482,Caitlin Miller,,,,,North West,Women,,153 lb,,95 lb,185 lb,,,,,,,5,,70 lb,
1500,John Flueckiger,,,,,North America,Men,,395 lb,,255 lb,385 lb,283,28:13,3:41,2:58,12:25,,27,21:00,185 lb,
1504,Herb Farver,CrossFit OC3,,,,North America,Men,,525 lb,,265 lb,565 lb,,,,3:38,,,,27:36,175 lb,
1541,Brittany Toman,,,,,North East,Women,,125 lb,,100 lb,225 lb,,50:46,,,,,,28:30,65 lb,
1546,Amelia Carter-Kelly,CrossFit Plattsburgh,,,,United States,Women,,,,135 lb,255 lb,,,,,,,,,95 lb,
1567,Tony Malerich,CrossFit West Seattle,,"2023 open
3719th
worldwide",3719th,worldwide,Men,Men (50-54),290 lb,,185 lb,335 lb,,,,,,,27,23:00,125 lb,1:25
1584,Kris McDonald,Crosstown CrossFit,,"2023 open
3139th
worldwide",3139th,worldwide,Men,Men (40-44),365 lb,,275 lb,425 lb,354,,3:31,,13:36,,,,205 lb,
1615,Nicole Heberle,CrossFit St. Charles,,,,North America West,Women,,235 lb,,177 lb,235 lb,290,,,,,,,,120 lb,
1616,Scott Murray Jr.,Ballston CrossFit,,,,North America East,Men,,355 lb,,315 lb,425 lb,,,5:21,2:37,,,,23:37,235 lb,1:06
1620,Colin Lynskey,CrossFit Claregalway,,,,Europe,Men,,,,,,,,,1:52,,,,,,
1629,Ashleigh Corby,CrossFit 2795,,,,Australia,Women,,123 kg,,86 kg,155 kg,,,,2:00,,,,22:39,67 kg,
1634,Sean Young,CrossFit Pickering,,"2023 open
10295th
worldwide",10295th,worldwide,Men,Men (35-39),215 lb,,,305 lb,,,6:28,,,,,22:35,115 lb,
1636,Joel Hargett,CrossFit Steele Creek,,,,North America East,Men,,,,225 lb,,,,,,,,,,,
1652,Blaine Miller,,,,,Central East,Men,,340 lb,,235 lb,415 lb,,,4:57,2:36,9:20,,,,190 lb,
1655,Alexa Bryant,Keating CrossFit,,"2023 open
877th
worldwide",877th,worldwide,Women,Women,250 lb,,205 lb,295 lb,,,,,,,10,21:43,160 lb,
1668,Alexander Nicholson,,,,,Australia,Men,,105 kg,,70 kg,140 kg,,,,,,,,,50 kg,
1670,Anthony Baca,CrossFit Barbell Saves Project,,"2023 open
9761st
worldwide",9761st,worldwide,Men,Men (35-39),375 lb,,215 lb,385 lb,,,,,,,,,140 lb,
1674,Leonardo Yamamoto,,,,,Latin America,Men,,295 lb,,245 lb,385 lb,,,,,,,,29:50,185 lb,
1679,Andy Horst,CrossFit Route 7,,,,North America,Men,,355 lb,,225 lb,415 lb,,,,,,,,,180 lb,
1681,Herbert Kugler,,,,,Brazil,Men,,120 kg,,75 kg,145 kg,,,,,,,,27:40,50 kg,
1682,Jason Rodriguez,CrossFit Northwood,,,,North East,Men,,,,215 lb,375 lb,,,,,,,,,,
1687,Seba Hermosilla,,,,,South America,Men,,425 lb,,320 lb,425 lb,,,,,,,,,253 lb,
1698,Tyler Changaris,CrossFit Elation,,"2023 quarterfinals
489th
North America East",489th,North America East,Men,Men,450 lb,,325 lb,520 lb,295,,2:26,1:46,8:00,,50,22:30,260 lb,58:00
1719,Jason Carroll,CrossFit Tustin,,"2023 quarterfinals
272nd
North America West",272nd,North America West,Men,Men,450 lb,,323 lb,565 lb,,,2:01,1:23,,,,19:01,252 lb,
1729,Jason Brown,,,,,Central East,Men,,,,195 lb,,,,,,,,,,,
1739,Joseph Smith,CrossFit Lillington,,"2023 open
5516th
worldwide",5516th,worldwide,Men,Men (45-49),315 lb,,215 lb,435 lb,,37:55,3:48,2:58,10:51,,33,25:08,185 lb,1:06
1761,Keith Henry,,,,,North America,Men,,355 lb,,245 lb,440 lb,,,4:59,4:55,10:19,,23,,180 lb,
1772,Jeremy Feldman,CrossFit West Livingston,,,,United States,Men,,300 lb,,240 lb,365 lb,,,,,,,60,,185 lb,
1780,Chris French,KSAC CrossFit,,"2023 open
809th
worldwide",809th,worldwide,Men,Men (35-39),405 lb,,245 lb,455 lb,,,3:30,,,,26,,215 lb,
1782,Adan Lujan-Cortez,,,,,United States,Men,,205 lb,,172 lb,305 lb,,,,,,,10,,115 lb,
1783,Kourtney Rincon,CrossFit Fort Pierce,,,,North America East,Women,,,,,,,,3:45,,,,,,,
1805,Devan Burris,,,,,United States,Men,,295 lb,,185 lb,,,,,,,,,,145 lb,
1809,Matthew Roane,CrossFit Merrimack,,,,North America,Men,,375 lb,,247 lb,330 lb,,,,,,,,,175 lb,1:03
1821,Kaliko Oligo,CrossFit Cherry Creek,,"2023 quarterfinals
71st
worldwide",71st,worldwide,Men,Men (40-44),425 lb,,305 lb,475 lb,,,2:13,,,,,,245 lb,
1825,Doug Marshall,,,"2023 open
1561st
worldwide",1561st,worldwide,Men (55-59),Men (55-59),350 lb,,225 lb,415 lb,,33:32,6:17,4:07,13:55,,25,27:35,175 lb,
1833,Brian Coy,Tiltshift CrossFit,,,,North America,Men,,330 lb,,245 lb,370 lb,243,34:45,6:26,2:49,13:50,,,28:30,142 lb,
1835,Alison Cowdin,CrossFit 239,,"2023 open
4031st
worldwide",4031st,worldwide,Women,Women,285 lb,,213 lb,310 lb,,,4:11,2:45,,,,24:46,175 lb,
1842,Victoria Lyon,CrossFit PA,,,,North America,Women,,200 lb,,115 lb,225 lb,,,,,,,,,85 lb,
1888,Nick Laederach,CrossFit Turicum,,,,Switzerland,Men,,,,198 lb,,,,,,,,,,,
1891,Joanne Caples,CrossFit Abode,,"2023 open
15465th
worldwide",15465th,worldwide,Women,Women,90 kg,,75 kg,110 kg,,,5:41,,11:35,,7,28:31,60 kg,
1893,Janet Shaner,Ben Lomond CrossFit,,,,United States,Women (55-59),,120 lb,,75 lb,175 lb,,,8:00,,18:39,,,48:21,50 lb,
1904,Claire Bland,,,,,Europe,Women,,185 lb,,130 lb,210 lb,263,,8:22,5:36,13:01,,,28:00,90 lb,1:34
1913,Jesse Gale-Driscoll,EPT CrossFit,,"2023 open
3083rd
worldwide",3083rd,worldwide,Men,Men (35-39),305 lb,,235 lb,440 lb,,,,,,,27,19:10,185 lb,
1915,Mattias Andersson,Gripen CrossFit,,,,Europe North,Men,,110 kg,,80 kg,135 kg,,,,,,,,,,
