,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
265,Cheryl Jackson,,,,,Mid Atlantic,Women,,135 lb,,115 lb,225 lb,,,,,,,,,85 lb,
268,Fletcher Cypert,CrossFit South Tacoma,,"2023 open
3824th
worldwide",3824th,worldwide,Men,Men (35-39),385 lb,,310 lb,465 lb,,,,,,,,,225 lb,
276,Ramon Luis Benitez,CrossFit Unafraid,,"2023 quarterfinals
644th
worldwide",644th,worldwide,Men,Men (45-49),515 lb,,315 lb,505 lb,,,2:15,1:26,,,60,27:15,250 lb,0:58
278,Mateusz Kachel,,,,,Europe,Men,,150 kg,,110 kg,220 kg,,,,,,,,,75 kg,
288,Kasey Duke,,,,,North America,Women,,,,135 lb,185 lb,,,,,,,,,,
292,Mayara Santos,CrossFit Jurerê,,,,South America,Women,,265 lb,,155 lb,285 lb,345,,,,,,25,22:00,115 lb,1:50
304,Andre Brule,CrossFit Spruce Grove,,"2023 open
1090th
worldwide",1090th,worldwide,Men,Men (35-39),475 lb,,305 lb,455 lb,,,2:35,,,,,,220 lb,
309,Brian White,,,,,Asia,Men,,381 lb,,235 lb,416 lb,,27:30,3:56,2:55,11:14,,,,192 lb,
344,Alex Zierden,CrossFit Viento,,"2023 open
4337th
worldwide",4337th,worldwide,Women,Women,285 lb,,225 lb,345 lb,,,,,,,,21:10,195 lb,1:07
356,Carlos Nieves,CrossFit 2024,,"2023 open
22405th
worldwide",22405th,worldwide,Men,Men (40-44),305 lb,,245 lb,405 lb,,,,4:11,,,,,175 lb,
357,Helga Barrantes,,,"2023 open
1533rd
worldwide",1533rd,worldwide,Women,Women (40-44),145 lb,,100 lb,225 lb,,,,,,,,,75 lb,
376,Ryan Richardson,CrossFit Newport,,,,North America West,Men,,325 lb,,245 lb,415 lb,216,,6:38,2:54,,,26,,155 lb,
406,Greg Taulbee,CrossFit Cabarrus (transfer),,"2023 open
7301st
worldwide",7301st,worldwide,Men,Men (40-44),350 lb,,255 lb,425 lb,,,3:16,1:59,,,,,195 lb,
434,Ieuan Evans,Business Bay CrossFit,,,,Asia,Men,,135 kg,,85 kg,160 kg,,,,,,,,,60 kg,
441,Andrea Pisano,,,,,Europe,Men,,150 kg,,113 kg,180 kg,,,7:30,3:50,,,33,23:20,93 kg,1:19
501,Nicole Lopez,Armor CrossFit,,,,North America,Women,,290 lb,,200 lb,355 lb,,,,,,,,,160 lb,
510,Francisco Gutierrez,,,,,Latin America,Men,,315 lb,,235 lb,315 lb,,,2:57,3:07,,,30,25:00,185 lb,
517,Jacob Mercer,,,,,South West,Men,,,,,,,,4:52,,,,,18:30,,
528,Alex Nataline,,,,,,,,,,,,,,,,,,,21:00,,1:02
543,William Kinsman,Undefeated CrossFit,,"2023 open
61226th
worldwide",61226th,worldwide,Men,Men,400 lb,,265 lb,465 lb,,,,,,,,,210 lb,
548,Debbie Kellogg,CrossFit Industrious,,,,West Coast,Women (60+),,145 lb,,85 lb,200 lb,,,,,,,,,,
549,Garett Sugimoto,CrossFit Trajectory,,"2023 open
6081st
worldwide",6081st,worldwide,Men,Men,367 lb,,288 lb,435 lb,339,26:48,2:25,2:32,8:27,,50,23:17,210 lb,1:10
565,Sarah Bavin,,,,,Europe,Women,,,,40 kg,75 lb,,,,,,,,,,
611,David Cohen,Sunset Bay CrossFit,,,,Israel,Men,,320 lb,,265 lb,420 lb,,,2:43,,,,,,225 lb,1:00
617,Kyle Knisley,River Dog CrossFit,,"2023 open
5218th
worldwide",5218th,worldwide,Men,Men (40-44),405 lb,,265 lb,456 lb,377,,2:27,2:01,,,,,210 lb,
618,Erik Nordlof,CrossFit Mejeriet,,"2023 open
5145th
worldwide",5145th,worldwide,Men,Men (35-39),160 kg,,130 kg,200 kg,,20:59,,,7:18,,36,17:48,95 kg,
645,Peter Blanco,Byakko CrossFit,,,,South America,Men,,330 lb,,100 kg,162 kg,,,3:53,,,,,,80 kg,
647,Kevin Brown,,,,,Central East,Men,,,,,,,,2:08,1:51,,,,,,
673,Marko Banjac,CrossFit Banja Luka,,,,Europe,Men,,120 kg,,90 kg,150 kg,,,,,,,,,70 kg,
692,Fabrice Devaris,CrossFit 617,,"2023 quarterfinals
1675th
North America East",1675th,North America East,Men,Men,430 lb,,300 lb,515 lb,,,,,,,42,,255 lb,
698,Douglus Douglas,Like Water CrossFit,,,,Central East,Men,,315 lb,,240 lb,375 lb,,,2:54,1:54,,,,,185 lb,
709,Lorenzo Blasa,Aphobos CrossFit,,"2023 open
12891st
worldwide",12891st,worldwide,Men,Men (35-39),245 lb,,,265 lb,,,,,14:20,,,23:40,,
731,Gerasimos Alexatos,,,,,North East,Men,,320 lb,,215 lb,420 lb,310,23:56,3:58,3:17,8:00,,33,20:21,190 lb,1:15
743,Jorge Andres Portillo Acosta,,,,,Latin America,Men,,180 kg,,110 kg,210 kg,,,,,,,,,95 kg,
751,Evgueni Levanov,,,,,,,,330 lb,,245 lb,405 lb,,,,,,,,,195 lb,
770,Jeremy Reijnders,CrossFit Vondelgym 3,,"2023 quarterfinals
82nd
Europe",82nd,Europe,Men,Men,200 kg,,140 kg,240 kg,,,2:49,,7:15,,,19:32,110 kg,
781,Mara Um,CrossFit Wild Wall,,,,Europe,Men,,120 kg,,90 kg,150 kg,,,,,,,,39:00,60 kg,
782,Karl Empereur,,,,,,,,125 kg,,90 kg,135 kg,,,,,11:03,,22,,70 kg,
796,Brett Kamin,CrossFit Mt. Lebanon,,,,Mid Atlantic,Men,,355 lb,,275 lb,425 lb,,,3:30,2:30,9:15,,45,,205 lb,
807,Corey Archard,CrossFit Basingstoke,,,,United Kingdom,Men,,155 kg,,120 kg,220 kg,,,3:58,,,,,,85 kg,
822,Karen DaRosa,CrossFit 321,,,,North America,Women,,220 lb,,,,,,,,,6:36,5,,,
824,Jennifer Jory,Chestermere Lake CrossFit,,"2023 open
1128th
worldwide",1128th,worldwide,Women,Women (50-54),260 lb,,155 lb,305 lb,284,,5:09,4:29,11:41,,,,105 lb,
832,Jason Zeller,,,,,North America,Men,,275 lb,,235 lb,335 lb,291,,4:43,3:59,10:03,,21,,175 lb,
851,Francesco Artolli,CrossFit Cap Martin,,,,Europe South,Men,,140 kg,,100 kg,150 lb,,,,,,,,21:06,80 kg,
856,Ray Reeves,CrossFit Bunbury,,"2023 open
48837th
worldwide",48837th,worldwide,Men,Men,180 kg,,140 kg,240 kg,,,,,,,15,26:00,105 kg,
868,Yan Yan,,,,,,,,73 kg,,,,,,,,,,,,,
890,Kristen Munoz,CrossFit Cedar Park,,,,North America,Women,,250 lb,,200 lb,310 lb,,,2:30,,8:55,,16,,155 lb,
898,Alyson Michelle Harder,CrossFit Hit and Run,,,,North America,Women,,250 lb,,,275 lb,,,,,11:41,,,,105 lb,
944,Rosie Pearson,Forest Flow CrossFit,,"2023 open
31586th
worldwide",31586th,worldwide,Women,Women,150 kg,,93 kg,205 lb,,,,,,,,,71 kg,
966,Elizabeth Picts,CrossFit Peckham,,,,Europe,Women,,125 kg,,67 kg,135 kg,259,,6:24,3:47,15:05,,17,,52 kg,
970,Debbie Wade,CrossFit Blackwater,,,,United Kingdom,Women,,,,,103 kg,,,,,,,,,,
981,Mark Thompson,,,,,Europe,Men,,120 kg,,95 kg,170 kg,,,,,,,,,60 kg,
1000,Darius Shanklin,CrossFit Eclipse,,"2023 open
42678th
worldwide",42678th,worldwide,Men,Men,315 lb,,245 lb,415 lb,,,,2:32,9:15,,40,,200 lb,
1054,Marty Murphy,Eureka CrossFit,,"2023 quarterfinals
664th
worldwide",664th,worldwide,Men,Men (35-39),405 lb,,275 lb,425 lb,,,,,8:48,,,,210 lb,
1061,Max Miller,,,"2023 quarterfinals
2009th
North America East",2009th,North America East,Men,Men,370 lb,,285 lb,415 lb,351,22:40,2:31,2:10,,,,,225 lb,
1092,Joseph Ochoa,CrossFit Yellow Falcon,,,,North America,Men,,385 lb,,265 lb,435 lb,,,3:10,2:37,,,,,205 lb,
1099,Jacob Becker,,,,,,,,150 kg,,,205 kg,,,,,,,,,,
1105,Ang Li,,,,,North America,Men,,,,265 lb,505 lb,,,2:42,3:20,8:50,,,19:05,205 lb,
1142,André Martinez,,,,,Europe,Men,,150 kg,,110 kg,165 kg,,,,,,,,,80 kg,
1157,Kyle Wood,Unit 22 CrossFit Northampton,,,,Europe Central,Men,,130 kg,,81 kg,175 kg,285,,4:28,3:34,8:53,,21,,75 kg,
1179,Carlos Leitao,CrossFit Algés,,,,Europe,Men,,,,,150 kg,,,,,,,,,,
1196,Laura Pacheco-Spann,CrossFit Tailwinds,,,,North America East,Women,,325 lb,,,350 lb,,,,,,,,,,
1209,Jan-Marius Losik,CrossFit GenGym,,"2023 quarterfinals
1653rd
worldwide",1653rd,worldwide,Men,Men (35-39),170 kg,,125 kg,190 kg,,,2:36,,,,,,100 kg,
1210,Kristina Baxter,CrossFit Repentance,,,,North America,Women,,265 lb,,165 lb,305 lb,,,3:56,,10:20,,,,115 lb,
1230,Pedro Borges,Off Limits CrossFit Rato,,,,Europe,Men,,200 kg,,135 kg,200 lb,,,,,,,,,105 kg,
1232,Emma Richards,,,,,Australia,Women,,90 kg,,70 kg,110 kg,,,,,,,,,50 kg,
1261,Aldo Lucho,CrossFit Tayburun,,,,North America,Men,,355 lb,,275 lb,410 lb,,,,,,,,,215 lb,
1283,Laruchke Leipoldt,CrossFit Radium,,"2023 open
12754th
worldwide",12754th,worldwide,Women,Women,100 kg,,75 kg,135 kg,,,,,,,,,50 kg,
1300,Joao Rodrigues,,,,,,,,160 kg,,85 kg,180 kg,,,,,,,,,,
1350,Petr Krivenko,CrossFit Berloga,,,,Asia,Men,,200 kg,,135 kg,215 kg,,,,,,,,,100 kg,
1364,Ariel Laframboise,CrossFit West Valley,,,,North America,Women,,225 lb,,160 lb,320 lb,,,4:08,2:17,14:58,,10,,130 lb,1:12
1368,Steven Hall,,,,,North West,Men,,,,,,254,,,5:28,,,,,,
1385,Christine Buesnel,HomeGrown CrossFit,,"2023 open
1612th
worldwide",1612th,worldwide,Women,Women (50-54),190 lb,,135 lb,280 lb,,35:00,4:51,,,,18,,100 lb,
1417,Nelson Costa,,,,,Europe,Men,,140 kg,,100 kg,210 kg,,,,,,,,,90 kg,
1422,Cole Pfister,CrossFit Imperial Valley,,,,United States,Men,,345 lb,,270 lb,405 lb,326,,3:01,3:00,7:56,,,,220 lb,1:32
1434,Adrian Cantu,,,,,Central America,Men,,360 lb,,285 lb,455 lb,,,2:50,,,,90,,210 lb,
1437,Bernardo Cardenas,CrossFit Cupra,,"2023 open
1762nd
worldwide",1762nd,worldwide,Men,Men,445 lb,,375 lb,455 lb,,,,,,,,,290 lb,
1447,Giordano Mancini,CrossFit Frascati,,,,Europe South,Men,,170 kg,,110 kg,200 kg,,,,,,,,,80 kg,
1464,Herbert Matos,UM CrossFit,,"2023 open
2265th
worldwide",2265th,worldwide,Men,Men (50-54),110 kg,,83 kg,136 kg,,,3:50,5:48,13:38,,27,27:43,155 lb,1:37
1477,Luan Cunha,CrossFit Santista,,,,Brazil,Men,,280 lb,,195 lb,335 lb,,27:43,5:56,,9:41,,,,135 lb,1:15
1503,Margarida Vieira,CrossFit Fatima,,"2023 open
869th
worldwide",869th,worldwide,Women,Women (40-44),93 kg,,73 kg,115 kg,,,,,,,,,57 kg,
1508,Steve Rees Davies,LifeThyme CrossFit,,,,Central America,Men,,,,170 lb,300 lb,,,,,,,,,115 lb,
1509,Taylor Munoz,,,,,South Central,Men,,,,265 lb,425 lb,,,,,,,,,220 lb,
1513,Kesia Santos,CrossFit Jacaraipe,,,,Brazil,Women,,66 kg,,49 kg,95 kg,,,9:24,,,,,26:43,32 kg,2:08
1521,Maria Guzman,CrossFit Barbending,,,,United States,Women,,175 lb,,105 lb,225 lb,207,,13:29,7:44,,,,33:17,,
1525,Evan DuBois,CrossFit Maven,,,,Central East,Men,,440 lb,,335 lb,520 lb,275,,2:40,1:50,,,,,270 lb,
1544,Salvador Hernandez,CrossFit Lifted,,,,North America,Men,,365 lb,,225 lb,445 lb,,,,,,,,,185 lb,
1573,Cesar Furtado,CrossFit Crane,,"2023 open
16206th
worldwide",16206th,worldwide,Men,Men (35-39),135 kg,,121 kg,190 kg,,,3:45,,,,35,,91 kg,
1594,Kevin Beck,CrossFit Schmiede,,,,Europe,Men,,100 kg,,78 kg,130 kg,,,,,,,27,,50 kg,
1628,Guilherme Mattenhauer Lopes,CrossFit Extreme Force,,"2023 quarterfinals
267th
South America",267th,South America,Men,Men,310 lb,,245 lb,400 lb,,19:22,,2:12,,,33,,195 lb,
1639,Jose Morales,,,,,North America,Men,,325 lb,,235 lb,405 lb,,,6:35,,,,,23:46,205 lb,
1644,Luis Gonzalez,,,,,Panama,Men,,285 lb,,165 lb,395 lb,,,,,,,30,,145 lb,
1651,Ismael Borja,,,,,North America,Men,,435 lb,,325 lb,515 lb,,,2:00,2:23,,,45,25:05,245 lb,
1652,Alexander Munoz,,,,,United States,Men,,325 lb,,235 lb,365 lb,,,8:00,,,,15,21:46,185 lb,
1659,Pedro Braz,CrossFit Parque das Nações,,,,Europe,Men,,150 kg,,115 kg,160 kg,,,3:50,,,,17,,90 kg,1:17
1687,Long Truong,CrossFit The Flying V,,,,Canada,Men,,425 lb,,305 lb,445 lb,,,,,,,,,245 lb,
1724,Alexandra Shteifman,CrossFit Kiryat Ono,,,,Asia,Women,,,,60 kg,110 kg,,,,,,,,,55 kg,
1746,Andrew Gutierrez,,,,,Central East,Men,,425 lb,,,,,,3:24,,,,50,,,
1747,Vicente Azevedo,CrossFit Alvalade Oriente,,,,Europe South,Men,,105 kg,,85 kg,145 kg,,,,,,,30,18:26,65 kg,
1766,Wook-hyun Lee,CrossFit Cheongna,,"2023 quarterfinals
197th
Asia",197th,Asia,Men,Men,425 lb,,320 lb,463 lb,,,2:22,,,,60,,260 lb,
1770,Juan Jimenez,,,,,,,,130 kg,,70 kg,150 kg,,,8:00,,,,,30:04,70 kg,0:22
1787,Han Jaein,,,,,Asia,Men,,445 lb,,305 lb,465 lb,,,3:08,,,,48,,235 lb,
1792,Luis Custodio,CrossFit Portimão,,,,Europe South,Men,,135 kg,,95 kg,170 kg,310,25:01,4:23,2:38,9:13,,,22:49,83 kg,1:14
1802,Riccardo Frisone,CrossFit Alessandria,,"2023 quarterfinals
680th
worldwide",680th,worldwide,Men,Men (40-44),160 kg,,120 kg,190 kg,,,,,,,,,90 kg,
1829,Manuel Teixeira,,,"2023 open
4133rd
worldwide",4133rd,worldwide,Men,Men (35-39),160 kg,,120 kg,200 kg,,,3:12,,,,58,21:12,97 kg,1:12
1838,Jamie Harris,CrossFit Tidewater,,,,North America,Men,,350 lb,,255 lb,435 lb,326,22:25,3:01,2:35,8:20,,42,,210 lb,
1850,Scott Rogers,CrossFit OBA,,"2023 open
33604th
worldwide",33604th,worldwide,Men,Men,385 lb,,300 lb,515 lb,,,3:38,1:51,10:28,,15,26:00,250 lb,
1861,Andrei Desiderio,CrossFit Alaia,,,,Brazil,Men,,150 kg,,110 kg,150 kg,,,,,,,30,,90 kg,
1865,Shyla Padilla,Aloha CrossFit,,"2023 open
1658th
worldwide",1658th,worldwide,Women,Women (35-39),190 lb,,160 lb,275 lb,262,,6:23,,,,,,115 lb,1:27
1873,Jeffery Radka,,,,,,,,655 lb,,,425 lb,,,,,,,41,22:30,,1:03
1879,Ricardo Santos,CrossFit Solum,,,,Portugal,Men,,205 kg,,153 kg,210 kg,,,,,,,,,132 kg,
1895,Jason Maranduik,CrossFit Closer,,,,Canada East,Men,,385 lb,,245 lb,405 lb,302,,,,,,,23:31,185 lb,
1904,Luis Bresaola,,,,,Latin America,Men,,100 kg,,70 kg,115 kg,,,,13:27,,,,23:00,50 kg,
1944,Gyu-Jin Kim,CrossFit Hwarang,,,,Asia,Men,,150 kg,,120 kg,180 kg,,,3:50,4:26,10:36,,,,102 kg,
1967,Evan Young,CrossFit Semiahmoo,,,,North America West,Men,,340 lb,,245 lb,425 lb,,,4:50,,,,30,,185 lb,1:07
1984,Guilherme Castro,CrossFit Volta Redonda,,,,Brazil,Men,,325 lb,,245 lb,,,,3:40,7:48,9:50,,,,185 lb,1:06
1997,Paolo Profeta,CrossFit La Superba,,"2023 open
2213th
worldwide",2213th,worldwide,Men,Men (35-39),145 kg,,110 kg,185 kg,,,4:20,3:30,,,,25:28,87 kg,1:10
2011,Josh Barton,CrossFit CLE,,,,North America,Men,,,,,,,,,,,,21,22:28,,
2031,Unyong Kim,,,,,"Korea, Republic of",Men,,380 lb,,,445 lb,,,2:42,,,,,,,
2048,Kourtney Brownlow,CrossFit Imagine,,,,Central East,Women,,165 lb,,125 lb,285 lb,,,,,,,15,27:18,100 lb,
2050,Leonardo Javier Perez,,,,,,,,110 kg,,80 kg,150 kg,,,,,,,,,50 kg,
2061,Joseph Roman,Die Empty CrossFit,,,,North America,Men,,290 lb,,,375 lb,,,4:13,,,,,,,
2065,Derrick Evans,,,,,,,,295 lb,,200 lb,395 lb,345,,3:50,,10:20,,30,19:00,155 lb,1:25
2069,Katrina Watts,,,,,South East,Women,,300 lb,,195 lb,345 lb,,,,,,,,,145 lb,
2071,Tyrone Rucker,CrossFit Lacertus,,,,North America,Men,,345 lb,,255 lb,475 lb,278,,5:14,3:25,12:43,,25,21:10,215 lb,1:30
2072,Riccardo Aimini,,,,,Europe,Men,,,,120 kg,,,,,,,,,,,
2076,Biraj Shrestha,CrossFit PRL,,,,Europe,Men,,160 kg,,110 kg,205 kg,,,3:01,2:01,,,,,80 kg,
2081,Samantha Saxon,Sol CrossFit,,,,United States,Women,,275 lb,,180 lb,275 lb,,,,,,,,,125 lb,
2134,Joe Hernandez,,,,,North America,Men,,360 lb,,285 lb,440 lb,415,,2:44,1:40,,,,20:36,240 lb,
2138,Eloy Gomes Martins,CrossFit Guarapari,,"2023 open
20076th
worldwide",20076th,worldwide,Men,Men (35-39),112 kg,,98 kg,162 kg,,,7:42,3:15,10:33,,25,31:18,64 kg,1:20
2172,Kristian Lundstad Stavik,CrossFit Maxpuls,,,,Europe North,Men,,155 kg,,113 kg,170 kg,,,,,,,27,19:41,90 kg,
2202,Roman Bojanowski,,,,,,,,,,75 kg,140 kg,,,,,,,45,,,
2217,Thomas Zuck,CrossFit Ignition,,,,North America,Men,,457 lb,,235 lb,501 lb,275,,5:50,2:58,10:49,,15,21:51,165 lb,
2225,Joao Marcelo Cunha,Pardus CrossFit,,"2023 open
4189th
worldwide",4189th,worldwide,Men,Men (35-39),150 kg,,120 kg,190 kg,,,3:42,3:31,8:32,,45,20:12,96 kg,
2250,Gauti Birgisson,CrossFit Sudurnes,,"2023 quarterfinals
759th
worldwide",759th,worldwide,Men,Men (40-44),,,100 kg,190 kg,,,,,,,,,80 kg,
2298,Richard Dreveck,CrossFit Jaraguá do Sul,,"2023 open
9387th
worldwide",9387th,worldwide,Men,Men (40-44),,,,,,,9:25,5:04,,,,,,
2299,Kirk Hendrickson,Iron Jungle CrossFit,,,,North America,Men,,455 lb,,275 lb,465 lb,349,24:41,3:41,2:26,8:52,,40,22:00,220 lb,
2330,Mike Lordi,CrossFit Chief Nation,,"2023 open
34583rd
worldwide",34583rd,worldwide,Men,Men,405 lb,,300 lb,425 lb,,,,,,,,,225 lb,
2347,Dirk Myburgh,,,,,Africa,Men,,160 kg,,110 kg,205 kg,287,,,3:07,,,26,22:31,80 kg,
2350,Amanda Braswell,,,,,South East,Women,,285 lb,,,365 lb,,,,,,,,,,
2365,Christopher Grabill,CrossFit Winter Park,,,,United States,Men,,370 lb,,255 lb,440 lb,,,4:41,2:38,,,,23:35,202 lb,
2389,Eunita Du Preez,,,,,Africa,Women,,85 kg,,65 kg,110 kg,,,,,,,,,42 kg,
2395,Ivo Rincón,,,,,,,,90 kg,,50 kg,120 kg,,,10:07,,,,14,,45 kg,
2397,Bob White,,,"2023 open
2499th
worldwide",2499th,worldwide,Men,Men (35-39),365 lb,,245 lb,405 lb,,,3:57,2:21,,,35,23:12,190 lb,
2398,Anthony Tsai,CrossFit Dakau,,,,Asia,Men,,415 lb,,,460 lb,,,2:54,,5:20,,,21:05,,
2400,Nikki Miesse,,,,,North America,Women,,230 lb,,155 lb,270 lb,,,,2:08,,,,,125 lb,
2411,Michelle Blevins,,,,,South West,Women,,,,,245 lb,,,,,,,,,,
2453,Richard Fiorucci,CrossFit Hard Knox,,"2023 quarterfinals
1099th
worldwide",1099th,worldwide,Men,Men (35-39),390 lb,,275 lb,480 lb,,,2:25,1:52,,,50,,245 lb,
2488,Artur Hovhannisyan,,,,,,,,147 kg,,,,,,,,,,,,,
2499,Daniel Sommer,CrossFit Minden,,,,Germany,Men,,170 kg,,121 kg,210 kg,,,3:30,2:30,,,21,20:00,100 kg,
2507,Dennis Concepcion Martin,CrossFit Safir,,,,Europe South,Men,,125 kg,,90 kg,170 kg,,,,,,,,20:00,70 kg,
2519,Livia Lys,Gama CrossFit,,,,Brazil,Women,,,,93 kg,148 kg,,,,2:37,,,,,68 kg,1:20
2555,Timothy Gibson,Left Coast CrossFit,,,,North America,Men,,385 lb,,275 lb,405 lb,,19:50,3:10,2:41,,,,16:55,225 lb,
2557,George Smith,BOSS Mentality CrossFit,,"2023 open
592nd
worldwide",592nd,worldwide,Men,Men (40-44),415 lb,,300 lb,455 lb,,,2:53,,,,,20:23,200 lb,
2564,Higinio Reyes,CrossFit SPXF,,,,South Central,Men,,375 lb,,235 lb,435 lb,,,,2:35,,,,,175 lb,
2569,Dorien Bibault,,,,,Canada West,Men,,305 lb,,225 lb,420 lb,,,,,,,,,,
2579,Ignacio Basanez,Red Grizzly CrossFit,,"2023 open
3394th
worldwide",3394th,worldwide,Men,Men (35-39),172 kg,,105 kg,192 kg,,,2:43,3:02,,,30,18:47,80 kg,1:06
2588,Donna Erdmann,CrossFit SCV,,,,North America West,Women,,203 lb,,123 lb,213 lb,,,,,,,,,88 lb,
2593,Andre Canavan,CrossFit Undertow,,"2023 open
45782nd
worldwide",45782nd,worldwide,Men,Men,385 lb,,265 lb,410 lb,,,2:53,,,,,,205 lb,
2595,Connie Morreale,,,,,Mid Atlantic,Women (50-54),,180 lb,,130 lb,225 lb,334,20:33,4:08,4:06,10:22,,31,25:25,100 lb,1:30
2610,Edwin Havik,CrossFit Purmerend,,,,Europe,Men,,135 kg,,84 kg,180 kg,,,,,,,,22:06,60 kg,
2622,Sergio Nicoli,,,,,Europe,Men,,115 kg,,75 kg,115 kg,,,5:18,,,,,,60 kg,
2623,Nicolo Castello,,,,,,,,180 kg,,135 kg,235 kg,,,,,,,,,105 kg,
2651,Severino Diez,,,,,South America,Men,,165 kg,,111 kg,195 kg,,,4:06,3:03,,,,21:38,80 kg,1:28
2680,Bobbi Sciascia,CrossFit Opportunity,,"2023 open
1296th
worldwide",1296th,worldwide,Women,Women (35-39),98 kg,,75 kg,115 kg,,,,,,,30,,68 kg,
2681,Brian Capstick,,,,,Latin America,Men,,265 lb,,165 lb,305 lb,,,6:30,5:41,9:22,,33,25:00,135 lb,
2686,Joe Corvo,O'Hare CrossFit,,"2023 open
157th
worldwide",157th,worldwide,Men,Men (45-49),430 lb,,295 lb,510 lb,425,,2:19,,,,,,245 lb,
2728,Ronald Heijboer,Mainport CrossFit,,,,Netherlands,Men,,80 kg,,70 kg,150 kg,,,,,,,,30:00,53 kg,
2739,Michael Smith,CrossFit Sacrifice,,,,North America East,Men,,365 lb,,225 lb,365 lb,,,4:20,2:46,11:01,,,,,
2744,Joel Jesus,CrossFit Crown Canal,,,,South America,Men,,110 kg,,80 kg,170 kg,,,,,,,,,60 kg,
2759,Andrés Herrera,,,,,Latin America,Men,,130 kg,,70 kg,140 kg,,,7:48,,,,15,,60 kg,
2773,Kaala Powers,Constant Quest CrossFit,,"2023 open
3697th
worldwide",3697th,worldwide,Women,Women (35-39),225 lb,,170 lb,295 lb,,,,,,,,,120 lb,
2777,Hazel Luque,Great White CrossFit,,,,North America East,Women,,215 lb,,160 lb,285 lb,,,,,,,,,120 lb,
2800,MiJin Hwang,CrossFit G Zone,,"2023 open
2701st
worldwide",2701st,worldwide,Women,Women (35-39),200 lb,,150 lb,235 lb,,,,,,,,,130 lb,
2807,Francesco Pilagatti,,,,,,,,135 kg,,97 kg,145 kg,,,4:20,,,,51,,70 kg,
2812,Marco Magnani,,,,,Europe,Men,,170 kg,,125 kg,200 kg,,,3:21,,,,,,105 kg,
2843,Daniel Camacho,CrossFit Zarautz,,"2023 semifinals
55th
worldwide",55th,worldwide,Men,Men,180 kg,,150 kg,220 kg,,,2:38,,,,60,,130 kg,0:57
2871,João Roque,CrossFit Viana do Castelo,,"2023 open
6450th
worldwide",6450th,worldwide,Men,Men (35-39),155 kg,,115 lb,180 kg,,,1:48,,,,48,,85 kg,
