,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
35,John Ryan,Fairwinds CrossFit,,"2023 quarterfinals
912th
worldwide",912th,worldwide,Men,Men (45-49),345 lb,,240 lb,445 lb,365,22:19,3:11,3:03,6:43,,45,18:52,180 lb,1:01
36,Andrew Benton,,,,,Mid Atlantic,Men,,315 lb,,200 lb,430 lb,305,,,,,,,,155 lb,
38,Kevin Daigle,,,,,Northern California,Men,,431 lb,,250 lb,445 lb,389,,2:37,1:41,8:00,,49,22:09,175 lb,1:05
39,Michael Ingley,CrossFit Iconic,,,,North America,Men,,462 lb,,365 lb,575 lb,,,,,,,,,280 lb,
40,Sven Meyer,CrossFit Marrickville,,"2023 open
440th
worldwide",440th,worldwide,Men,Men (45-49),178 kg,,140 kg,220 kg,,,,,,,,,95 kg,
41,Jackson Wood,Ouroboros CrossFit,,"2023 open
50469th
worldwide",50469th,worldwide,Men,Men,385 lb,,215 lb,450 lb,,31:58,3:10,,,,30,18:17,205 lb,
43,Camas Barkemeyer,,,,,North America,Women,,300 lb,,235 lb,350 lb,,,2:15,,,,50,23:51,190 lb,1:00
44,Angela Pause,CrossFit PSC,,,,Canada,Women (55-59),,215 lb,,140 lb,235 lb,332,23:03,,,,,,,105 lb,
45,Celeste Schultz,,,,,South East,Women (60+),,170 lb,,105 lb,255 lb,,,,,,,,,75 lb,
46,Joel Stephens,South Tampa CrossFit,,"2023 open
14th
worldwide",14th,worldwide,Men Lower Extremity,Men Lower Extremity,325 lb,,245 lb,475 lb,340,21:27,3:07,2:26,8:09,,40,22:36,170 lb,1:19
47,Trebor Marple,,,,,South East,Men,,185 lb,,155 lb,135 lb,411,18:50,3:30,3:40,8:04,,65,,115 lb,
49,Mike Hart,JoCo CrossFit,,,,Central East,Men,,395 lb,,305 lb,495 lb,401,18:48,2:38,1:55,7:19,,50,18:45,235 lb,0:54
50,Michael Barbera,,,,,South East,Men,,415 lb,,280 lb,425 lb,319,27:00,3:26,2:56,8:47,,41,24:00,225 lb,1:07
51,Chris Gemignani,CrossFit Park Ave,,"2023 quarterfinals
353rd
worldwide",353rd,worldwide,Men,Men (50-54),375 lb,86:00,245 lb,405 lb,350,28:49,3:37,2:04,10:01,,25,24:30,175 lb,1:14
52,Bryan Ragon,CrossFit ATP,,,,United States,Men,,270 lb,,225 lb,385 lb,373,24:11,3:52,3:15,8:57,,32,19:35,165 lb,0:57
53,Scott McIntyre,CrossFit Per Ardua,,,,North America,Men,,400 lb,,275 lb,475 lb,436,18:02,2:55,1:58,9:02,,50,21:00,225 lb,
54,Jessica Bassi,CrossFit 757,,,,United States,Women,,240 lb,,160 lb,290 lb,289,26:47,4:23,3:22,10:41,,27,28:45,120 lb,1:26
55,Duncan Seawell,Bladium CrossFit,,"2023 open
6983rd
worldwide",6983rd,worldwide,Men,Men (45-49),310 lb,,217 lb,435 lb,,,,4:12,,,,23:08,165 lb,
56,Jon Chadwick,,,,,Australia,Men,,175 kg,,107 kg,210 kg,,23:16,4:15,2:35,9:40,,,,80 kg,
58,Sean Hudson,,,,,Canada West,Men,,121 kg,,210 lb,155 kg,,,7:20,,,,20,21:38,143 lb,
59,Kelly Guillory,Forged Steele CrossFit,,,,South Central,Women,,215 lb,,145 lb,300 lb,331,26:12,4:08,3:32,8:13,,20,22:22,115 lb,1:27
60,Isaac Olsen,,,,,Central East,Men,,300 lb,,230 lb,435 lb,,21:28,3:07,,,,51,,160 lb,
61,Kurt Thomas Hunt,,,,,,,,305 lb,,205 lb,405 lb,,19:59,3:59,2:36,8:30,,41,21:08,155 lb,1:25
62,Blake Kaplan,,,,,South East,Men,,250 lb,,195 lb,305 lb,,,,,,,54,,155 lb,
63,Luke Fischer,,,,,Mid Atlantic,Men,,385 lb,,290 lb,475 lb,392,22:55,2:27,2:07,7:38,,,,235 lb,
65,Thomas Boucher,,,,,North West,Men,,300 lb,,,400 lb,285,24:50,5:44,3:55,,,,,145 lb,
66,Vanessa Lawgun,Far North CrossFit,,,,Oceania,Women,,,,50 kg,110 kg,,,,,,,,,,
67,Kyle Powidzki,,,,,South East,Men,,320 lb,,205 lb,335 lb,,,4:57,,9:48,,38,17:38,125 kg,0:57
68,Adam Rogers,,,,,Northern California,Men,,,,190 lb,365 lb,265,30:56,,,9:48,,,,,
69,Christopher Woods,CrossFit Bethesda,,,,North America East,Men,,515 lb,,295 lb,525 lb,,,2:20,1:39,,,60,,215 lb,1:15
71,Vadim Darchinov,CrossFit Zilant,,,,Russian Federation,Men,,160 kg,,110 kg,200 kg,333,,2:17,2:39,,,52,25:00,85 kg,1:15
72,Travis Schliesser,CrossFit Sentry,,"2023 open
4680th
worldwide",4680th,worldwide,Men,Men (35-39),405 lb,,315 lb,460 lb,,20:00,2:57,3:14,,,,20:40,275 lb,1:10
73,Travis Mayer,CrossFit UNTD,,,,North America East,Men,,500 lb,,360 lb,565 lb,447,13:39,2:08,1:18,6:34,,85,18:03,300 lb,0:54
74,Cory Faulkner,,,,,North West,Men,,400 lb,,,300 lb,,,7:47,4:20,,,20,,145 lb,
75,Michael Starich,Ruination CrossFit,,"2023 open
5685th
worldwide",5685th,worldwide,Men,Men (50-54),280 lb,,197 lb,345 lb,256,26:36,8:24,4:30,12:20,,19,27:32,140 lb,1:29
76,Mahdi Te Heuheu,,,,,,,,190 kg,,135 kg,220 kg,385,,2:45,,7:34,,42,,110 kg,1:01
78,Jamie Light,CrossFit Asia,,,,Asia,Men,,390 lb,,275 lb,470 lb,360,21:36,2:56,2:10,8:03,,46,20:03,215 lb,1:09
81,Daniel Warner,,,,,North America,Men,,305 lb,,215 lb,355 lb,,,,,,,,,145 lb,
82,Daniel Herring,,,,,Mid Atlantic,Men,,,,,,,16:48,1:56,2:17,7:37,,,18:43,,0:50
83,Gary Roberts,CrossFit Predators,,,,South East,Men,,364 lb,,265 lb,455 lb,,32:25,3:23,3:01,8:58,,50,23:56,225 lb,1:09
84,Jonathan Kirk,CrossFit Fortify,,"2023 open
42007th
worldwide",42007th,worldwide,Men,Men,300 lb,,225 lb,365 lb,,,6:01,3:59,10:49,,21,,185 lb,0:59
85,Ruby Hayes,,,,,South East,Women,,106 kg,,77 kg,115 kg,,,,3:03,13:42,,20,,66 kg,
86,todd harrison,,,,,Canada East,Men,,280 lb,,195 lb,375 lb,,,5:00,4:30,,,22,22:30,165 lb,1:30
88,Philip Claverie,,,,,South Central,Men,,335 lb,,245 lb,475 lb,,,,,,,35,,190 lb,
90,Shane Cross,,,,,North America,Men,,325 lb,,230 lb,365 lb,347,17:33,2:28,2:28,8:01,,59,22:06,165 lb,1:15
91,Dave Taylor,,,,,Canada West,Men,,260 lb,,205 lb,345 lb,,32:15,4:40,,,,41,27:55,135 lb,1:25
92,Hunter Wooten,,,,,North West,Men,,285 lb,,205 lb,365 lb,,,3:59,3:05,,,40,20:00,175 lb,1:03
96,Andrea Gibson-Cross,,,,,North America,Women,,235 lb,,,275 lb,,17:31,2:59,2:59,9:11,,69,,,
98,Steven Buda,,,,,Central East,Men,,315 lb,,205 lb,405 lb,,,5:00,5:15,,,30,22:30,155 lb,0:59
99,Ross O'Brien,,,,,North East,Men,,365 lb,,285 lb,525 lb,424,20:20,2:58,1:55,,,,19:58,205 lb,
100,Alan Joyner,CrossFit Believe,,,,North America West,Men,,500 lb,,370 lb,570 lb,,,2:06,1:12,7:57,,59,19:58,310 lb,0:57
101,Jim K,,,,,Central East,Men,,450 lb,,147 kg,500 lb,,,,,,,,,115 kg,
102,Steve Elsbury,CrossFit Notch 8,,"2023 open
5359th
worldwide",5359th,worldwide,Men,Men (50-54),340 lb,,205 lb,410 lb,264,35:03,6:47,3:32,11:59,,,,145 lb,1:26
103,Jeremy Mghenyi,CrossFit Progression,,"2023 quarterfinals
110th
Africa",110th,Africa,Men,Men,236 kg,,315 lb,506 lb,,,,,,,,,275 lb,
104,Bret Jacobsen,,,,,South Central,Men,,295 lb,,185 lb,345 lb,250,,,,,,,23:30,145 lb,
105,Maxime Dufault,Deka CrossFit,,,,Canada East,Men,,355 lb,,265 lb,500 lb,,,2:56,1:54,,,43,,225 lb,
106,Andrew Argall,,,,,Canada East,Men,,315 lb,,245 lb,445 lb,316,28:24,4:39,,10:30,,23,,200 lb,0:54
108,Manuela Echeverri,,,,,Latin America,Women,,205 lb,,140 lb,225 lb,259,26:02,6:02,,,,17,24:10,95 lb,1:10
109,Robert Jones,,,,,,,,255 lb,,185 lb,345 lb,315,20:33,5:55,3:52,8:53,,40,19:23,135 lb,
110,Jeff Bramhall,,,,,North East,Men,,315 lb,,,450 lb,,30:37,5:41,2:40,10:36,,,,,1:06
111,Laura Henschel,CrossFit Island Park,,,,United States,Women,,240 lb,,160 lb,290 lb,,,3:39,3:24,8:54,,42,20:55,120 lb,
112,Donald Rice,,,,,,,,420 lb,,,515 lb,,28:18,3:43,3:15,8:45,,36,20:56,,
113,Courtney Beck,,,,,Mid Atlantic,Women,,195 lb,,125 lb,215 lb,244,27:22,5:59,,,,,,,
114,Steve Hoover,CrossFit Terminus,,"2023 open
276th
worldwide",276th,worldwide,Men,Men (40-44),525 lb,,365 lb,605 lb,437,,2:17,1:12,,,43,20:00,275 lb,0:53
115,Stephen Bullock,,,,,Australia,Men,,150 kg,,130 kg,200 kg,330,25:37,5:11,1:55,9:42,,33,25:00,102 kg,1:00
116,Josh Middleton,,,,,Mid Atlantic,Men,,325 lb,,215 lb,415 lb,,,,2:17,,,,,,
117,Nathan Jansen,,,,,Central East,Men,,365 lb,,242 lb,430 lb,289,19:02,5:41,2:36,11:47,,33,24:59,155 lb,
118,Ross Thomas,,,,,,,,345 lb,,225 lb,,,,2:54,2:01,,,51,20:21,150 lb,
119,Andrew Hawkins,,,,,Mid Atlantic,Men,,425 lb,,285 lb,440 lb,,18:55,2:32,1:59,,,68,19:24,215 lb,1:12
120,John Hoffner,CrossFit Vive,,,,North America,Men,,310 lb,,225 lb,385 lb,369,21:38,4:22,4:18,8:08,,,18:47,190 lb,
121,Jacob Hughes,,,,,,,,245 lb,,175 lb,315 lb,,,,,,,,,,
122,Daniel O'Brien,Brick CrossFit Grand Central Station,,,,United States,Men,,370 lb,,305 lb,465 lb,389,27:28,2:16,1:51,8:00,,61,24:43,255 lb,1:03
124,Lisa Menchetti,CrossFit Top End,,,,Australasia,Women,,118 kg,,86 kg,130 kg,,,3:21,2:44,,,20,22:20,73 kg,
125,Daniel Casey,,,,,North East,Men,,345 lb,,205 lb,435 lb,390,,2:53,2:35,7:26,,31,21:00,,1:05
126,Aaron Anderson,,,,,,,,275 lb,,185 lb,300 lb,,35:00,,7:40,14:40,,,,135 lb,
127,austin geiser,,,,,,,,350 lb,,200 lb,385 lb,,,14:45,,,,30,,115 lb,
128,Bruce Tappen,Training PIT CrossFit,,,,United States,Men (55-59),,300 lb,,210 lb,350 lb,297,,5:26,,,,29,,145 lb,
130,Josh Silvernail,CrossFit Rally Point,,,,United States,Men,,445 lb,,315 lb,555 lb,453,16:13,2:12,1:51,8:10,,50,19:57,265 lb,0:53
132,Joshua Surenok,,,,,North West,Men,,345 lb,,110 kg,435 lb,293,21:56,3:41,3:00,8:40,,,,155 lb,
133,Philippa Robinson,Ocean Fitness CrossFit,,"2023 quarterfinals
910th
worldwide",910th,worldwide,Women,Women (40-44),120 kg,,97 kg,166 kg,,22:54,3:39,1:52,9:11,,30,,73 kg,
136,Brad Cordova,,,,,,,,310 lb,,,,249,,,,,,,,,
137,Robin Warnick,CrossFit Terminus,,,,United States,Women,,245 lb,,165 lb,265 lb,293,,4:29,2:25,11:09,,25,25:08,120 lb,1:20
138,Aaron Forgue,,,,,Central East,Men,,265 lb,,190 lb,355 lb,,,6:13,5:48,10:45,,30,23:42,135 lb,
139,Callum Bishop,,,,,South Central,Men,,,,,500 lb,372,,3:20,1:31,,,,,,1:06
140,Matthew Redgrove,CrossFit Maitland,,"2023 quarterfinals
673rd
worldwide",673rd,worldwide,Men,Men (40-44),170 kg,,126 kg,211 kg,370,,2:52,1:58,8:31,,45,23:58,90 kg,
141,Michael Koslap,,,"2023 open
3153rd
worldwide",3153rd,worldwide,Men,Men (40-44),370 lb,,265 lb,465 lb,383,19:15,2:49,2:08,8:58,,36,19:30,220 lb,
142,Jonathan Shum,CrossFit Barbell Dao,,,,Costa Rica,Men,,370 lb,,265 lb,435 lb,,,3:35,2:26,9:56,,25,29:29,205 lb,
143,Anthony Human,,,,,South East,Men,,335 lb,,205 lb,365 lb,437,15:03,4:46,4:29,8:11,,58,32:45,135 lb,1:03
144,Phillip Leroy-Beaulieu,,,,,Central East,Men,,500 lb,,345 lb,550 lb,378,17:40,2:24,1:39,8:55,,60,100:39,270 lb,1:10
145,Eddy Gifford,CrossFit Apollo,,,,North America,Men,,390 lb,,300 lb,500 lb,478,,2:40,,7:42,,70,21:00,250 lb,1:00
146,Lucas Thompson,,,,,Central East,Men,,300 lb,,225 lb,365 lb,420,15:32,3:16,3:10,8:10,,43,,,
147,Jim Romagnano,CrossFit 908,,,,United States,Men,,,,,,,,,2:14,,,,,,
148,Chris Woody,,,,,North Central,Men,,315 lb,,225 lb,355 lb,266,26:29,5:00,,10:45,,27,,192 lb,0:58
149,Adam Ryan,,,,,North West,Men,,,,225 lb,360 lb,,,4:08,2:30,,,,16:23,,1:06
150,Joshua Roda,CrossFit Chilliwack,,,,Canada West,Men,,330 lb,,255 lb,480 lb,408,18:20,3:30,2:35,7:58,,50,,185 lb,
151,Ryan Lunny,CrossFit Invictus Back Bay,,"2023 open
22158th
worldwide",22158th,worldwide,Men,Men,365 lb,,255 lb,410 lb,,23:00,2:39,3:37,9:27,,45,21:41,210 lb,
152,Jesse Durrum,,,,,South East,Men,,405 lb,,245 lb,438 lb,250,25:25,3:35,2:27,9:17,,40,22:01,175 lb,1:13
154,Sam Steen,CrossFit Wichita Falls,,"2023 quarterfinals
1027th
worldwide",1027th,worldwide,Men,Men (40-44),390 lb,,265 lb,505 lb,352,23:35,3:33,2:19,8:27,,40,,220 lb,
155,Samantha Aiken,,,,,North Central,Women,,215 lb,,150 lb,300 lb,329,22:51,4:58,3:03,10:40,,13,20:40,105 lb,1:30
156,James Giorgi,CrossFit WindRose,,"2023 open
1526th
worldwide",1526th,worldwide,Men,Men (45-49),365 lb,,265 lb,410 lb,322,28:32,3:49,2:53,9:16,,,,205 lb,
157,Daniella Verhoest,CrossFit 908,,"2023 quarterfinals
291st
North America East",291st,North America East,Women,Women,303 lb,,231 lb,345 lb,,,2:37,1:54,10:22,,30,,190 lb,
159,Allyson Donovan,,,,,North East,Women,,235 lb,,165 lb,255 lb,287,,5:49,2:31,,,,,105 lb,
160,Michael Hadley Jr.,Butchertown CrossFit,,,,United States,Men,,415 lb,,315 lb,515 lb,414,19:56,2:23,1:56,8:39,,,25:00,225 lb,1:11
161,Vanessa Frost,,,,,North Central,Women,,275 lb,,215 lb,315 lb,,,,,,,,,165 lb,
163,Derik Ledesma,,,,,North America,Men,,380 lb,,250 lb,440 lb,,,4:32,2:30,9:34,,,25:30,195 lb,1:26
164,Virginia Gallegos,,,,,Australia,Women,,84 kg,,68 kg,112 kg,,,4:17,4:20,8:57,,40,26:06,53 kg,
167,tristan cornish,,,,,,,,,,,410 lb,,,,,,,20,,,
169,James Bannon,CrossFit Factory Square,,,,North America,Men,,375 lb,,290 lb,500 lb,299,23:10,3:29,3:08,8:29,,31,21:57,205 lb,0:54
170,Donald Harris,BAR X CrossFit,,,,North America,Men,,435 lb,,295 lb,495 lb,313,20:04,2:56,4:30,9:45,,38,21:33,250 lb,
172,Wesley Stoneman,,,,,South East,Men,,315 lb,,225 lb,405 lb,,,,,,,45,20:00,165 lb,
173,Thomas Lynn,CrossFit Mayhem,,,,North America East,Men (65+),,,,,405 lb,272,,,4:00,11:15,,25,,155 lb,1:30
175,Randall Rattan,,,,,South Central,Men (45-49),,445 lb,,318 lb,,,,6:25,,,,,21:50,242 lb,51:00
177,Chris Messina,,,,,Southern California,Men,,305 lb,,225 lb,455 lb,357,21:33,3:25,2:07,,,,,175 lb,
178,James Slevin,U Turn CrossFit,,,,North America West,Men,,305 lb,,225 lb,405 lb,327,,5:52,2:09,9:26,,,,165 lb,1:26
179,Aaron Varcasio,CrossFit Ken Caryl,,,,United States,Men,,315 lb,,225 lb,405 lb,299,26:20,3:18,6:13,,,18,23:52,175 lb,
180,Wayne Smith,,,,,Mid Atlantic,Men,,365 lb,,265 lb,465 lb,,19:04,3:04,,9:13,,47,22:30,205 lb,0:55
181,Shawn Claassen,CrossFit Kerosene,,,,United States,Women,,205 lb,,,245 lb,,22:55,,,10:36,,27,22:09,,
183,Megan Jenkins,,,,,Central East,Women,,200 lb,,150 lb,255 lb,,26:13,6:45,4:17,,,16,27:23,105 lb,1:23
184,Melissa Kiel,East Ormond Beach CrossFit,,"2023 quarterfinals
744th
worldwide",744th,worldwide,Women,Women (40-44),250 lb,,200 lb,330 lb,320,,3:30,,,,,,160 lb,1:23
186,Michael White,,,,,Northern California,Men,,505 lb,,350 lb,605 lb,300,,4:36,1:45,12:31,,20,31:00,275 lb,2:10
187,Janice Marie Ferguson,Bandit CrossFit,,"2023 open
1036th
worldwide",1036th,worldwide,Women,Women (45-49),245 lb,,185 lb,300 lb,,,3:46,,,,40,20:30,130 lb,1:07
188,Casey Jourdan,,,,,North West,Women,,135 lb,,115 lb,195 lb,,,,,,,5,,92 lb,
189,Austin Ireland,,,,,Mid Atlantic,Men,,340 lb,,263 lb,410 lb,321,21:13,2:59,2:41,,,52,21:00,195 lb,1:19
190,Joshua Wells,CrossFit Rejoice,,,,South Central,Men,,200 kg,,135 kg,214 kg,,,2:31,,,,65,19:27,104 kg,
191,Joseph Beck,,,,,North West,Men,,190 kg,,115 kg,195 kg,357,29:05,3:49,3:26,11:04,,25,23:05,100 kg,1:15
193,Robert Norman,,,,,South East,Men,,335 lb,,245 lb,405 lb,286,34:17,4:38,6:00,9:12,,50,23:37,185 lb,1:18
194,Miranda Alcaraz,Street Parking CrossFit,,"2023 open
374th
worldwide",374th,worldwide,Women,Women (40-44),300 lb,,215 lb,335 lb,350,19:45,2:10,1:47,8:30,,65,23:40,180 lb,1:07
195,Michael McDorman,,,,,Southern California,Men,,285 lb,,255 lb,370 lb,270,29:19,3:19,3:23,9:38,,48,23:54,215 lb,1:29
196,Evan Bombino,CrossFit Oshawa,,,,Canada,Men,,375 lb,,295 lb,460 lb,449,17:49,2:25,1:37,8:21,,42,,225 lb,1:01
197,Melissa Maslen,CrossFit Narellan,,,,Australasia,Women,,85 kg,,67 kg,128 kg,306,28:56,,3:58,11:42,,12,,45 kg,1:10
198,Matthew Tapply,Great Bay CrossFit,,,,United States,Men,,460 lb,,330 lb,500 lb,,,2:20,,,,55,,255 lb,
199,Sarah Penry,CrossFit Zia,,,,South West,Women,,225 lb,,165 lb,290 lb,353,22:30,3:55,1:57,9:14,,26,21:55,137 lb,
200,Fiona McFarland,,,,,Mid Atlantic,Women,,305 lb,,195 lb,320 lb,310,,3:12,2:09,,,21,,145 lb,
201,Justin Allen,CrossFit T-Town,,,,United States,Men,,465 lb,,350 lb,525 lb,451,,2:11,1:15,7:44,,60,21:12,290 lb,1:00
202,Brooks DuBois,Be CrossFit,,,,North America,Men,,405 lb,,315 lb,505 lb,345,,3:00,3:00,,,40,,240 lb,
204,Jonathan Christie,Landmark CrossFit,,,,North America East,Men,,435 lb,,255 lb,460 lb,212,,5:37,6:43,,,25,,175 lb,
206,JP Bolwahnn,Iron Palace CrossFit,,,,North America,Men,,467 lb,,312 lb,484 lb,,,2:32,,9:15,,53,,240 lb,
208,Travis Kepp,CrossFit Igneous,,,,United States,Men,,285 lb,,235 lb,365 lb,349,,5:07,,,,30,18:00,175 lb,1:07
210,Jeffrey Binek,Friendship CrossFit,,,,United States,Men,,445 lb,,330 lb,565 lb,424,,2:17,1:17,6:47,,68,18:12,250 lb,0:51
212,Kathy Miller,,,,,North America,Women (65+),,170 lb,,108 lb,236 lb,218,30:21,,6:37,,,9,26:24,78 lb,
213,Jeffrey Fincher,CrossFit TRONE,,,,United States,Men,,295 lb,,215 lb,450 lb,354,18:45,3:35,2:55,7:20,,,,155 lb,
215,Adam Angrisanio,,,,,Mid Atlantic,Men,,365 lb,,245 lb,450 lb,,30:52,3:04,3:43,,,25,,198 lb,1:12
216,Jesse Haines,,,,,South Central,Men,,395 lb,,290 lb,500 lb,,19:31,2:21,1:21,7:29,,55,23:00,240 lb,1:05
218,Ryan Vratil,,,,,North Central,Men,,245 lb,,,360 lb,382,,3:41,,8:51,,49,19:50,,1:10
219,Mark McSharry,,,,,,,,385 lb,,280 lb,455 lb,,,2:40,1:58,,,,,205 lb,
220,Richard Thapthimthong,,,,,Australia,Men,,165 kg,,100 kg,205 kg,249,29:21,4:34,,10:53,,,25:18,85 kg,
221,Erik Glynn,,,,,North West,Men,,335 lb,,245 lb,415 lb,,,,,,,24,18:30,195 lb,0:55
222,Sean Sparks,,,,,South Central,Men,,335 lb,,250 lb,420 lb,296,26:33,5:04,3:12,10:26,,38,23:31,195 lb,
223,Tyler Fischer,CrossFit Explode,,"2023 quarterfinals
1291st
North America East",1291st,North America East,Men,Men,405 lb,,325 lb,465 lb,,,2:45,,,,,,275 lb,
224,Cat Hanna,,,,,Central East,Women,,280 lb,,165 lb,298 lb,331,,3:59,2:54,10:04,,25,,125 lb,
225,Daniel Bliven,,,,,Southern California,Men,,295 lb,,205 lb,365 lb,,,,,,,32,,135 lb,
226,Adam Niederhofer,,,,,,,,265 lb,,,405 lb,,,,,,,,,,
227,Matthew Lawrence,Samurai CrossFit,,,,Mid Atlantic,Men,,405 lb,61:41,290 lb,525 lb,359,24:45,3:05,3:10,8:51,,50,20:58,210 lb,1:07
228,Rudy SuazoRudyS,,,,,,,,203 lb,,,272 lb,232,,,,,,,24:42,,1:04
229,Peter Hong,,,,,North West,Men,,335 lb,,260 lb,385 lb,,25:00,3:32,2:56,9:30,,40,,205 lb,
230,Ryan Pedder,CrossFit 2283,,"2023 open
3322nd
worldwide",3322nd,worldwide,Men,Men (40-44),160 kg,,130 kg,200 kg,427,20:30,3:27,1:58,8:15,,,,110 kg,
231,Jamie Dennis,CrossFit Helix,,,,United States,Women,,245 lb,,155 lb,300 lb,284,33:06,4:19,3:50,10:58,,,29:04,125 lb,
232,Michael Wright,,,,,South Central,Men,,315 lb,,225 lb,365 lb,346,24:26,4:05,3:05,7:59,,36,19:45,185 lb,
233,Tyler Holm,,,,,North Central,Men,,435 lb,,231 lb,445 lb,,,3:37,3:10,10:26,,,23:26,190 lb,
234,Meagan Herring,,,,,South East,Women,,225 lb,,160 lb,,,,,3:48,,,40,23:48,115 lb,
235,Katie Tromello,Precision CrossFit,,,,United States,Women,,300 lb,,231 lb,365 lb,423,20:18,2:41,,8:53,,50,21:00,200 lb,
236,Michelle Keeton,,,,,,,,135 lb,,,275 lb,,,,,,,,,,
237,Riley Darr,CrossFit 604,,"2023 open
2742nd
worldwide",2742nd,worldwide,Women,Women (40-44),215 lb,,165 lb,265 lb,,,,,,,,,145 lb,
238,Leigh Foster,,,,,Australia,Men,,150 kg,,115 kg,220 kg,375,,3:38,2:58,,,51,,90 kg,
239,Nicholas Trombley,CrossFit 1836,,,,South Central,Men,,,,,,405,,,,,,47,,,1:00
