,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
513,Greg Harris,CrossFit Steel Place,,,,Central East,Men,,375 lb,,250 lb,470 lb,,,,2:59,9:00,,,19:30,180 lb,
543,Helder Barreiros,CrossFit Viana do Castelo,,"2023 open
27671st
worldwide",27671st,worldwide,Men,Men,165 kg,,120 kg,205 kg,,,,,,,,,95 kg,
574,Seb Ellice,CrossFit 168,,"2023 open
18377th
worldwide",18377th,worldwide,Men,Men,,,,,,,2:52,3:33,7:48,,,,,
610,Kate Talbot,802 CrossFit,,,,United States,Women,,233 lb,,123 lb,243 lb,,,,,,,15,,88 lb,
614,Austin Doughty,,,,,,,,365 lb,,255 lb,405 lb,,,2:54,,,,,20:32,205 lb,1:10
625,Nick Divine,CrossFit Sodality,,,,United States,Men,,435 lb,,,500 lb,,,,,,,,,240 lb,
637,Carlos Castro Restoy,,,"2023 open
192nd
worldwide",192nd,worldwide,Men,Men (45-49),165 kg,,110 kg,220 kg,,,3:10,2:40,,,50,18:00,88 kg,1:00
655,William Gorham,North Jax CrossFit,,"2023 open
1642nd
worldwide",1642nd,worldwide,Men,Men (50-54),315 lb,,235 lb,405 lb,333,31:20,4:46,2:58,9:54,,32,29:30,185 lb,
673,Mark Stout,CrossFit Power Method,,"2023 open
2339th
worldwide",2339th,worldwide,Men,Men (45-49),330 lb,,255 lb,415 lb,314,,3:28,2:08,8:46,,,,215 lb,
696,Leticia Daiani Neu,CrossFit Patrão,,"2023 open
47124th
worldwide",47124th,worldwide,Women,Women,,,,,,,,,,,,24:32,,
698,Jo Milos,CrossFit Versatile,,"2023 open
2242nd
worldwide",2242nd,worldwide,Women (55-59),Women (55-59),170 lb,,95 lb,240 lb,,,,,,,,,65 lb,
700,Byeongjoo Kim,CrossFit We Can Do It,,"2023 open
16661st
worldwide",16661st,worldwide,Men,Men (35-39),325 lb,,225 lb,405 lb,367,,,3:23,,,,,155 lb,
704,Nick Steinwandtner,CrossFit Lakefront,,"2023 open
1419th
worldwide",1419th,worldwide,Men,Men (35-39),150 kg,,100 kg,195 kg,,22:54,3:15,,,,27,26:00,80 kg,1:06
713,Liz Ouellette,CrossFit Cape Cod,,,,North America,Women,,240 lb,,155 lb,285 lb,238,,8:00,4:21,13:35,,,29:37,102 lb,
763,Alexandre Silva,CrossFit Itajai,,,,Brazil,Men,,150 kg,,100 kg,180 kg,,,5:00,6:54,13:14,,30,24:33,82 kg,1:15
773,Florent Calas,CrossFit Cestio,,,,Europe,Men,,175 kg,,135 kg,205 kg,,,,,,,,,107 kg,
786,Marcos Weslei Baggio,,,,,Brazil,Men,,90 kg,,60 kg,150 kg,,,7:50,,12:30,,10,27:15,50 kg,
794,Nathan Lawrence,CrossFit Abode South,,,,Oceania,Men,,115 kg,,72 kg,,,,,,,,,,60 kg,
816,Justin Mosley,Tarheel CrossFit,,,,North America,Men,,315 lb,,225 lb,425 lb,,,,3:23,,,35,22:43,180 lb,
839,Nils Boe Eriksen,Gimlis CrossFit,,"2023 open
2715th
worldwide",2715th,worldwide,Men,Men (50-54),165 kg,,120 kg,220 kg,,21:40,3:32,2:28,9:14,,37,,85 kg,1:16
847,Eduardo Mascarello,Tche CrossFit,,,,Brazil,Men,,,,,,,,,,,,,28:37,,
890,Edgar Salazar,CrossFit Absoluto,,"2023 open
80265th
worldwide",80265th,worldwide,Men,Men,255 lb,,200 lb,325 lb,,,,,,,,,160 lb,
909,Faith Qualshie,CrossFit Stealth,,,,North America,Women,,305 lb,,205 lb,305 lb,324,,4:52,2:18,,,,,180 lb,
937,D'Andre Ellerbe,,,,,North America,Men,,425 lb,,275 lb,515 lb,309,33:44,,2:40,10:10,,,,215 lb,
954,Matt Apple,CrossFit GonZStronG,,"2023 open
9643rd
worldwide",9643rd,worldwide,Men,Men (40-44),335 lb,,285 lb,405 lb,257,,,,,,,,185 lb,
966,Mario Bislick,CrossFit Werk,,"2023 open
15020th
worldwide",15020th,worldwide,Men,Men (35-39),155 lb,,100 kg,165 kg,,,5:44,,,,21,,75 kg,
1006,Caitlin Easley,CrossFit Hit and Run,,,,North America East,Women,,225 lb,,155 lb,280 lb,,,,,,,,,90 lb,
1041,Vítorio Verdurinni,CrossFit Durius,,"2023 open
8698th
worldwide",8698th,worldwide,Men,Men (45-49),140 kg,,80 kg,200 kg,,,7:56,4:46,12:08,,16,,62 kg,
1067,Israel Levi Sanchez Garcia,CrossFit Naga,,,,Europe,Men,,160 kg,,100 kg,190 kg,,,3:29,2:52,,,41,,82 kg,
1086,Edward Chin,CrossFit Enduro,,"2023 open
5491st
worldwide",5491st,worldwide,Men,Men (50-54),325 lb,,185 lb,405 lb,,,,,,,17,,150 lb,
1108,Thales Figueiredo,,,,,Latin America,Men,,,,75 kg,90 kg,,,,,,,18,,50 kg,1:19
1109,Kate Chamrin,CrossFit Dýr,,"2023 open
11300th
worldwide",11300th,worldwide,Women,Women (40-44),165 lb,,135 lb,200 lb,,30:00,,,,,,,80 lb,
1163,Albin Lövgren,CrossFit Vanheim,,"2023 open
85393rd
worldwide",85393rd,worldwide,Men,Men,145 kg,,102 kg,170 kg,,,,4:38,,,22,,75 kg,
1208,Leah Otto,CrossFit Agoge,,,,United States,Women,,320 lb,,165 lb,335 lb,,,4:25,4:12,,,,,,
1267,Denis Galo,,,,,South America,Men,,180 kg,,120 kg,180 kg,,,,3:13,13:47,,30,,100 kg,1:51
1290,Mark Eldridge,CrossFit Pleasure Point,,"2023 open
18509th
worldwide",18509th,worldwide,Men,Men (40-44),275 lb,,190 lb,405 lb,,,,,,,3,30:45,130 lb,
1295,Bilaal Broadway,CrossFit WH,,,,United Arab Emirates,Men,,445 lb,,295 lb,528 lb,,,,,,,72,,270 lb,
1305,Davide Mattei,,,,,Europe,Men,,120 kg,,,150 kg,,,,,,,,18:35,65 kg,
1323,Paul Finkelstein,CrossFit Stratford,,,,Canada,Men (55-59),,275 lb,,185 lb,345 lb,268,,5:33,2:57,10:10,,25,22:59,120 lb,
1333,Laurent Labeca,,,"2023 open
15842nd
worldwide",15842nd,worldwide,Men,Men (40-44),110 kg,,90 kg,170 kg,,,8:28,4:20,,,24,23:08,75 kg,
1340,Bartosz Gierczak,,,,,,,,160 kg,,125 kg,,,,,,,,,,,
1374,Derek Crichton,CrossFit 138,,"2023 open
50257th
worldwide",50257th,worldwide,Men,Men,405 lb,,315 lb,455 lb,,,,2:28,,,13,,255 lb,
1421,Angel Perez,Stay Classy CrossFit,,"2023 open
86209th
worldwide",86209th,worldwide,Men,Men,245 lb,,165 lb,335 lb,,,,,,,,,135 lb,
1430,Lopez Alvaro,CrossFit Montecarmelo,,,,Spain,Men,,,,,,,,6:25,,,,,,,
1441,Gerald Quiroz,CrossFit 809,,,,Dominican Republic,Men,,285 lb,,220 lb,375 lb,335,,,,,,,,185 lb,
1457,Mieszko Bulik,CrossFit Dekerta,,,,Europe,Men,,180 kg,,140 kg,220 kg,,,2:20,,,,,,110 kg,
1549,Cody Ksioszk,CrossFit Rally Point Northbrook,,,,North America,Women,,245 lb,,185 lb,305 lb,,,2:51,2:47,,,,,155 lb,
1557,Lee Welton,,,,,North West,Men,,280 lb,,,355 lb,,,,,,,,,,
1590,Amy Reynolds,CrossFit Carmarthen,,,,Europe,Women,,85 kg,,66 kg,102 kg,,,6:25,,,,,,,
1631,Victor Esparza,Luceros CrossFit,,,,Spain,Men,,200 kg,,125 kg,240 kg,,,,2:05,,,50,,90 kg,
1709,Therese Totten,,,"2023 open
16544th
worldwide",16544th,worldwide,Women,Women (35-39),130 lb,,110 lb,195 lb,,,,,,,,,65 lb,1:30
1723,James Butler,,,,,Oceania,Men,,102 kg,,80 kg,125 kg,,,5:58,5:48,,,13,23:08,63 kg,
1725,Sarah Tyler,CrossFit Insanity,,,,United States,Women,,140 kg,,107 kg,140 kg,,,,2:36,,,,,88 kg,1:53
1742,Malcolm Lane,,,,,Europe,Men,,205 kg,,123 kg,242 kg,,,2:48,,,,54,20:47,95 kg,
1743,Sun Jeong Kim,Logic Fitness CrossFit,,"2023 open
9741st
worldwide",9741st,worldwide,Men,Men,,,275 lb,,337,25:25,,,9:04,,,,,
1744,Clement Richardeau,CrossFit Asterion,,"2023 open
20488th
worldwide",20488th,worldwide,Men,Men,120 kg,,115 kg,180 kg,308,,5:26,2:45,10:12,,24,22:57,75 kg,
1824,Andrew Davis,CrossFit Afterburn,,"2023 open
16887th
worldwide",16887th,worldwide,Men,Men,,,,,,,,,,,,26:00,,
1834,Juleze Hanekom,,,"2023 open
34242nd
worldwide",34242nd,worldwide,Women,Women,,,80 kg,115 kg,,,6:00,,,,,,55 kg,
1840,Sunil John,CrossFit Rowlett,,,,South Central,Men,,310 lb,,215 lb,405 lb,,,4:39,4:11,11:04,,,,130 lb,
1880,Ben Horner,CrossFit OBA,,"2023 open
15988th
worldwide",15988th,worldwide,Men,Men,425 lb,,275 lb,550 lb,,,3:16,,,,,,195 lb,
1901,Kristin Carasiti,Nevermore CrossFit,,"2023 open
2725th
worldwide",2725th,worldwide,Women,Women (35-39),265 lb,,165 lb,270 lb,297,26:32,4:50,2:39,11:38,,,32:00,140 lb,1:32
1906,Quentin Patault,,,,,Canada East,Men,,205 kg,,159 kg,230 kg,275,,4:12,5:31,,,21,,123 kg,
1908,Connor Larkin,CrossFit Teesside,,,,Europe Central,Men,,140 kg,,95 kg,190 kg,320,,5:00,2:57,,,,19:57,72 kg,1:03
1962,Scott Seals,Peekskill Strength CrossFit,,"2023 open
524th
worldwide",524th,worldwide,Men (55-59),Men (55-59),345 lb,,240 lb,435 lb,,,4:27,3:04,11:01,,,,185 lb,
1971,Calvin Smith,CrossFit Humidity,,,,United States,Men,,285 lb,,215 lb,365 lb,264,23:29,3:58,3:39,,,,23:47,165 lb,
1973,Kevin A. Smith Jr,CrossFit Bethany,,,,United States,Men,,315 lb,,245 lb,425 lb,331,,4:19,2:16,,,,,200 lb,1:14
1979,Raffaele Maione,,,,,,,,100 kg,,70 kg,130 kg,,,,,,,,,50 kg,
1984,Leandro Setubal,CrossFit Floripa,,,,Brazil,Men,,95 kg,,70 kg,135 kg,217,,6:10,7:12,,,,20:17,55 kg,
2006,Timothy Jones,CrossFit Conditioning,,"2023 open
8024th
worldwide",8024th,worldwide,Men,Men (40-44),160 kg,,107 kg,187 kg,,,5:33,3:29,9:56,,26,28:25,83 kg,1:42
2021,Taylor Fehrenz,CrossFit MetroEast,,,,North America,Men,,415 lb,,300 lb,530 lb,,,,2:05,9:51,,,,240 lb,
2064,James Connolly,CrossFit Chalk,,,,North America,Men (55-59),,305 lb,,235 lb,365 lb,,,,,,,,,185 lb,
2072,Amanda Federline,,,,,Mid Atlantic,Women,,180 lb,,,285 lb,,,,,,,,,,
2100,Wesley Walker,CFR CrossFit,,,,North America,Men,,380 lb,,275 lb,450 lb,,,2:19,2:35,,,63,18:04,185 lb,
2107,Casey O'Leary,Titan 112 CrossFit,,"2023 quarterfinals
122nd
North America East",122nd,North America East,Men,Men,435 lb,,285 lb,525 lb,,,2:43,1:51,,,,,225 lb,
2130,Maksym Mykhailov,CrossFit Banda II,,,,Europe,Men,,180 kg,,120 kg,190 kg,,,2:22,,,,,,100 kg,
2165,Ricky Gross,CrossFit DT1,,"2023 quarterfinals
1399th
North America East",1399th,North America East,Men,Men,350 lb,,270 lb,400 lb,,23:50,2:58,2:30,,,50,21:30,212 lb,
2177,Evila Paraiso da Silva,CrossFit A91,,"2023 open
10325th
worldwide",10325th,worldwide,Women,Women,110 kg,,96 kg,142 kg,,,6:03,2:48,14:21,,,,78 kg,
2189,Tassia Dadda,CrossFit High Pulse,,"2023 quarterfinals
156th
South America",156th,South America,Women,Women,125 kg,,97 kg,142 kg,,,1:58,,,,,,85 kg,
2191,Mark Hassell,Shield CrossFit,,,,North America,Men,,300 lb,,245 lb,180 kg,330,,4:17,2:21,,,,15:30,175 lb,0:46
2215,Jason Brinker,,,,,Mid Atlantic,Men,,,,,,284,,,3:22,,,,,,
2233,Kc Hohensee,Block CrossFit,,,,North America,Men,,190 lb,,165 lb,325 lb,,,,,,,,40:00,,
2280,Gaetan Prigent,CrossFit BaBouk,,"2023 open
2627th
worldwide",2627th,worldwide,Men,Men,185 kg,,135 kg,205 kg,330,,2:10,2:28,,,70,24:32,105 kg,1:10
2349,John Loebach,CrossFit Maven,,,,North America,Men (60-64),,225 lb,,,385 lb,,,,,,,,,,
2386,Robert Bendtsen,CrossFit Adept,,"2023 open
570th
worldwide",570th,worldwide,Men (65+),Men (65+),,,175 lb,315 lb,,,,,,,24,16:30,115 lb,0:56
2421,Chris Innes,,,,,,,,180 kg,,,160 kg,,,,,,,,,,
2449,Catarina Ceder,,,"2023 open
2152nd
worldwide",2152nd,worldwide,Women (55-59),Women (55-59),108 kg,,55 kg,135 kg,,,4:47,,,,,,33 kg,
2522,John Becher,CrossFit 557,,,,North America,Men (60-64),,350 lb,,230 lb,425 lb,,,3:58,3:24,,,31,,162 lb,1:12
2624,John Curtis,CrossFit Undertow,,,,North America,Men,,340 lb,,235 lb,305 lb,,,3:42,,8:29,,,,185 lb,
2630,Susan Gorr,CrossFit Eden Prairie,,,,North America,Women,,134 lb,,,,,,,,,,,,,
2656,Matias Balogh,,,,,Latin America,Men,,170 kg,,120 kg,230 kg,,,,,,,50,,100 kg,
2706,Brian Thompson,,,"2023 open
3114th
worldwide",3114th,worldwide,Men,Men (50-54),305 lb,,180 lb,320 lb,,28:03,,,,,,26:11,150 lb,
2742,Stefano Maragna,CrossFit Novi Ligure,,,,Europe,Men (55-59),,110 kg,,75 kg,190 kg,299,21:01,,,,,,18:46,55 kg,
2743,Jed Ong,WAO CrossFit,,,,Asia,Men,,,,90 kg,160 kg,,,,,,,,,70 kg,
2768,Kelly Snyder,CrossFit JHAWKFitness,,"2023 open
1158th
worldwide",1158th,worldwide,Women,Women (50-54),,,135 lb,185 lb,,,,,,,5,,,
2797,Julie Terrell,CrossFit 269,,,,United States,Women,,285 lb,,115 lb,215 lb,,,,,,,,,95 lb,
2801,Gabriela Schmidt,CrossFit Orient,,,,Netherlands,Women,,185 lb,,125 lb,210 lb,,,,,,,,,95 lb,
2810,Gregor Zielhardt,CrossFit Survive Top Training,,,,Europe South,Men,,110 kg,,90 kg,130 kg,,,,4:55,,,25,,75 kg,
2825,Megan Stevens,KOPA CrossFit,,"2023 open
23292nd
worldwide",23292nd,worldwide,Women,Women,245 lb,,165 lb,265 lb,,,,,,,,,120 lb,
2855,Jamie White,Grand Trunk CrossFit,,,,North America,Men,,505 lb,,240 lb,475 lb,204,,,,,,,,177 lb,
2873,Isabel Deffit Carvajal,V6201 CrossFit,,,,"Venezuela, Bolivarian Republic of",Women,,,,,315 lb,,,,,,,,,145 lb,
2875,Rocío González,,,,,Latin America,Women,,,,120 lb,285 lb,,,,,,,,,,
2919,Jorge Mendizabal,CrossFit Condesa,,"2023 open
52471st
worldwide",52471st,worldwide,Men,Men,325 lb,,240 lb,405 lb,,,4:20,,,,,,200 lb,
2984,Viacheslav Hryniukov,,,,,Ukraine,Men,,160 kg,,135 kg,200 kg,,,,,,,34,,95 kg,
2994,Jérôme Oddo,,,,,,,,130 kg,,100 kg,170 kg,,,,,,,,,60 kg,
3034,Ian Norman,CrossFit 8800,,,,Europe,Men,,105 kg,,65 kg,130 kg,362,,6:15,4:05,14:57,,,26:57,46 kg,
3037,Alexander Moore,Three Kings CrossFit North,,,,North America,Men,,325 lb,,225 lb,335 lb,,,,,,,,,165 lb,
3039,Pedro Leitao,CrossFit Parque das Nações,,"2023 quarterfinals
1488th
worldwide",1488th,worldwide,Men,Men (35-39),160 kg,,125 kg,195 kg,,,,,,,45,18:26,95 kg,
3082,Steven Turnbull,,,,,Europe,Men,,170 kg,,127 kg,205 kg,426,,2:36,1:48,,,52,18:57,100 kg,
3125,Martin Fuentes,,,,,South America,Men,,150 kg,,110 kg,200 kg,,,,,,,,21:00,75 kg,
3155,Italo Balestra,,,,,,,,110 kg,,75 kg,145 kg,,,,,,,20,22:39,50 kg,1:09
3189,Rick Vink,UnScared CrossFit,,,,Netherlands,Men,,130 kg,,100 kg,180 kg,302,16:13,6:12,3:34,10:34,,12,19:34,75 kg,
3201,Christopher Clauser,,,,,,,,550 lb,,225 lb,505 lb,,,,,,,,28:24,,
3208,Ryan Tulley,,,,,Europe,Men,,120 kg,,75 kg,130 kg,,,,,,,3,22:53,65 kg,
3250,Cosmin Balaban,,,,,,,,130 kg,,,180 kg,,,,,,,,,,
3342,Arian Lima,CrossFit Marilia,,"2023 open
17790th
worldwide",17790th,worldwide,Men,Men,182 kg,,125 kg,171 kg,,,3:20,2:02,,,40,28:00,96 kg,
3393,Jeff Forester,CrossFit Trenton,,,,North America,Men,,410 lb,,240 lb,425 lb,,,,,,,,22:30,145 lb,
3453,Fausto Ariel Amato,,,"2023 open
952nd
worldwide",952nd,worldwide,Men,Men (45-49),186 kg,,135 kg,213 kg,,30:40,4:39,4:35,11:57,,,,93 kg,1:47
3459,Chris Hattingh,CrossFit Featherbrooke,,,,Africa,Men,,120 kg,,105 kg,220 kg,,,6:21,5:09,,,,25:00,76 kg,1:45
3513,Jaron Miller,CrossFit Franco's,,"2023 quarterfinals
935th
worldwide",935th,worldwide,Men,Men (35-39),,,300 lb,,,,,,,,,,210 lb,
3524,Clelia Stefanini,CrossFit 615,,,,United States,Women,,185 lb,,130 lb,275 lb,,,,,,,,,105 lb,1:55
3562,Josue Agulha,CrossFit Simio,,,,Brazil,Men,,147 kg,,90 kg,170 kg,,,,,,,20,,64 kg,
3586,Lance Craig,CrossFit Porirua,,,,Oceania,Men,,180 kg,,100 kg,180 lb,,,,,,,,,80 kg,
3614,James Schietekat,CrossFit Upington,,,,Africa,Men,,,,115 kg,,,,,,,,,,80 kg,
3620,Eryn Hernandez,Come and Take It CrossFit,,"2023 open
65900th
worldwide",65900th,worldwide,Men,Men,385 lb,,265 lb,455 lb,,,,,,,,,,
3643,Panagiotis Fotinopoulos,CrossFit North Zone,,,,Europe,Men,,190 kg,,140 kg,215 kg,,,2:55,1:56,8:45,,,,110 kg,
3660,Matthew Lowery,Caged CrossFit,,,,North America,Men,,400 lb,,275 lb,505 lb,,,2:18,1:43,7:48,,70,,235 lb,
3673,Matheus Ribeiro,Drone CrossFit,,,,Brazil,Men,,130 kg,,115 kg,150 kg,,,3:34,,,,75,19:58,90 kg,
3675,Matthieu Petitjean,,,,,,,,,,100 kg,160 kg,,,,,,,,,75 kg,
3789,Januario Resende,BXP CrossFit,,,,South America,Men,,345 lb,,255 lb,425 lb,301,,3:14,2:14,,,32,,195 lb,
3816,Keith Barber,Sweat Factory CrossFit,,"2023 open
26306th
worldwide",26306th,worldwide,Men,Men,156 kg,,122 kg,197 kg,,,3:44,3:37,9:38,,37,,103 kg,
3843,Magin Llaneza,CrossFit West Boca,,"2023 quarterfinals
328th
worldwide",328th,worldwide,Men,Men (35-39),435 lb,,300 lb,500 lb,,,2:50,,,,60,,230 lb,
3864,Renato Oliveira,A20s Box CrossFit,,"2023 open
22150th
worldwide",22150th,worldwide,Men,Men,,,,,,,,,,,,19:05,,
3891,Esther Perez Fernandez de Avila,CrossFit La Dehesa,,,,Spain,Women,,100 kg,,60 kg,,,,5:30,7:04,,,,,50 kg,
3910,Martin Sörman,Årsta CrossFit (departed),,"2023 quarterfinals
1653rd
worldwide",1653rd,worldwide,Men,Men (35-39),158 kg,,125 kg,185 kg,,,3:09,2:21,11:01,,,,101 kg,
3913,Daniel Northmore,CrossFit Temple,,"2023 quarterfinals
1635th
Europe",1635th,Europe,Men,Men,200 kg,,130 kg,240 kg,,,2:46,,8:12,,,21:02,90 kg,
3927,Mahmoud Moussa,,,,,Africa,Men,,255 lb,,185 lb,315 lb,,,8:05,6:02,,,23,25:00,135 lb,1:25
3952,Jacob Siemer,CrossFit Upshot,,,,United States,Men,,,,,475 lb,,,,,,,,20:32,,
3977,Alexey Venkov,CrossFit Landshut,,,,Asia,Men,,170 kg,,128 kg,200 kg,,,3:18,2:35,,,30,28:30,100 kg,
3979,Jianchen Luo,CrossFit Squaircle,,,,China,Men,,407 lb,,245 lb,484 lb,,,2:33,2:06,,,,,195 lb,
3992,Michael Rainey,CrossFit 355,,,,North America,Men,,275 lb,,225 lb,370 lb,281,,7:40,5:11,10:40,,21,,185 lb,1:32
3993,Elias Agrell,CrossFit 04320,,,,Sweden,Men,,,,,150 kg,,,,,,,,,,
4045,Tony Lin,Tech City CrossFit,,"2023 open
5369th
worldwide",5369th,worldwide,Men,Men (35-39),385 lb,,315 lb,485 lb,,,2:55,2:54,,,40,,225 lb,0:54
4121,Leandro Mariotto,Porão CrossFit,,,,South America,Men,,130 kg,,90 kg,195 kg,,,,,,,,,60 kg,
4127,Robert Antley,,,"2023 quarterfinals
396th
worldwide",396th,worldwide,Men,Men (45-49),315 lb,76:30,225 lb,440 lb,,32:11,3:55,3:50,9:58,,,,170 lb,
4138,Andy Callus,CrossFit Camberley,,,,Europe,Men,,110 kg,,60 kg,140 kg,,,,,,,12,20:07,53 kg,
4159,Steven Truzzolino,CrossFit Compelled,,,,North America,Men,,285 lb,,195 lb,350 lb,,,,3:14,11:25,,,27:17,125 lb,
4193,David Rindone,CrossFit Cervia,,"2023 quarterfinals
1802nd
Europe",1802nd,Europe,Men,Men,180 kg,,120 kg,210 kg,358,,3:10,4:00,9:57,,45,22:00,100 kg,1:40
4228,Diego Tigert,CrossFit Condado,,,,Panama,Men,,400 lb,,280 lb,385 lb,,,,,,,,,240 lb,1:17
4238,Seth Cash,,,,,North America,Men,,405 lb,,275 lb,560 lb,314,,2:51,1:44,,,83,,215 lb,
4242,Jason Head,,,,,Central East,Men,,345 lb,,205 lb,405 lb,,,,,,,,,,
4279,Patrick Gröller,CrossFit Kaiserwald,,,,Austria,Men,,175 kg,,125 kg,200 kg,,,,,,,,,100 kg,
4311,Chelsey Merkt,,,,,North America,Women,,,,125 lb,,,,,,,,,,90 lb,
4315,Sophie White,CrossFit XI XI,,,,Europe,Women,,93 kg,,65 kg,110 kg,262,,,4:44,,,,,63 kg,
4319,Dania Justice,,,,,South East,Women,,,,110 lb,205 lb,,,,,,,,,80 lb,
4329,Eldon Looker,CrossFit Incinerator,,,,West Coast,Men,,255 lb,,185 lb,325 lb,,,8:51,5:10,,,,,130 lb,
4358,Cooper Lukenda,CrossFit Minneapolis,,"2023 open
59251st
worldwide",59251st,worldwide,Men,Men,270 lb,,215 lb,325 lb,,,5:23,,,,,,165 lb,
4372,Ricky Arnold,,,,,Europe,Men,,150 lb,,95 kg,193 kg,,,,,,,,,70 kg,
4376,Jens Wohlbier,Dropout CrossFit,,"2023 open
22222nd
worldwide",22222nd,worldwide,Men,Men,365 lb,,,485 lb,342,,2:39,2:30,,,,,,
4388,Derek Ludlow,CrossFit Empower,,"2023 open
14643rd
worldwide",14643rd,worldwide,Men,Men (35-39),355 lb,,225 lb,365 lb,,,,,,,,,,
4393,Brian Berdine,GSR CrossFit,,,,United States,Men,,305 lb,,225 lb,425 lb,,,,2:41,,,,24:00,175 lb,
4399,Alexa Vaughn,CrossFit Oviedo,,"2023 quarterfinals
1658th
North America East",1658th,North America East,Women,Women,215 lb,,160 lb,255 lb,,,,3:37,,,,,,
4404,Nick Harris,,,,,,,,315 lb,,240 lb,335 lb,,,,,,,,,190 lb,
4412,Alex Graham,,,,,,,,130 kg,,75 kg,150 kg,,,,,,,,20:57,45 kg,
4416,Chris Rodriguez,CrossFit Quest,,"2023 open
33616th
worldwide",33616th,worldwide,Men,Men,336 lb,,275 lb,450 lb,,,,,,,25,20:00,195 lb,1:00
4421,Layton Poitra,Salty Hive CrossFit,,,,North America,Men,,325 lb,,250 lb,420 lb,,,3:08,,8:50,,,20:34,205 lb,
