,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
92,Shaun Hobson,CrossFit Nitro,,,,Oceania,Men,,180 kg,,130 kg,240 kg,,,2:51,2:06,8:58,,,,98 kg,
96,Courtney Bingham,CrossFit 209 Sport,,"2023 open
724th
worldwide",724th,worldwide,Women,Women,286 lb,,215 lb,,,,,,,,,,185 lb,
102,Marty Skele,CrossFit Caloundra,,,,Oceania,Men,,160 kg,,130 kg,220 kg,,26:03,3:07,1:46,10:48,,,,110 kg,
103,Sean Allen,CrossFit Townsville,,,,Oceania,Men,,160 kg,,115 kg,185 kg,337,24:38,3:17,2:54,8:51,,,,90 kg,
111,Eric Baldwin,CrossFit Oxnard,,"2023 open
583rd
worldwide",583rd,worldwide,Men (60-64),Men (60-64),375 lb,,225 lb,450 lb,345,28:36,6:10,3:30,10:16,,29,,175 lb,
114,Mary White,CrossFit Ankeny,,,,North Central,Women,,195 lb,,130 lb,225 lb,302,,616:00,,,,,,100 lb,
135,Brandon Zapien,CrossFit Crossroads,,,,United States,Men,,300 lb,,235 lb,355 lb,,22:54,3:55,3:58,,,40,23:36,190 lb,
141,Steve Richardson,CrossFit Blade,,"2023 open
14937th
worldwide",14937th,worldwide,Men,Men (35-39),440 lb,,346 lb,515 lb,,26:02,3:53,1:24,9:59,,,28:30,275 lb,
145,Tanya Pease,,,,,Australia,Women,,75 kg,,55 kg,110 kg,,,,,,,8,25:40,35 kg,
167,Thomas McFarland,CrossFit No Boundaries,,"2023 open
308th
worldwide",308th,worldwide,Men (55-59),Men (55-59),285 lb,,185 lb,365 lb,,22:14,3:54,,8:50,,35,22:30,135 lb,1:15
171,Mauri Bell,,,,,Canada West,Women,,200 lb,,120 lb,270 lb,274,24:43,,4:53,,,,24:53,83 lb,
178,Heather Refenes,CrossFit Arlington Heights,,,,North America,Women,,110 kg,,86 kg,310 lb,,,3:31,2:56,,,,,73 kg,
199,Jeremy Wahl,CrossFit Auctus,,"2023 open
3394th
worldwide",3394th,worldwide,Men,Men (40-44),370 lb,,245 lb,415 lb,,,3:55,3:59,,,,23:34,160 lb,
209,Scott Wade,CrossFit Larrikins,,"2023 open
6206th
worldwide",6206th,worldwide,Men,Men (45-49),131 kg,,101 kg,175 kg,282,,5:02,4:01,9:31,,15,,81 kg,1:23
250,Brittany Hogeman,CrossFit Culmination,,,,North America,Women,,305 lb,,215 lb,315 lb,,,,,,,,,168 lb,
251,michael wiekamp,Left Coast CrossFit,,,,North America,Men (60-64),,335 lb,,245 lb,381 lb,357,,3:52,,,,,,170 lb,0:56
253,Josh Kennedy,Tidal CrossFit Danforth,,,,Canada East,Men,,435 lb,,275 lb,485 lb,,,4:49,,,,,,225 lb,
264,Jarrett Cherepak,Undefeated CrossFit,,,,Canada West,Men,,395 lb,,305 lb,500 lb,,,,,,,,,240 lb,
277,Reggie Hoegh,CrossFit Waukee,,,,North America,Men,,420 lb,,315 lb,490 lb,500,,2:11,1:14,6:48,,,18:30,255 lb,
285,Synthia Saya,CrossFit Seven Cities,,"2023 open
1700th
worldwide",1700th,worldwide,Women,Women (40-44),235 lb,62:52,170 lb,335 lb,273,30:26,5:19,2:37,9:55,,20,27:50,130 lb,1:20
343,Andre Bouwer,CrossFit Curium,,,,Africa Middle East,Men,,120 lb,,90 kg,170 lb,,,5:15,3:17,,,,,70 lb,
356,john liolios,,,,,Greece,Men (55-59),,160 kg,,115 kg,180 kg,,,,,,,,23:15,85 kg,
367,Jonas Salzberg,CrossFit Trestad,,"2023 open
10857th
worldwide",10857th,worldwide,Men,Men (45-49),170 kg,,120 kg,207 kg,327,,2:27,2:22,,,41,23:13,85 kg,
378,Caroline Chok,CrossFit Enduro,,"2023 open
7214th
worldwide",7214th,worldwide,Women,Women (45-49),180 lb,,115 lb,215 lb,,,,,,,,29:00,77 lb,
385,Kim Criens,SAS CrossFit,,,,Singapore,Men,,325 lb,,205 lb,465 lb,253,30:10,6:44,4:55,11:22,,27,25:10,155 lb,
387,Rebecca Cunningham,CrossFit Newmarket,,"2023 open
9328th
worldwide",9328th,worldwide,Women,Women (35-39),75 kg,,50 kg,120 kg,236,,10:39,,16:38,,3,,35 kg,
394,Emma Zheng,CrossFit Box Hill,,,,Australia,Women,,,,,,,,,,,,2,,,
397,Morten Trydal,CrossFit Groruddalen,,,,Europe,Men,,157 kg,,120 kg,195 kg,304,,4:00,3:18,,,31,,96 kg,
409,Aleksandr Kravchenko,CrossFit IceBox,,"2023 quarterfinals
53rd
Asia",53rd,Asia,Men,Men,220 kg,,145 kg,250 kg,,,2:33,1:26,,,58,23:10,120 kg,1:04
416,Mark Scriven,CrossFit 8586,,"2023 quarterfinals
1168th
worldwide",1168th,worldwide,Men,Men (40-44),160 kg,,128 kg,210 kg,,29:52,4:30,1:58,9:36,,35,29:35,105 kg,1:12
420,Nicholas Collins,,,,,Central East,Men,,375 lb,,250 lb,425 lb,235,,3:49,,15:19,,42,,220 lb,
425,Cristian Castro,Frecuencia CrossFit,,,,South America,Men,,210 kg,,140 kg,240 kg,,14:19,2:27,,,,52,,115 kg,
428,Jerry Luis,CrossFit Kyalami,,"2023 open
12115th
worldwide",12115th,worldwide,Men,Men (45-49),195 kg,,138 kg,240 kg,293,,,2:57,,,23,,115 kg,
451,Cosimo Giuseppe Scalabrino,,,,,Europe,Men,,150 kg,,120 kg,200 kg,,,3:40,2:11,,,,,95 kg,
454,Claudia Clarkson,CrossFit Connect,,,,Europe,Women,,132 kg,,91 kg,130 kg,319,,,,,,,,65 kg,
455,Philipp Woehrle,COI CrossFit,,,,Europe,Men,,200 kg,,165 kg,240 kg,,,,,,,,19:52,138 kg,
456,Russell Stringer,CrossFit Release,,,,Oceania,Men,,140 kg,,90 kg,167 kg,,,6:22,,,,,20:00,57 kg,1:02
459,Gergő Balog,CrossFit MayFly,,,,Europe,Men,,100 kg,,95 kg,140 kg,,,,,,,,,75 kg,
463,Jonelle Mueller,CrossFit Molesworth,,,,Europe Central,Women,,250 lb,,175 lb,335 lb,275,34:21,6:42,4:02,10:34,,20,26:00,135 lb,1:31
468,Mark O'Halloran,CrossFit 4055,,,,Oceania,Men,,130 kg,,102 kg,160 kg,280,25:50,4:14,3:38,9:30,,21,20:53,77 kg,1:11
475,Tamara Crow,,,,,Australasia,Women,,,,67 kg,120 kg,,,4:48,,,,,,,
479,Matthew Mifsud,CrossFit Chatswood,,"2023 open
4720th
worldwide",4720th,worldwide,Men,Men (35-39),,,130 kg,,,,,,,,,,100 kg,
485,Guðbjartur Magnússon,CrossFit Reykjavík,,"2023 open
10552nd
worldwide",10552nd,worldwide,Men,Men (45-49),,,,,,,,5:00,,,,25:21,,
492,Mallory Berger,CrossFit Loft,,,,North America West,Women,,332 lb,,245 lb,371 lb,,,2:04,,,,51,,180 lb,
499,Alvaro Pargas,CrossFit JWD,,"2023 open
5496th
worldwide",5496th,worldwide,Men,Men (40-44),405 lb,,315 lb,520 lb,404,15:20,3:37,2:15,8:47,,67,,225 lb,
501,Byeong Hun Lee,CrossFit Gangnam,,,,"Korea, Republic of",Men,,245 lb,,,365 lb,,,5:49,,,,61,,135 lb,
502,Justin Andrejic,,,,,Australia,Men,,,,115 kg,185 kg,,,,3:30,8:28,,1,,90 kg,
508,Jakke Mänttäri,XO CrossFit,,"2023 open
516th
worldwide",516th,worldwide,Men (65+),Men (65+),105 kg,,70 kg,145 kg,,,,,,,,,53 kg,
513,Catherine Charlton-Whitaker,Vale CrossFit,,,,Europe,Women,,112 kg,,58 kg,140 kg,295,,,4:50,11:24,,,,43 kg,
525,Amber Leonard,Geaux CrossFit,,"2023 quarterfinals
361st
worldwide",361st,worldwide,Women,Women (35-39),275 lb,,200 lb,305 lb,,,,,,,,,175 lb,
527,Christian Favez,,,,,Europe,Men,,130 kg,,,130 kg,,,,,,,,27:49,60 lb,
537,Nik Boxan,,,,,Europe,Men,,140 kg,,105 kg,160 kg,,,3:33,3:44,9:51,,20,,70 kg,
541,Matthew Reynolds,CrossFit Blue Shark,,,,South Central,Men,,357 lb,,272 lb,450 lb,,,3:31,,10:28,,33,,231 lb,
546,Raye Scott,CrossFit Shrewsbury,,,,North America,Women,,300 lb,,200 lb,315 lb,,,,,,,,,150 lb,
561,Amelie Giguere,CrossFit Rosemont,,,,Canada East,Women,,215 lb,,135 lb,255 lb,,,,,,,,23:52,95 lb,
572,Lena Granlund,,,,,Europe,Women,,,,,105 kg,,,8:04,,,,,,,
581,Stephanie Jackson,CrossFit MPL,,,,United States,Women,,285 lb,,205 lb,305 lb,,,2:55,1:40,8:53,,,,160 lb,
584,Justin Paturel,,,,,,,,300 lb,,,375 lb,,,,,,,,16:38,160 lb,
585,Ryan Wolf,CrossFit Kent Island,,"2023 open
4561st
worldwide",4561st,worldwide,Men,Men (40-44),325 lb,,245 lb,425 lb,377,21:54,3:32,2:05,8:19,,37,21:45,190 lb,1:08
590,Steven Silva,CrossFit Mount Kisco,,,,United States,Men,,,,215 lb,345 lb,,,7:30,3:12,14:49,,,,155 lb,
606,Lindsay Ashby,CrossFit Conquest East,,,,South East,Women,,240 lb,,170 lb,260 lb,307,,,2:27,14:43,,,29:00,145 lb,1:21
628,Valerie Limbert,Ralston Creek CrossFit,,"2023 quarterfinals
243rd
worldwide",243rd,worldwide,Women,Women (35-39),,,,,,,,1:55,8:59,,,25:02,,
630,Matteo Lorini,CrossFit Roveri,,,,Italy,Men,,125 kg,,100 kg,130 kg,232,30:15,7:19,7:10,13:38,,21,27:19,75 kg,1:23
633,Cole Akins,CrossFit New Albany,,"2023 open
5472nd
worldwide",5472nd,worldwide,Men,Men (35-39),380 lb,,245 lb,395 lb,,,4:18,2:25,,,22,,200 lb,
644,Andrea Merritt,CrossFit Lakeland,,"2023 open
12984th
worldwide",12984th,worldwide,Women,Women (35-39),181 lb,,135 lb,211 lb,337,,15:27,,18:32,,10,28:00,87 lb,1:24
645,jason hilkey,,,,,Southern California,Men,,235 lb,,,315 lb,,,,,,,26,,,1:12
646,Lisa LaMotta,CrossFit 908 Central,,,,United States,Women,,250 lb,,125 lb,225 lb,,,,,,,,30:00,90 lb,
658,James Marquis,Lamorinda CrossFit,,"2023 open
351st
worldwide",351st,worldwide,Men (60-64),Men (60-64),,,,325 lb,288,,,4:48,,,,,,
659,Nicole Prochazka,South Nashville CrossFit,,,,United States,Women,,225 lb,,155 lb,265 lb,206,,6:21,3:21,,,,26:24,120 lb,
671,Ryan Barry,,,"2023 quarterfinals
651st
worldwide",651st,worldwide,Men,Men (35-39),350 lb,57:43,275 lb,425 lb,369,19:24,2:32,1:58,7:42,,50,21:30,215 lb,1:11
674,Allie Eisele,,,,,North East,Women,,310 lb,,205 lb,315 lb,,,4:59,2:38,,,,,175 lb,
686,George Caroulis,CrossFit 2 St,,"2023 open
287th
worldwide",287th,worldwide,Men,Men (40-44),405 lb,,295 lb,425 lb,,,2:24,1:57,,,58,17:10,220 lb,0:52
691,Kevin Jackson,New Day CrossFit,,"2023 open
3058th
worldwide",3058th,worldwide,Men,Men (50-54),405 lb,,255 lb,495 lb,333,,4:45,3:14,,,,,185 lb,
696,Zachery Demmer,,,,,North Central,Men,,305 lb,,205 lb,405 lb,256,25:57,,4:17,,,,20:56,150 lb,
700,Marion Muyingo,CrossFit Katla,,,,Europe,Women,,135 kg,,100 kg,135 kg,370,22:42,4:20,2:40,13:05,,12,,81 kg,
705,Alexis Totin,,,,,Central East,Women,,255 lb,,195 lb,305 lb,,,3:56,,9:08,,,,135 lb,
708,Angela Lewis,CrossFit Encompass,,,,South East,Women,,165 lb,,,250 lb,,,,,,,,40:18,,
710,layken cole,,,,,South Central,Women,,200 lb,,135 lb,240 lb,,35:26,6:12,7:26,,,20,29:55,95 lb,1:28
715,Andy Reid,Clyde Coast CrossFit,,,,United Kingdom,Men,,155 kg,,115 kg,230 kg,444,25:03,4:46,2:38,9:56,,26,23:18,100 kg,1:19
717,Laura Boyd,CrossFit South Cobb,,,,North America,Women,,195 lb,,160 lb,265 lb,,29:53,6:55,3:00,11:23,,,,105 lb,
733,Chad Jones,CrossFit 318,,,,United States,Men,,525 lb,,305 lb,545 lb,,,4:44,1:36,9:43,,,21:29,255 lb,1:09
736,Norman Szentmártoni,CrossFit MayFly,,,,Europe,Men,,205 kg,,130 kg,230 kg,,,2:54,,,,,,105 kg,
738,Dan Ziegler,CrossFit Paradox,,,,North America,Men,,308 lb,,235 lb,400 lb,,,4:32,,10:11,,,20:54,190 lb,
751,Justin Guerini,,,,,South East,Men,,315 lb,,235 lb,405 lb,278,,6:45,2:44,,,31,25:43,185 lb,1:24
763,Andres Negrete,,,,,Latin America,Men,,285 lb,,215 lb,395 lb,,,4:04,,,,,,175 lb,
773,Dan Bowser,,,,,,,,110 kg,,102 kg,160 kg,403,36:50,7:12,3:26,9:46,,14,22:17,75 kg,
775,Timothy Long,U Can CrossFit,,,,North America,Men,,385 lb,,295 lb,485 lb,,,3:45,2:08,8:50,,30,21:58,215 lb,
779,Carmen Green,CrossFit Oceano,,"2023 open
266th
worldwide",266th,worldwide,Women (65+),Women (65+),105 lb,,105 lb,185 lb,,,,,,,,,95 lb,
780,John Sweet,getBUILT Chattanooga CrossFit,,"2023 open
3031st
worldwide",3031st,worldwide,Men,Men (45-49),315 lb,,225 lb,400 lb,,,4:59,,,,25,20:44,165 lb,
783,Michael Trow,CrossFit Mana,,,,Oceania,Men,,130 kg,,110 kg,190 kg,,,15:27,5:29,12:57,,14,29:45,70 kg,
788,Cassandra Dennis,Mammoth CrossFit,,,,North America West,Women,,200 lb,,152 lb,215 lb,,,,,,,10,,105 lb,1:40
789,Roland Morales,CrossFit Tribe,,,,North America,Men,,255 lb,,185 lb,315 lb,,,,,,,,,115 lb,
792,Tennil Beuerlein,,,,,North America,Women,,295 lb,,235 lb,355 lb,391,,2:31,1:32,,,50,20:02,190 lb,
802,Duane Barrett,,,,,South Central,Men,,,,195 lb,,,,,,,,,,135 lb,
804,Jacob Hester,Evansville CrossFit,,,,Central East,Men,,440 lb,,305 lb,505 lb,,,2:37,1:53,7:53,,50,,250 lb,1:12
816,Rakhee Patel,CrossFit HardCore West,,"2023 open
7279th
worldwide",7279th,worldwide,Women,Women (40-44),95 lb,,85 lb,200 lb,,,,,11:37,,22,,,1:27
821,Courtney Godwin,,,,,South East,Women,,155 lb,,130 lb,225 lb,229,34:08,,6:10,15:17,,10,,95 lb,1:47
828,Shalyn Dickens,CrossFit Mid-County,,,,South Central,Women,,170 lb,,160 lb,245 lb,,20:24,6:28,,,,44,,130 lb,
833,Travis Topolski,CrossFit Okaloosa,,,,North America,Men,,285 lb,,245 lb,345 lb,348,22:00,3:17,3:19,8:09,,67,,185 lb,
840,Zachary Dylik,Bloodline CrossFit,,"2023 open
42231st
worldwide",42231st,worldwide,Men,Men,,,,,,19:52,,,7:53,,36,,,
841,Michael Ginestra,CrossFit on 18th,,"2023 open
2262nd
worldwide",2262nd,worldwide,Men,Men (35-39),350 lb,,275 lb,405 lb,,,3:40,2:46,9:57,,,,220 lb,
844,Steve Pappas,CrossFit Broadreach,,"2023 open
2309th
worldwide",2309th,worldwide,Men,Men (40-44),,,,,,,,,,,,16:31,,
849,Rachel Morath,CrossFit Linchpin,,,,Europe,Women,,95 kg,,66 kg,115 kg,306,5:40,5:40,2:57,10:18,,18,23:01,55 kg,
853,David Skrabec,CrossFit Hype,,"2023 open
770th
worldwide",770th,worldwide,Men,Men (50-54),,,170 lb,330 lb,,26:26,5:24,5:12,,,,20:58,120 lb,1:15
858,Brian Calder,CrossFit Canmore,,,,Canada,Men,,285 lb,,215 lb,355 lb,,,,,,,,19:41,159 lb,
861,Scott Pifer,Cynergy CrossFit,,"2023 quarterfinals
142nd
worldwide",142nd,worldwide,Men,Men (40-44),415 lb,,305 lb,475 lb,384,26:22,2:29,1:45,7:14,,51,20:22,225 lb,
866,Scott Henton,CrossFit Longview,,,,North America,Men,,335 lb,,280 lb,445 lb,,,2:52,,7:51,,50,20:40,200 lb,
879,James Hoepker,CrossFit Waterbury,,"2023 open
4014th
worldwide",4014th,worldwide,Men,Men (35-39),395 lb,,306 lb,495 lb,321,,3:24,2:09,9:57,,35,24:54,237 lb,
883,Travis DeLano,,,,,South Central,Men,,236 lb,,195 lb,300 lb,,,10:22,,12:41,,27,39:00,135 lb,
886,Thomas Delesia,CrossFit Rapture,,,,North East,Men,,345 lb,,280 lb,420 lb,,,3:31,,8:26,,21,21:20,215 lb,
920,Jesus Lopez,,,,,Latin America,Men,,1 lb,,1 lb,1 lb,,,0:01,0:01,,,999,0:01,1 lb,
922,Beth Petersen,CrossFit Tier1,,,,United States,Women,,225 lb,,145 lb,252 lb,,,3:57,4:11,,,25,,120 lb,
923,CJ Sharpe,CrossFit NWA,,"2023 open
1294th
worldwide",1294th,worldwide,Men,Men (40-44),305 lb,,262 lb,415 lb,304,20:56,4:44,4:15,8:47,,55,25:04,185 lb,
930,Allyssa Imano,,,,,Southern California,Women,,215 lb,,170 lb,215 lb,,,4:11,2:26,,,51,27:23,130 lb,
931,Andres Alejandro,,,,,North East,Men,,,,,,,,5:13,,,,,21:00,,
946,Brian Lee,CrossFit Thornton,,"2023 quarterfinals
623rd
North America West",623rd,North America West,Men,Men,450 lb,,355 lb,525 lb,,,2:07,2:05,,,42,25:00,280 lb,
953,Andrea Dingman,,,,,Canada East,Women,,215 lb,,,275 lb,,,,,,,,,,
977,Nancy Mawire,CrossFit Identity,,"2023 open
616th
worldwide",616th,worldwide,Women,Women (45-49),290 lb,,185 lb,355 lb,,,2:54,2:28,9:27,,,,145 lb,
987,Andrew Kiser,CrossFit 817,,,,North America,Men,,450 lb,,310 lb,500 lb,,,2:45,,,,,,245 lb,0:59
1003,Eduardo Matos,,,,,North America,Men,,,,,,,,,,,,,22:44,,
1006,Lars Rudin,CrossFit Züri Oberland,,,,Europe,Men,,175 kg,,125 kg,230 kg,377,20:20,3:21,2:29,,,,20:52,98 kg,
1007,Brandon Burge,,,,,Central East,Men,,325 lb,,245 lb,405 lb,311,,,2:52,,,,26:02,190 lb,
1008,Jessica Hughes,CrossFit 972,,,,United States,Women,,245 lb,,170 lb,345 lb,327,,3:36,2:45,8:18,,36,,135 lb,
1009,Katherine Gonzalez,,,,,Mid Atlantic,Women,,180 lb,,130 lb,205 lb,,34:19,6:31,,15:22,,15,24:00,85 lb,
1021,Eric To,CrossFit XD,,"2023 open
29134th
worldwide",29134th,worldwide,Men,Men,450 lb,,275 lb,455 lb,323,,2:32,3:12,,,28,22:00,210 lb,
1033,Erik Emery,CrossFit Plant City,,"2023 open
1346th
worldwide",1346th,worldwide,Men,Men (50-54),305 lb,,245 lb,415 lb,,,,,,,32,,185 lb,1:00
1042,Bianca Hilgers-Gallagher,Harbor City CrossFit,,,,United States,Women,,225 lb,,150 lb,250 lb,,40:30,6:04,4:40,11:21,,,26:50,100 lb,1:24
1046,Shahin Naghavi,CrossFit EaDo,,,,North America West,Men,,345 lb,,255 lb,475 lb,299,,4:01,,,,,,175 lb,
1058,ashley McBride,CrossFit XD,,,,South West,Women,,317 lb,,235 lb,395 lb,449,,3:32,1:18,,,25,25:06,195 lb,1:16
1072,Robin Malloy,,,,,North America,Women,,310 lb,,183 lb,315 lb,257,25:52,4:50,2:39,12:04,,15,38:00,130 lb,1:46
1073,Kristina Olack,CrossFit Cornelius,,,,Mid Atlantic,Women,,240 lb,,160 lb,315 lb,272,,,5:15,,,,28:32,100 lb,1:45
1075,Amanda Lopresto,Northwest CrossFit Bellevue,,,,West Coast,Women,,295 lb,,215 lb,350 lb,,,,1:37,,,,27:00,155 lb,
1076,Brandon Asplundh,,,,,North East,Men,,325 lb,,235 lb,355 lb,352,21:30,3:58,,9:40,,43,,185 lb,
1101,James Thorne,,,,,,,,325 lb,,235 lb,420 lb,301,25:50,6:40,3:06,8:28,,28,20:24,185 lb,1:20
1106,Missy Quest,Unbeaten CrossFit,,,,North East,Women,,205 lb,,135 lb,255 lb,,,6:48,4:41,12:14,,15,,110 lb,
1112,Mark James,CrossFit For Glory FishHawk,,,,North America,Men (55-59),,300 lb,,190 lb,355 lb,,,4:49,,9:26,,23,,125 lb,1:07
1128,Tara Billinghurst,CrossFit M2,,,,North America,Women,,180 lb,,,225 lb,,,,,,,10,24:44,85 lb,1:05
1135,Brent Seibert,CrossFit SkyFall,,,,United States,Men,,370 lb,,245 lb,435 lb,311,,5:42,,,,23,,195 lb,
1143,Tash Andrews,,,,,Europe,Women,,105 kg,,60 kg,120 kg,,,,,,,4,,40 kg,
1148,Jonathan Peterson,K3 CrossFit,,,,North America,Men,,300 lb,,230 lb,400 lb,235,,4:30,7:39,,,36,,155 lb,1:31
1158,Mary Ewen,CrossFit NBHD,,"2023 open
77767th
worldwide",77767th,worldwide,Women,Women,160 lb,,120 lb,240 lb,214,,,5:41,,,,31:46,95 lb,
1160,Stian Myrmel,,,,,Europe,Men,,180 kg,,125 kg,210 kg,,,2:24,2:05,,,72,23:48,105 kg,1:00
1169,Britni Calzada,CrossFit Palestine,,,,United States,Women,,180 lb,,130 lb,220 lb,209,,8:25,,10:26,,5,27:58,105 lb,
1182,Emmanuel Dickson,Great Wolf CrossFit,,"2023 open
20799th
worldwide",20799th,worldwide,Men,Men,,,,,,,2:09,,,,,,,
1190,Dan Slaughter,CrossFit Allatoona,,,,United States,Men,,375 lb,,225 lb,425 lb,266,,6:24,2:59,,,,,145 lb,
1211,Nathaniel Isaak,CrossFit 630,,"2023 quarterfinals
1197th
worldwide",1197th,worldwide,Men,Men (40-44),395 lb,,255 lb,500 lb,321,21:48,3:35,,8:39,,,,180 lb,
1223,Mary Miller,,,,,Mid Atlantic,Women,,210 lb,,135 lb,245 lb,,,5:08,,,,,,105 lb,
1233,William Hafferty,Champlain Valley CrossFit,,"2023 open
8258th
worldwide",8258th,worldwide,Men,Men (35-39),305 lb,,220 lb,385 lb,,,4:56,,9:50,,,17:44,175 lb,1:10
1237,Travis Watson,CrossFit Adherence,,,,United States,Men,,395 lb,,285 lb,450 lb,303,,4:17,2:19,10:47,,30,30:00,225 lb,
1243,Matthew Weber,NoCoast CrossFit,,,,North America,Men Lower Extremity,,125 kg,,95 kg,160 kg,267,33:43,6:07,4:41,11:58,,30,24:20,75 kg,1:26
1244,Angela Lyden,CrossFit EXP,,,,North America,Women,,200 lb,,155 lb,275 lb,303,,4:48,,9:50,,26,20:29,100 lb,1:08
1245,Brad Harrison,CrossFit Maitland,,,,Oceania,Men,,131 kg,,90 kg,180 kg,285,,4:47,4:45,9:55,,,,,
1248,Simone Frisoni,CrossFit Little Hell,,,,Europe South,Men,,170 kg,,110 kg,210 kg,,,6:00,,,,,20:00,90 kg,
1256,Kris Martinez,CrossFit Nola 504,,,,South Central,Men,,335 lb,,245 lb,455 lb,365,,,3:01,7:36,,25,19:05,165 lb,
1261,Brian McPheron,,,,,South West,Men,,325 lb,,225 lb,405 lb,237,28:42,7:21,5:24,14:44,,17,,165 lb,
1264,Imre Szilvasi,,,,,Europe,Men,,155 kg,,130 kg,210 kg,,,2:42,2:24,,,50,,100 kg,
1266,James McLaughlan,Five Lakes CrossFit,,"2023 quarterfinals
198th
worldwide",198th,worldwide,Men,Men (35-39),420 lb,,315 lb,500 lb,418,13:12,2:02,1:32,6:42,,80,19:42,250 lb,1:00
1303,William Peer,,,"2023 open
2982nd
worldwide",2982nd,worldwide,Men,Men (40-44),425 lb,,255 lb,400 lb,,,2:57,,8:34,,50,,195 lb,
1310,Michael Whitley,CrossFit Zeal,,,,United States,Men,,365 lb,,245 lb,415 lb,380,,2:34,2:12,8:41,,50,,200 lb,1:12
1336,Mark Hoffman,Downstate CrossFit,,,,North America,Men,,,,,,,,,,,,,21:30,,
1347,Britney Eldredge,Hermes CrossFit,,,,South West,Women,,225 lb,,180 lb,300 lb,,,,,,,27,,130 lb,
1362,Ashley Drabicki,Carpe Diem CrossFit,,,,North America,Women,,350 lb,,245 lb,355 lb,,,,1:50,,,,,180 lb,
1370,Anton Denisov,,,,,Europe,Men,,220 kg,,110 kg,270 kg,,,2:57,2:27,,,43,,62 kg,
1375,Chase Hawkins,,,,,South Central,Men,,345 lb,,225 lb,425 lb,307,30:50,3:52,3:21,8:07,,46,21:25,155 lb,
1394,Chris Durkin,University Place CrossFit,,"2023 open
8264th
worldwide",8264th,worldwide,Men,Men (45-49),255 lb,,185 lb,395 lb,,,,8:37,,,22,22:26,130 lb,1:12
1408,Luke Jump,,,,,Northern California,Men,,300 lb,,255 lb,425 lb,,,,2:24,,,59,,210 lb,
1421,Joe Palmer,CrossFit V16,,,,West Coast,Men,,355 lb,,257 lb,435 lb,308,,4:34,2:08,10:04,,,,200 lb,1:02
1422,Ari Hurst,CrossFit Blackbuck,,"2023 open
29632nd
worldwide",29632nd,worldwide,Women,Women,235 lb,,175 lb,265 lb,,,,2:19,,,,,115 lb,
1425,Arnie Kiddoo,CrossFit Radiate,,,,North America,Men (65+),,,,,270 lb,,,,,,,22,26:31,,
1440,Matthew Allen,,,,,Canada East,Men,,305 lb,,230 lb,405 lb,424,15:36,3:14,2:42,,,55,16:59,170 lb,0:55
1446,Kevin Jordan,,,,,North America,Men,,245 lb,,142 lb,275 lb,214,,10:41,4:19,13:33,,,48:58,105 lb,2:14
1447,Andrew Clark,Dragon CrossFit,,"2023 quarterfinals
171st
worldwide",171st,worldwide,Men,Men (50-54),200 kg,,120 kg,225 kg,,,3:45,,,,,,90 kg,
1460,Jared Cortez,,,,,,,,300 lb,,220 lb,315 lb,333,,,,11:43,,64,,164 lb,1:17
