,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
34,Tony O'Brien,CrossFit Cornelius,,,,Mid Atlantic,Men (60+),,365 lb,,205 lb,405 lb,,,3:23,,,,14,,135 lb,
42,Jessica Scannapieco,Saltwater CrossFit,,,,North America East,Women,,,,145 lb,235 lb,,,,,,,,,105 lb,
49,Nicola Belletti,,,,,United States,Men,,300 lb,,185 lb,295 lb,,,7:56,,12:07,,21,,135 lb,1:12
62,Crissy Perham,King William District CrossFit,,,,North America West,Women,,190 lb,,115 lb,215 lb,232,,,4:37,13:21,,,,95 lb,
98,Shelly Hooter,CrossFit BNA,,,,North America,Women,,225 lb,,155 lb,305 lb,,,5:28,,,,,,105 lb,
103,Thomas Juliano,CrossFit Hygge,,,,United States,Men,,335 lb,,225 lb,355 lb,,,4:41,,11:03,,,,170 lb,
113,Audra Gehan,,,,,North America,Women,,235 lb,,,275 lb,,,,,,,,,,
159,Spencer Shedore,,,,,South Central,Boys (16-17),,240 lb,,190 lb,315 lb,,,,,,,18,19:23,,
208,Michael Bertram,CrossFit Mafia,,"2023 open
25059th
worldwide",25059th,worldwide,Men,Men (35-39),270 lb,,205 lb,325 lb,,,6:02,,12:16,,,,150 lb,1:19
233,Dafne Escalante,,,,,North East,Women,,115 lb,,,140 lb,,,6:01,,,,,,,
259,Sebastian Kimball,,,"2023 open
9988th
worldwide",9988th,worldwide,Men,Men,375 lb,,275 lb,475 lb,,,,,,,,,215 lb,
305,Lynda Doughty,,,,,Canada East,Women,,,,65 lb,150 lb,,,,,,,,,,
339,Brian Sasaki,Blue River CrossFit,,"2023 open
51243rd
worldwide",51243rd,worldwide,Men,Men,405 lb,,275 lb,485 lb,320,,,,,,,23:49,185 lb,
354,Megan Caulkins,Iron Valley CrossFit,,,,West Coast,Women,,230 lb,,153 lb,311 lb,,,,,,,,,105 lb,
370,Faraj Salim-Moussa,CrossFit Willemstad,,,,Europe,Men,,300 lb,,255 lb,405 lb,,,,,,,,,215 lb,
390,Anthony Roberts,CrossFit Sintered,,,,North America,Men,,205 lb,,165 lb,295 lb,,,,,,,,28:14,135 lb,
420,Sonia Mendoza,CrossFit Discernment,,,,North America,Women,,235 lb,,115 lb,245 lb,,,9:41,,,,,58:58,85 lb,
422,Anthony Golembeck,One Life CrossFit,,"2023 quarterfinals
482nd
worldwide",482nd,worldwide,Men,Men (35-39),400 lb,,285 lb,505 lb,,,2:02,2:10,,,62,,225 lb,
464,Heidi Kittredge,CrossFit New Hampshire,,"2023 open
4240th
worldwide",4240th,worldwide,Women,Women (50-54),231 lb,,,305 lb,,,,,,,,,,
484,Chandler Walker,CrossFit Rutherford,,,,North America,Women,,165 lb,,125 lb,200 lb,,,,,,,,,100 lb,
487,Jesus Garcia,CrossFit Nordeast,,,,Southern California,Men,,205 lb,,115 lb,325 lb,,,,,,,,,115 lb,
520,Lucianna Figueiredo,,,"2023 open
37453rd
worldwide",37453rd,worldwide,Women,Women,210 lb,,150 lb,245 lb,,,,,,,,24:00,125 lb,4:00
527,Andrea Guevara,,,,,Latin America,Women,,95 lb,,65 lb,135 lb,,,,,,,,,55 lb,
530,Katie Shank,CrossFit Exemplify,,"2023 quarterfinals
723rd
North America East",723rd,North America East,Women,Women,295 lb,,205 lb,360 lb,331,,3:59,1:35,9:20,,31,25:59,160 lb,1:26
557,Jessica Eichhorst,CrossFit Attila,,,,North America,Women,,265 lb,,155 lb,340 lb,,,4:50,2:32,,,,,115 lb,
567,Erik Petursson,Paradiso CrossFit,,,,North America West,Men,,,,225 lb,,,,7:00,4:00,,,,17:30,,60:00
592,David Simmons,Jefferson State CrossFit,,,,United States,Men,,245 lb,,185 lb,315 lb,302,20:16,4:34,5:01,8:37,,37,22:43,140 lb,1:06
616,Lyndzey Scarbrough,CrossFit 903,,,,United States,Women,,280 lb,,145 lb,305 lb,,,,,,,,,,
628,Chase DeAlba,CrossFit Dunbar Cave Lab,,,,North America,Men,,171 kg,,105 kg,202 kg,,,,,,,,,82 kg,
645,Lorena Portillo,CrossFit Tigers Den,,"2023 open
50487th
worldwide",50487th,worldwide,Women,Women,,,,275 lb,,,,4:37,,,2,,128 lb,
660,Alex Prieto,CrossFit Colmenar Viejo,,,,Europe,Men,,200 kg,,120 kg,250 kg,,,3:40,,,,,,100 kg,0:59
762,Anthony Oh,,,,,North Central,Men,,390 lb,,235 lb,405 lb,308,16:57,2:53,2:26,7:46,,,,185 lb,1:10
769,Roy Moenich,MidState CrossFit,,"2023 open
2281st
worldwide",2281st,worldwide,Men,Men (50-54),215 lb,,175 lb,340 lb,242,,6:29,7:32,11:42,,,23:52,115 lb,1:18
824,Whitney Myrick,CrossFit Loud City,,,,North America West,Women (55-59),,175 lb,,95 lb,255 lb,,,4:29,,11:42,,4,25:30,45 lb,
866,David Flores,ESTLR CrossFit,,,,North America,Men,,325 lb,,205 lb,395 lb,320,,4:14,,9:28,,,,150 lb,
873,Ruiqi Dong,CrossFit Fancy,,,,Asia,Women,,140 lb,,100 lb,178 lb,,,,,,,12,,75 lb,
880,Mark Davis,Die Empty CrossFit,,,,North America,Men (55-59),,350 lb,,215 lb,350 lb,,,4:28,,,,,,150 lb,
884,Sondra Caposio,Block CrossFit,,"2023 open
280th
worldwide",280th,worldwide,Women (60-64),Women (60-64),135 lb,,105 lb,210 lb,,,,,,,,24:18,,
927,Kortney Cooper,Blue Crab CrossFit,,,,North America,Women,,200 lb,,150 lb,275 lb,,,5:03,3:17,10:12,,,31:05,120 lb,
949,Clementina Villarreal,,,,,South Central,Women,,260 lb,,140 lb,285 lb,,,,,,,,,95 lb,
966,Krizy See,Wetherill Park CrossFit,,,,Oceania,Men,,124 kg,,80 kg,174 kg,,,,,,,,,50 kg,
972,Margo Cobb,CrossFit Celsius,,"2023 open
2617th
worldwide",2617th,worldwide,Women,Women (50-54),155 lb,,,180 lb,,,,,,,,,,
999,Megan Brooks,CrossFit West Seattle,,"2023 open
14291st
worldwide",14291st,worldwide,Women,Women,180 lb,,135 lb,255 lb,,,,3:32,,,10,23:58,110 lb,
1061,Kevin McCabe,CrossFit Kokua,,,,United States,Men,,295 lb,,200 lb,355 lb,268,26:07,4:31,3:35,10:13,,17,,135 lb,
1132,Robert Sporleder,,,,,Southern California,Men,,330 lb,,235 lb,405 lb,,,4:45,,10:01,,,,200 lb,
1141,Elizabeth Hagan,CrossFit 2C,,"2023 open
7299th
worldwide",7299th,worldwide,Women,Women (35-39),183 lb,,125 lb,230 lb,,,,,,,8,,100 lb,
1144,Mattaya Sima,CrossFit CFPT,,,,Thailand,Women,,80 kg,,,90 kg,,,,,,,,,,
