,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
22,Antoine Marque,Farmer CrossFit,,"2023 open
34874th
worldwide",34874th,worldwide,Men,Men,138 kg,,115 kg,210 kg,,,5:06,7:04,,,,21:50,92 kg,
36,Luis Valle Nicolau,,,,,Europe,Men,,180 kg,,120 kg,195 kg,,,3:19,,,,,,100 kg,
51,Jamie Lindqvist,,,,,Europe,Men,,,,105 kg,210 kg,,,,,,,,,80 kg,
56,Anael Barbagallo,Natural Spirit CrossFit,,,,Europe,Men,,140 kg,,110 kg,,,,2:30,,,,,,85 kg,
77,Lachlan Macpherson,CrossFit Active,,"2023 open
7965th
worldwide",7965th,worldwide,Men,Men (35-39),130 kg,,105 kg,190 kg,309,30:12,5:42,3:24,9:46,,16,21:43,82 kg,1:23
87,Heong W. Leng,CrossFit 3000,,"2023 open
1371st
worldwide",1371st,worldwide,Men,Men (45-49),120 kg,,90 kg,120 kg,,22:30,4:35,,,,31,22:30,73 kg,1:30
89,Ocean Oosthuizen,RTF CrossFit Krugersdorp,,"2023 quarterfinals
53rd
Africa",53rd,Africa,Women,Women,118 kg,,88 kg,140 kg,,,,1:49,,,,,70 kg,
107,Jason Doherty,CrossFit Gonzo,,,,United States,Men,,390 lb,,265 lb,485 lb,344,,3:53,2:48,10:52,,,24:11,240 lb,
117,Gabriele Ranciaro,CrossFit Sant Elena,,,,Europe,Men,,108 kg,,,152 kg,,,,,15:23,,35,20:20,83 kg,1:17
120,Josh Nisbet,CrossFit Abode,,,,Australia,Men,,200 kg,,110 kg,225 kg,,,,4:45,,,,,80 kg,1:13
141,Chris Bragg,,,,,,,,,,,,,,30:00,,,,,,,1:17
167,John Paul Figueroa,CrossFit Fig,,"2023 open
11024th
worldwide",11024th,worldwide,Men,Men (35-39),365 lb,,295 lb,475 lb,339,,2:57,1:58,8:49,,45,19:21,215 lb,1:05
170,Carlos Gomes,CrossFit Iron Lion,,"2023 open
3955th
worldwide",3955th,worldwide,Men,Men (35-39),130 kg,,96 kg,170 kg,,,,,7:52,,,,80 kg,
177,Gianluca Granato,11k CrossFit,,,,Europe,Men,,326 lb,,258 lb,360 lb,,,,,,,,,208 lb,
188,Matti Parojärvi,CrossFit 40100,,,,Finland,Men,,165 kg,,115 kg,225 kg,,,2:30,,,,52,,90 kg,
194,Lennart Rosburg,,,,,Europe,Men,,60 kg,,40 kg,100 kg,,50:00,10:00,10:00,10:00,,,,20 kg,
219,Luke Gosper,CrossFit ChasingBetter,,"2023 quarterfinals
204th
worldwide",204th,worldwide,Men,Men (35-39),180 kg,,115 kg,,,,2:46,,,,40,,90 kg,
222,Kerry Mihalik,,,"2023 open
1624th
worldwide",1624th,worldwide,Women (60-64),Women (60-64),,,125 lb,195 lb,,,,,,,,24:38,,
237,Kelly Knapp,NOBO CrossFit,,,,North America,Women,,,,125 lb,315 lb,,,,5:00,,,,,,
269,Laurie Jackson,Wildcat CrossFit,,,,United States,Women,,225 lb,,130 lb,240 lb,,,4:45,,10:26,,,,95 lb,
281,Jacqui Lingler,CrossFit Distinction,,,,North America East,Women,,185 lb,,130 lb,205 lb,,,,,,,,,,
