pc11_state_id,pc11_district_id,new_cases,new_deaths,total_cases,total_deaths,date
01,011,0,0,0,0,03mar2020
01,011,0,0,0,0,04mar2020
01,011,0,0,0,0,05mar2020
01,011,0,0,0,0,06mar2020
01,011,0,0,0,0,07mar2020
01,011,0,0,0,0,08mar2020
01,011,0,0,0,0,09mar2020
01,011,0,0,0,0,10mar2020
01,011,0,0,0,0,11mar2020
01,011,0,0,0,0,12mar2020
01,011,0,0,0,0,13mar2020
01,011,0,0,0,0,14mar2020
01,011,0,0,0,0,15mar2020
01,011,0,0,0,0,16mar2020
01,011,0,0,0,0,17mar2020
01,011,0,0,0,0,18mar2020
01,011,0,0,0,0,19mar2020
01,011,0,0,0,0,20mar2020
01,011,0,0,0,0,21mar2020
01,011,0,0,0,0,22mar2020
01,011,0,0,0,0,23mar2020
01,011,0,0,0,0,24mar2020
01,011,0,0,0,0,25mar2020
01,011,0,0,0,0,26mar2020
01,011,0,0,0,0,27mar2020
01,011,0,0,0,0,28mar2020
01,011,0,0,0,0,29mar2020
01,011,0,0,0,0,30mar2020
01,011,0,0,0,0,31mar2020
01,011,0,0,0,0,01apr2020
01,011,0,0,0,0,02apr2020
01,011,0,0,0,0,03apr2020
01,011,0,0,0,0,04apr2020
01,011,0,0,0,0,05apr2020
01,011,0,0,0,0,06apr2020
01,011,0,0,0,0,07apr2020
01,011,0,0,0,0,08apr2020
01,011,1,0,1,0,09apr2020
01,011,1,0,2,0,10apr2020
01,011,0,0,2,0,11apr2020
01,011,3,0,5,0,12apr2020
01,011,0,0,5,0,13apr2020
01,011,0,0,5,0,14apr2020
01,011,8,0,13,0,15apr2020
01,011,1,0,14,0,16apr2020
01,011,0,0,14,0,17apr2020
01,011,0,0,14,0,18apr2020
01,011,0,0,14,0,19apr2020
01,011,0,0,14,0,20apr2020
01,011,0,0,14,0,21apr2020
01,011,0,0,14,0,22apr2020
01,011,0,0,14,0,23apr2020
01,011,0,0,14,0,24apr2020
01,011,0,0,14,0,25apr2020
01,011,0,0,14,0,26apr2020
01,012,0,0,0,0,30jan2020
01,012,0,0,0,0,02feb2020
01,012,0,0,0,0,03feb2020
01,012,0,0,0,0,02mar2020
01,012,0,0,0,0,03mar2020
01,012,0,0,0,0,04mar2020
01,012,0,0,0,0,05mar2020
01,012,0,0,0,0,06mar2020
01,012,0,0,0,0,07mar2020
01,012,0,0,0,0,08mar2020
01,012,0,0,0,0,09mar2020
01,012,0,0,0,0,10mar2020
01,012,0,0,0,0,11mar2020
01,012,0,0,0,0,12mar2020
01,012,0,0,0,0,13mar2020
01,012,0,0,0,0,14mar2020
01,012,0,0,0,0,15mar2020
01,012,0,0,0,0,16mar2020
01,012,0,0,0,0,17mar2020
01,012,0,0,0,0,18mar2020
01,012,0,0,0,0,19mar2020
01,012,0,0,0,0,20mar2020
01,012,0,0,0,0,21mar2020
01,012,0,0,0,0,22mar2020
01,012,0,0,0,0,23mar2020
01,012,0,0,0,0,24mar2020
01,012,0,0,0,0,25mar2020
01,012,0,0,0,0,26mar2020
01,012,0,0,0,0,27mar2020
01,012,0,0,0,0,28mar2020
01,012,0,0,0,0,29mar2020
01,012,0,0,0,0,30mar2020
01,012,0,0,0,0,31mar2020
01,012,0,0,0,0,01apr2020
01,012,0,0,0,0,02apr2020
01,012,0,0,0,0,03apr2020
01,012,0,0,0,0,04apr2020
01,012,0,0,0,0,05apr2020
01,012,0,0,0,0,06apr2020
01,012,0,0,0,0,07apr2020
01,012,3,0,3,0,08apr2020
01,012,0,0,3,0,09apr2020
01,012,0,0,3,0,10apr2020
01,012,0,0,3,0,11apr2020
01,012,0,0,3,0,12apr2020
01,012,0,0,3,0,13apr2020
01,012,0,0,3,0,14apr2020
01,012,0,0,3,0,15apr2020
01,012,0,0,3,0,16apr2020
01,012,0,0,3,0,17apr2020
01,012,0,0,3,0,18apr2020
01,012,0,0,3,0,19apr2020
01,012,0,0,3,0,20apr2020
01,012,0,0,3,0,21apr2020
01,012,0,0,3,0,22apr2020
01,012,0,0,3,0,23apr2020
01,012,0,0,3,0,24apr2020
01,012,0,0,3,0,25apr2020
01,012,0,0,3,0,26apr2020
01,013,0,0,0,0,30jan2020
01,013,0,0,0,0,02feb2020
01,013,0,0,0,0,03feb2020
01,013,0,0,0,0,02mar2020
01,013,0,0,0,0,03mar2020
01,013,0,0,0,0,04mar2020
01,013,0,0,0,0,05mar2020
01,013,0,0,0,0,06mar2020
01,013,0,0,0,0,07mar2020
01,013,0,0,0,0,08mar2020
01,013,0,0,0,0,09mar2020
01,013,0,0,0,0,10mar2020
01,013,0,0,0,0,11mar2020
01,013,0,0,0,0,12mar2020
01,013,0,0,0,0,13mar2020
01,013,0,0,0,0,14mar2020
01,013,0,0,0,0,15mar2020
01,013,0,0,0,0,16mar2020
01,013,0,0,0,0,17mar2020
01,013,0,0,0,0,18mar2020
01,013,0,0,0,0,19mar2020
01,013,0,0,0,0,20mar2020
01,013,0,0,0,0,21mar2020
01,013,0,0,0,0,22mar2020
01,013,0,0,0,0,23mar2020
01,013,0,0,0,0,24mar2020
01,013,0,0,0,0,25mar2020
01,013,0,0,0,0,26mar2020
01,013,0,0,0,0,27mar2020
01,013,0,0,0,0,28mar2020
01,013,0,0,0,0,29mar2020
01,013,2,0,2,0,30mar2020
01,013,0,0,2,0,31mar2020
01,013,0,0,2,0,01apr2020
01,013,0,0,2,0,02apr2020
01,013,0,0,2,0,03apr2020
01,013,0,0,2,0,04apr2020
01,013,0,0,2,0,05apr2020
01,013,0,0,2,0,06apr2020
01,013,0,0,2,0,07apr2020
01,013,2,0,4,0,08apr2020
01,013,10,0,14,0,09apr2020
01,013,0,0,14,0,10apr2020
01,013,0,0,14,0,11apr2020
01,013,0,0,14,0,12apr2020
01,013,0,0,14,0,13apr2020
01,013,0,0,14,0,14apr2020
01,013,0,0,14,0,15apr2020
01,013,0,0,14,0,16apr2020
01,013,3,0,17,0,17apr2020
01,013,5,0,22,0,18apr2020
01,013,0,0,22,0,19apr2020
01,013,0,0,22,0,20apr2020
01,013,10,0,32,0,21apr2020
01,013,14,0,46,0,22apr2020
01,013,9,0,55,0,23apr2020
01,013,5,0,60,0,24apr2020
01,013,3,0,63,0,25apr2020
01,013,0,0,63,0,26apr2020
01,014,0,0,0,0,30jan2020
01,014,0,0,0,0,02feb2020
01,014,0,0,0,0,03feb2020
01,014,0,0,0,0,02mar2020
01,014,0,0,0,0,03mar2020
01,014,0,0,0,0,04mar2020
01,014,0,0,0,0,05mar2020
01,014,0,0,0,0,06mar2020
01,014,0,0,0,0,07mar2020
01,014,0,0,0,0,08mar2020
01,014,0,0,0,0,09mar2020
01,014,0,0,0,0,10mar2020
01,014,0,0,0,0,11mar2020
01,014,0,0,0,0,12mar2020
01,014,0,0,0,0,13mar2020
01,014,0,0,0,0,14mar2020
01,014,0,0,0,0,15mar2020
01,014,0,0,0,0,16mar2020
01,014,0,0,0,0,17mar2020
01,014,0,0,0,0,18mar2020
01,014,0,0,0,0,19mar2020
01,014,0,0,0,0,20mar2020
01,014,0,0,0,0,21mar2020
01,014,0,0,0,0,22mar2020
01,014,0,0,0,0,23mar2020
01,014,0,0,0,0,24mar2020
01,014,0,0,0,0,25mar2020
01,014,0,0,0,0,26mar2020
01,014,0,0,0,0,27mar2020
01,014,0,0,0,0,28mar2020
01,014,0,0,0,0,29mar2020
01,014,0,0,0,0,30mar2020
01,014,0,0,0,0,31mar2020
01,014,0,0,0,0,01apr2020
01,014,0,0,0,0,02apr2020
01,014,0,0,0,0,03apr2020
01,014,0,0,0,0,04apr2020
01,014,0,0,0,0,05apr2020
01,014,0,0,0,0,06apr2020
01,014,0,0,0,0,07apr2020
01,014,0,0,0,0,08apr2020
01,014,0,0,0,0,09apr2020
01,014,0,0,0,0,10apr2020
01,014,0,0,0,0,11apr2020
01,014,0,0,0,0,12apr2020
01,014,0,0,0,0,13apr2020
01,014,0,0,0,0,14apr2020
01,014,0,0,0,0,15apr2020
01,014,0,0,0,0,16apr2020
01,014,0,0,0,0,17apr2020
01,014,2,0,2,0,18apr2020
01,014,0,0,2,0,19apr2020
01,014,5,0,7,0,20apr2020
01,014,0,0,7,0,21apr2020
01,014,1,0,8,0,22apr2020
01,014,7,0,15,0,23apr2020
01,014,0,0,15,0,24apr2020
01,014,21,0,36,0,25apr2020
01,014,11,0,47,0,26apr2020
01,015,0,0,0,0,30jan2020
01,015,0,0,0,0,02feb2020
01,015,0,0,0,0,03feb2020
01,015,0,0,0,0,02mar2020
01,015,0,0,0,0,03mar2020
01,015,0,0,0,0,04mar2020
01,015,0,0,0,0,05mar2020
01,015,0,0,0,0,06mar2020
01,015,0,0,0,0,07mar2020
01,015,0,0,0,0,08mar2020
01,015,0,0,0,0,09mar2020
01,015,0,0,0,0,10mar2020
01,015,0,0,0,0,11mar2020
01,015,0,0,0,0,12mar2020
01,015,0,0,0,0,13mar2020
01,015,0,0,0,0,14mar2020
01,015,0,0,0,0,15mar2020
01,015,0,0,0,0,16mar2020
01,015,0,0,0,0,17mar2020
01,015,0,0,0,0,18mar2020
01,015,0,0,0,0,19mar2020
01,015,0,0,0,0,20mar2020
01,015,0,0,0,0,21mar2020
01,015,0,0,0,0,22mar2020
01,015,0,0,0,0,23mar2020
01,015,0,0,0,0,24mar2020
01,015,0,0,0,0,25mar2020
01,015,0,0,0,0,26mar2020
01,015,0,0,0,0,27mar2020
01,015,0,0,0,0,28mar2020
01,015,0,0,0,0,29mar2020
01,015,0,0,0,0,30mar2020
01,015,0,0,0,0,31mar2020
01,015,0,0,0,0,01apr2020
01,015,0,0,0,0,02apr2020
01,015,0,0,0,0,03apr2020
01,015,0,0,0,0,04apr2020
01,015,0,0,0,0,05apr2020
01,015,0,0,0,0,06apr2020
01,015,0,0,0,0,07apr2020
01,015,0,0,0,0,08apr2020
01,015,0,0,0,0,09apr2020
01,015,3,0,3,0,10apr2020
01,015,0,0,3,0,11apr2020
01,015,1,0,4,0,12apr2020
01,015,1,0,5,0,13apr2020
01,015,0,0,5,0,14apr2020
01,015,0,0,5,0,15apr2020
01,015,0,0,5,0,16apr2020
01,015,0,0,5,0,17apr2020
01,015,0,0,5,0,18apr2020
01,015,1,0,6,0,19apr2020
01,015,0,0,6,0,20apr2020
01,015,0,0,6,0,21apr2020
01,015,0,0,6,0,22apr2020
01,015,0,0,6,0,23apr2020
01,015,0,0,6,0,24apr2020
