road,id,name,lat,lon,model_type,condition,length,,,
N2,1346,roadLRP176,24.54154949,91.60350981,link,A,980.22,,,
N208,1716,LRP017,24.54237844,91.87531618,bridge,A,10.225,,,
N2,1347,LRP177,24.54553077,91.60511435,bridge,A,74.86,,,
N207,1656,roadLRP053,24.54605115,91.72944798,link,A,3132.5,,,
N208,1717,roadLRP017,24.54964689,91.87868109,link,A,1777.775,,,
N2,1348,roadLRP177,24.55029864,91.6048991,link,A,988.24,,,
N2,1349,LRP178,24.55506651,91.60468385,bridge,A,1.5,,,
N208,1718,LRP019,24.55691533,91.88204599,bridge,A,22,,,
N2,1350,roadLRP178,24.55859166,91.60381629,link,A,837.6666667,,,
N207,1657,LRP056,24.55906971,91.72506215,bridge,A,20.2,,,
N207,1658,roadLRP056,24.56132174,91.7238262,link,A,524.8,,,
N2,1351,LRP179,24.56211681,91.60294872,bridge,A,15.33333333,,,
N208,1719,roadLRP019,24.56355467,91.88468117,link,A,1565.333333,,,
N207,1659,LRP057,24.56357377,91.72259025,bridge,A,14,,,
N2,1352,roadLRP179,24.56658541,91.60264509,link,A,825.6666667,,,
N208,1720,LRP020,24.57019402,91.88731636,bridge,A,19.1,,,
N207,1660,roadLRP057,24.57056922,91.71513271,link,A,3176,,,
N2,1353,LRP180,24.57105402,91.60234146,bridge,A,10,,,
N208,1721,roadLRP020,24.57348217,91.88881824,link,A,737.5666667,,,
N207,1665,LRP062,24.57615747,91.69200535,bridge,A,3.5,,,
N2,1354,roadLRP180,24.57633134,91.60055287,link,A,1266.533333,,,
N207,1664,roadLRP061,24.57648504,91.69399077,link,A,389.2,,,
N208,1722,LRP021,24.57677032,91.89032013,bridge,A,3,,,
N207,1663,LRP061,24.5768126,91.69597619,bridge,A,43.46666667,,,
N207,1662,roadLRP060,24.57718864,91.70182568,link,A,1225.833333,,,
N207,1661,LRP060,24.57756468,91.70767517,bridge,A,4.5,,,
N207,1666,roadLRP062,24.57859182,91.6897351,link,A,883.5,,,
N207,1667,LRP063,24.58102617,91.68746484,bridge,A,12.85,,,
N2,1355,LRP181,24.58160866,91.59876428,bridge,A,28.68,,,
N208,1723,roadLRP021,24.58244657,91.89256858,link,A,1405.5,,,
N2,1356,roadLRP181,24.58519205,91.59983497,link,A,828.4533333,,,
N207,1668,roadLRP063,24.58527908,91.68568891,link,A,1082.15,,,
N208,1724,LRP022,24.58812282,91.89481703,bridge,A,3.1,,,
N2,1357,LRP182,24.58877543,91.60090565,bridge,A,3.343333333,,,
N207,1669,LRP064,24.58953199,91.68391297,bridge,A,101.6,,,
N208,1725,roadLRP022,24.5911813,91.89647884,link,A,750.7333333,,,
N2,1358,roadLRP182,24.59201769,91.60375999,link,A,1063.656667,,,
N207,1670,roadLRP064,24.59204479,91.68263416,link,A,567.4,,,
N208,1726,LRP023,24.59423978,91.89814064,bridge,A,5.233333333,,,
N207,1671,LRP065,24.59455758,91.68135534,bridge,B,18.4,,,
N2,1359,LRP183,24.59525994,91.60661433,bridge,A,3.066666667,,,
N208,1727,roadLRP023,24.59794215,91.89938416,link,A,895.4333333,,,
N2,1360,roadLRP183,24.59831768,91.61113422,link,A,1238.6,,,
N207,1672,roadLRP065,24.60085631,91.68047253,link,B,1392.6,,,
N2,1361,LRP184,24.60137541,91.61565411,bridge,A,38,,,
N208,1728,LRP024,24.60164453,91.90062767,bridge,A,7.4,,,
N2,1362,roadLRP184,24.60319263,91.61727878,link,A,484,,,
N2,1363,LRP185,24.60500985,91.61890345,bridge,A,5.1,,,
N208,1729,roadLRP024,24.60571635,91.90240888,link,A,973.6,,,
N207,1673,LRP066,24.60715503,91.67958973,bridge,A,3,,,
N2,1364,roadLRP185,24.60837847,91.62410364,link,A,1306.1,,,
N208,1730,LRP025,24.60978816,91.90419009,bridge,A,21.9875,,,
N2,1365,LRP186,24.61174709,91.62930384,bridge,A,26.8,,,
N208,1731,roadLRP025,24.61199131,91.90508863,link,A,519.0125,,,
N2,1366,roadLRP186,24.61235362,91.63606468,link,A,1417,,,
N2,1367,LRP187,24.61296014,91.64282552,bridge,A,15,,,
N2,1368,roadLRP187,24.61351736,91.64644436,link,A,741,,,
N2,1369,LRP188,24.61407458,91.6500632,bridge,A,9.3,,,
N208,1732,LRP026,24.61419446,91.90598716,bridge,A,3,,,
N207,1674,roadLRP066,24.61489153,91.67884059,link,A,1797,,,
N2,1370,roadLRP188,24.61531787,91.65440793,link,A,915.7,,,
N2,1371,LRP189,24.61656116,91.65875266,bridge,A,30,,,
N2,1372,roadLRP189,24.61993201,91.66405151,link,A,1314,,,
N208,1733,roadLRP026,24.62009336,91.9072575,link,A,1279,,,
N207,1675,LRP068,24.62262803,91.67809144,bridge,A,6,,,
N2,1373,LRP190,24.62330286,91.66935035,bridge,A,16.725,,,
N2,1374,roadLRP190,24.62405244,91.67111457,link,A,383.275,,,
N207,1676,roadLRP068,24.62448037,91.67780927,link,A,419,,,
N2,1375,LRP191,24.62480202,91.67287879,bridge,A,4,,,
N208,1734,LRP027,24.62599226,91.90852784,bridge,A,12.15,,,
N207,1677,LRPE,24.6263327,91.6775271,sourcesink,K,1,,,
N2,1376,roadLRP191,24.62683507,91.6756576,link,A,802,,,
N2,1377,LRP192,24.62886812,91.67843641,bridge,C,282.35,,,
N208,1735,roadLRP027,24.63001464,91.91039009,link,A,1068.85,,,
N208,1736,LRP028,24.63403702,91.91225234,bridge,A,4.175,,,
N2,1378,roadLRP192,24.63519543,91.68440759,link,C,1619.65,,,
N208,1737,roadLRP028,24.63792517,91.91422849,link,A,971.075,,,
N2,1379,LRP193,24.64152274,91.69037878,bridge,C,160.275,,,
N208,1738,LRP029,24.64181331,91.91620463,bridge,A,16.175,,,
N2,1380,roadLRP193,24.64496529,91.69407172,link,C,920.725,,,
N208,1739,roadLRP029,24.64520162,91.91752813,link,A,823.075,,,
N2,1381,LRP194,24.64840784,91.69776467,bridge,A,25.45,,,
N208,1740,LRP030,24.64858992,91.91885164,bridge,A,3.8,,,
N208,1741,roadLRP030,24.65184823,91.9214638,link,A,947.2,,,
N2,1382,roadLRP194,24.65252161,91.70245577,link,A,1317.55,,,
N208,1742,LRP031,24.65510654,91.92407596,bridge,A,3.75,,,
N2,1383,LRP196,24.65663539,91.70714688,bridge,A,2,,,
N2,1384,roadLRP196,24.65970775,91.70924634,link,A,815,,,
N208,1743,roadLRP031,24.65988609,91.92505814,link,A,1136,,,
N2,1385,LRP197,24.66278012,91.7113458,bridge,A,62.85,,,
N208,1744,LRP032,24.66466563,91.92604032,bridge,A,14.7,,,
N2,1386,roadLRP197,24.66672054,91.71321474,link,A,888.15,,,
N208,1745,roadLRP032,24.66706833,91.92703077,link,A,582.55,,,
N208,1746,LRP033,24.66947104,91.92802122,bridge,A,3,,,
N2,1387,LRP198,24.67066097,91.71508368,bridge,A,22,,,
N2,1388,roadLRP198,24.67514612,91.71871459,link,A,1247.5,,,
N208,1747,roadLRP033,24.67528947,91.92914888,link,A,1329.75,,,
N2,1389,LRP199,24.67963127,91.72234549,bridge,A,13.85,,,
N208,1748,LRP034,24.68110791,91.93027653,bridge,A,3.8,,,
N2,1390,roadLRP199,24.68317797,91.7233679,link,A,809.65,,,
N208,1749,roadLRP034,24.68485581,91.93087324,link,A,864.75,,,
N2,1391,LRP200,24.68672468,91.72439032,bridge,A,17.33333333,,,
N208,1750,LRP035,24.68860372,91.93146995,bridge,A,4.8,,,
N2,1392,roadLRP200,24.69094048,91.72537765,link,A,952.1666667,,,
N208,1751,roadLRP035,24.6922309,91.93191241,link,A,882.9,,,
N2,1393,LRP201,24.69515629,91.72636498,bridge,A,2.25,,,
N208,1752,LRP036,24.69585808,91.93235488,bridge,A,134.925,,,
N2,1394,roadLRP201,24.69897385,91.72796131,link,A,912.25,,,
N2,1395,LRP202,24.70279141,91.72955763,bridge,A,3,,,
N208,1753,roadLRP036,24.70494768,91.93042151,link,A,1989.575,,,
N2,1396,roadLRP202,24.70624691,91.73379705,link,A,1148,,,
N2,1397,LRP203,24.70970242,91.73803648,bridge,A,8.2,,,
N208,1754,LRP038,24.71403728,91.92848814,bridge,B,123.785,,,
N2,1398,roadLRP203,24.7162309,91.74546636,link,A,2113.8,,,
N208,1755,roadLRP038,24.72196886,91.92794523,link,B,1662.215,,,
N2,1399,LRP205,24.72275937,91.75289624,bridge,A,3,,,
N2,1400,roadLRP205,24.72564011,91.75721377,link,A,1081,,,
N2,1401,LRP206,24.72852085,91.76153129,bridge,A,7.2,,,
N208,1756,LRP039,24.72990044,91.92740232,bridge,A,5.7,,,
N2,1402,roadLRP206,24.73111908,91.76510415,link,A,925.8,,,
N2,1403,LRP207,24.73371731,91.76867702,bridge,A,4.125,,,
N208,1757,roadLRP039,24.73559502,91.92551349,link,A,1304.3,,,
N2,1404,roadLRP207,24.73881561,91.77282629,link,A,1467.875,,,
N208,1758,LRP041,24.7412896,91.92362467,bridge,B,50.7625,,,
N2,1405,LRP209,24.74391392,91.77697555,bridge,A,2,,,
N208,1759,roadLRP041,24.74639382,91.92181041,link,B,1165.2375,,,
N2,1406,roadLRP209,24.74826853,91.77922356,link,A,1067,,,
N208,1760,LRP042,24.75149803,91.91999615,bridge,B,36.4,,,
N2,1407,LRP210,24.75262314,91.78147158,bridge,A,1.5,,,
N208,1761,roadLRP042,24.75870977,91.91757994,link,B,1633.6,,,
N2,1408,roadLRP210,24.75909981,91.78239963,link,A,1480.5,,,
N2,1409,LRP211,24.76557649,91.78332769,bridge,A,3.533333333,,,
N208,1762,LRP044,24.76592151,91.91516373,bridge,A,30.65,,,
N208,1763,roadLRP044,24.77068598,91.91404871,link,A,1063.35,,,
N2,1410,roadLRP211,24.77374766,91.78392778,link,A,1840.466667,,,
N208,1764,LRP045,24.77545045,91.91293369,bridge,A,29.55,,,
N208,1765,roadLRP045,24.78133388,91.91141719,link,A,1316.45,,,
N2,1411,LRP213,24.78191882,91.78452786,bridge,A,2,,,
N2,1412,roadLRP213,24.78623314,91.7865111,link,A,1085.5,,,
N208,1766,LRP046,24.78721732,91.9099007,bridge,A,20.06666667,,,
N2,1413,LRP214,24.79054746,91.78849434,bridge,A,2,,,
N2,1414,roadLRP214,24.79345307,91.78902464,link,A,671.5,,,
N208,1767,roadLRP046,24.79368909,91.91108208,link,A,1483.933333,,,
N2,1415,LRP215,24.79635868,91.78955494,bridge,C,12.4,,,
N208,1768,LRP048,24.80016086,91.91226345,bridge,A,20.8,,,
N2,1416,roadLRP215,24.8015098,91.79027914,link,C,1164.1,,,
N2,1417,LRP216,24.80666092,91.79100334,bridge,A,2.5,,,
N2,1418,roadLRP216,24.80923326,91.79170982,link,A,674,,,
N2,1419,LRP217,24.8118056,91.7924163,bridge,A,18.6,,,
N208,1769,roadLRP048,24.81224754,91.90687786,link,A,2989.2,,,
N2,1420,roadLRP217,24.81927941,91.80272502,link,A,2610.4,,,
N208,1770,LRP051,24.82433423,91.90149228,bridge,A,3,,,
N2,1421,LRP219,24.82675321,91.81303374,bridge,A,2.5,,,
N208,1771,roadLRP051,24.82776425,91.90041295,link,A,918,,,
N208,1772,LRP052,24.83119428,91.89933361,bridge,A,32.1,,,
N2,1422,roadLRP219,24.83151911,91.81667817,link,A,1334.5,,,
N2,1423,LRP220,24.836285,91.82032259,bridge,B,11.9,,,
N2,1424,roadLRP220,24.83833074,91.82104514,link,B,466.1,,,
N2,1425,LRP221,24.84037647,91.8217677,bridge,A,2,,,
N2,1426,roadLRP221,24.84443809,91.8236474,link,A,979,,,
N208,1773,roadLRP052,24.84490023,91.89218495,link,A,3696.9,,,
N2,1427,LRP222,24.8484997,91.8255271,bridge,B,3,,,
N2,1428,roadLRP222,24.85001122,91.8275468,link,B,549,,,
N2,1429,LRP223,24.85152274,91.82956649,bridge,B,12.2,,,
N2,1430,roadLRP223,24.85514545,91.83465264,link,B,1338.3,,,
N208,1774,LRP055,24.85860618,91.88503628,bridge,A,3,,,
N2,1431,LRP224,24.85876817,91.83973878,bridge,A,3,,,
N2,1432,roadLRP224,24.86047597,91.84450361,link,A,1046,,,
N2,1433,LRP225,24.86218377,91.84926844,bridge,A,21.4,,,
N2,1434,roadLRP225,24.8652217,91.85495618,link,A,1357.6,,,
N2,1435,LRP226,24.86825964,91.86064391,bridge,A,1.5,,,
N208,1775,roadLRP055,24.86834476,91.88018481,link,A,2046,,,
N2,1436,roadLRP226,24.86997397,91.8630743,link,A,663,,,
N2,1437,LRP227,24.87168831,91.86550469,bridge,B,4.5,,,
N2,1438,roadLRP227,24.87445496,91.86958243,link,B,1124.5,,,
N2,1439,LRP228,24.8772216,91.87366018,bridge,A,21,,,
N208,1778,LRPE,24.8775549,91.8753604,sourcesink,K,1,,,
N208,1777,roadLRP057,24.87781912,91.87534687,link,B,400.4,,,
N208,1776,LRP057,24.87808333,91.87533333,bridge,B,5.6,,,
N2,1440,roadLRP228,24.87855122,91.87582879,link,A,542.6666667,,,
N2,1441,LRP229,24.87988084,91.8779974,bridge,A,202.0666667,,,
N2,1442,roadLRP229,24.8847408,91.87880679,link,A,1018.6,,,
N2,1443,LRP230,24.88960077,91.87961618,bridge,A,6.9,,,
N2,1444,roadLRP230,24.8924187,91.88159518,link,A,1146.266667,,,
N2,1445,LRP231,24.89523663,91.88357417,bridge,A,4.475,,,
N2,1446,roadLRP231,24.89556661,91.89221879,link,A,1835.525,,,
N2,1447,LRP233,24.89589659,91.90086341,bridge,A,4.05,,,
N2,1448,roadLRP233,24.89819023,91.90749757,link,A,1506.45,,,
N2,1449,LRP234,24.90048387,91.91413173,bridge,A,2,,,
N2,1450,roadLRP234,24.9019917,91.91667753,link,A,598,,,
N2,1451,LRP235,24.90349953,91.91922333,bridge,A,6,,,
N2,1452,roadLRP235,24.90520892,91.9228529,link,A,866.3333333,,,
N2,1453,LRP236,24.90691831,91.92648248,bridge,A,9.816666667,,,
N2,1454,roadLRP236,24.91010733,91.93163184,link,A,1230.85,,,
N2,1455,LRP237,24.91329635,91.9367812,bridge,A,11.75,,,
N2,1456,roadLRP237,24.91437485,91.94228094,link,A,949.9166667,,,
N2,1457,LRP238,24.91545335,91.94778068,bridge,A,11,,,
N2,1458,roadLRP238,24.91587252,91.94866448,link,A,358.3333333,,,
N2,1459,LRP239,24.9162917,91.94954828,bridge,A,3,,,
N2,1460,roadLRP239,24.91842913,91.95476924,link,A,1166,,,
N2,1461,LRP240,24.92056656,91.9599902,bridge,A,10.2,,,
N2,1462,roadLRP240,24.92534092,91.96588382,link,A,1601.3,,,
N2,1463,LRP241,24.93011529,91.97177744,bridge,A,7.725,,,
N2,1464,roadLRP241,24.93223775,91.97549017,link,A,866.775,,,
N2,1465,LRP242,24.93436022,91.97920289,bridge,A,3,,,
N2,1466,roadLRP242,24.93617338,91.98336547,link,A,935,,,
N2,1467,LRP243,24.93798654,91.98752805,bridge,A,7.625,,,
N2,1468,roadLRP243,24.94345935,91.99560002,link,A,2099.375,,,
N2,1469,LRP245,24.94893217,92.00367199,bridge,A,3,,,
N2,1470,roadLRP245,24.95157952,92.00644698,link,A,830,,,
N2,1471,LRP246,24.95422687,92.00922197,bridge,A,6.575,,,
N2,1472,roadLRP246,24.95872201,92.01401959,link,A,1457.425,,,
N2,1473,LRP247,24.96321716,92.0188172,bridge,A,6.5,,,
N2,1474,roadLRP247,24.96385718,92.02143108,link,A,549.5,,,
N2,1475,LRP248,24.9644972,92.02404495,bridge,A,9,,,
N2,1476,roadLRP248,24.96853381,92.02837385,link,A,1313,,,
N2,1477,LRP249,24.97257043,92.03270275,bridge,A,6.85,,,
N2,1478,roadLRP249,24.97375549,92.03365966,link,A,327.15,,,
N2,1479,LRP250,24.97494055,92.03461658,bridge,A,3,,,
N2,1480,roadLRP250,24.97907724,92.03622241,link,A,979,,,
N2,1481,LRP251,24.98321392,92.03782825,bridge,A,4.5,,,
N2,1482,roadLRP251,24.98640169,92.04004234,link,A,883.5,,,
N2,1483,LRP252,24.98958945,92.04225643,bridge,A,91,,,
N2,1484,roadLRP252,24.99557805,92.04511262,link,A,1445,,,
N2,1485,LRP253,25.00156664,92.04796881,bridge,B,82.55,,,
N2,1486,roadLRP253,25.00783887,92.0546233,link,B,1865.45,,,
N2,1487,LRP255,25.0141111,92.0612778,bridge,B,36.025,,,
N2,1488,roadLRP255,25.0215969,92.06655525,link,B,1950.975,,,
N2,1489,LRP257,25.0290827,92.0718327,bridge,B,36.5,,,
N2,1490,roadLRP257,25.03315395,92.07759005,link,B,1459.5,,,
N2,1491,LRP258,25.03722521,92.0833474,bridge,A,55.65,,,
N2,1492,roadLRP258,25.04250676,92.08959004,link,A,1680.35,,,
N2,1493,LRP260,25.04778832,92.09583268,bridge,A,12.4,,,
N2,1494,roadLRP260,25.05089069,92.09925278,link,A,965.6,,,
N2,1495,LRP261,25.05399306,92.10267288,bridge,A,7.6,,,
N2,1496,roadLRP261,25.05633907,92.10437384,link,A,622.4,,,
N2,1497,LRP262,25.05868508,92.1060748,bridge,A,9.1,,,
N2,1498,roadLRP262,25.06311999,92.10835685,link,A,1070.9,,,
N2,1499,LRP263,25.0675549,92.1106389,bridge,A,21.875,,,
N2,1500,roadLRP263,25.0721066,92.11208067,link,A,1027.125,,,
N2,1501,LRP264,25.0766583,92.11352244,bridge,A,3,,,
N2,1502,roadLRP264,25.07975389,92.11448318,link,A,714,,,
N2,1503,LRP265,25.08284949,92.11544391,bridge,A,21.425,,,
N2,1504,roadLRP265,25.0873744,92.11665464,link,A,1036.575,,,
N2,1505,LRP266,25.09189931,92.11786537,bridge,A,190.5,,,
N2,1506,roadLRP266,25.09741035,92.11814603,link,A,1031.5,,,
N2,1507,LRP267,25.10292139,92.11842669,bridge,A,26,,,
N2,1508,roadLRP267,25.10553735,92.11859041,link,A,554,,,
N2,1509,LRP268,25.10815331,92.11875414,bridge,A,3,,,
N2,1510,roadLRP268,25.11656216,92.11760556,link,A,1938,,,
N2,1511,LRP269,25.12497101,92.11645698,bridge,A,87.35,,,
N2,1512,roadLRP269,25.12768552,92.11813958,link,A,731.15,,,
N2,1513,LRP270,25.13040002,92.11982218,bridge,A,23.95,,,
N2,1514,roadLRP270,25.13420437,92.11992382,link,A,979.55,,,
N2,1515,LRP271,25.13800872,92.12002546,bridge,A,79,,,
N2,1516,roadLRP271,25.13918305,92.11990534,link,A,215,,,
N2,1517,LRP272,25.14035739,92.11978523,bridge,A,14.45,,,
N2,1518,roadLRP272,25.14465121,92.11647558,link,A,1419.55,,,
N2,1519,LRP273,25.14894504,92.11316594,bridge,A,63.5,,,
N2,1520,roadLRP273,25.15107118,92.11039149,link,A,626.1666667,,,
N2,1521,LRP274,25.15319731,92.10761704,bridge,A,33.85,,,
N2,1522,roadLRP274,25.15588557,92.10412083,link,A,906.4833333,,,
N2,1539,LRPE,25.1570556,92.0176382,sourcesink,K,1,,,
N2,1523,LRP275,25.15857383,92.10062462,bridge,A,81,,,
N2,1524,roadLRP275,25.16128867,92.09850227,link,A,671,,,
N2,1525,LRP276,25.16400352,92.09637992,bridge,A,36.6,,,
N2,1538,roadLRP285,25.16468019,92.01933839,link,A,2129.333333,,,
N2,1526,roadLRP276,25.1707393,92.0764457,link,A,4841.4,,,
N2,1537,LRP285,25.17230478,92.02103858,bridge,A,16.66666667,,,
N2,1536,roadLRP284,25.17483405,92.02477414,link,A,1137.666667,,,
N2,1529,LRP281,25.1766925,92.05485422,bridge,A,24.5,,,
N2,1528,roadLRP280,25.17708379,92.05568285,link,A,157.5,,,
N2,1535,LRP284,25.17736332,92.0285097,bridge,A,5.666666667,,,
N2,1527,LRP280,25.17747509,92.05651147,bridge,A,39.5,,,
N2,1530,roadLRP281,25.1786148,92.04611838,link,A,1858.5,,,
N2,1534,roadLRP283,25.17864013,92.03118743,link,A,908.9166667,,,
N2,1533,LRP283,25.17991694,92.03386517,bridge,A,2.75,,,
N2,1532,roadLRP282,25.18022702,92.03562386,link,A,471.5,,,
N2,1531,LRP282,25.1805371,92.03738254,bridge,A,3.5,,,
