road,id,name,lat,lon,model_type,condition,length,,,
N2,1152,roadLRP074,24.03707679,91.0192712,link,A,792.9,,,
N2,1150,roadLRP073,24.03723032,91.01036574,link,A,1077.8875,,,
N2,1153,LRP075,24.03776219,91.02306476,bridge,C,54.21666667,,,
N2,1149,LRP073,24.03806925,91.00525384,bridge,A,3.1125,,,
N2,1118,roadLRP055,24.03827796,90.83924249,link,A,706,,,
N2,1154,roadLRP075,24.03830808,91.02605566,link,C,955.7833333,,,
N2,1155,LRP076,24.03885398,91.02904657,bridge,A,4.625,,,
N2,1156,roadLRP076,24.03908033,91.03018688,link,A,648.375,,,
N2,1157,LRP077,24.03930668,91.03132719,bridge,A,12.5,,,
N2,1119,LRP056,24.0397752,90.84230396,bridge,A,13.55,,,
N2,1158,roadLRP077,24.040312,91.03656487,link,A,1080.5,,,
N2,1193,LRP097,24.04072624,91.21015753,bridge,A,34.355,,,
N2,1120,roadLRP056,24.04093065,90.84689626,link,A,956.7833333,,,
N2,1159,LRP078,24.04131732,91.04180255,bridge,A,12.3,,,
N2,1194,roadLRP097,24.04176315,91.21329738,link,A,654.9783333,,,
N2,1192,roadLRP096,24.04186608,91.20668516,link,A,753.9633333,,,
N2,1121,LRP057,24.04208609,90.85148857,bridge,A,3.5,,,
N2,1160,roadLRP078,24.04235978,91.04859886,link,A,1391.7,,,
N102,807,LRP082,24.04268823,91.11407994,bridge,A,3,,,
N2,1187,LRP094,24.04279068,91.18582244,bridge,C,4,,,
N2,1195,LRP098,24.04280006,91.21643724,bridge,A,19.01,,,
N2,1188,roadLRP094,24.04286543,91.1907871,link,C,997,,,
N2,1189,LRP095,24.04294019,91.19575176,bridge,A,10.4,,,
N2,1190,roadLRP095,24.04297305,91.19948227,link,A,757.2666667,,,
N2,1191,LRP096,24.04300592,91.20321278,bridge,A,46.37,,,
N2,1161,LRP079,24.04340224,91.05539517,bridge,A,6.223333333,,,
N2,1148,roadLRP072,24.04379104,90.99821253,link,A,1229.666667,,,
N2,1162,roadLRP079,24.04424734,91.06260205,link,A,1466.276667,,,
N2,1186,roadLRP093,24.04476861,91.18094345,link,A,1183.1375,,,
N2,1122,roadLRP057,24.04497165,90.85743262,link,A,1398.566667,,,
N2,1163,LRP081,24.04509244,91.06980894,bridge,A,7.8,,,
N2,1164,roadLRP081,24.04616029,91.07847056,link,A,1774.7,,,
N2,1196,roadLRP098,24.04631939,91.22773548,link,A,2478.656667,,,
N102,808,roadLRP082,24.04664966,91.11437332,link,A,900,,,
N2,1185,LRP093,24.04674655,91.17606447,bridge,A,114.8625,,,
N2,1165,LRP082,24.04722814,91.08713218,bridge,B,4.5,,,
N2,1166,roadLRP082,24.0475061,91.08943197,link,B,474.5,,,
N2,1167,LRP083,24.04778406,91.09173177,bridge,A,9.3,,,
N2,1123,LRP058,24.04785721,90.86337667,bridge,A,120.584,,,
N2,1168,roadLRP083,24.04834201,91.09638947,link,A,939.7,,,
N2,1169,LRP084,24.04889996,91.10104717,bridge,A,3.6,,,
N2,1124,roadLRP058,24.04890345,90.86480681,link,A,254.016,,,
N2,1147,LRP072,24.04951283,90.99117121,bridge,A,710.8333333,,,
N2,1184,roadLRP092,24.04952794,91.17145763,link,A,1212.775,,,
N2,1197,LRP100,24.04983872,91.23903373,bridge,A,64.94,,,
N2,1125,LRP059,24.0499497,90.86623694,bridge,A,4,,,
N102,809,LRPE,24.0506111,91.1146667,sourcesink,K,1,,,
N2,1126,roadLRP059,24.05071821,90.87130274,link,A,1089.333333,,,
N2,1127,LRP060,24.05148672,90.87636853,bridge,A,28.56666667,,,
N2,1128,roadLRP060,24.05171633,90.88156208,link,A,1030.1,,,
N2,1129,LRP061,24.05194594,90.88675564,bridge,A,7.3,,,
N2,1183,LRP092,24.05230932,91.16685079,bridge,A,11.225,,,
N2,1130,roadLRP061,24.05246624,90.89313135,link,A,1302.7,,,
N2,1182,roadLRP091,24.05275483,91.1632203,link,A,717.7833333,,,
N2,1170,roadLRP084,24.05293876,91.10804993,link,A,1941.4,,,
N2,1146,roadLRP070,24.05294025,90.98263993,link,A,2072.666667,,,
N2,1131,LRP062,24.05298654,90.89950706,bridge,A,12.725,,,
N2,1132,roadLRP062,24.05316831,90.90186708,link,A,466.275,,,
N2,1181,LRP091,24.05320034,91.15958982,bridge,A,29.55,,,
N2,1133,LRP063,24.05335007,90.90422709,bridge,A,12.3,,,
N2,1198,roadLRP100,24.05358863,91.24146261,link,A,899.06,,,
N2,1134,roadLRP063,24.05399345,90.91230088,link,A,1640.033333,,,
N2,1180,roadLRP090,24.05400162,91.15289017,link,C,1331.226667,,,
N2,1135,LRP064,24.05463683,90.92037466,bridge,A,7.8,,,
N2,1179,LRP090,24.05480289,91.14619053,bridge,C,43.44,,,
N2,1178,roadLRP089,24.05516255,91.14356825,link,A,519.75,,,
N2,1136,roadLRP064,24.05535721,90.93036615,link,A,2021.866667,,,
N2,1177,LRP089,24.05552221,91.14094597,bridge,A,20.25,,,
N2,1176,roadLRP088,24.05599559,91.13725576,link,A,744.275,,,
N2,1137,LRP066,24.05607759,90.94035764,bridge,A,3.6,,,
N2,1145,LRP070,24.05636766,90.97410865,bridge,A,5.333333333,,,
N2,1138,roadLRP066,24.05637849,90.94400629,link,A,747.0666667,,,
N2,1175,LRP088,24.05646896,91.13356555,bridge,A,13.725,,,
N2,1139,LRP067,24.05667938,90.94765493,bridge,A,11.51666667,,,
N2,1144,roadLRP069,24.05673892,90.97105894,link,A,513.7975,,,
N2,1140,roadLRP067,24.05690278,90.95213217,link,A,910.8166667,,,
N2,1171,LRP086,24.05697756,91.11505269,bridge,A,22.68,,,
N2,1174,roadLRP087,24.05710506,91.12883042,link,A,974,,,
N2,1143,LRP069,24.05711017,90.96800924,bridge,A,116.2025,,,
N2,1142,roadLRP068,24.05711818,90.96230932,link,B,1171.7,,,
N2,1141,LRP068,24.05712619,90.9566094,bridge,B,7.3,,,
N2,1199,LRP101,24.05733855,91.24389149,bridge,A,4,,,
N2,1172,roadLRP086,24.05735936,91.11957399,link,A,978.32,,,
N2,1173,LRP087,24.05774116,91.12409528,bridge,A,3,,,
N2,1200,roadLRP101,24.06164324,91.24848075,link,A,1333,,,
N2,1201,LRP102,24.06594792,91.25307002,bridge,A,9.3,,,
N2,1202,roadLRP102,24.06836557,91.25576883,link,A,758.2,,,
N2,1203,LRP103,24.07078322,91.25846765,bridge,A,7.9,,,
N2,1204,roadLRP103,24.07432643,91.2622984,link,A,1100.6,,,
N2,1205,LRP104,24.07786964,91.26612914,bridge,A,9,,,
N2,1206,roadLRP104,24.08005992,91.27117529,link,A,1248,,,
N2,1207,LRP105,24.0822502,91.27622143,bridge,A,3.5,,,
N2,1208,roadLRP105,24.08320945,91.27930286,link,A,712,,,
N2,1209,LRP106,24.08416871,91.28238428,bridge,A,7.15,,,
N2,1210,roadLRP106,24.08754122,91.28544392,link,A,1038.35,,,
N2,1211,LRP107,24.09091373,91.28850355,bridge,B,67.045,,,
N2,1212,roadLRP107,24.09408101,91.28982792,link,B,678.955,,,
N2,1213,LRP108,24.09724829,91.2911523,bridge,A,3,,,
N2,1214,roadLRP108,24.10075365,91.2945486,link,A,1054,,,
N2,1215,LRP109,24.10425901,91.2979449,bridge,A,19.45,,,
N2,1216,roadLRP109,24.10702776,91.30017742,link,A,742.55,,,
N2,1217,LRP110,24.10979652,91.30240995,bridge,C,36.95,,,
N2,1218,roadLRP110,24.11384819,91.30662991,link,C,1210.05,,,
N2,1219,LRP111,24.11789987,91.31084988,bridge,A,4,,,
N2,1220,roadLRP111,24.12112959,91.31381407,link,A,928,,,
N204,1550,LRP010,24.12432267,91.4118575,bridge,B,9.5,,,
N2,1221,LRP112,24.12435931,91.31677826,bridge,A,30,,,
N204,1551,roadLRP010,24.12637091,91.42119659,link,B,2080.5,,,
N204,1554,LRP014,24.12720011,91.44407725,bridge,A,13.8,,,
N204,1555,roadLRP014,24.12727063,91.44790513,link,A,864.2,,,
N204,1556,LRP015,24.12734115,91.45173302,bridge,A,6,,,
N204,1557,roadLRP015,24.12766852,91.45781386,link,A,1367,,,
N204,1553,roadLRP012,24.12780963,91.43730647,link,B,1458,,,
N204,1558,LRP017,24.12799588,91.4638947,bridge,A,1.65,,,
N204,1549,roadLRP003,24.12833936,91.3831461,link,A,6182.75,,,
N204,1552,LRP012,24.12841915,91.43053569,bridge,B,3,,,
N2,1222,roadLRP112,24.12857105,91.31949501,link,A,1078,,,
N204,1559,roadLRP017,24.13137886,91.47043897,link,A,1695.35,,,
N204,1548,LRP003,24.13235606,91.35443471,bridge,A,2.25,,,
N2,1223,LRP113,24.13278279,91.32221176,bridge,A,25,,,
N204,1560,LRP019,24.13476184,91.47698324,bridge,A,50,,,
N204,1547,roadLRP002,24.13484097,91.3530034,link,B,780.5,,,
N2,1224,roadLRP113,24.13594656,91.32362097,link,A,734,,,
N204,1546,LRP002,24.13732587,91.35157209,bridge,B,9.5,,,
N204,1561,roadLRP019,24.13848154,91.47972505,link,A,984.25,,,
N2,1225,LRP114,24.13911033,91.32503018,bridge,A,40.725,,,
N204,1545,roadLRP001,24.14067236,91.35142498,link,A,753.6375,,,
N2,1226,roadLRP114,24.14157163,91.32930141,link,A,1022.275,,,
N204,1562,LRP020,24.14220124,91.48246686,bridge,A,24.425,,,
N204,1544,LRP001,24.14401884,91.35127787,bridge,A,24.1125,,,
N2,1227,LRP115,24.14403293,91.33357264,bridge,A,22.9,,,
N204,1563,roadLRP020,24.14435304,91.48337623,link,A,514.325,,,
N2,1228,roadLRP115,24.14519928,91.33781274,link,A,878.1,,,
N204,1543,roadLRPSb,24.14618508,91.35133322,link,C,482.25,,,
N2,1229,LRP116,24.14636563,91.34205284,bridge,B,2,,,
N204,1564,LRP021,24.14650484,91.4842856,bridge,D,13.5,,,
N2,1230,roadLRP116,24.14732834,91.34394657,link,B,470.3333333,,,
N204,1540,LRPS,24.1479163,91.3466108,sourcesink,K,1,,Which roads intersects with N204? Check for the closest coordinates ,0.000587957
N204,1541,roadLRPS,24.14813381,91.34899969,link,K,545,,0.00058796>0.00037476,0.00037476
N2,1231,LRP117,24.14829106,91.34584031,bridge,A,4.866666667,,,
N204,1542,LRPSb,24.14835132,91.35138857,bridge,C,4,,,
N2,1232,roadLRP117,24.15344493,91.3473686,link,A,1247,,,
N2,1233,LRP118,24.1585988,91.3488969,bridge,A,6.61,,,
N204,1565,roadLRP021,24.15946886,91.49256271,link,D,3466.5,,,
N2,1234,roadLRP118,24.16306838,91.34896215,link,A,1002.523333,,,
N2,1235,LRP119,24.16753796,91.3490274,bridge,A,5.9,,,
N2,1236,roadLRP119,24.17084119,91.34910667,link,A,720.7666667,,,
N204,1566,LRP025,24.17243288,91.50083983,bridge,A,28.36666667,,,
N2,1237,LRP120,24.17414442,91.34918594,bridge,A,2.9,,,
N2,1238,roadLRP120,24.17978159,91.34976076,link,A,1252.1,,,
N204,1567,roadLRP025,24.18259367,91.50935641,link,A,3452.633333,,,
N2,1239,LRP121,24.18541875,91.35033558,bridge,A,11.22,,,
N2,1240,roadLRP121,24.18950326,91.35047517,link,A,904.28,,,
N204,1568,LRP029,24.19275446,91.51787299,bridge,A,9.24,,,
N2,1241,LRP122,24.19358777,91.35061475,bridge,A,4.86,,,
N2,1242,roadLRP122,24.19843423,91.3513562,link,A,1095.14,,,
N204,1569,roadLRP029,24.19924946,91.51641642,link,A,1644.76,,,
N2,1243,LRP123,24.20328069,91.35209765,bridge,A,4.0625,,,
N204,1570,LRP032,24.20574445,91.51495986,bridge,A,3,,,
N2,1244,roadLRP123,24.20650138,91.35370118,link,A,800.7708333,,,
N2,1245,LRP124,24.20972206,91.3553047,bridge,A,20.76666667,,,
N204,1571,roadLRP032,24.21104001,91.51263794,link,A,1300,,,
N2,1246,roadLRP124,24.21408153,91.35886587,link,A,1198.4,,,
N204,1572,LRP033,24.21633557,91.51031602,bridge,A,2.24,,,
N2,1247,LRP125,24.218441,91.36242705,bridge,A,5.625,,,
N204,1573,roadLRP033,24.22032968,91.50880116,link,A,804.76,,,
N2,1248,roadLRP125,24.22253855,91.36390336,link,A,972.625,,,
N204,1574,LRP034,24.22432378,91.50728629,bridge,A,3.11,,,
N2,1249,LRP126,24.22663611,91.36537966,bridge,A,5.25,,,
N204,1575,roadLRP034,24.22803727,91.50589367,link,A,894.89,,,
N2,1250,roadLRP126,24.23051085,91.36656065,link,A,885,,,
N204,1576,LRP035,24.23175075,91.50450104,bridge,A,12.875,,,
N2,1251,LRP127,24.23438559,91.36774163,bridge,A,1.666666667,,,
N2,1252,roadLRP127,24.23856689,91.36876253,link,A,948.8333333,,,
N204,1577,roadLRP035,24.24164883,91.498316,link,A,2580.791667,,,
N2,1253,LRP128,24.24274819,91.36978343,bridge,A,4.05,,,
N2,1254,roadLRP128,24.24693505,91.37141843,link,A,1000.116667,,,
N2,1255,LRP129,24.25112192,91.37305343,bridge,A,2.7,,,
N204,1578,LRP038,24.25154691,91.49213096,bridge,A,12.38333333,,,
N2,1256,roadLRP129,24.25540407,91.37587198,link,A,1119.383333,,,
N204,1579,roadLRP038,24.25657085,91.48722608,link,A,1463.95,,,
N2,1257,LRP130,24.25968623,91.37869053,bridge,A,3.25,,,
N204,1580,LRP040,24.26159479,91.48232121,bridge,A,4.5,,,
N2,1258,roadLRP130,24.26335273,91.38079544,link,A,922.5,,,
N204,1581,roadLRP040,24.26408906,91.47963283,link,A,745.5,,,
N2,1275,LRP140,24.26657981,91.45953289,bridge,A,2.1,,,
N204,1582,LRP041,24.26658333,91.47694444,bridge,A,4.3,,,
N2,1276,roadLRP140,24.26683856,91.46482972,link,A,1078.9,,,
N204,1583,roadLRP041,24.26698577,91.47704132,link,A,116.7,,,
N2,1259,LRP131,24.26701923,91.38290036,bridge,A,2.3,,,
N2,1277,LRP141,24.26709731,91.47012655,bridge,A,1.6,,,
N204,1584,LRPE,24.2673882,91.4771382,sourcesink,K,1,,,
N2,1278,roadLRP141,24.26767941,91.47368683,link,A,777.4,,,
N2,1274,roadLRP139,24.26795518,91.45530165,link,A,1001.65,,,
N2,1279,LRP142,24.26826151,91.47724711,bridge,A,216.7,,,
N2,1260,roadLRP131,24.26907239,91.38694635,link,A,1156.2,,,
N2,1273,LRP139,24.26933056,91.45107042,bridge,A,2.35,,,
N2,1261,LRP132,24.27112555,91.39099235,bridge,A,2.666666667,,,
N2,1272,roadLRP138,24.272596,91.44774093,link,A,992.4,,,
N2,1262,roadLRP132,24.27315767,91.39630337,link,A,1195.333333,,,
N2,1280,roadLRP142,24.27353393,91.48158629,link,A,1313.3,,,
N2,1263,LRP133,24.27518979,91.4016144,bridge,A,83.05,,,
N2,1271,LRP138,24.27586145,91.44441143,bridge,A,2.6,,,
N2,1264,roadLRP133,24.27668373,91.40438455,link,A,574.95,,,
N2,1270,roadLRP137,24.27809476,91.43895443,link,A,1263.5,,,
N2,1265,LRP134,24.27817768,91.40715471,bridge,A,2.566666667,,,
N2,1281,LRP143,24.27880635,91.48592546,bridge,A,27,,,
N2,1266,roadLRP134,24.2799973,91.41272325,link,A,1236.933333,,,
N2,1269,LRP137,24.28032807,91.43349743,bridge,A,12.5,,,
N2,1268,roadLRP135,24.28107249,91.42589461,link,A,1554.1,,,
N2,1267,LRP135,24.28181692,91.41829178,bridge,A,3.4,,,
N2,1282,roadLRP143,24.28219436,91.4915183,link,A,1340.5,,,
N2,1283,LRP145,24.28558238,91.49711113,bridge,C,7.3,,,
N2,1284,roadLRP145,24.28750356,91.50041122,link,C,790.2,,,
N2,1285,LRP146,24.28942474,91.50371131,bridge,A,2,,,
N207,1595,LRP004,24.29102513,91.55674227,bridge,A,3,,,
N207,1596,roadLRP004,24.29131363,91.5657076,link,A,2072,,,
N207,1597,LRP006,24.29160213,91.57467293,bridge,A,6,,,
N207,1594,roadLRP003,24.29199989,91.55154129,link,B,1016.675,,,
N207,1593,LRP003,24.29297464,91.54634032,bridge,B,38.325,,,
N207,1598,roadLRP006,24.29319852,91.58049018,link,A,1341.5,,,
N207,1592,roadLRP002,24.29329299,91.54182523,link,B,915.83,,,
N207,1591,LRP002,24.29361135,91.53731015,bridge,B,21.17,,,
N2,1286,roadLRP146,24.29377928,91.50748765,link,A,1302,,,
N207,1590,roadLRP001,24.29473144,91.53058067,link,A,1378.55,,,
N207,1599,LRP008,24.29479491,91.58630743,bridge,A,10.85,,,
N207,1585,LRPS,24.2948608,91.51025,sourcesink,K,1,,,
N207,1589,LRP001,24.29585153,91.5238512,bridge,A,19.45,,,
N207,1586,roadLRPS,24.29621305,91.51195075,link,K,470,,,
N207,1600,roadLRP008,24.29660643,91.61045414,link,A,5775.65,,,
N207,1588,roadLRPSb,24.29670842,91.51875135,link,B,1029.71,,,
N207,1587,LRPSb,24.29756531,91.51365151,bridge,B,22.29,,,
N2,1287,LRP147,24.29813383,91.511264,bridge,A,6.866666667,,,
N207,1601,LRP014,24.29841795,91.63460085,bridge,A,2.5,,,
N207,1602,roadLRP014,24.30052386,91.65217711,link,A,3583.5,,,
N2,1288,roadLRP147,24.30168887,91.51373032,link,A,909.6333333,,,
N207,1609,LRP020,24.30247569,91.69249101,bridge,A,20.6,,,
N207,1610,roadLRP020,24.30258257,91.70561705,link,A,2685.9,,,
N207,1603,LRP017,24.30262977,91.66975337,bridge,A,13.5,,,
N207,1611,LRP022,24.30268945,91.71874308,bridge,A,12.675,,,
N207,1604,roadLRP017,24.30330345,91.67308758,link,A,686.8333333,,,
N207,1608,roadLRP019,24.30373785,91.68708938,link,A,1080.85,,,
N207,1605,LRP018,24.30397712,91.67642179,bridge,A,18.9,,,
N207,1606,roadLRP018,24.30448856,91.67905477,link,A,533.7666667,,,
N207,1607,LRP019,24.305,91.68168775,bridge,A,45.65,,,
N2,1289,LRP148,24.30524391,91.51619664,bridge,A,1.75,,,
N207,1612,roadLRP022,24.30558153,91.72278382,link,A,1028.325,,,
N207,1613,LRP023,24.3084736,91.72682456,bridge,A,16.9,,,
N2,1290,roadLRP148,24.30950487,91.51976821,link,A,1279.75,,,
N207,1614,roadLRP023,24.31324795,91.73090976,link,A,1503.6,,,
N2,1291,LRP149,24.31376582,91.52333978,bridge,A,7.15,,,
N2,1292,roadLRP149,24.31704703,91.5260531,link,A,922.85,,,
N207,1615,LRP025,24.31802229,91.73499497,bridge,A,5.675,,,
N2,1293,LRP150,24.32032823,91.52876642,bridge,A,41,,,
N207,1616,roadLRP025,24.32213656,91.73608238,link,A,927.325,,,
N2,1294,roadLRP150,24.32417427,91.53043984,link,A,884.5,,,
N207,1617,LRP026,24.32625082,91.73716979,bridge,A,14,,,
N2,1295,LRP151,24.32802032,91.53211326,bridge,A,7.2,,,
N207,1618,roadLRP026,24.33124921,91.7386573,link,A,1155.166667,,,
N2,1296,roadLRP151,24.33232146,91.53292768,link,A,1023.3,,,
N207,1619,LRP027,24.3362476,91.74014481,bridge,A,11.36666667,,,
N2,1297,LRP152,24.33662261,91.5337421,bridge,A,4.35,,,
N207,1620,roadLRP027,24.33974637,91.7418135,link,A,844.4666667,,,
N2,1298,roadLRP152,24.3406468,91.53442288,link,A,880.15,,,
N207,1621,LRP028,24.34324515,91.74348219,bridge,A,4.25,,,
N2,1299,LRP153,24.344671,91.53510366,bridge,A,2.75,,,
N207,1622,roadLRP028,24.3474559,91.74531732,link,A,997.25,,,
N2,1300,roadLRP153,24.34835923,91.53601701,link,A,851.75,,,
N207,1623,LRP029,24.35166665,91.74715245,bridge,A,3,,,
N2,1301,LRP154,24.35204747,91.53693037,bridge,A,40.23333333,,,
N207,1624,roadLRP029,24.35546562,91.74812681,link,A,1016.333333,,,
N2,1302,roadLRP154,24.35802567,91.53987437,link,A,1473.766667,,,
N207,1625,LRP030,24.3592646,91.74910117,bridge,A,10.06666667,,,
N2,1303,LRP155,24.36400388,91.54281838,bridge,A,11.55,,,
N2,1304,roadLRP155,24.36733822,91.54432065,link,A,798.45,,,
N207,1626,roadLRP030,24.36965267,91.74996963,link,A,2175.6,,,
N2,1305,LRP156,24.37067256,91.54582292,bridge,A,19,,,
N2,1306,roadLRP156,24.37436993,91.54764417,link,A,884.6666667,,,
N2,1307,LRP157,24.3780673,91.54946542,bridge,A,10.1,,,
N207,1627,LRP032,24.38004075,91.75083809,bridge,B,7.95,,,
N207,1628,roadLRP032,24.38235067,91.7515311,link,B,544.55,,,
N2,1308,roadLRP157,24.38305408,91.55249527,link,A,1259.233333,,,
N207,1629,LRP033,24.38466059,91.75222411,bridge,A,5.25,,,
N2,1309,LRP158,24.38804086,91.55552513,bridge,A,2.6,,,
N207,1630,roadLRP033,24.38864692,91.75318557,link,A,917.25,,,
N2,1310,roadLRP158,24.39111749,91.55761522,link,A,811.4,,,
N207,1631,LRP034,24.39263325,91.75414704,bridge,A,6,,,
N2,1311,LRP159,24.39419411,91.5597053,bridge,A,5.375,,,
N2,1312,roadLRP159,24.39864405,91.56202115,link,A,1121.125,,,
N207,1632,roadLRP034,24.39979569,91.7544359,link,A,1586,,,
N2,1313,LRP160,24.40309399,91.56433701,bridge,A,10.625,,,
N207,1633,LRP035,24.40695812,91.75472475,bridge,B,9.4,,,
N2,1314,roadLRP160,24.4076506,91.56490269,link,A,1005.208333,,,
N207,1634,roadLRP035,24.40942113,91.75511199,link,B,541.6,,,
N207,1635,LRP036,24.41188414,91.75549922,bridge,C,18.7,,,
N2,1315,LRP161,24.41220722,91.56546837,bridge,A,4.6,,,
N2,1316,roadLRP161,24.41637027,91.5662994,link,A,945.9,,,
N207,1636,roadLRP036,24.41761917,91.7569619,link,C,1305.3,,,
N2,1317,LRP162,24.42053331,91.56713043,bridge,A,15.75,,,
N207,1637,LRP037,24.4233542,91.75842459,bridge,A,7.1,,,
N2,1318,roadLRP162,24.42413806,91.56765701,link,A,799.6666667,,,
N2,1319,LRP163,24.42774281,91.56818359,bridge,A,2.45,,,
N207,1638,roadLRP037,24.42839983,91.75936317,link,A,1133.9,,,
N2,1320,roadLRP163,24.43246766,91.56864682,link,A,1064.05,,,
N207,1639,LRP038,24.43344545,91.76030175,bridge,B,9.1,,,
N207,1640,roadLRP038,24.43659442,91.76090853,link,B,725.9,,,
N2,1321,LRP164,24.43719251,91.56911005,bridge,A,9.7,,,
N207,1641,LRP039,24.43974338,91.7615153,bridge,A,4.5,,,
N2,1322,roadLRP164,24.44099176,91.5697908,link,A,849.95,,,
N207,1642,roadLRP039,24.44397284,91.76158835,link,A,945.5,,,
N2,1323,LRP165,24.444791,91.57047155,bridge,A,9.96,,,
N207,1643,LRP040,24.4482023,91.7616614,bridge,A,2.925,,,
N2,1324,roadLRP165,24.44958286,91.57130442,link,A,1077.44,,,
N207,1644,roadLRP040,24.45234377,91.76220409,link,A,930.575,,,
N2,1325,LRP166,24.45437472,91.5721373,bridge,A,4.136,,,
N207,1645,LRP041,24.45648525,91.76274677,bridge,A,3,,,
N2,1326,roadLRP166,24.45915046,91.57300252,link,A,1089.314,,,
N207,1646,roadLRP041,24.46193709,91.763964,link,A,1360.5,,,
N2,1327,LRP167,24.46392619,91.57386774,bridge,A,28.55,,,
N207,1647,LRP042,24.46738893,91.76518123,bridge,C,6,,,
N2,1328,roadLRP167,24.46753841,91.57388846,link,A,786.2,,,
N207,1648,roadLRP042,24.46994555,91.76532671,link,C,445,,,
N2,1329,LRP168,24.47115064,91.57390918,bridge,A,16.33333333,,Which road intersects with N208? Check for closest coordinates,0.000209764
N208,1678,LRPS,24.4713604,91.7655556,sourcesink,K,1,,0.0002098>0.0011418,0.001141769
N207,1649,LRP043,24.47250217,91.7654722,bridge,C,18.45,,,
N208,1679,roadLRPS,24.47277779,91.76790259,link,K,649,,,
N208,1680,LRPSa,24.47419518,91.77024958,bridge,A,6,,,
N208,1681,roadLRPSa,24.47475559,91.77117754,link,A,251,,,
N208,1682,LRPSb,24.47531601,91.7721055,bridge,A,1.5,,,
N208,1683,roadLRPSb,24.47547738,91.77394527,link,A,394.5,,,
N208,1684,LRP001,24.47563875,91.77578505,bridge,A,26.25,,,
N2,1330,roadLRP168,24.47630736,91.57535,link,A,1185,,,
N208,1685,roadLRP001,24.47975502,91.77638616,link,A,1015.75,,,
N2,1331,LRP169,24.48146407,91.57679082,bridge,A,2.466666667,,,
N208,1686,LRP002,24.48387129,91.77698727,bridge,A,18,,,
N2,1332,roadLRP169,24.48564739,91.57810244,link,A,980.3,,,
N208,1687,roadLRP002,24.4886861,91.77561429,link,A,1115,,,
N2,1333,LRP170,24.48983071,91.57941406,bridge,A,6.76,,,
N2,1334,roadLRP170,24.49312421,91.58044172,link,A,765.4733333,,,
N208,1688,LRP003,24.49350091,91.77424131,bridge,A,135.2,,,
N207,1650,roadLRP043,24.49583471,91.74763252,link,C,8412.55,,,
N208,1689,roadLRP003,24.49634868,91.77509215,link,A,678.3,,,
N2,1335,LRP171,24.49641771,91.58146937,bridge,A,3.1,,,
N208,1690,LRP004,24.49919645,91.775943,bridge,A,4.75,,,
N2,1336,roadLRP171,24.50069911,91.58304599,link,A,1028.566667,,,
N208,1698,LRP008,24.50082225,91.81635814,bridge,A,12.5,,,
N208,1691,roadLRP004,24.50116493,91.78191156,link,A,1288.75,,,
N208,1697,roadLRP007,24.50179979,91.80857879,link,A,1626,,,
N208,1699,roadLRP008,24.5022309,91.82020697,link,A,834.5,,,
N208,1696,LRP007,24.50277733,91.80079944,bridge,A,14,,,
N208,1695,roadLRP006,24.50300277,91.79867565,link,A,407,,,
N208,1692,LRP005,24.50313342,91.78788011,bridge,A,6,,,
N208,1693,roadLRP005,24.50318082,91.79221598,link,A,889,,,
N208,1694,LRP006,24.50322822,91.79655186,bridge,A,18,,,
N208,1700,LRP009,24.50363956,91.8240558,bridge,B,39.5,,,
N208,1701,roadLRP009,24.50478635,91.827051,link,B,622.5,,,
N2,1337,LRP172,24.5049805,91.5846226,bridge,A,5.08,,,
N208,1702,LRP010,24.50593313,91.8300462,bridge,A,5.7,,,
N208,1703,roadLRP010,24.5093847,91.83609459,link,A,1447.3,,,
N2,1338,roadLRP172,24.51085764,91.58603291,link,A,1379.92,,,
N208,1704,LRP011,24.51283627,91.84214298,bridge,A,2.3,,,
N208,1705,roadLRP011,24.51427174,91.84454834,link,A,590.7,,,
N208,1706,LRP012,24.51570721,91.8469537,bridge,A,12.4,,,
N2,1339,LRP173,24.51673478,91.58744321,bridge,A,10.15,,,
N208,1707,roadLRP012,24.51681125,91.85313791,link,A,1282.6,,,
N208,1708,LRP013,24.51791529,91.85932213,bridge,A,3,,,
N207,1651,LRP051,24.51916725,91.72979283,bridge,A,6.875,,,
N2,1340,roadLRP173,24.51964626,91.58885462,link,A,702.5166667,,,
N208,1709,roadLRP013,24.52075876,91.86155968,link,A,803,,,
N207,1652,roadLRP051,24.52129104,91.73054149,link,A,520.125,,,
N2,1341,LRP174,24.52255774,91.59026603,bridge,A,2,,,
N207,1653,LRP052,24.52341483,91.73129015,bridge,A,12.1,,,
N208,1710,LRP014,24.52360224,91.86379723,bridge,B,6,,,
N208,1711,roadLRP014,24.52490698,91.86455835,link,B,327,,,
N208,1712,LRP015,24.52621172,91.86531946,bridge,A,13.4,,,
N2,1342,roadLRP174,24.52670055,91.59337076,link,A,1144.833333,,,
N207,1654,roadLRP052,24.52822371,91.73256198,link,A,1159.9,,,
N208,1713,roadLRP015,24.53026055,91.8672893,link,A,981.6,,,
N2,1343,LRP175,24.53084337,91.59647549,bridge,A,3.083333333,,,
N207,1655,LRP053,24.5330326,91.73383381,bridge,A,1.5,,,
N2,1344,roadLRP175,24.53420579,91.59919038,link,A,933.0166667,,,
N208,1714,LRP016,24.53430938,91.86925914,bridge,A,10.35,,,
N2,1345,LRP176,24.53756822,91.60190528,bridge,A,2.58,,,
N208,1715,roadLRP016,24.53834391,91.87228766,link,A,1118.65,,,
